rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss
19.452892,102,0,1,20,20.0,,,,,,
24.0370405,204,0,2,46,23.0,,,,,,
18.913103333333336,252,0,3,61,20.333333333333332,,,,,,
17.33113225,310,0,4,82,20.5,,,,,,
15.563106199999998,339,0,5,94,18.8,,,,,,
15.219802,34,3,6,113,18.833333333333332,0.680914244055748,0.989266037940979,-0.029973864555358887,0.003,240,-6.195141792297363
14.598356999999998,26,4,7,125,17.857142857142858,0.23440385833382607,0.9574647545814514,-0.12911158800125122,0.003,480,-8.777993202209473
14.50683825,18,8,8,158,19.75,0.40891740620136263,0.8648136854171753,-0.3906124532222748,0.003,1140,-15.002023696899414
15.699968444444444,14,14,9,204,22.666666666666668,0.5200617596507072,0.756152868270874,-0.7028732299804688,0.003,2060,-23.740243911743164
23.895085599999998,12,21,10,269,26.9,0.5983925253152848,0.6377788782119751,-0.998206615447998,0.003,3360,-36.003509521484375
34.812017545454545,10,33,11,366,33.27272727272727,0.46013709902763367,0.5041389465332031,-1.0363967418670654,0.003,5300,-53.47331619262695
46.26645075,10,44,12,456,38.0,2.302812433242798,0.415444940328598,-1.343562126159668,0.003,7100,-71.32706451416016
51.787679,10,51,13,520,40.0,1.0812318801879883,0.37672558426856995,-0.4857252836227417,0.003,8380,-85.36505126953125
56.54804907142857,9,59,14,584,41.714285714285715,1.4484974920749665,0.34962618350982666,-0.5298678874969482,0.003,9660,-96.93316650390625
62.2205316,9,68,15,662,44.13333333333333,1.1096048712730409,0.30751171708106995,-0.8409667015075684,0.003,11220,-111.2140121459961
64.284738125,9,74,16,716,44.75,3.1728480398654937,0.28540241718292236,-0.8493894934654236,0.003,12300,-120.945556640625
65.53554841176471,9,80,17,767,45.11764705882353,2.9173335462808607,0.26050230860710144,-1.3582847118377686,0.003,13320,-126.9067153930664
67.04862777777777,9,86,18,820,45.55555555555556,1.2227900445461273,0.241756871342659,-0.6506149172782898,0.003,14380,-138.3225555419922
68.49061547368422,9,93,19,874,46.0,2.9614885240793227,0.2218061089515686,-1.365466833114624,0.003,15460,-145.13888549804688
69.48719489999999,9,99,20,926,46.3,2.261830139160156,0.20619463920593262,-0.7284940481185913,0.003,16500,-149.58984375
69.61262623809523,9,104,21,969,46.142857142857146,1.752147939801216,0.19838660955429077,-0.2333967536687851,0.003,17360,-155.48458862304688
70.51159577272728,9,110,22,1022,46.45454545454545,4.529639476537705,0.18493324518203735,-0.43001461029052734,0.003,18420,-162.44552612304688
70.4913537826087,9,115,23,1065,46.30434782608695,2.433187860250473,0.17681537568569183,-0.8516262769699097,0.003,19280,-166.38705444335938
69.69705254166666,9,118,24,1096,45.666666666666664,2.7313369274139405,0.17083176970481873,-1.4745298624038696,0.003,19900,-169.33506774902344
68.94398036,9,122,25,1126,45.04,3.4361499547958374,0.16430144011974335,-0.65912926197052,0.003,20500,-171.77383422851562
70.11321730769231,9,129,26,1184,45.53846153846154,2.3346161544322968,0.16424717009067535,0.1150299459695816,0.003,21660,-173.69403076171875
69.31115848148148,9,133,27,1214,44.96296296296296,5.965975189208985,0.1625024825334549,0.09254622459411621,0.003,22260,-178.23532104492188
75.72809660714286,9,146,28,1328,47.42857142857143,3.1718152284622194,0.1708587110042572,0.8054123520851135,0.003,24540,-187.57586669921875
77.92171686206896,9,155,29,1402,48.3448275862069,31.517474699020386,0.17881114780902863,-0.16491633653640747,0.003,26020,-189.4553680419922
79.40558466666667,8,163,30,1472,49.06666666666667,2.5349823594093324,0.16894781589508057,-0.3276479244232178,0.003,27420,-190.2501220703125
81.72151758064516,8,173,31,1554,50.12903225806452,3.0237261176109316,0.14902560412883759,-1.2646050453186035,0.003,29060,-192.62478637695312
83.43944584375001,8,182,32,1632,51.0,13.338563317060471,0.1339120864868164,-0.9793542623519897,0.003,30620,-196.92007446289062
87.0033274848485,8,195,33,1749,53.0,4.858012646436691,0.12362541258335114,0.6222161650657654,0.003,32960,-200.10598754882812
91.08869670588237,8,208,34,1858,54.64705882352941,17.66751322746277,0.1266057789325714,-0.31424492597579956,0.003,35140,-204.35536193847656
91.9285985714286,8,216,35,1925,55.0,41.46770683526993,0.13427501916885376,1.1693789958953857,0.003,36480,-205.35804748535156
94.96550275000001,8,229,36,2043,56.75,22.833741068840027,0.15962599217891693,-0.364828884601593,0.003,38840,-207.64105224609375
95.03667867567569,8,236,37,2101,56.78378378378378,5.519907277822495,0.17111264169216156,-0.8715924024581909,0.003,40000,-208.9669189453125
96.85384815789476,8,247,38,2191,57.6578947368421,8.497049462795257,0.14975357055664062,-1.0430506467819214,0.003,41800,-209.39430236816406
99.74113584615387,8,260,39,2297,58.8974358974359,22.395918560028075,0.13099215924739838,-0.11737877130508423,0.003,43920,-209.97366333007812
102.1867321,8,271,40,2393,59.825,5.0565927743911745,0.12455397099256516,-0.7647491097450256,0.003,45840,-212.11972045898438
101.94544185365854,8,277,41,2447,59.68292682926829,3.0276647031307222,0.12590399384498596,0.6047074794769287,0.003,46920,-213.86898803710938
104.14400795238096,8,289,42,2550,60.714285714285715,9.770696800947189,0.12148094177246094,-1.0950002670288086,0.003,48980,-216.15188598632812
103.17067062790699,8,294,43,2587,60.16279069767442,9.3069544672966,0.11841778457164764,-1.1296777725219727,0.003,49720,-216.16162109375
104.12557236363637,8,303,44,2669,60.65909090909091,22.48222424983978,0.1209850013256073,-1.2434632778167725,0.003,51360,-216.29190063476562
106.44943288888888,8,315,45,2776,61.68888888888889,14.853456151485442,0.11978346854448318,-0.7093778848648071,0.003,53500,-216.22406005859375
109.31253947826087,8,328,46,2888,62.78260869565217,15.066492557525635,0.10946923494338989,-0.716390073299408,0.003,55740,-217.72987365722656
113.31850919148935,8,342,47,3015,64.14893617021276,4.300292432308197,0.10397952795028687,-0.054328687489032745,0.003,58280,-219.70315551757812
116.913334,8,356,48,3141,65.4375,7.465726959705353,0.1092890128493309,-1.0889554023742676,0.003,60800,-221.72128295898438
119.54869510204081,8,369,49,3253,66.38775510204081,2.432689738273621,0.09053065627813339,-0.4361035227775574,0.003,63040,-224.101806640625
121.9373567,8,382,50,3371,67.42,30.84228320121765,0.09897203743457794,0.29252952337265015,0.003,65400,-225.9586181640625
123.72013390196079,8,393,51,3475,68.13725490196079,19.792300939559937,0.1137453243136406,1.624044418334961,0.003,67480,-227.26132202148438
125.71612667307691,8,406,52,3586,68.96153846153847,7.8012052237987515,0.12129828333854675,-1.0651283264160156,0.003,69700,-231.56423950195312
126.05416690566037,8,415,53,3663,69.11320754716981,1.9946706950664521,0.12420206516981125,0.966285765171051,0.003,71240,-232.7434844970703
127.79741183333333,8,426,54,3769,69.79629629629629,8.861275434494019,0.10931728780269623,-1.0771154165267944,0.003,73360,-232.31361389160156
128.54516754545455,8,436,55,3855,70.0909090909091,40.55137450695038,0.1105322539806366,1.728261113166809,0.003,75080,-231.207763671875
130.53524585714285,8,449,56,3974,70.96428571428571,13.588464152812957,0.12283133715391159,0.1406717300415039,0.003,77460,-231.74256896972656
131.43327166666666,8,460,57,4067,71.35087719298245,30.51394679546356,0.11196576803922653,0.3011453151702881,0.003,79320,-231.21400451660156
133.18378918965516,8,473,58,4173,71.94827586206897,7.874204158782959,0.09896285086870193,-0.4441896975040436,0.003,81440,-230.93902587890625
131.9831091355932,8,477,59,4210,71.35593220338983,29.4798703789711,0.09467391669750214,-0.5219624638557434,0.003,82180,-228.9906463623047
133.60804108333332,8,489,60,4314,71.9,9.289352875947952,0.09237705171108246,-1.2850606441497803,0.003,84260,-228.1174774169922
135.0926422295082,8,502,61,4421,72.47540983606558,9.971484887599946,0.09610968828201294,-0.15077169239521027,0.003,86400,-225.8590087890625
136.21261651612903,8,513,62,4522,72.93548387096774,6.513738697767257,0.09197225421667099,0.3700065016746521,0.003,88420,-224.55245971679688
137.19665833333335,8,525,63,4621,73.34920634920636,3.550783324241638,0.09603378176689148,-0.9047092199325562,0.003,90400,-225.3910369873047
137.804207078125,8,536,64,4716,73.6875,17.61927533745766,0.08430938422679901,-2.090137004852295,0.003,92300,-226.7881622314453
136.45804099999998,8,539,65,4747,73.03076923076924,7.92838916182518,0.08141908049583435,2.0441880226135254,0.003,92920,-229.0849609375
135.0085570151515,8,542,66,4775,72.34848484848484,7.101198720932007,0.09205617010593414,2.6685714721679688,0.003,93480,-231.3430938720703
134.21993697014923,8,549,67,4829,72.07462686567165,11.898506772518157,0.10384106636047363,-0.6734520196914673,0.003,94560,-230.53765869140625
133.03098802941173,8,553,68,4867,71.57352941176471,20.585207283496857,0.10073335468769073,-1.2874889373779297,0.003,95320,-231.5660400390625
