time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef
22088,172,163.17,160.17516035,4478,4,-1.1191426664590836,0.003,439740,-571321.2625,744965276.8,1539.765606689453
22261,173,163.91,161.73946236999998,4517,4,0.0235755518078804,0.003,443200,-606859.275,752017059.2,1668.2656127929688
22282,174,162.66,159.79582958,4521,4,-1.483974276483059,0.003,443620,-626913.040625,795206332.8,1772.2033142089845
22296,175,160.94,157.64848729999997,4525,4,-0.33347291871905327,0.003,443900,-618056.00625,833610144.0,1787.395703125
22309,176,158.22,155.46715407,4528,4,0.40926724672317505,0.003,444160,-631181.35,786578819.2,1776.6700256347656
22323,177,156.06,152.80485098999998,4531,4,0.0379226416349411,0.003,444440,-633713.5,763943289.6,1799.3744812011719
22401,178,155.68,153.71351918,4550,4,-1.7292120724916458,0.003,446000,-643229.778125,732963683.2,1557.2945495605468
22544,179,155.54,153.54987789999998,4583,4,-0.26059251874685285,0.003,448860,-631491.0,706033129.6,1487.90087890625
22667,180,155.11,154.62019902999998,4611,4,-0.36697961762547493,0.003,451320,-648799.884375,647977820.8,1567.5442932128906
22784,181,155.09,153.70661808,4630,4,1.130689087510109,0.003,453660,-649982.915625,675961435.2,1610.0602905273438
22909,182,155.69,155.30373052999997,4653,4,0.7209710225462913,0.003,456160,-652744.44375,660577792.0,1626.0547607421875
23092,183,156.58,157.20884685,4693,4,-0.8925260990858078,0.003,459820,-657566.684375,697184947.2,1594.744451904297
23184,184,157.26,158.35760415,4711,4,-0.3595920577645302,0.003,461660,-653803.428125,621550800.0,1588.6330078125
23323,185,158.39,160.24328332000002,4743,4,-0.39740009009838106,0.003,464440,-643172.865625,565892473.6,1609.43623046875
23434,186,158.06,158.4779737,4761,4,1.621711465716362,0.003,466660,-638313.70625,593732841.6,1534.5683227539062
23562,187,158.11,160.02031834000002,4790,4,1.5705772429704665,0.003,469220,-641316.453125,574538667.2,1564.2581115722655
23689,188,158.74,162.31589320999998,4820,4,0.09931226372718811,0.003,471760,-635773.959375,569150009.6,1461.593731689453
23874,189,159.33,165.82992352000002,4861,4,-0.39996302947402,0.003,475460,-624369.959375,570546796.8,1400.3092834472657
24021,190,159.56,168.40069440000002,4888,4,0.3207857146859169,0.003,478400,-610902.721875,500462193.6,1338.4580871582032
24189,191,159.67,168.51085020000002,4923,4,-0.49750016182661055,0.003,481760,-585197.89375,507854884.8,1327.7334411621093
24393,192,160.0,168.54870747,4968,4,0.7183587580919266,0.003,485840,-562542.928125,440586056.0,1249.5282958984376
24531,193,159.1,166.53900847999998,4994,4,0.607395650446415,0.003,488600,-546325.803125,419577902.4,1216.9568786621094
24638,194,159.02,165.24471212,5018,4,-0.0711987167596817,0.003,490740,-537164.08125,390803643.2,1195.3809814453125
24805,195,158.9,164.57246759999998,5056,4,-0.21897357404232026,0.003,494080,-524718.9703125,394861769.6,1150.581280517578
24993,196,159.36,164.38627628999998,5101,4,0.04493689090013504,0.003,497840,-520816.81875,438623732.8,1222.2462219238282
25150,197,159.81,166.64470657,5127,4,0.9355838976800441,0.003,500980,-521506.278125,471134662.4,1266.6846435546875
25213,198,159.68,166.6484012,5135,4,0.03759023100137711,0.003,502240,-525991.346875,529938206.4,1287.5598022460938
25309,199,159.18,166.93925892000004,5148,4,-1.3547511845827103,0.003,504160,-541083.371875,697735352.0,1350.6725463867188
25424,200,156.7,161.32333473999998,5172,4,-0.25889682918787005,0.003,506460,-560259.996875,658084211.2,1396.9937683105468
25547,201,154.21,158.96802693,5191,4,-0.746819144487381,0.003,508920,-581689.884375,675096275.2,1468.9488525390625
25713,202,154.81,157.54438554,5225,4,0.6304589807987213,0.003,512240,-603652.96875,668244976.0,1458.5709716796875
26032,203,156.08,159.33540375,5299,4,0.1330600969493389,0.003,518620,-586390.859375,547997832.0,1241.1836364746093
26306,204,157.81,159.52176561,5359,4,0.2594671562314034,0.003,524100,-556519.290625,428244675.2,1129.001513671875
26417,205,157.11,157.18455981,5384,4,-0.07348225712776184,0.003,526320,-547200.984375,433387480.0,1073.1111633300782
26610,206,158.13,161.31553211000002,5428,4,-1.0416692361235618,0.003,530180,-542707.759375,511068425.6,1045.6215698242188
26779,207,158.84,163.55386635000002,5464,4,1.0310994058847427,0.003,533560,-554654.83125,707718766.4,1079.7012512207032
26833,208,158.21,163.50851547,5476,4,0.26825106218457223,0.003,534640,-565381.84375,864146851.2,1155.661358642578
26914,209,157.81,163.88847776999998,5494,4,-0.27438256442546843,0.003,536260,-605836.009375,952978419.2,1287.2173461914062
27012,210,158.45,164.76429939,5516,4,0.260434564948082,0.003,538220,-623407.3375,997611772.8,1254.7013916015626
27111,211,158.06,163.81610734999998,5539,4,-0.09494912177324295,0.003,540200,-653410.190625,977144499.2,1303.115301513672
27270,212,157.72,161.6943267,5575,4,0.6664538651704788,0.003,543380,-666346.71875,935075769.6,1419.7558959960938
27431,213,157.74,161.66444048,5608,4,-0.17479917109012605,0.003,546600,-678499.221875,912442736.0,1501.8949890136719
27584,214,157.55,163.09755497000003,5645,4,-0.277925243973732,0.003,549660,-687791.090625,957346032.0,1483.4078796386718
27697,215,157.2,164.21933347,5671,4,0.4507429912686348,0.003,551920,-697078.33125,979474720.0,1481.3169372558593
27795,216,156.39,162.33294382000003,5691,4,1.0571793079376222,0.003,553880,-699755.35,946176604.8,1409.4607666015625
27900,217,155.6,161.0338305,5704,4,1.1121943533420562,0.003,555980,-695505.859375,957237692.8,1414.4914123535157
28040,218,155.75,161.04012226000003,5732,4,-0.6465379253029824,0.003,558780,-698128.45,985512256.0,1469.1173522949218
28167,219,156.13,162.34797072,5761,4,-1.5861397504806518,0.003,561320,-715986.3,973318524.8,1430.6427307128906
28258,220,155.5,160.5730601,5782,4,0.7222109824419022,0.003,563140,-717110.146875,1002656995.2,1473.212957763672
28317,221,154.8,159.23459738,5793,4,0.39990438222885133,0.003,564320,-732282.39375,1076520028.8,1515.2879943847656
