7.8400 7.8729
7.5698 7.8330
7.8001 7.6553
7.7157 7.7581
7.7871 7.8111
7.9559 7.7131
7.9048 7.6935
7.7198 7.6787
7.8566 7.7401
7.6560 7.7083
