time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/learning_rate,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,train/critic_loss
85,154.12941176470588,13101,271.74273675294114,9,1408,0.003,0.06321654468774796,260000,1.1260664463043213,-238.42987060546875,7.68815848827362
86,153.45348837209303,13197,270.6542384186046,9,1419,0.003,0.06362295150756836,261920,-2.4459927082061768,-238.02642822265625,5.277305960655212
87,153.11494252873564,13321,270.3339322528736,9,1432,0.003,0.05848396569490433,264400,0.330262690782547,-233.31741333007812,2.8962647676467896
88,153.17045454545453,13479,270.4602290909091,9,1449,0.003,0.052668601274490356,267560,-0.4810211658477783,-228.41156005859375,4.236108559370041
89,153.47191011235955,13659,271.65798169662924,9,1468,0.003,0.05338814854621887,271160,-0.027699649333953857,-229.36529541015625,5.176334130764007
90,154.3111111111111,13888,273.4996500222222,9,1493,0.003,0.057856835424900055,275740,0.7621182799339294,-233.20440673828125,5.211777663230896
91,154.3956043956044,14050,274.12543236263735,9,1510,0.003,0.0651383101940155,278980,1.4099441766738892,-234.80343627929688,6.067829346656799
92,154.1304347826087,14180,273.2334433913044,9,1524,0.003,0.07304070889949799,281580,0.660633385181427,-235.80064392089844,4.401071548461914
93,154.21505376344086,14342,273.77506008602154,9,1541,0.003,0.08459340780973434,284820,1.0539538860321045,-241.99771118164062,7.927256035804748
94,153.79787234042553,14457,273.5148990744681,9,1553,0.003,0.08545289188623428,287120,-2.0495431423187256,-240.44903564453125,7.4438430070877075
95,153.7157894736842,14603,273.7527126105263,9,1568,0.003,0.06941001117229462,290040,0.7748705744743347,-237.13038635253906,3.3996050000190734
96,153.77083333333334,14762,274.0780103854167,9,1585,0.003,0.06735674291849136,293220,-0.47543779015541077,-240.4365997314453,2.7697064876556396
97,153.3298969072165,14873,273.6501288453608,9,1597,0.003,0.059015389531850815,295440,0.2569403350353241,-234.09130859375,3.1342568397521973
98,153.08163265306123,15002,273.3075503979592,9,1610,0.003,0.05293690040707588,298020,-1.3221266269683838,-230.85035705566406,4.152952754497528
99,152.97979797979798,15145,273.3625444040404,9,1626,0.003,0.04555261507630348,300880,-0.05796429514884949,-225.8505096435547,6.36499674320221
100,153.01,15301,273.65891313,9,1642,0.003,0.0432424321770668,304000,-0.6167923808097839,-223.80447387695312,2.6365619719028475
101,154.3,15450,276.55018377,9,1658,0.003,0.04546673595905304,306980,1.75880765914917,-224.52769470214844,4.191093277931214
102,155.58,15596,279.39237784,9,1674,0.003,0.047693464905023575,309900,-0.514024555683136,-221.4473876953125,2.977256786823273
103,156.92,15750,282.24421185,9,1690,0.003,0.048023153096437454,312980,1.391186237335205,-221.21047973632812,1.7085545420646668
104,157.87,15869,284.58995998,9,1703,0.003,0.05008444935083389,315360,-1.3560757637023926,-218.62353515625,3.702448782324791
105,159.25,16023,287.36411479,9,1719,0.003,0.04255709424614906,318440,1.031057357788086,-216.39801025390625,2.9624698758125305
106,160.04,16140,289.5536264,9,1731,0.003,0.04576288163661957,320780,-2.0526514053344727,-215.26622009277344,2.7826572120189668
107,160.05,16269,292.23680394999997,9,1745,0.003,0.05325222760438919,323360,-0.47407644987106323,-212.19749450683594,3.2918290734291076
108,159.65,16390,294.2290846799999,9,1757,0.003,0.0444611981511116,325780,1.5929627418518066,-208.3541259765625,3.595856189727783
109,160.9,16660,293.07560903999996,9,1786,0.003,0.05492750555276871,331180,-1.5927530527114868,-203.30267333984375,6.262757337093353
110,160.63,16856,293.4784873299999,9,1806,0.003,0.05948391184210777,335100,-0.7878289818763733,-216.04617309570312,5.698895525932312
111,161.43,17006,296.38725802,9,1822,0.003,0.06346626579761505,338100,-0.4244226813316345,-220.20352172851562,7.31341038942337
112,161.29,17149,296.72652711999996,9,1837,0.003,0.0792561024427414,340960,1.7820097208023071,-224.80712890625,6.071799397468567
113,159.17,17304,295.1233639,9,1853,0.003,0.08328177034854889,344060,0.30932462215423584,-224.0986328125,9.694985938072204
114,159.65,17437,298.21417663,9,1867,0.003,0.08368067443370819,346720,-1.9573752880096436,-221.77976989746094,5.82138729095459
115,160.26,17617,299.72117883,9,1886,0.003,0.06352968513965607,350320,-1.3878390789031982,-216.84341430664062,7.3142113327980045
116,159.38,17755,299.22223233999995,9,1900,0.003,0.05550664663314819,353080,-1.6811058521270752,-214.31488037109375,6.547009372711182
117,159.51,17917,299.70493209999995,9,1917,0.003,0.04670101776719093,356320,0.8851834535598755,-213.95523071289062,8.998263216018676
118,159.54,18066,299.81010191999997,9,1933,0.003,0.04812325909733772,359300,0.13951846957206726,-204.8962860107422,4.027589857578278
119,158.57,18267,299.12208673,9,1954,0.003,0.043535131961107254,363320,0.006603598594665527,-199.51373291015625,6.46084954738617
120,159.1,18459,300.29675509000003,9,1974,0.003,0.03668542206287384,367160,-0.4266453683376312,-198.78176879882812,3.5203834533691407
121,159.17,18643,301.10463161,9,1994,0.003,0.03930322080850601,370840,-0.33297860622406006,-197.2592315673828,5.526541936397552
122,159.37,18774,301.57195118000004,9,2008,0.003,0.04396858438849449,373460,-0.8287184238433838,-197.5873565673828,3.462211585044861
123,159.86,18954,302.55880047,9,2027,0.003,0.047448575496673584,377060,2.304293155670166,-200.88296508789062,4.406962752342224
124,160.0,19105,302.98138678,9,2043,0.003,0.0437467135488987,380080,-1.081505298614502,-198.56472778320312,5.084370827674865
125,160.04,19275,303.73853534,9,2061,0.003,0.043963946402072906,383480,0.6416445374488831,-196.47634887695312,7.757648849487305
126,159.83,19414,303.80333571,9,2075,0.003,0.04341116175055504,386260,1.504562258720398,-198.2728271484375,3.396613883972168
127,160.09,19589,304.69673407,9,2094,0.003,0.041580572724342346,389760,-1.4186750650405884,-201.66799926757812,3.3080743551254272
128,160.26,19777,305.74268025000003,9,2114,0.003,0.04101388528943062,393520,1.0740119218826294,-205.1670684814453,3.3109867691993715
129,160.31,19928,306.14741538,9,2131,0.003,0.045393310487270355,396540,2.5168676376342773,-205.03091430664062,3.7589203834533693
130,159.76,20067,306.01546328000006,9,2146,0.003,0.046594299376010895,399320,1.3712537288665771,-209.3619842529297,5.22193614244461
131,159.03,20197,305.14496576,9,2159,0.003,0.0555395670235157,401920,1.013541579246521,-212.88555908203125,6.314859831333161
132,158.6,20327,304.44671381,9,2173,0.003,0.06073009967803955,404520,-1.1901676654815674,-216.44821166992188,5.542482399940491
133,158.73,20492,304.74106706000003,9,2190,0.003,0.05222586914896965,407820,0.30155521631240845,-216.7811737060547,15.434701204299927
134,159.13,20670,305.68028507,9,2209,0.003,0.04365553706884384,411380,0.23066091537475586,-215.01148986816406,3.5072789907455446
135,159.45,20841,306.62656551000003,9,2228,0.003,0.040681298822164536,414800,-0.2110840082168579,-213.15472412109375,3.6163422107696532
136,159.11,20985,306.62926764,9,2243,0.003,0.04102133959531784,417680,2.792720317840576,-213.658447265625,3.332963705062866
137,158.84,21156,309.62631581,9,2261,0.003,0.04438644275069237,421100,0.5510547161102295,-215.58460998535156,5.723678553104401
138,158.39,21283,309.32276217000003,9,2274,0.003,0.04806866496801376,423640,-0.8791399598121643,-218.34075927734375,7.789231777191162
139,157.93,21417,309.12118818000005,9,2288,0.003,0.0512053407728672,426320,0.045345574617385864,-220.87892150878906,6.674199426174164
140,157.77,21581,309.15900457000004,9,2306,0.003,0.05398308113217354,429600,0.9597154855728149,-223.68478393554688,5.563853025436401
141,157.24,21685,308.17868285000003,9,2317,0.003,0.05657338351011276,431680,1.3021016120910645,-222.4897003173828,7.177135384082794
142,156.88,21837,308.11311885,9,2333,0.003,0.05620383098721504,434720,-0.673120379447937,-223.08560180664062,6.957054579257965
143,156.46,21996,308.23272122000003,9,2350,0.003,0.05886964872479439,437900,-0.5824120044708252,-219.72679138183594,8.267557621002197
144,156.72,22199,309.04931374999995,9,2372,0.003,0.05961623787879944,441960,1.0842132568359375,-220.3815460205078,4.800411701202393
145,156.68,22347,309.50775516,9,2387,0.003,0.06401165574789047,444920,-0.789669394493103,-214.7326202392578,8.468337559700013
146,156.72,22505,310.00727252,9,2404,0.003,0.06380829960107803,448080,1.2362890243530273,-218.47750854492188,7.703689908981323
147,157.33,22704,311.56284944000004,9,2425,0.003,0.06813275068998337,452060,-0.00879630446434021,-215.72914123535156,4.940472710132599
148,157.03,22843,311.52948618000005,9,2440,0.003,0.06364669650793076,454840,-0.6256690621376038,-210.22552490234375,5.817997789382934
149,157.8,23122,313.60304733,9,2469,0.003,0.05965879559516907,460420,0.8380352854728699,-203.3551025390625,4.033329010009766
150,159.28,23406,315.95177809000006,9,2500,0.003,0.054105427116155624,466100,0.4378856122493744,-200.86813354492188,4.097331833839417
151,160.07,23610,317.59558627,9,2522,0.003,0.05670657008886337,470180,2.0888166427612305,-204.51702880859375,3.8936864614486693
152,159.75,23807,317.94470407000006,9,2543,0.003,0.06638633459806442,474120,-1.5323539972305298,-209.96792602539062,5.047239458560943
153,160.14,24009,319.14817819,9,2564,0.003,0.07043162733316422,478160,-0.135270893573761,-211.02096557617188,4.738643622398376
154,160.49,24213,320.3548773300001,9,2586,0.003,0.06733863055706024,482240,-1.3441767692565918,-217.10784912109375,4.15807546377182
155,160.58,24389,321.13917894,9,2605,0.003,0.060539424419403076,485760,-0.4543774425983429,-218.2692413330078,5.535104787349701
156,161.13,24575,322.38836828,9,2625,0.003,0.05180403217673302,489480,-1.7254557609558105,-221.50440979003906,3.7213163495063784
157,161.11,24749,322.68098840000005,9,2643,0.003,0.05117753893136978,492960,0.40086138248443604,-218.4653778076172,4.633792418241501
158,161.11,24923,323.17500618,9,2662,0.003,0.04928777739405632,496440,-0.16378866136074066,-219.64491271972656,7.392669594287872
159,160.42,25087,322.75504233,9,2679,0.003,0.052851006388664246,499720,0.5042839050292969,-214.87167358398438,4.005896484851837
160,160.51,25241,323.39714374,9,2696,0.003,0.05039075016975403,502800,0.26546066999435425,-220.66912841796875,3.844934582710266
161,160.77,25403,324.25681725000004,9,2714,0.003,0.05209646001458168,506040,-1.4995739459991455,-216.36288452148438,3.5500317811965942
162,160.76,25551,324.75224725,9,2730,0.003,0.049897272139787674,509000,0.00043380260467529297,-216.80572509765625,7.5709670901298525
163,160.9,25738,325.62850189999995,9,2750,0.003,0.04868614301085472,512740,2.1300928592681885,-216.5919189453125,3.3820008754730226
164,160.51,25886,325.59134597,9,2766,0.003,0.05095116049051285,515700,-1.033215045928955,-213.142578125,3.0713148951530456
165,160.13,26020,325.93540404000004,9,2780,0.003,0.0492611825466156,518380,0.746878981590271,-216.66831970214844,5.181464803218842
166,160.58,26202,327.37201211,9,2800,0.003,0.04926549270749092,522020,0.5771257877349854,-209.54888916015625,3.7537015080451965
167,161.01,26374,328.64380026000003,9,2818,0.003,0.04699401929974556,525460,-0.5267602205276489,-209.16552734375,4.990089875459671
168,161.46,26529,330.07542541000004,9,2834,0.003,0.04777628555893898,528560,0.46681320667266846,-211.5774688720703,2.8106503665447233
169,161.34,26691,330.0608251400001,9,2852,0.003,0.046962130814790726,531800,-0.6609506607055664,-207.6119842529297,2.995497453212738
170,161.48,26854,330.4693221300001,9,2869,0.003,0.04838338494300842,535060,0.5112342238426208,-207.13446044921875,11.783117055892944
171,161.64,27034,331.19149232,9,2888,0.003,0.04967675358057022,538660,-1.1212445497512817,-205.80845642089844,4.997257965803146
172,162.01,27185,332.41529227000007,9,2904,0.003,0.0511045902967453,541680,-1.2550537586212158,-204.72540283203125,2.9441158354282377
173,162.35,27320,333.20292503999997,9,2918,0.003,0.047450270503759384,544380,0.41014328598976135,-206.80335998535156,7.297569614648819
174,161.87,27496,332.72250666,9,2937,0.003,0.04727572575211525,547900,-0.004376918077468872,-208.2966766357422,2.922707313299179
175,160.97,27638,331.24008865,9,2952,0.003,0.048305630683898926,550740,-0.12404975295066833,-206.6075897216797,6.648929166793823
176,160.65,27787,331.17938328,9,2967,0.003,0.05015719681978226,553720,1.852367877960205,-209.0985107421875,4.524831116199493
177,159.99,27911,330.0253322600001,9,2981,0.003,0.05614108592271805,556200,0.5804963707923889,-207.05540466308594,2.975550949573517
178,159.99,28079,330.3845439,9,2998,0.003,0.0537709966301918,559560,0.5479027032852173,-210.65447998046875,3.6516041576862337
179,159.82,28240,329.80823698000006,9,3015,0.003,0.04706178605556488,562780,-0.11216223239898682,-208.0608673095703,3.275123435258865
180,159.45,28390,329.11881330000006,9,3031,0.003,0.043891556560993195,565780,-0.4594641327857971,-209.2490234375,3.214623934030533
181,159.59,28551,329.46494558,9,3048,0.003,0.043803565204143524,569000,-0.8647444844245911,-207.04489135742188,2.9894003033638
182,159.74,28718,329.9797095800001,9,3065,0.003,0.04475002735853195,572340,-0.22431296110153198,-204.40283203125,2.812401568889618
183,159.86,28871,330.59029205999997,9,3082,0.003,0.04450557008385658,575400,-1.605737328529358,-204.58612060546875,3.1857409477233887
184,160.37,29030,331.7360774,9,3098,0.003,0.0464119091629982,578580,-0.03921285271644592,-205.6315155029297,3.7724317073822022
185,160.24,29125,331.53471617,9,3108,0.003,0.04448455572128296,580480,1.0910117626190186,-209.37051391601562,4.373595440387726
186,160.92,29289,333.30487967,9,3126,0.003,0.05159120261669159,583760,0.4510267972946167,-207.62448120117188,3.006393790245056
187,161.28,29449,334.41964017,9,3143,0.003,0.04859297722578049,586960,-2.633939743041992,-204.67092895507812,3.5664564311504363
188,160.91,29570,334.55878822000005,9,3156,0.003,0.04426462575793266,589380,-1.41124427318573,-203.6942596435547,3.4596633553504943
189,160.84,29743,333.99063488,9,3174,0.003,0.040206924080848694,592840,1.0512844324111938,-202.58676147460938,3.6633334934711455
190,160.65,29953,334.0773095100001,9,3197,0.003,0.04434538260102272,597040,-0.6379967927932739,-200.6823272705078,3.8037822365760805
191,160.74,30124,334.68435502,9,3215,0.003,0.045753154903650284,600460,-0.6220194101333618,-201.89125061035156,2.9157938957214355
192,160.88,30268,336.19134006,9,3230,0.003,0.04560746252536774,603340,1.1562020778656006,-200.44512939453125,3.770218551158905
193,160.84,30426,336.62644238999997,9,3246,0.003,0.04804950952529907,606500,1.9447369575500488,-199.803466796875,4.474573922157288
194,161.39,30596,337.83997241,9,3264,0.003,0.053325265645980835,609900,-0.7268809676170349,-203.13180541992188,4.330940616130829
195,161.72,30775,338.60019825,9,3283,0.003,0.051764387637376785,613480,-1.176870584487915,-199.31143188476562,3.8989766478538512
196,161.55,30917,338.85672501999994,9,3299,0.003,0.043017398566007614,616320,-0.3693608045578003,-198.30780029296875,2.419256663322449
197,162.18,31091,340.43997349999995,9,3318,0.003,0.0437697097659111,619800,0.40816330909729004,-194.33981323242188,2.512271320819855
198,162.8,31282,342.18771491000007,9,3338,0.003,0.041604772210121155,623620,1.448533535003662,-195.86082458496094,2.7462658047676087
199,162.83,31428,342.45865038999995,9,3353,0.003,0.04439888894557953,626540,-0.2988114356994629,-195.05479431152344,3.1231886744499207
200,162.9,31591,343.1283276700001,9,3371,0.003,0.044694457203149796,629800,0.08740955591201782,-199.82696533203125,4.10069550871849
201,163.13,31763,344.03294372,9,3389,0.003,0.04480351507663727,633240,0.02785670757293701,-198.773681640625,2.5382531881332397
202,162.99,31895,344.05693503000003,9,3403,0.003,0.04320131614804268,635880,-1.8452742099761963,-199.28443908691406,2.9909552454948427
203,162.94,32044,344.36352928,9,3418,0.003,0.041820310056209564,638860,-1.330559253692627,-195.86000061035156,4.587893187999725
204,163.18,32187,345.32365386999993,9,3433,0.003,0.038488347083330154,641720,0.044865429401397705,-194.22994995117188,2.7355219066143035
205,162.94,32317,345.39203198999996,9,3447,0.003,0.038784418255090714,644320,0.7556734681129456,-193.50942993164062,3.0265274941921234
206,163.1,32450,346.18208996,9,3461,0.003,0.040863554924726486,646980,-3.035679340362549,-195.2205810546875,3.05863596200943
207,163.72,32641,347.74297533,9,3482,0.003,0.03735171630978584,650800,-0.14548420906066895,-196.34674072265625,2.7685705065727233
208,163.82,32772,348.2441538400001,9,3496,0.003,0.038635265082120895,653420,1.4557245969772339,-196.4492950439453,2.7723213970661162
209,162.53,32913,349.96540023,9,3511,0.003,0.04308954253792763,656240,1.0416158437728882,-195.36717224121094,5.347673946619034
210,161.99,33055,349.58224617,9,3526,0.003,0.04481527581810951,659080,-0.9876912236213684,-191.98818969726562,3.7137677490711214
211,161.84,33190,349.48397301,9,3540,0.003,0.040418874472379684,661780,-0.23713380098342896,-194.82801818847656,3.220834565162659
212,162.2,33369,350.19195314999996,9,3559,0.003,0.04744650423526764,665360,0.8642895817756653,-193.6353302001953,4.203757035732269
213,162.47,33551,351.24578922,9,3578,0.003,0.0586220882833004,669000,-1.360351800918579,-193.89663696289062,4.463464438915253
214,163.15,33752,352.49226961999995,9,3599,0.003,0.05549231544137001,673020,-0.06064736843109131,-196.32101440429688,3.5851091623306273
