time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/time_elapsed,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/actor_loss,train/n_updates,train/critic_loss
9,63.095238095238095,124.08509652380954,1325,21,137,0.8701595067977905,0.003,0.14310786128044128,-201.08157348632812,24480,3.5516270756721497
9,60.95454545454545,118.9489586818182,1341,22,138,1.8840203285217285,0.003,0.1471749097108841,-203.0835723876953,24800,19.76416771411896
9,58.82608695652174,113.96383252173914,1353,23,140,0.7672237157821655,0.003,0.15111811459064484,-202.81271362304688,25040,20.14611873626709
9,56.875,109.35036533333334,1365,24,141,1.66270911693573,0.003,0.15536995232105255,-202.986083984375,25280,10.884959030151368
9,55.56,106.11751720000001,1389,25,143,0.5750283002853394,0.003,0.16164028644561768,-204.9757537841797,25760,4.190011870861054
9,54.30769230769231,102.97586565384616,1412,26,146,0.5818959474563599,0.003,0.1664034128189087,-210.90370178222656,26220,5.5393903136253355
9,57.03703703703704,109.6833288888889,1540,27,160,0.305623859167099,0.003,0.18866752088069916,-219.87318420410156,28780,12.061525964736939
9,56.035714285714285,107.14538057142859,1569,28,164,-0.3717126250267029,0.003,0.19020669162273407,-222.54397583007812,29360,26.943282461166383
9,56.89655172413793,109.52318165517242,1650,29,173,-0.43936270475387573,0.003,0.1811206191778183,-227.1578369140625,30980,32.2251855134964
9,57.3,110.53577233333334,1719,30,180,-1.1408166885375977,0.003,0.18277430534362793,-229.75169372558594,32360,15.9298206448555
9,58.193548387096776,112.74055516129032,1804,31,190,0.5486496686935425,0.003,0.18508508801460266,-231.15553283691406,34060,7.928738903999329
9,58.09375,112.22837690625,1859,32,196,-1.215214729309082,0.003,0.18122625350952148,-231.23870849609375,35160,15.045298457145691
9,60.72727272727273,117.83407790909092,2004,33,213,-0.5388063192367554,0.003,0.16007249057292938,-236.2266387939453,38060,8.198667573928834
9,59.794117647058826,115.80471882352943,2033,34,216,-0.19056817889213562,0.003,0.15721246600151062,-236.06744384765625,38640,12.939658498764038
9,60.68571428571428,118.35563511428572,2124,35,226,1.5502252578735352,0.003,0.14815504848957062,-238.52517700195312,40460,16.533637475967407
9,60.80555555555556,118.66500808333336,2189,36,234,-0.6128050088882446,0.003,0.15753094851970673,-244.0637664794922,41760,13.235389280319215
9,61.62162162162162,120.54224889189192,2280,37,244,-1.0502890348434448,0.003,0.1680031269788742,-247.8902587890625,43580,8.551658272743225
9,62.78947368421053,123.27455839473686,2386,38,257,-0.1606561690568924,0.003,0.17151665687561035,-248.77334594726562,45700,19.635303378105164
9,62.8974358974359,123.44432848717949,2453,39,264,0.41982322931289673,0.003,0.19275829195976257,-252.33023071289062,47040,7.2837968349456785
9,63.725,125.93233317500001,2549,40,275,0.44397369027137756,0.003,0.20109543204307556,-251.21713256835938,48960,23.718795228004456
9,64.73170731707317,128.97111290243905,2654,41,287,-0.273068904876709,0.003,0.22474229335784912,-252.74234008789062,51060,34.06116404533386
9,66.35714285714286,133.08182700000003,2787,42,303,0.5334047675132751,0.003,0.25272440910339355,-248.65380859375,53720,23.089912986755373
9,67.4186046511628,136.074552627907,2899,43,316,-0.23224130272865295,0.003,0.2560989260673523,-246.82415771484375,55960,15.249261927604675
9,66.77272727272727,134.55435797727276,2938,44,320,-0.05802556127309799,0.003,0.2540321350097656,-245.75201416015625,56740,31.217014765739442
9,66.68888888888888,133.98770473333337,3001,45,328,0.324491024017334,0.003,0.2592097818851471,-246.23397827148438,58000,31.54848132133484
9,66.54347826086956,133.20415908695654,3061,46,335,-0.4888395071029663,0.003,0.2576722204685211,-248.10069274902344,59200,28.48623471260071
9,66.74468085106383,133.52140978723406,3137,47,343,-0.5247749090194702,0.003,0.2509830892086029,-248.63941955566406,60720,11.679609990119934
9,66.625,133.04548335416666,3198,48,350,-1.3776110410690308,0.003,0.20838770270347595,-246.60321044921875,61940,15.41344792842865
9,67.40816326530613,135.05201510204083,3303,49,362,-0.513961911201477,0.003,0.15451617538928986,-246.7980194091797,64040,11.402024734020234
9,68.4,137.4740198,3420,50,375,0.13574695587158203,0.003,0.1315057873725891,-246.8172607421875,66380,25.475170683860778
9,68.90196078431373,138.5975047254902,3514,51,385,-0.09970933198928833,0.003,0.13806886970996857,-246.8599853515625,68260,21.17184567451477
9,69.67307692307692,140.73912803846153,3623,52,398,0.45490550994873047,0.003,0.15658724308013916,-246.09681701660156,70440,9.532825136184693
9,70.30188679245283,142.92772656603773,3726,53,409,0.8237641453742981,0.003,0.16808734834194183,-245.90403747558594,72500,39.29314024448395
9,70.0,142.0529247037037,3780,54,415,0.9071081876754761,0.003,0.17690862715244293,-244.748779296875,73580,11.87071361541748
9,70.9090909090909,144.43793245454543,3900,55,428,0.5976343154907227,0.003,0.2163511961698532,-240.8976593017578,75980,23.26126503944397
9,71.80357142857143,147.13597767857144,4021,56,441,0.8603688478469849,0.003,0.2439744472503662,-238.8936309814453,78400,18.080555176734926
9,72.84210526315789,149.6540431754386,4152,57,456,0.07300133258104324,0.003,0.26972496509552,-233.9434814453125,81020,15.65434238910675
9,73.15517241379311,150.22158255172414,4243,58,466,-0.5293094515800476,0.003,0.24937249720096588,-230.8559112548828,82840,23.997354435920716
9,73.59322033898304,151.45916537288136,4342,59,477,-0.1622363030910492,0.003,0.252009779214859,-227.31385803222656,84820,27.085143625736237
9,74.2,152.79654921666668,4452,60,489,-0.48655420541763306,0.003,0.21812714636325836,-220.27020263671875,87020,13.254057359695434
9,75.04918032786885,154.75860836065576,4578,61,503,0.24819394946098328,0.003,0.23518821597099304,-215.12889099121094,89540,13.701776432991029
9,74.3225806451613,153.09508951612904,4608,62,506,1.4533569812774658,0.003,0.24099083244800568,-213.8157196044922,90140,15.723066020011903
9,74.33333333333333,152.701731968254,4683,63,514,-0.05005691200494766,0.003,0.26244285702705383,-205.1967010498047,91640,11.55441164970398
9,74.984375,154.207082296875,4799,64,527,-0.170403853058815,0.003,0.24383415281772614,-202.87811279296875,93960,9.970191287994385
9,75.6923076923077,156.06517252307694,4920,65,540,0.1357867568731308,0.003,0.21933308243751526,-197.68359375,96380,10.233508896827697
9,75.92424242424242,156.21309989393941,5011,66,551,0.274074524641037,0.003,0.22272813320159912,-197.81214904785156,98200,16.44920930862427
9,76.14925373134328,156.4000468507463,5102,67,562,-0.10835504531860352,0.003,0.21997219324111938,-198.7981719970703,100020,11.629019713401794
9,77.01470588235294,158.41838357352944,5237,68,576,0.040545761585235596,0.003,0.22842992842197418,-197.01856994628906,102720,8.533575940132142
9,76.78260869565217,157.54241478260872,5298,69,583,0.15314948558807373,0.003,0.2265976071357727,-199.37796020507812,103940,11.36380203962326
9,76.4,156.46995195714288,5348,70,589,-0.3376981019973755,0.003,0.2320052683353424,-200.09011840820312,104940,9.061935985088349
9,75.98591549295774,155.39329012676058,5395,71,594,-0.7569028735160828,0.003,0.22060157358646393,-201.23109436035156,105880,15.833282780647277
9,76.75,156.83190655555555,5526,72,609,-0.17711672186851501,0.003,0.17284855246543884,-203.2388153076172,108500,6.634734952449799
9,78.0,159.2171342328767,5694,73,628,0.16506406664848328,0.003,0.18776634335517883,-201.66575622558594,111860,4.746960127353669
9,78.9054054054054,160.98807355405404,5839,74,645,0.18097421526908875,0.003,0.16526193916797638,-199.89141845703125,114760,11.137463784217834
9,79.37333333333333,161.64167366666666,5953,75,659,-0.3409319519996643,0.003,0.2008058726787567,-200.05331420898438,117040,12.819718670845031
9,80.5,163.76140160526316,6118,76,677,-0.045243486762046814,0.003,0.16078048944473267,-198.1380615234375,120340,9.8371985912323
9,81.57142857142857,165.59342015584417,6281,77,696,-0.5802891850471497,0.003,0.13668884336948395,-196.3597412109375,123600,8.98248120546341
9,82.26923076923077,167.14549643589746,6417,78,712,0.5416954159736633,0.003,0.1576201170682907,-194.86355590820312,126320,10.20272662639618
9,81.88607594936708,166.19630689873418,6469,79,717,-0.12345240265130997,0.003,0.16888636350631714,-194.62135314941406,127360,11.074037647247314
9,81.3875,165.0110016625,6511,80,722,-0.46779680252075195,0.003,0.1603696048259735,-195.17788696289062,128200,11.662499237060548
9,81.60493827160494,165.17552501234567,6610,81,733,2.0587809085845947,0.003,0.17694464325904846,-190.6949005126953,130180,17.016685366630554
9,82.26829268292683,166.91391814634147,6746,82,748,-0.7303924560546875,0.003,0.16444070637226105,-186.91575622558594,132900,7.834536325931549
9,83.1566265060241,168.59995461445783,6902,83,766,0.6606805324554443,0.003,0.1482754796743393,-182.04583740234375,136020,14.001285409927368
9,83.88095238095238,170.512438047619,7046,84,782,-0.15789899230003357,0.003,0.15116818249225616,-180.84188842773438,138900,6.392755460739136
9,84.5764705882353,172.09927970588234,7189,85,798,-0.3136880695819855,0.003,0.15612241625785828,-176.0684814453125,141760,5.982059407234192
9,85.12790697674419,173.39264386046509,7321,86,813,0.14729928970336914,0.003,0.1403430551290512,-171.44940185546875,144400,5.222247385978699
9,85.94252873563218,175.30529394252872,7477,87,830,0.9143405556678772,0.003,0.13516934216022491,-172.71694946289062,147520,5.5210115790367125
9,86.625,176.83341190909093,7623,88,846,-0.37969261407852173,0.003,0.12069275230169296,-174.47903442382812,150440,3.1382444500923157
9,87.26966292134831,178.2862407977528,7767,89,862,-0.3496837019920349,0.003,0.10533199459314346,-172.66973876953125,153320,5.708195972442627
9,87.83333333333333,179.67009755555557,7905,90,877,0.49100396037101746,0.003,0.09879744797945023,-176.17193603515625,156080,5.993348228931427
9,88.18681318681318,181.02009078021982,8025,91,890,1.3684947490692139,0.003,0.11308871954679489,-176.1358642578125,158480,5.466971445083618
9,88.46739130434783,182.17862236956523,8139,92,902,0.9890735149383545,0.003,0.11112368851900101,-177.1187744140625,160760,6.766983675956726
9,88.74193548387096,183.28185512903227,8253,93,915,0.25417158007621765,0.003,0.11692560464143753,-178.4854278564453,163040,4.91834237575531
9,89.07446808510639,184.48115958510638,8373,94,928,0.8885849714279175,0.003,0.13845586776733398,-177.6060791015625,165440,5.9887248277664185
9,89.43157894736842,185.6050412,8496,95,942,-0.22249099612236023,0.003,0.15674450993537903,-171.91897583007812,167900,8.471554398536682
9,89.75,186.47544691666667,8616,96,955,0.12519553303718567,0.003,0.1563342958688736,-170.09304809570312,170300,5.936039721965789
9,90.28865979381443,187.9025478041237,8758,97,971,-0.16473069787025452,0.003,0.16356152296066284,-162.64889526367188,173140,4.711301565170288
9,91.01020408163265,189.2222335612245,8919,98,989,-0.45391643047332764,0.003,0.16127048432826996,-150.16973876953125,176360,7.522405314445495
9,91.56565656565657,190.70455861616162,9065,99,1005,-0.4653790295124054,0.003,0.14565975964069366,-148.80099487304688,179280,5.02016898393631
9,92.0,192.01726356,9200,100,1019,-0.35577917098999023,0.003,0.1325380653142929,-146.65399169921875,181980,5.490993130207062
9,93.22,195.15665913,9342,101,1035,0.2016812264919281,0.003,0.14411014318466187,-143.05462646484375,184820,5.486361885070801
9,94.19,197.73970949000002,9493,102,1052,-0.7258670330047607,0.003,0.1341886669397354,-144.92477416992188,187840,3.517693591117859
9,95.23,200.74634737,9619,103,1066,0.1857941448688507,0.003,0.1285986751317978,-144.3115234375,190360,4.613575410842896
9,96.44,203.81634151000003,9755,104,1081,0.43000513315200806,0.003,0.11980480700731277,-141.58154296875,193080,3.5616500616073608
9,97.4,206.46765402999998,9872,105,1094,-0.5308348536491394,0.003,0.1485387086868286,-144.29620361328125,195420,3.199373245239258
9,98.12,208.6095392,9995,106,1108,-0.8060414791107178,0.003,0.14936304092407227,-145.89434814453125,197880,3.472940093278885
9,98.81,210.68453408000002,10113,107,1121,0.08898933231830597,0.003,0.1379469782114029,-146.12950134277344,200240,3.0281084179878235
9,99.73,213.32231314000003,10240,108,1135,-0.8138250112533569,0.003,0.13648058474063873,-144.20501708984375,202780,2.8004686713218687
9,100.01,213.91678313,10305,109,1142,-0.19533146917819977,0.003,0.12579073011875153,-147.55548095703125,204080,5.502298837900161
9,100.26,214.47300035999996,10370,110,1149,1.147499680519104,0.003,0.11654770374298096,-145.11929321289062,205380,6.664195466041565
9,100.46,215.02917846999992,10442,111,1157,0.007926136255264282,0.003,0.1348726600408554,-141.9460906982422,206820,8.4252183675766
9,100.82,216.23970600999996,10568,112,1171,0.913823664188385,0.003,0.14435406029224396,-141.64434814453125,209340,3.1993267238140106
9,101.26,217.52676523999995,10707,113,1187,-0.011570870876312256,0.003,0.14791090786457062,-140.61380004882812,212120,3.062790107727051
9,101.82,218.91065662999998,10847,114,1202,-0.2603757679462433,0.003,0.13120372593402863,-137.8420867919922,214920,2.720161294937134
9,102.12,219.51406296000002,10985,115,1217,-0.3974062204360962,0.003,0.14150995016098022,-137.91845703125,217680,2.6710522770881653
9,102.21,219.64164424999998,11115,116,1231,0.0403173565864563,0.003,0.14441357553005219,-137.91104125976562,220280,2.963273549079895
9,103.21,222.36637334,11241,117,1244,0.9073067903518677,0.003,0.146245539188385,-136.73565673828125,222800,4.1987011432647705
9,103.93,224.61214761000002,11372,118,1259,0.48674067854881287,0.003,0.13411232829093933,-132.97390747070312,225420,2.724369841814041
9,103.68,224.16639145000005,11468,119,1270,0.11533401906490326,0.003,0.13773788511753082,-132.23538208007812,227340,2.6782907783985137
9,104.06,226.27022366,11630,120,1288,0.12241233885288239,0.003,0.12108615040779114,-131.60964965820312,230580,2.4722247064113616
9,104.87,228.64607504,11812,121,1307,-0.00891423225402832,0.003,0.12957991659641266,-130.5708465576172,234220,2.345075178146362
9,105.93,231.20825309,11934,122,1321,-0.5840942859649658,0.003,0.12612967193126678,-135.37213134765625,236660,5.060475611686707
9,106.72,232.83308756999998,12025,123,1330,-0.3747471570968628,0.003,0.11814531683921814,-135.22158813476562,238480,4.722773164510727
9,107.84,235.7349698,12149,124,1344,-0.3142814040184021,0.003,0.12619352340698242,-135.62179565429688,240960,3.1124916672706604
9,109.47,240.64085722000004,12336,125,1364,0.9242107272148132,0.003,0.11796396970748901,-135.587158203125,244700,3.357644420862198
9,110.99,245.46076687000001,12511,126,1383,0.6788021326065063,0.003,0.12004832178354263,-137.20904541015625,248200,2.51537230014801
9,110.91,245.41047390000003,12631,127,1396,0.03550288826227188,0.003,0.12833279371261597,-139.12289428710938,250600,3.0912698686122893
9,112.17,249.29138905,12786,128,1413,-0.29458171129226685,0.003,0.11579188704490662,-140.30267333984375,253700,2.4611651420593263
9,113.17,252.38097497,12967,129,1433,-0.0998365730047226,0.003,0.10304030776023865,-140.30027770996094,257320,3.4121023595333098
9,113.85,254.54212335999998,13104,130,1447,-0.44702035188674927,0.003,0.10810021311044693,-144.935791015625,260060,3.293522524833679
9,113.5,253.63906403000001,13154,131,1453,0.23239803314208984,0.003,0.11096519231796265,-146.8979034423828,261060,2.7678797423839567
9,114.2,255.83019600000003,13279,132,1467,1.3309352397918701,0.003,0.10916861891746521,-150.1587371826172,263560,2.937878203392029
9,114.23,257.15867847000004,13427,133,1483,0.26072269678115845,0.003,0.1263929009437561,-148.93911743164062,266520,3.541568911075592
9,114.97,259.1478103,13530,134,1495,-0.06843960285186768,0.003,0.14692135155200958,-150.0616455078125,268580,3.250388026237488
9,116.0,262.92275959,13724,135,1516,0.4593415856361389,0.003,0.15235202014446259,-150.37786865234375,272460,4.554399728775024
9,117.26,267.05841611999995,13915,136,1537,0.0015515387058258057,0.003,0.14505182206630707,-153.42776489257812,276280,3.6860613346099855
9,118.18,270.53121551,14098,137,1557,0.7184966206550598,0.003,0.13633069396018982,-153.05718994140625,279940,4.3364641785621645
9,118.99,273.85820928,14285,138,1577,-0.01858222484588623,0.003,0.149949848651886,-150.76193237304688,283680,3.773084652423859
9,119.81,276.72154769,14434,139,1593,-0.2804670035839081,0.003,0.13978107273578644,-155.11648559570312,286660,6.780721151828766
9,121.38,282.4753456,14687,140,1621,0.35079509019851685,0.003,0.15148071944713593,-152.87391662597656,291720,3.450025236606598
9,122.68,287.16154991999997,14922,141,1647,0.011616654694080353,0.003,0.16641046106815338,-153.60157775878906,296420,3.4782386422157288
9,123.68,291.36612772,15155,142,1672,-0.36194318532943726,0.003,0.16010887920856476,-149.39027404785156,301080,6.473924970626831
9,124.53,294.72251193,15352,143,1693,1.0036523342132568,0.003,0.1491360068321228,-156.24838256835938,305020,4.022940182685852
9,128.21,306.58039389,15759,144,1738,0.12711569666862488,0.003,0.13212253153324127,-154.51190185546875,313160,2.62088280916214
9,128.38,307.22417923,15839,145,1746,-0.18451625108718872,0.003,0.14320343732833862,-151.65481567382812,314760,4.24043008685112
9,130.31,314.45202565,16092,146,1775,0.34281226992607117,0.003,0.15196453034877777,-152.3153076171875,319820,3.730442154407501
9,132.19,320.81918177,16356,147,1804,-0.07479757070541382,0.003,0.16147926449775696,-154.7334442138672,325100,3.2271963238716124
9,132.93,323.10155583000005,16491,148,1819,0.1633935421705246,0.003,0.15137089788913727,-155.47802734375,327800,5.0292067527771
9,133.95,326.36245338000003,16698,149,1840,-0.39361751079559326,0.003,0.16163598001003265,-159.63076782226562,331940,4.666251945495605
9,135.54,332.34607206,16974,150,1870,0.6410604119300842,0.003,0.14785300195217133,-163.83224487304688,337460,4.57515594959259
9,136.11,334.41321589,17125,151,1887,-0.09330324083566666,0.003,0.14675788581371307,-164.5948486328125,340480,3.756846475601196
9,137.13,337.86442725,17336,152,1910,0.4512803852558136,0.003,0.16369585692882538,-163.69387817382812,344700,5.455094468593598
9,138.66,342.44963254000004,17592,153,1937,0.2686910629272461,0.003,0.17931552231311798,-159.08468627929688,349820,4.7708921194076535
9,139.09,343.71756693000003,17689,154,1948,-0.2109101414680481,0.003,0.18985146284103394,-163.35223388671875,351760,4.3773162245750425
9,140.78,349.69614754,17978,155,1979,0.08957124501466751,0.003,0.17713844776153564,-162.5408477783203,357540,4.5253107905387875
9,142.18,354.23210872999994,18239,156,2008,0.20525646209716797,0.003,0.17875991761684418,-161.11758422851562,362760,3.4652857065200804
9,142.89,357.08519592000005,18441,157,2030,0.4636693000793457,0.003,0.1765558272600174,-161.10983276367188,366800,3.8821118116378783
9,144.84,363.31398865999995,18727,158,2060,0.6679983735084534,0.003,0.1775602102279663,-167.08395385742188,372520,4.3450514554977415
9,147.1,369.97329756,19052,159,2096,0.08371111005544662,0.003,0.18481789529323578,-160.76881408691406,379020,4.120497798919677
9,148.23,373.77861417,19275,160,2120,-0.0041523277759552,0.003,0.1980440616607666,-164.02267456054688,383480,4.507193553447723
9,151.74,385.7018554299999,19752,161,2172,0.1260327696800232,0.003,0.19894085824489594,-165.8480987548828,393020,5.197180533409119
9,159.69,407.40824154,20577,162,2261,-0.7686271071434021,0.003,0.18196868896484375,-176.4884033203125,409520,5.681602311134339
9,168.16,433.4574653699999,21499,163,2361,0.11688262224197388,0.003,0.1908196210861206,-183.35775756835938,427960,4.250812339782715
9,168.49,434.61335245999993,21648,164,2377,0.09885895252227783,0.003,0.19985084235668182,-185.7631378173828,430940,5.39749995470047
9,170.46,440.75079747999996,21966,165,2411,-0.24759745597839355,0.003,0.21620318293571472,-176.197509765625,437300,9.208388066291809
9,179.55,468.64815437,22966,166,2521,0.6653574705123901,0.003,0.20234863460063934,-185.46279907226562,457300,3.7791793823242186
9,188.64,493.19521351,23966,167,2628,0.15546628832817078,0.003,0.20921780169010162,-186.79461669921875,477300,5.921229100227356
9,197.29,518.46484571,24966,168,2735,-0.6057983636856079,0.003,0.19568684697151184,-199.56141662597656,497300,6.275247132778167
9,206.68,546.3762513599999,25966,169,2842,-0.24203485250473022,0.003,0.20322003960609436,-207.04779052734375,517300,3.4902820944786073
9,212.78,565.4960463900001,26626,170,2913,-0.33131980895996094,0.003,0.18518267571926117,-205.87332153320312,530500,8.126337730884552
9,217.49,580.1239687000001,27144,171,2971,-0.15815246105194092,0.003,0.1756252646446228,-206.18373107910156,540860,4.777580523490906
9,226.18,605.93568143,28144,172,3080,0.42016589641571045,0.003,0.1828455924987793,-206.02316284179688,560860,3.9647526860237123
9,225.22,604.0573647800001,28216,173,3088,-0.567301332950592,0.003,0.17615394294261932,-209.58407592773438,562300,4.674385964870453
9,227.56,612.21684454,28595,174,3130,0.18508869409561157,0.003,0.19744393229484558,-212.45933532714844,569880,4.788455653190613
9,233.0,629.55892094,29253,175,3201,0.33808618783950806,0.003,0.18319986760616302,-205.20590209960938,583040,4.306288766860962
9,235.19,638.40637932,29637,176,3242,-0.15260769426822662,0.003,0.19776523113250732,-204.35546875,590720,4.3127967596054075
9,243.56,663.20654133,30637,177,3350,0.08821773529052734,0.003,0.19732537865638733,-202.80364990234375,610720,3.2330244898796083
9,252.2,689.9134252700002,31637,178,3457,0.6649205088615417,0.003,0.17486540973186493,-207.05819702148438,630720,3.8796292424201964
9,257.65,707.1236796200001,32234,179,3521,-0.0807911679148674,0.003,0.17554284632205963,-205.68148803710938,642660,4.919460213184356
9,263.55,724.6348317000001,32866,180,3591,-0.3883742094039917,0.003,0.1926160752773285,-208.84222412109375,655300,5.057801246643066
9,268.11,736.51425996,33421,181,3651,0.18169525265693665,0.003,0.22545871138572693,-203.02711486816406,666400,4.145622181892395
9,267.49,734.8557235899998,33495,182,3659,0.5682018399238586,0.003,0.23605990409851074,-204.4816436767578,667880,4.345261120796204
9,275.93,756.64815484,34495,183,3767,-0.16151654720306396,0.003,0.20139586925506592,-206.94277954101562,687880,4.732533431053161
9,284.49,781.8883141999999,35495,184,3876,-0.1528632789850235,0.003,0.1833384931087494,-218.54153442382812,707880,6.173121845722198
9,283.86,780.47447741,35575,185,3884,0.4370748698711395,0.003,0.18830354511737823,-215.29739379882812,709480,5.682711386680603
9,286.12,788.3443554799998,35933,186,3924,-0.2139257788658142,0.003,0.20238333940505981,-217.76954650878906,716640,4.98067854642868
9,285.82,787.5803976399999,36059,187,3938,-0.27553147077560425,0.003,0.19306258857250214,-215.31956481933594,719160,5.446197772026062
9,288.78,798.34625436,36501,188,3987,0.37433892488479614,0.003,0.2132369726896286,-219.77261352539062,728000,5.075811648368836
9,297.34,824.0339804099999,37501,189,4095,-0.4415082037448883,0.003,0.23787903785705566,-210.17129516601562,748000,8.503731441497802
9,305.96,846.52608993,38501,190,4204,-0.6060037016868591,0.003,0.25997427105903625,-200.93972778320312,768000,5.2925177693367
9,314.76,868.2938281499999,39501,191,4312,0.24552935361862183,0.003,0.2516252398490906,-195.69485473632812,788000,5.329583048820496
9,314.92,867.89224849,39631,192,4326,-0.3574364185333252,0.003,0.24890731275081635,-202.46961975097656,790600,5.587179946899414
9,323.78,889.5300277000002,40631,193,4436,0.2741449475288391,0.003,0.22828222811222076,-207.89352416992188,810600,4.8958254098892215
9,332.58,912.02407601,41631,194,4547,-0.17116861045360565,0.003,0.21873602271080017,-210.80694580078125,830600,4.34466700553894
9,341.35,934.8089478900001,42631,195,4657,0.24898794293403625,0.003,0.21826104819774628,-212.62570190429688,850600,4.768661451339722
9,350.15,959.1220734400001,43631,196,4766,0.4318593442440033,0.003,0.1941521167755127,-222.41262817382812,870600,4.618057572841645
9,358.73,981.64016855,44631,197,4876,-0.18689590692520142,0.003,0.2199762910604477,-220.17539978027344,890600,4.280822885036469
9,367.12,1006.50803478,45631,198,4989,0.28855079412460327,0.003,0.20770466327667236,-218.9130859375,910600,4.305889916419983
9,368.3,1009.6235593899999,45895,199,5017,0.025295846164226532,0.003,0.20065656304359436,-222.69554138183594,915880,4.538478112220764
9,376.95,1033.11201673,46895,200,5125,-0.799769401550293,0.003,0.2055269181728363,-222.26376342773438,935880,4.994970917701721
9,380.82,1043.49546003,47424,201,5182,0.2265082746744156,0.003,0.19656823575496674,-220.17959594726562,946460,3.70183185338974
9,389.31,1067.25701711,48424,202,5292,-0.13128815591335297,0.003,0.19000567495822906,-225.36695861816406,966460,4.211549234390259
9,396.47,1086.5448591299998,49266,203,5382,0.16452555358409882,0.003,0.17890745401382446,-218.50790405273438,983300,4.398059844970703
9,405.11,1110.03016474,50266,204,5489,-0.28940197825431824,0.003,0.17524723708629608,-223.69862365722656,1003300,6.49575183391571
9,412.69,1130.84035884,51141,205,5583,-0.24968653917312622,0.003,0.18201212584972382,-220.31671142578125,1020800,4.069894707202911
9,417.61,1143.8781448400002,51756,206,5650,0.14239539206027985,0.003,0.16343076527118683,-222.60128784179688,1033100,7.697461307048798
9,426.43,1167.5075001500002,52756,207,5760,0.32631224393844604,0.003,0.16107746958732605,-220.26614379882812,1053100,4.149256110191345
9,435.16,1191.68749525,53756,208,5869,0.1275598108768463,0.003,0.15119977295398712,-223.0983428955078,1073100,2.9858055233955385
9,438.93,1202.1142632600001,54198,209,5917,0.3904433250427246,0.003,0.15080761909484863,-224.2204132080078,1081940,5.13887734413147
9,448.28,1227.89229832,55198,210,6028,-0.19355422258377075,0.003,0.148856058716774,-227.03793334960938,1101940,2.977245819568634
9,448.08,1227.3761019100002,55250,211,6033,0.961316704750061,0.003,0.14383891224861145,-225.39456176757812,1102980,3.88014332652092
9,454.57,1245.4626055300002,56025,212,6118,-0.49886104464530945,0.003,0.128499835729599,-223.59896850585938,1118480,2.7765384316444397
9,463.18,1270.54547316,57025,213,6226,-0.5858082175254822,0.003,0.13188005983829498,-228.44171142578125,1138480,3.516666758060455
9,464.35,1273.52345994,57282,214,6254,-0.1918678879737854,0.003,0.12704961001873016,-227.40493774414062,1143620,7.891878235340118
