time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/learning_rate,train/ent_coef,train/critic_loss,train/n_updates,train/ent_coef_loss,train/actor_loss
9,2627,284,113.87141055263157,38,69.13157894736842,0.003,0.10277809947729111,3.3909100115299227,50520,-0.4531427025794983,-190.00555419921875
9,2700,292,113.90076064102566,39,69.23076923076923,0.003,0.1001197099685669,8.391068577766418,51980,0.7605841159820557,-190.32962036132812
9,2793,303,115.24820812500002,40,69.825,0.003,0.11821454018354416,13.846164584159851,53840,1.2232444286346436,-190.15695190429688
9,2820,306,113.57980560975612,41,68.78048780487805,0.003,0.12432397156953812,7.733806371688843,54380,-0.17102104425430298,-187.88442993164062
9,2922,317,115.35665090476193,42,69.57142857142857,0.003,0.15618908405303955,8.69631748199463,56420,1.3734649419784546,-188.38787841796875
9,3004,326,116.1237987674419,43,69.86046511627907,0.003,0.1981971114873886,10.258089518547058,58060,0.5656850337982178,-188.37081909179688
9,3112,338,118.19092490909094,44,70.72727272727273,0.003,0.20920391380786896,9.116549205780029,60220,0.7316334247589111,-188.4786834716797
9,3237,351,120.49108342222226,45,71.93333333333334,0.003,0.20295490324497223,7.713129544258118,62720,-0.1684412807226181,-184.78582763671875
9,3331,362,122.34624919565222,46,72.41304347826087,0.003,0.2053958624601364,24.809581542015074,64600,0.06994897872209549,-183.52255249023438
9,3397,369,122.18146300000004,47,72.27659574468085,0.003,0.21803393959999084,16.825146436691284,65920,-0.011544942855834961,-182.24000549316406
9,3442,374,121.22432047916668,48,71.70833333333333,0.003,0.23995886743068695,16.332532501220705,66820,0.05201468616724014,-187.697998046875
9,3505,381,120.94226016326532,49,71.53061224489795,0.003,0.2562084197998047,8.461865115165711,68080,-0.3602929711341858,-190.9578857421875
9,3646,396,123.81294114,50,72.92,0.003,0.23942071199417114,6.742462837696076,70900,-0.18904338777065277,-191.4598388671875
9,3683,400,122.66173049019609,51,72.2156862745098,0.003,0.24234242737293243,7.72683207988739,71640,0.03668126463890076,-189.84857177734375
9,3807,414,125.07238953846155,52,73.21153846153847,0.003,0.2209668755531311,10.89634063243866,74120,-0.35283058881759644,-190.87841796875
9,3950,430,128.09886873584907,53,74.52830188679245,0.003,0.2000472992658615,12.217716813087463,76980,-0.0786549299955368,-191.6458740234375
9,4056,442,129.11860283333334,54,75.11111111111111,0.003,0.21327026188373566,7.424266839027405,79100,-0.24468399584293365,-191.5663299560547
9,4173,455,130.81584572727274,55,75.87272727272727,0.003,0.20234404504299164,9.324135136604308,81440,-0.3679458498954773,-188.58096313476562
9,4270,467,131.36020419642858,56,76.25,0.003,0.17782483994960785,7.549750781059265,83380,0.3643660545349121,-189.5619354248047
9,4336,474,130.96352692982455,57,76.0701754385965,0.003,0.17074625194072723,6.212170684337616,84700,-0.1712804138660431,-190.143310546875
9,4451,487,132.80086863793105,58,76.74137931034483,0.003,0.1913931965827942,7.140409064292908,87000,-0.4656636714935303,-191.01235961914062
9,4568,500,134.34876081355932,59,77.42372881355932,0.003,0.2278495728969574,7.715058612823486,89340,0.19298890233039856,-188.80345153808594
9,4703,516,136.4481858166667,60,78.38333333333334,0.003,0.2397109866142273,6.086001336574554,92040,-0.5942915678024292,-183.71102905273438
9,4843,532,138.3454075573771,61,79.39344262295081,0.003,0.23106086254119873,6.188450407981873,94840,0.6783474683761597,-187.95713806152344
9,4967,546,140.1402858870968,62,80.11290322580645,0.003,0.22016316652297974,5.47884886264801,97320,-0.051794081926345825,-183.79769897460938
9,5065,557,140.74996579365083,63,80.39682539682539,0.003,0.2130226045846939,6.392033350467682,99280,0.2856534719467163,-188.78521728515625
9,5214,574,143.389437046875,64,81.46875,0.003,0.22058220207691193,6.3995342493057255,102260,-0.11291360855102539,-177.9867401123047
9,5310,585,144.0943544769231,65,81.6923076923077,0.003,0.21698668599128723,10.185157299041748,104180,0.38260358572006226,-168.9576416015625
9,5426,598,144.76860445454548,66,82.21212121212122,0.003,0.21807973086833954,7.26786162853241,106500,-0.0014583617448806763,-161.9085693359375
9,5559,613,146.0273340149254,67,82.97014925373135,0.003,0.2197105884552002,5.8339056968688965,109160,-0.07604558765888214,-166.67970275878906
9,5692,628,147.7860206176471,68,83.70588235294117,0.003,0.20495334267616272,5.80756551027298,111820,0.24360966682434082,-156.6702117919922
9,5725,632,145.73874500000002,69,82.97101449275362,0.003,0.20940423011779785,5.948477292060852,112480,0.21978868544101715,-157.18832397460938
9,5767,637,143.82244668571434,70,82.38571428571429,0.003,0.2144436091184616,9.45503363609314,113320,0.07691237330436707,-155.55938720703125
9,5810,642,141.9720831126761,71,81.83098591549296,0.003,0.22622068226337433,7.905985474586487,114180,-0.18615853786468506,-158.16427612304688
9,6024,666,142.97835994444443,72,83.66666666666667,0.003,0.22991713881492615,9.242258071899414,118460,-0.031201131641864777,-155.10525512695312
9,6322,698,146.1544948630137,73,86.6027397260274,0.003,0.19525499641895294,5.123619067668915,124420,-0.4811190068721771,-158.7425079345703
9,6428,710,145.60700429729727,74,86.86486486486487,0.003,0.16419702768325806,3.5898477911949156,126540,-0.750745415687561,-156.14260864257812
9,6583,727,147.23121672,75,87.77333333333333,0.003,0.1409759819507599,4.069266271591187,129640,0.012274108827114105,-160.96279907226562
9,6750,746,149.9190304342105,76,88.8157894736842,0.003,0.1338963508605957,5.297481334209442,132980,0.05210784822702408,-164.41502380371094
9,6888,761,151.55673218181815,77,89.45454545454545,0.003,0.13509295880794525,5.190508031845093,135740,-0.8016558289527893,-163.87521362304688
9,7020,775,153.10685201282047,78,90.0,0.003,0.120931476354599,5.146208465099335,138380,0.5458881258964539,-158.3759002685547
9,7129,787,154.0667606075949,79,90.24050632911393,0.003,0.1345060020685196,7.365333676338196,140560,-0.01654490828514099,-164.93145751953125
9,7267,802,155.5732512875,80,90.8375,0.003,0.12521465122699738,3.6772419095039366,143320,0.1098310798406601,-159.76168823242188
9,7401,817,157.1350965925926,81,91.37037037037037,0.003,0.12033620476722717,5.93076354265213,146000,0.5494894981384277,-161.73904418945312
9,7543,833,158.5910991097561,82,91.98780487804878,0.003,0.12767700850963593,4.49902263879776,148840,1.0121796131134033,-157.76373291015625
9,7668,847,159.69362795180723,83,92.3855421686747,0.003,0.14330045878887177,8.259005630016327,151340,0.08589120209217072,-162.10986328125
9,7787,860,160.6863998809524,84,92.70238095238095,0.003,0.14655150473117828,4.764646112918854,153720,-0.04786449670791626,-160.45712280273438
9,7939,877,162.57803194117648,85,93.4,0.003,0.14155645668506622,6.6907119154930115,156760,-0.3835577368736267,-154.7496337890625
9,8072,892,163.89155361627908,86,93.86046511627907,0.003,0.14625638723373413,5.676051807403565,159420,-0.17508086562156677,-155.47315979003906
9,8216,907,165.2217323218391,87,94.4367816091954,0.003,0.15945659577846527,6.2258866906166075,162300,-0.07674126327037811,-147.29983520507812
9,8352,923,166.18313784090913,88,94.9090909090909,0.003,0.13991478085517883,3.952615523338318,165020,-1.0424646139144897,-146.80703735351562
9,8496,939,167.6483739775281,89,95.46067415730337,0.003,0.13743562996387482,2.945925533771515,167900,-0.8494439125061035,-143.5025634765625
9,8524,942,166.3192233,90,94.71111111111111,0.003,0.13591021299362183,4.23685587644577,168460,-0.24953128397464752,-144.73191833496094
9,8660,957,167.50806006593407,91,95.16483516483517,0.003,0.1601335108280182,5.309888374805451,171180,-0.4308125674724579,-137.32736206054688
9,8814,973,169.08120950000003,92,95.80434782608695,0.003,0.12346635013818741,2.7251051127910615,174260,-0.25852805376052856,-134.9375
9,8954,988,170.45187632258066,93,96.27956989247312,0.003,0.10261835902929306,4.102548241615295,177060,-0.199305459856987,-136.2563018798828
9,9090,1002,171.80229227659575,94,96.70212765957447,0.003,0.10212450474500656,2.2348212718963625,179780,0.6610438227653503,-130.52972412109375
9,9216,1016,172.93023795789475,95,97.01052631578948,0.003,0.09922119975090027,2.828174912929535,182300,0.8016481399536133,-135.59713745117188
9,9347,1031,173.98523197916666,96,97.36458333333333,0.003,0.11704666167497635,2.391597419977188,184920,-0.32099780440330505,-135.88427734375
9,9477,1045,175.07551978350517,97,97.70103092783505,0.003,0.12059932947158813,1.9244927883148193,187520,-0.39879846572875977,-140.25506591796875
9,9629,1061,176.52406565306123,98,98.25510204081633,0.003,0.10896079987287521,2.1665687918663026,190560,-0.5764908790588379,-138.64035034179688
9,9767,1076,177.5090268888889,99,98.65656565656566,0.003,0.10800208151340485,2.5572015941143036,193320,0.2870916724205017,-137.0550537109375
9,9919,1092,178.83676612000002,100,99.19,0.003,0.09870205819606781,2.459957849979401,196360,-0.14360660314559937,-135.84619140625
9,10051,1107,181.62701994000003,101,100.39,0.003,0.09770926088094711,2.548259311914444,199000,0.30017930269241333,-140.03631591796875
9,10191,1122,184.50515015000002,102,101.65,0.003,0.09530498087406158,2.861772084236145,201800,0.35632699728012085,-136.46177673339844
9,10309,1136,186.82033434999997,103,102.6,0.003,0.11089303344488144,2.2747054278850554,204160,-0.7054091095924377,-137.1298065185547
9,10424,1148,189.10125444999994,104,103.58,0.003,0.0900929793715477,2.09926261305809,206460,0.18195191025733948,-138.8118896484375
9,10548,1161,191.54454883999998,105,104.57,0.003,0.10065201669931412,2.4578194081783296,208940,-0.006600707769393921,-140.8082275390625
9,10688,1176,194.29430591,106,105.83,0.003,0.0995459109544754,2.4322159230709075,211740,0.4164590835571289,-135.19378662109375
9,10826,1192,196.44108763000003,107,106.69,0.003,0.10060027241706848,2.196470767259598,214500,-1.1810481548309326,-140.55531311035156
9,10957,1206,197.61170129,108,106.52,0.003,0.09660496562719345,3.5912745356559754,217120,-0.307045578956604,-139.11904907226562
9,11086,1220,199.74400161000003,109,107.41,0.003,0.09496310353279114,2.557068258523941,219700,1.1443114280700684,-141.42442321777344
9,11228,1236,202.35096511000003,110,108.54,0.003,0.11702807247638702,2.9485199093818664,222540,0.4829428195953369,-134.871826171875
9,11364,1250,204.62797360000002,111,109.56,0.003,0.129161074757576,2.5681380808353422,225260,0.7288691997528076,-133.45196533203125
9,11500,1265,207.03651154,112,110.66,0.003,0.1260010004043579,2.7612625122070313,227980,-0.4860497713088989,-138.16659545898438
9,11633,1280,209.54679722,113,111.73,0.003,0.12158142030239105,4.239996927976608,230640,-0.2102576047182083,-137.19650268554688
9,11771,1295,211.18120072000002,114,112.35,0.003,0.1147560402750969,2.846769279241562,233400,0.578664243221283,-136.13446044921875
9,11795,1298,210.33500292999997,115,111.75,0.003,0.11398911476135254,2.2522549629211426,233880,-0.5370410680770874,-132.50660705566406
9,11944,1315,211.27483121,116,112.16,0.003,0.10512376576662064,2.6841636538505553,236860,0.03746183216571808,-131.73809814453125
9,12083,1330,213.36516152000002,117,113.16,0.003,0.10357081890106201,2.6962300658226015,239640,-0.18199782073497772,-123.72612762451172
9,12224,1346,215.49766294999998,118,113.94,0.003,0.0869079977273941,2.124803912639618,242460,-0.11669133603572845,-125.62336730957031
9,12376,1363,218.08904471999998,119,114.92,0.003,0.09013017266988754,3.3666522562503816,245500,0.0635598674416542,-126.03826904296875
9,12403,1366,217.03426872,120,114.26,0.003,0.09107231348752975,3.7421420991420744,246040,0.7788988947868347,-126.97628784179688
9,12521,1379,217.93836722,121,114.61,0.003,0.08834081888198853,5.349865591526031,248400,0.6102342009544373,-130.854248046875
9,12657,1394,220.41825260000002,122,115.65,0.003,0.09106241166591644,1.8304533243179322,251120,-0.40489843487739563,-133.32012939453125
9,12795,1409,222.04028924,123,116.15,0.003,0.09453794360160828,2.1058663725852966,253880,0.19933347404003143,-135.5457305908203
9,12938,1425,223.25902865,124,116.48,0.003,0.09470782428979874,2.761140751838684,256740,-1.2833024263381958,-136.94485473632812
9,13065,1438,223.96846082,125,116.64,0.003,0.07964754849672318,1.993848294019699,259280,-0.527492105960846,-132.35488891601562
9,13196,1453,224.94934232,126,116.91,0.003,0.09690696001052856,2.249743413925171,261900,-0.4339415431022644,-131.1767578125
9,13322,1466,226.43355625,127,117.46,0.003,0.09855346381664276,2.2019886314868926,264420,-0.12857604026794434,-130.67384338378906
9,13455,1480,228.26403549,128,118.2,0.003,0.09906021505594254,2.9242031633853913,267080,0.014664687216281891,-132.2734832763672
9,13598,1496,230.22047147999993,129,118.97,0.003,0.10782154649496078,2.458388876914978,269940,0.059287428855895996,-129.54002380371094
9,13737,1511,232.04986261,130,119.6,0.003,0.10978657007217407,3.1160773634910583,272720,0.14147700369358063,-130.9363555908203
9,13865,1525,233.08411872999997,131,119.95,0.003,0.10799502581357956,2.6299230337142943,275280,0.7312679290771484,-128.7911834716797
9,14014,1542,234.24593672999995,132,120.39,0.003,0.11121070384979248,2.328602612018585,278260,-0.3903023600578308,-123.51478576660156
9,14141,1555,234.9127061,133,120.44,0.003,0.09102945774793625,1.7026209712028504,280800,0.5633461475372314,-125.95186614990234
9,14284,1571,236.04177797,134,120.68,0.003,0.0985083356499672,2.8679885506629943,283660,-0.25712481141090393,-121.89747619628906
9,14435,1587,237.45670142,135,120.94,0.003,0.08971810340881348,1.6875465750694274,286680,0.037462055683135986,-122.71253967285156
9,14568,1602,238.3356945,136,121.2,0.003,0.0869336724281311,1.6939635276794434,289340,0.2821195423603058,-125.14049530029297
9,14687,1615,239.19180593000002,137,121.43,0.003,0.09033915400505066,1.706754344701767,291720,1.541782021522522,-125.67066192626953
9,14820,1630,240.8295183,138,121.93,0.003,0.09647819399833679,1.9352085173130036,294380,-0.36397475004196167,-124.8935317993164
9,14950,1644,242.45661868999997,139,122.5,0.003,0.097703717648983,2.2473507940769197,296980,-0.3680189549922943,-128.40057373046875
9,15097,1660,244.04825729999996,140,123.04,0.003,0.10436989367008209,2.3392796874046327,299920,-0.4219836890697479,-133.62332153320312
9,15237,1675,246.64370455,141,124.17,0.003,0.09626102447509766,3.05360369682312,302720,0.5206175446510315,-126.60234832763672
9,15389,1692,248.08880409999998,142,124.67,0.003,0.09114748984575272,2.21178098320961,305760,-0.041518211364746094,-123.83039093017578
9,15518,1706,249.40860880999998,143,125.14,0.003,0.1008145660161972,3.234390676021576,308340,0.5978727340698242,-124.27340698242188
9,15666,1722,250.44082289999997,144,125.54,0.003,0.11930631846189499,2.246422052383423,311300,-0.8877196907997131,-125.63365173339844
9,15799,1736,251.09131214999996,145,125.62,0.003,0.0926850214600563,1.7303090989589691,313960,0.06912556290626526,-126.95217895507812
9,15943,1752,252.08515485,146,126.12,0.003,0.09768985211849213,1.878523725271225,316840,-0.537131667137146,-127.43731689453125
9,16094,1768,254.31929177,147,126.97,0.003,0.08663871884346008,2.1161757349967956,319860,-0.34613025188446045,-128.44485473632812
9,16221,1783,256.26412383999997,148,127.79,0.003,0.09120148420333862,2.1530387490987777,322400,0.27881890535354614,-133.0517120361328
9,16364,1798,258.43801589,149,128.59,0.003,0.08524145185947418,2.704536181688309,325260,0.1437438279390335,-128.44000244140625
9,16494,1813,258.45632424,150,128.48,0.003,0.08533450961112976,2.0437753021717073,327860,0.15374165773391724,-132.32386779785156
9,16626,1827,260.53834114999995,151,129.43,0.003,0.09098406881093979,2.6557630777359007,330500,0.7762065529823303,-134.6572265625
9,16767,1843,261.10842352,152,129.6,0.003,0.09177220612764359,1.9920436978340148,333320,0.7353676557540894,-138.92074584960938
9,16905,1857,261.27264889,153,129.55,0.003,0.09146008640527725,2.3629977345466613,336080,-0.4690517783164978,-133.3770751953125
9,17026,1871,261.94914076000003,154,129.7,0.003,0.08568162471055984,1.9040795624256135,338500,0.4112340807914734,-134.81349182128906
9,17165,1886,262.71143776,155,129.92,0.003,0.09895282983779907,1.9120899558067321,341280,0.13186994194984436,-132.28512573242188
9,17294,1900,263.76347776,156,130.24,0.003,0.10281087458133698,1.9013213753700255,343860,0.2416209578514099,-136.55311584472656
9,17437,1916,265.67646250999996,157,131.01,0.003,0.08941011130809784,1.990456861257553,346720,-0.14409387111663818,-130.33493041992188
9,17578,1932,266.20495846999995,158,131.27,0.003,0.09275993704795837,1.865080142021179,349540,-0.1996198147535324,-129.82455444335938
9,17706,1947,266.85537344999995,159,131.38,0.003,0.09199872612953186,2.00524959564209,352100,-0.9366937279701233,-127.95819854736328
9,17841,1961,267.31110265999996,160,131.38,0.003,0.08842363208532333,2.2935262978076936,354800,0.3593292534351349,-127.61003875732422
9,17978,1976,267.8110226,161,131.35,0.003,0.09218479692935944,2.9961163878440855,357540,-0.1842600554227829,-128.67178344726562
9,18141,1994,268.99225724,162,131.74,0.003,0.09551773965358734,2.165355181694031,360800,-0.4774043560028076,-120.68452453613281
9,18282,2010,270.26447300999996,163,132.17,0.003,0.09076515585184097,1.8792587757110595,363620,0.075859934091568,-119.77425384521484
9,18418,2026,270.13703429000003,164,132.04,0.003,0.0817587599158287,1.6337937116622925,366340,-0.11105085909366608,-122.22001647949219
9,18554,2041,271.20114199999995,165,132.44,0.003,0.07145558297634125,1.8398721039295196,369060,0.43783360719680786,-123.71162414550781
9,18685,2055,272.19164317999997,166,132.59,0.003,0.07408171892166138,1.6729875743389129,371680,-0.14880239963531494,-123.13177490234375
9,18824,2071,273.12963097,167,132.65,0.003,0.08288658410310745,1.6578282743692399,374460,0.9402164220809937,-123.46542358398438
9,18973,2087,273.61258359,168,132.81,0.003,0.08571609854698181,2.086488437652588,377440,1.5767722129821777,-119.49925231933594
9,19108,2102,276.54498354,169,133.83,0.003,0.08927623927593231,1.352391842007637,380140,1.0595804452896118,-117.14759063720703
9,19251,2118,279.49608975999996,170,134.84,0.003,0.09670751541852951,1.5375065326690673,383000,0.4694995880126953,-116.81741333007812
9,19392,2133,282.50788296999997,171,135.82,0.003,0.08528737723827362,1.54906787276268,385820,-0.44864529371261597,-123.96501159667969
9,19529,2148,283.46730513999995,172,135.05,0.003,0.09196611493825912,1.3750046402215959,388560,-0.16948792338371277,-122.20480346679688
9,19667,2162,282.8415742899999,173,133.45,0.003,0.0845072790980339,1.2465358555316925,391320,0.32947108149528503,-122.94920349121094
9,19807,2178,284.95056962,174,133.79,0.003,0.08540239930152893,1.3845488637685777,394120,0.001206725835800171,-124.71957397460938
9,19941,2193,285.36608173,175,133.58,0.003,0.08690861612558365,1.4054338455200195,396800,0.36455821990966797,-121.14144897460938
9,20080,2208,284.85784451999996,176,133.3,0.003,0.08129221200942993,1.409249633550644,399580,0.7014489769935608,-121.20347595214844
9,20219,2223,285.0681878099999,177,133.31,0.003,0.08224477618932724,1.344799953699112,402360,0.8221080303192139,-120.4560546875
9,20360,2240,285.45050484999996,178,133.4,0.003,0.08718442916870117,1.3636615574359894,405180,0.4762795567512512,-116.7574462890625
9,20498,2254,286.22696944,179,133.69,0.003,0.0831623375415802,1.3782882034778594,407940,-0.597983717918396,-122.74671936035156
9,20634,2269,286.56616483999994,180,133.67,0.003,0.08073458820581436,1.395684289932251,410660,0.074459508061409,-117.86544036865234
9,20768,2284,286.66355550000003,181,133.67,0.003,0.0858919695019722,1.6324516236782074,413340,0.4430398941040039,-124.16183471679688
9,20898,2298,286.80525796999996,182,133.55,0.003,0.08623147010803223,1.2085651844739913,415940,-0.43866926431655884,-121.16374206542969
9,21066,2317,287.68246248,183,133.98,0.003,0.08115599304437637,1.5692262649536133,419300,0.40181493759155273,-120.92034912109375
9,21199,2333,288.34977541000006,184,134.12,0.003,0.0774582102894783,1.3419764161109924,421960,-0.07508503645658493,-120.54151153564453
9,21343,2349,288.43845449,185,134.04,0.003,0.07001019269227982,2.2721852600574493,424840,0.7653048634529114,-120.6560287475586
9,21476,2364,288.80387001,186,134.04,0.003,0.0743020698428154,1.809402871131897,427500,0.7267658710479736,-118.315185546875
9,21609,2379,289.10546695000005,187,133.93,0.003,0.0783364400267601,1.3329725742340088,430160,-1.2256447076797485,-121.71562194824219
9,21748,2394,289.67868466000004,188,133.96,0.003,0.07488907128572464,1.3357414960861207,432940,0.03036057949066162,-123.2542495727539
9,21890,2410,289.80613671,189,133.94,0.003,0.08666367828845978,1.3365342676639558,435780,-0.23056288063526154,-126.00463104248047
9,22038,2426,292.79296046,190,135.14,0.003,0.08480226248502731,1.5081228375434876,438740,-0.7081267833709717,-125.9879150390625
9,22191,2443,293.81851508999995,191,135.31,0.003,0.07650198042392731,1.4875370860099792,441800,-0.1577966809272766,-119.64337158203125
9,22328,2458,293.76348843,192,135.14,0.003,0.06833120435476303,1.4857529759407044,444540,-0.3650159239768982,-121.71582794189453
9,22472,2474,293.95919445,193,135.18,0.003,0.07138951122760773,1.3804975599050522,447420,-0.3396952152252197,-118.99034881591797
9,22611,2489,294.2143365,194,135.21,0.003,0.06864959746599197,1.307201275229454,450200,-0.3154892921447754,-127.44818115234375
9,22737,2502,294.23143035999993,195,135.21,0.003,0.07031337171792984,1.2971150398254394,452720,-0.3615165948867798,-125.74711608886719
9,22878,2518,294.79856373999996,196,135.31,0.003,0.07267528027296066,1.3131782114505768,455540,-0.812390923500061,-125.57283020019531
9,23013,2532,295.13903740999996,197,135.36,0.003,0.07046791166067123,1.3026194393634796,458240,0.1215251088142395,-125.36661529541016
9,23158,2548,295.08434330999995,198,135.29,0.003,0.07906398922204971,1.3218045473098754,461140,-0.9715944528579712,-123.59429931640625
9,23302,2564,295.53063600999997,199,135.35,0.003,0.07558029890060425,1.3203582465648651,464020,-0.3144797682762146,-124.3323974609375
9,23450,2580,296.05293733999997,200,135.31,0.003,0.06646108627319336,1.2716754466295241,466980,-0.38057464361190796,-121.03170013427734
9,23599,2597,296.51540636000004,201,135.48,0.003,0.05947581306099892,1.2242902010679244,469960,-0.6849581003189087,-126.07809448242188
9,23731,2611,296.43303163,202,135.4,0.003,0.06027878075838089,1.7293181657791137,472600,-0.04770520329475403,-123.88429260253906
9,23872,2626,297.06081108,203,135.63,0.003,0.05991184338927269,1.8231347739696502,475420,-0.4672612249851227,-120.31575012207031
9,24006,2641,297.70670817,204,135.82,0.003,0.07270951569080353,1.4345551818609237,478100,-0.27197346091270447,-124.52471923828125
9,24139,2656,297.98548374,205,135.91,0.003,0.06235048174858093,1.1683654636144638,480760,-0.1777225285768509,-126.14530944824219
9,24269,2671,298.00498136,206,135.81,0.003,0.06575871258974075,1.2425056368112564,483360,-0.26453688740730286,-126.84312438964844
9,24412,2686,298.40685107,207,135.86,0.003,0.06332776695489883,1.33661547601223,486220,0.026712261140346527,-118.81962585449219
9,24581,2705,299.62761398,208,136.24,0.003,0.0695377066731453,1.8607764065265655,489600,-0.22421129047870636,-120.20301818847656
9,24699,2718,299.3349213899999,209,136.13,0.003,0.07349499315023422,1.6904259383678437,491960,-1.0068035125732422,-129.19969177246094
9,24832,2732,299.39738789,210,136.04,0.003,0.06988005340099335,1.4540862053632737,494620,1.001155138015747,-123.30068969726562
9,24988,2749,299.98384204999996,211,136.24,0.003,0.0709613710641861,1.590024733543396,497740,-0.956314206123352,-123.52193450927734
9,25159,2768,301.31074359999997,212,136.59,0.003,0.0722033903002739,1.4210093855857848,501160,1.4833300113677979,-126.6552963256836
9,25323,2786,302.58236519999997,213,136.9,0.003,0.0765535980463028,1.4133320540189742,504440,0.5287407636642456,-128.753662109375
9,25485,2804,303.75124736,214,137.14,0.003,0.07215683162212372,1.9060471266508103,507680,0.12942343950271606,-128.24954223632812
