time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate
2310,661,74.51612903225806,139.25500680645163,3,31,44180,-245.20884704589844,28.98200919628143,0.14587517082691193,0.1187751442193985,0.003
2412,691,75.375,140.97841975,3,32,46220,-250.77186584472656,5.734146595001221,0.14303423464298248,-1.537359595298767,0.003
2487,714,75.36363636363636,140.4851745151515,3,33,47720,-251.1490020751953,12.625659489631653,0.13097910583019257,0.27215972542762756,0.003
2589,744,76.1470588235294,142.32257655882353,3,34,49760,-255.59329223632812,35.447098684310916,0.14393824338912964,1.065461277961731,0.003
2686,774,76.74285714285715,143.1403359142857,3,35,51700,-254.10411071777344,9.928972578048706,0.1607077717781067,0.25495725870132446,0.003
2802,808,77.83333333333333,145.56215527777778,3,36,54020,-260.70526123046875,19.796431374549865,0.16914968192577362,0.005524143576622009,0.003
2904,844,78.48648648648648,147.58843691891892,3,37,56060,-268.21270751953125,28.204435873031617,0.1952468603849411,0.3499232530593872,0.003
3036,881,79.89473684210526,151.17741121052632,3,38,58700,-267.03314208984375,32.418407392501834,0.22710983455181122,0.14360657334327698,0.003
3084,894,79.07692307692308,149.01384443589743,3,39,59660,-266.76416015625,65.20175371170043,0.23280078172683716,-1.3142926692962646,0.003
3171,921,79.275,149.23599912499998,3,40,61400,-267.7542419433594,23.846817541122437,0.25802144408226013,0.3311696946620941,0.003
3275,952,79.8780487804878,150.56160792682925,3,41,63480,-271.937744140625,34.1548357963562,0.23431125283241272,-1.21165132522583,0.003
3378,984,80.42857142857143,152.27916007142858,3,42,65540,-263.18975830078125,18.117134857177735,0.19378399848937988,0.447892963886261,0.003
3511,1287,81.65116279069767,154.75178009302326,2,43,68200,-260.3427429199219,34.629790496826175,0.22026149928569794,0.21592503786087036,0.003
3620,1407,82.27272727272727,156.5644615,2,44,70380,-262.1478271484375,16.564402198791505,0.26462653279304504,-0.5599698424339294,0.003
3754,1567,83.42222222222222,159.3082724888889,2,45,73060,-265.5240478515625,16.76072292327881,0.20217855274677277,-0.5585717558860779,0.003
3863,1699,83.97826086956522,160.58834560869565,2,46,75240,-268.30389404296875,8.9438547372818,0.1789971888065338,0.029774785041809082,0.003
3965,1837,84.36170212765957,160.9933494468085,2,47,77280,-262.82470703125,16.92619032859802,0.17011325061321259,-0.263458788394928,0.003
4083,2129,85.0625,162.50655689583334,1,48,79640,-264.97430419921875,11.50105881690979,0.16536566615104675,0.7544924020767212,0.003
4215,2288,86.0204081632653,165.47357834693878,1,49,82280,-266.82177734375,7.806434273719788,0.13433124125003815,-1.550423264503479,0.003
4342,2444,86.84,167.42849741999999,1,50,84820,-269.9376220703125,11.178476929664612,0.12086278945207596,-0.48246002197265625,0.003
4460,2736,87.45098039215686,169.3931042352941,1,51,87180,-269.42340087890625,12.28749485015869,0.09899891167879105,-0.2209835648536682,0.003
4575,2774,87.98076923076923,171.2071268461538,1,52,89480,-269.2132263183594,9.715382742881776,0.10932838916778564,0.1860819160938263,0.003
4607,2785,86.9245283018868,168.79054016981132,1,53,90120,-268.07330322265625,19.051412796974184,0.11632084846496582,1.4518489837646484,0.003
4737,2828,87.72222222222223,170.67216625925923,1,54,92720,-262.7215881347656,16.52869153022766,0.17439986765384674,-0.38485053181648254,0.003
4855,2866,88.27272727272727,172.47213549090907,1,55,95080,-263.5700378417969,8.846093130111694,0.17820052802562714,-1.2773635387420654,0.003
4958,2900,88.53571428571429,173.4435415535714,1,56,97140,-268.3277282714844,8.352789926528931,0.17263342440128326,0.27348846197128296,0.003
5072,2937,88.98245614035088,174.78695040350877,1,57,99420,-262.0987854003906,12.29686644077301,0.1879553198814392,0.2451479732990265,0.003
5183,2973,89.36206896551724,176.0364317586207,1,58,101640,-264.8297424316406,11.793180227279663,0.20646001398563385,0.10533538460731506,0.003
5283,3005,89.54237288135593,176.37470437288138,1,59,103640,-254.40853881835938,16.189309549331664,0.2579925060272217,-0.31952235102653503,0.003
5386,3037,89.76666666666667,176.86270656666667,1,60,105700,-249.03369140625,15.763343238830567,0.2637122571468353,0.8063631653785706,0.003
5493,3070,90.04918032786885,177.90075677049182,1,61,107840,-240.3547821044922,13.732601737976074,0.3206701874732971,-0.18941816687583923,0.003
5598,3105,90.29032258064517,178.7213616451613,1,62,109940,-213.37033081054688,15.33038535118103,0.41353780031204224,0.488551527261734,0.003
5721,3143,90.80952380952381,180.26624444444448,1,63,112400,-210.99114990234375,15.25342607498169,0.46093592047691345,-0.15510757267475128,0.003
5838,3179,91.21875,181.390175390625,1,64,114740,-205.71127319335938,23.585104751586915,0.4346461892127991,-0.48090285062789917,0.003
5928,3210,91.2,181.4680658153846,1,65,116540,-204.77578735351562,15.568971538543702,0.38508346676826477,0.057865649461746216,0.003
6053,3251,91.71212121212122,182.96413348484847,1,66,119040,-205.43560791015625,14.175514936447144,0.3281891942024231,-0.34255892038345337,0.003
6107,3270,91.14925373134328,181.41258276119402,1,67,120120,-204.87338256835938,11.690208768844604,0.30475783348083496,0.0423470214009285,0.003
