time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate
6285,3328,92.42647058823529,183.45006952941173,1,68,123680,-202.2534637451172,9.151239562034608,0.2808806300163269,0.7015962600708008,0.003
6333,3344,91.78260869565217,181.21602960869564,1,69,124640,-205.12179565429688,8.240846204757691,0.296464741230011,-0.045595310628414154,0.003
6368,3355,90.97142857142858,178.82435578571426,1,70,125340,-209.8472442626953,9.536962842941284,0.3020072877407074,-0.12851527333259583,0.003
6419,3371,90.40845070422536,176.6242318309859,1,71,126360,-204.74346923828125,10.591573333740234,0.3148541748523712,0.28389132022857666,0.003
6463,3386,89.76388888888889,174.51193419444442,1,72,127240,-210.490234375,10.844768261909485,0.32391709089279175,-0.2321409285068512,0.003
6639,3442,90.94520547945206,176.31455393150682,1,73,130760,-217.88189697265625,8.253182053565979,0.2685249447822571,0.23741228878498077,0.003
6745,3476,91.14864864864865,176.73931918918916,1,74,132880,-218.89622497558594,7.13519606590271,0.25531005859375,-0.011716080829501152,0.003
6947,3543,92.62666666666667,179.5881889333333,1,75,136920,-225.96998596191406,6.660742461681366,0.24676217138767242,-0.15192900598049164,0.003
7067,3580,92.98684210526316,180.22510661842102,1,76,139320,-224.36917114257812,5.589211130142212,0.22318200767040253,-0.25499555468559265,0.003
7303,3658,94.84415584415585,184.71311128571426,1,77,144040,-216.9969024658203,5.33607702255249,0.20680035650730133,-0.3921878933906555,0.003
7406,3693,94.94871794871794,185.19338001282048,2,78,146100,-230.97793579101562,5.865395641326904,0.19188889861106873,-0.04161519557237625,0.003
7506,3728,95.0126582278481,185.2458675063291,2,79,148100,-223.1974639892578,7.624247312545776,0.16275295615196228,-0.8114244937896729,0.003
7592,3757,94.9,185.127177525,2,80,149820,-229.51449584960938,5.600637435913086,0.17143043875694275,0.02810584008693695,0.003
7732,3805,95.45679012345678,186.6676967160494,2,81,152620,-223.19088745117188,7.54477891921997,0.19354161620140076,-0.5843760967254639,0.003
7853,3843,95.76829268292683,187.6156712195122,2,82,155040,-228.42935180664062,6.576607251167298,0.20885241031646729,0.451063871383667,0.003
7975,3882,96.08433734939759,188.56291193975903,2,83,157480,-211.47805786132812,7.673708367347717,0.21717248857021332,0.30475103855133057,0.003
8060,3910,95.95238095238095,188.31972991666666,2,84,159180,-212.34402465820312,5.852240824699402,0.21549803018569946,-0.2800412178039551,0.003
8164,3944,96.04705882352941,188.64822368235292,2,85,161260,-203.53030395507812,6.304681372642517,0.20570313930511475,-0.5328096151351929,0.003
8247,3972,95.8953488372093,188.20631659302325,2,86,162920,-193.5572967529297,6.395603537559509,0.20909704267978668,0.28518974781036377,0.003
