time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/actor_loss
1103,23,5,209,47.95652173913044,56.8038053478261,20040,0.003,47.04778842926025,3.3089181661605833,-0.13254513926804065,-270.3416442871094
1190,24,5,227,49.583333333333336,62.6389785,21780,0.003,72.94866619110107,3.8450830459594725,-0.13825151836499572,-349.9658569335937
1257,25,5,241,50.28,65.08683927999999,23120,0.003,95.26049194335937,4.366195797920227,0.015098746959120035,-410.1912506103516
1354,26,5,262,52.07692307692308,70.94403596153846,25060,0.003,117.84024047851562,4.257969331741333,0.19185993280261754,-451.7771301269531
1465,27,5,285,54.25925925925926,76.78657162962962,27280,0.003,106.21609611511231,4.710337567329407,-0.015336261689662933,-489.62947235107424
1486,28,5,289,53.07142857142857,74.67634932142856,27700,0.003,115.3848976135254,4.526514220237732,0.04300308637320995,-498.21719512939455
1596,29,5,312,55.03448275862069,77.60277275862067,29900,0.003,123.77290840148926,4.772437667846679,-0.18943237345665692,-509.40033569335935
1621,30,5,317,54.03333333333333,75.40092753333332,30400,0.003,131.2136257171631,4.624983167648315,-0.15084855258464813,-512.153904724121
1659,31,5,325,53.516129032258064,73.41827345161289,31160,0.003,210.5647808074951,4.687617802619934,0.01283070407807827,-515.5174163818359
1710,32,5,336,53.4375,71.74257371875,32180,0.003,182.10615005493165,4.740248823165894,-0.06045080609619617,-509.55086822509764
1810,33,5,356,54.84848484848485,73.11651342424243,34180,0.003,167.32976608276368,4.578539443016052,0.05254598241299391,-500.37476348876953
1918,34,5,379,56.411764705882355,75.71505776470588,36340,0.003,161.2299434661865,4.747685217857361,-0.04629674218595028,-506.4097106933594
2047,35,5,406,58.48571428571429,79.39529137142857,38920,0.003,149.15582275390625,4.22564172744751,0.1399481615051627,-503.48849029541014
2349,36,5,469,65.25,88.83264827777776,44960,0.003,136.82880401611328,3.9839228987693787,0.12675285823643206,-464.2654083251953
2492,37,4,499,67.35135135135135,89.7138809189189,47820,0.003,121.64979934692383,3.486315166950226,-0.15291154496371745,-460.63660125732423
3047,38,4,615,80.1842105263158,101.69026157894736,58920,0.003,120.09937477111816,2.9792395353317263,-0.031041787564754487,-437.00927276611327
3541,39,4,718,90.7948717948718,116.00642687179486,68800,0.003,94.05335693359375,2.42148220539093,0.007226227410137653,-396.40270538330077
3560,40,4,722,89.0,113.4941375,69180,0.003,116.62674560546876,2.4731882333755495,0.06686617815867066,-396.9052734375
3681,41,4,747,89.78048780487805,116.72876875609754,71600,0.003,121.11891975402833,2.491275727748871,0.03625118834897876,-384.29144287109375
3751,42,4,762,89.30952380952381,115.5737073333333,73000,0.003,130.4825454711914,2.568261992931366,0.1530831266194582,-382.4943313598633
3782,43,4,768,87.95348837209302,113.3240425116279,73620,0.003,169.05189590454103,2.479205048084259,-0.03815508503466845,-383.1827789306641
3831,44,4,778,87.06818181818181,111.69385297727271,74600,0.003,202.85809783935548,2.8680188059806824,0.0855939831584692,-391.5041564941406
3853,45,4,783,85.62222222222222,109.4886466222222,75040,0.003,225.67807998657227,3.0407854437828066,0.13012771140784024,-395.6043228149414
3878,46,4,788,84.30434782608695,107.43715110869563,75540,0.003,232.5362106323242,2.7911274552345278,0.050094062089920045,-398.8706909179688
3899,47,4,792,82.95744680851064,105.40787423404254,75960,0.003,257.1120964050293,2.768985688686371,-0.07206407310441136,-400.8564483642578
3939,48,4,800,82.0625,103.527509875,76760,0.003,302.12349090576174,3.2727038860321045,-0.01359198298305273,-412.1765335083008
3979,49,4,809,81.20408163265306,101.63275736734694,77560,0.003,341.94876327514646,3.3790399074554442,0.0277704443782568,-428.4905410766602
