time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss
69818,174,7712,549.69,1231.15481292,9,0.08926498144865036,-218.3387451171875,0.03,1394340,11.938476514816283,1.2310352325439453
70818,175,7822,550.33,1245.35075223,9,0.06710004806518555,-224.87640380859375,0.03,1414340,13.20143141746521,3.4161720275878906
71554,176,7902,555.62,1260.68132049,9,0.09311169385910034,-221.47518920898438,0.03,1429060,16.73970980644226,-2.4640045166015625
72554,177,8012,563.81,1283.36456433,9,0.08877533674240112,-213.153076171875,0.03,1449060,17.604106140136718,-2.9543371200561523
73554,178,8121,572.11,1307.03483297,9,0.08556416630744934,-200.30259704589844,0.03,1469060,15.661008167266846,-2.054532766342163
74554,179,8232,580.04,1329.91597584,9,0.08919312059879303,-209.79342651367188,0.03,1489060,15.28548879623413,-1.5965874195098877
75554,180,8345,588.29,1353.36939014,9,0.07750165462493896,-218.07708740234375,0.03,1509060,14.198622608184815,2.194790840148926
76554,181,8454,596.63,1377.84638729,9,0.08950065076351166,-224.34954833984375,0.03,1529060,13.77173376083374,-0.573448896408081
77554,182,8566,605.01,1400.64368755,9,0.07491196691989899,-223.749755859375,0.03,1549060,13.406159114837646,2.6028103828430176
78554,183,8675,607.72,1416.9032616600002,9,0.09527138620615005,-216.9156494140625,0.03,1569060,16.717038249969484,-2.115677833557129
79554,184,8786,615.81,1439.8181437600003,9,0.07661182433366776,-224.10638427734375,0.03,1589060,16.220561742782593,1.25679612159729
80554,185,8899,624.02,1462.6897512900002,9,0.09222142398357391,-232.13433837890625,0.03,1609060,14.873010063171387,-2.520214080810547
81554,186,9010,632.08,1485.3139926900005,9,0.08168185502290726,-241.90667724609375,0.03,1629060,14.590674352645873,-0.2510490417480469
82554,187,9118,640.4,1508.57050208,9,0.08999285846948624,-239.7707061767578,0.03,1649060,15.72171778678894,-1.108750343322754
83554,188,9229,648.6,1531.55208497,9,0.0815606638789177,-227.9719696044922,0.03,1669060,14.254501914978027,-0.7407821416854858
84554,189,9339,656.48,1553.28718001,9,0.08035129308700562,-231.12400817871094,0.03,1689060,12.862798404693603,-0.17797616124153137
85554,190,9447,661.89,1572.03216876,9,0.05879684537649155,-240.49984741210938,0.03,1709060,11.864884853363037,1.1694462299346924
86554,191,9560,669.52,1594.16496961,9,0.07617560774087906,-233.01548767089844,0.03,1729060,11.707738518714905,1.1725162267684937
87554,192,9670,678.87,1619.8065307000004,9,0.07270333915948868,-244.6741180419922,0.03,1749060,12.158317565917969,2.811234951019287
88554,193,9781,680.74,1633.48123655,9,0.07332107424736023,-250.06651306152344,0.03,1769060,10.92551429271698,1.4982185363769531
89554,194,9891,684.2,1650.01323406,9,0.09416702389717102,-248.10003662109375,0.03,1789060,11.194896912574768,-1.594350814819336
90554,195,10002,689.04,1668.2595278699998,9,0.07030484825372696,-242.1780548095703,0.03,1809060,10.654461359977722,0.7393190860748291
91554,196,10111,696.79,1690.8227672399998,9,0.08527790755033493,-248.90481567382812,0.03,1829060,11.765288400650025,-0.7355088591575623
91945,197,10155,697.41,1695.2688117599996,9,0.06688284873962402,-236.39767456054688,0.03,1836880,10.950373196601868,1.1091700792312622
92945,198,10265,704.54,1717.2256721899998,9,0.07226348668336868,-240.19615173339844,0.03,1856880,11.62094705104828,0.5039836168289185
93945,199,10374,712.33,1739.77144351,9,0.06906713545322418,-250.77157592773438,0.03,1876880,12.238678598403931,0.8614627718925476
94945,200,10485,720.44,1763.34689454,9,0.0722050592303276,-241.42349243164062,0.03,1896880,10.162112593650818,-0.3993125855922699
95127,201,10504,719.75,1762.3407014999998,9,0.0707046389579773,-240.63265991210938,0.03,1900520,11.115160799026489,1.3914813995361328
96127,202,10613,726.98,1783.3765452300001,9,0.07785537838935852,-244.38314819335938,0.03,1920520,12.419254255294799,-2.159872531890869
97127,203,10724,733.85,1803.9052591900002,9,0.09788403660058975,-241.93386840820312,0.03,1940520,17.835640716552735,-3.026595115661621
98127,204,10834,741.4,1825.7845798600001,9,0.07686896622180939,-247.11082458496094,0.03,1960520,11.060532474517823,-1.5797908306121826
99127,205,10944,749.5,1849.4075314600004,9,0.07598227262496948,-241.4661407470703,0.03,1980520,10.667739629745483,-1.8035978078842163
100127,206,11054,757.7,1873.9591673700002,9,0.07054630666971207,-251.27720642089844,0.03,2000520,12.81909246444702,0.1594058722257614
101127,207,11166,765.6,1897.2128771500004,9,0.08393305540084839,-246.63424682617188,0.03,2020520,11.4886079788208,0.5336729884147644
101680,208,11226,769.51,1908.83401345,9,0.07121864706277847,-248.53192138671875,0.03,2031580,10.545017528533936,-1.0852278470993042
102680,209,11337,777.68,1933.0051914700002,9,0.0699848011136055,-249.8394775390625,0.03,2051580,12.867061614990234,0.9583019614219666
103680,210,11446,785.36,1956.30577259,9,0.07372342050075531,-253.83865356445312,0.03,2071580,10.111667251586914,-0.7181730270385742
104680,211,11556,793.37,1979.6792372300001,9,0.07393304258584976,-250.1703643798828,0.03,2091580,13.076404762268066,-1.0130183696746826
105680,212,11667,801.5,2003.91460666,9,0.05381060019135475,-236.8853759765625,0.03,2111580,10.706419920921325,0.08425787836313248
