time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
5,51867,72.64237166,9604,189.48,295,0.10000692680478096,0.06337592378258705,0.03,117.08892078995704,1035320,-24.033906078338624
5,51975,72.55584283000002,9629,189.85,296,-1.1792632639408112,0.07868896834552289,0.03,874.3890472829341,1037480,-25.981552600860596
5,52055,72.46551715,9647,189.94,297,-3.3487592697143556,0.18296259082853794,0.03,89.6167007803917,1039080,-25.386432075500487
5,52141,72.35024956,9661,190.08,298,-0.8162856422364712,0.06660305485129356,0.03,171.28834086060525,1040800,-24.049689769744873
5,52216,72.25293419,9670,190.12,299,3.406246340274811,0.014681786578148604,0.03,337.46625193953514,1042300,-25.69367742538452
5,52299,72.25404674,9683,190.21,300,7.459623646736145,0.06379395704716444,0.03,37.47791007757187,1043960,-25.52114944458008
5,52378,72.11711561,9701,189.86,301,4.935410594940185,0.035080283600836995,0.03,108.41529626846314,1045540,-24.573028087615967
5,52452,71.94204171,9719,189.29,302,-0.7661452420055866,0.10627485327422619,0.03,53.27647946178913,1047020,-23.176437854766846
5,52525,61.81454096999999,9736,180.02,303,8.132634472846984,0.03261291282251477,0.03,64.91170733273029,1048480,-25.660576343536377
5,52596,61.65880729,9748,179.45,304,-4.668779671192169,0.009477312793023884,0.03,78.44263264536858,1049900,-24.427876949310303
5,52676,61.64126971999999,9765,179.41,305,2.940093684196472,0.16297100186347963,0.03,111.75428053140641,1051500,-25.22718725204468
5,52796,61.727554809999994,9792,179.62,306,2.71245219707489,0.02677728431299329,0.03,45.08610823452473,1053900,-25.442263889312745
5,52871,61.66727097999999,9810,179.41,307,1.9884490489959716,0.05748205985873937,0.03,35.122159510850906,1055400,-26.919600009918213
5,52944,61.49087936000001,9826,178.88,308,-5.223982644081116,0.035112707689404485,0.03,585.5268553882837,1056860,-26.85856409072876
5,53028,59.24957679000001,9841,176.38,309,2.455845910310745,0.16503736302256583,0.03,58.33525902032852,1058540,-26.217771434783934
5,53110,58.82864526,9859,175.75,310,0.636325654387474,0.019346457440406084,0.03,70.51490767598152,1060180,-24.95877332687378
5,53193,58.57346885,9878,175.26,311,-2.209573823213577,0.1358188573271036,0.03,210.41986943483352,1061840,-24.584830856323244
5,53267,58.399331809999985,9894,174.79,312,1.1878629118204116,0.18138178586959838,0.03,345.17140316367147,1063320,-28.247032737731935
5,53350,58.17260892999998,9910,174.25,313,4.073002195358276,0.16924480088055133,0.03,48.888180404901505,1064980,-26.319773960113526
5,53428,58.09479965999999,9927,173.98,314,0.8726650565862656,0.3533728301525116,0.03,38.443942475318906,1066540,-23.576090621948243
5,53503,58.058398909999994,9945,173.69,315,-1.4680150598287582,0.12377439625561237,0.03,68.15891248881817,1068040,-26.83869524002075
5,53582,58.00278238999999,9962,173.53,316,1.5939420312643051,0.09634827636182308,0.03,49.13090519607067,1069620,-23.92934160232544
5,53655,57.87946949,9975,173.01,317,-1.7859606802463532,0.01718529025092721,0.03,116.79375171363354,1071080,-25.279246711730956
5,53734,56.55727678,9992,171.29,318,3.536515235900879,0.01582629936747253,0.03,267.40785868167876,1072660,-28.785148334503173
5,53817,56.18919092,10010,170.7,319,-2.219329309463501,0.11575184650719166,0.03,324.0452929973602,1074320,-25.647424030303956
5,53894,55.98346731000001,10021,170.24,320,2.6273323357105256,0.14130618870258332,0.03,370.86391615867615,1075860,-24.234385871887206
5,53980,45.63642037,10036,161.1,321,2.036957696080208,0.02409965330734849,0.03,297.8924891382456,1077580,-24.25163564682007
5,54060,45.276297299999996,10049,160.41,322,2.48792542219162,0.03314078198745847,0.03,152.11731066703797,1079180,-23.082801055908202
5,54151,35.28974907,10061,151.32,323,1.5401833459734917,0.011505245184525847,0.03,27.63703925907612,1081000,-22.950058460235596
5,54253,35.11251189,10082,151.15,324,1.2419624403119087,0.19946628287434578,0.03,101.77271812856198,1083040,-22.99528303146362
5,54346,25.089047780000005,10104,142.08,325,-2.4355291187763215,0.036800792627036574,0.03,115.57410769164562,1084900,-22.980620765686034
5,54430,18.29880808,10122,135.03,326,-0.5958439152687788,0.03208679091185331,0.03,116.61653285622597,1086580,-24.092053604125976
5,54527,18.08613106,10140,134.64,327,2.359534132480621,0.14042177535593509,0.03,80.08430270850658,1088520,-24.023302364349366
5,54619,17.858889420000004,10153,134.3,328,-1.3104970365762711,0.1015104740858078,0.03,204.62340140640737,1090360,-21.623140811920166
5,54691,17.820357190000003,10166,133.94,329,3.7996377468109133,0.04807184524834156,0.03,120.26929503679276,1091800,-26.414154052734375
5,54776,17.791441020000004,10183,133.87,330,1.9240756630897522,0.02241661921143532,0.03,189.39570725858212,1093500,-20.85080041885376
5,54869,17.581900979999997,10205,133.99,331,1.6698631048202515,0.05835519134998322,0.03,43.142145675420764,1095360,-21.401979160308837
5,54948,17.506308020000002,10223,133.97,332,-2.390270909667015,0.07023623045533896,0.03,193.40772344470025,1096940,-23.475736618041992
5,55033,17.398296410000004,10239,133.69,333,-3.255424749851227,0.2862850949168205,0.03,205.93216094374657,1098640,-22.23476724624634
5,55122,17.305865590000007,10256,133.74,334,1.740231303870678,0.2035598263144493,0.03,50.94215893149376,1100420,-20.83677921295166
5,55210,17.124590280000003,10271,133.66,335,-6.504140186309814,0.016462179413065315,0.03,293.09799508452414,1102180,-23.443748569488527
5,55301,16.7678927,10291,133.28,336,3.024132117629051,0.28656078651547434,0.03,47.723685669898984,1104000,-21.091180038452148
5,55392,16.706722690000003,10308,133.34,337,0.5488346852362156,0.03845301885157824,0.03,74.00187677145004,1105820,-22.35181713104248
5,55495,16.68998281,10321,133.3,338,0.12325969636440277,0.3537613183259964,0.03,51.19478266239166,1107880,-20.34164171218872
5,55596,16.658505690000002,10339,133.3,339,6.143122315406799,0.06346681211143732,0.03,26.044344508647917,1109900,-22.938540840148924
5,55681,16.15775727,10358,132.59,340,-2.6716463804244994,0.006605874141678214,0.03,401.81159692704676,1111600,-22.121392154693602
5,55767,15.776620500000002,10376,131.94,341,-2.206524300575256,0.0328891709446907,0.03,119.38091287910939,1113320,-21.56570987701416
5,55846,15.36481165,10394,131.24,342,0.416157466173172,0.10083073861896992,0.03,56.56914577484131,1114900,-22.51826286315918
5,55927,14.90141875,10405,130.46,343,2.5997879028320314,0.12716846093535422,0.03,13.674945491552354,1116520,-21.276566410064696
5,56019,5.32492822,10417,121.38,344,1.3256865203380586,0.09352303631603717,0.03,112.34014046192169,1118360,-22.56015281677246
5,56101,-4.732648069999999,10432,112.2,345,1.8385418951511383,0.021306254900991917,0.03,47.13434571027756,1120000,-24.743645763397218
5,56175,-14.820298569999999,10442,102.94,346,3.4738131046295164,0.028716304711997508,0.03,15.3540014564991,1121480,-22.201385402679442
5,56255,-24.962853720000002,10460,93.74,347,1.6934442311525344,0.014057136978954077,0.03,56.40334759354592,1123080,-22.673466873168945
5,56345,-24.863204190000005,10475,93.74,348,6.4655732154846195,0.018029161356389524,0.03,46.22955094575882,1124880,-23.80075387954712
5,56499,-24.85041072,10495,93.93,349,-0.8566192530095578,0.05556210782378912,0.03,32.992993876338005,1127960,-21.91316032409668
5,56588,-24.75452096,10514,93.85,350,6.692356991767883,0.012370683159679175,0.03,10.461450335383415,1129740,-22.742062950134276
5,56674,-24.957146349999995,10533,93.31,351,2.1866756647825243,0.006567971198819578,0.03,73.3572749197483,1131460,-24.827355194091798
5,56754,-30.09467258,10551,87.74,352,1.1913001894950868,0.05627283807843923,0.03,172.39134405851365,1133060,-23.881177806854247
5,56842,-30.10027708,10562,87.78,353,-3.8281771898269654,0.0049148151651024815,0.03,10.734293222427368,1134820,-24.35524082183838
5,56933,-30.130638819999998,10581,87.84,354,6.814460182189942,0.014291485445573926,0.03,46.04068058133125,1136640,-24.66578378677368
5,57018,-30.171303789999996,10596,87.74,355,3.6231714606285097,0.06901565250009298,0.03,64.49339247643948,1138340,-25.429627418518066
5,57120,-30.146238489999995,10615,87.8,356,1.5893305957317352,0.06798834297806025,0.03,8.8923841714859,1140380,-24.050035762786866
5,57195,-30.145138779999993,10631,87.67,357,1.2759074956178664,0.0012128905160352587,0.03,28.202157080173492,1141880,-24.97188730239868
5,57285,-30.178365529999994,10652,87.72,358,0.890284726023674,0.013208746118471027,0.03,12.51607745885849,1143680,-24.676234912872314
5,57380,-30.081964889999995,10667,87.76,359,-4.526297557353973,0.0009000080841360614,0.03,32.4955614566803,1145580,-25.292362689971924
5,57468,-30.177668449999995,10680,87.79,360,3.6012200891971586,0.005135997966863215,0.03,29.35898713171482,1147340,-25.449002170562743
5,57559,-30.120941399999996,10699,87.9,361,-5.75488600730896,0.11422961689531803,0.03,18.244225779175757,1149160,-24.38152894973755
5,57643,-30.130302039999997,10710,87.89,362,2.0011791966855528,0.0015997970069292933,0.03,17.399585604667664,1150840,-26.135979652404785
5,57724,-30.169968479999998,10720,87.94,363,2.0484608888626097,0.05172980278730392,0.03,13.679899263381959,1152460,-26.388765335083008
5,57819,-29.984064639999996,10739,87.94,364,-6.250042152404785,0.00967830119188875,0.03,40.7944914072752,1154360,-25.097045040130617
5,57903,-30.00315695,10753,87.97,365,10.125786066055298,0.005920489749405533,0.03,80.14806141853333,1156040,-25.459432125091553
5,57983,-30.637399400000003,10768,87.08,366,6.026707315444947,0.03441741093993187,0.03,8.547635522484779,1157640,-25.0813268661499
5,58064,-30.579236950000006,10780,87.07,367,7.912184929847717,0.0063933901954442264,0.03,23.600386881828307,1159260,-25.385571479797363
5,58152,-30.598564999999997,10791,86.97,368,2.8596616327762603,0.013803860684856773,0.03,74.3366843700409,1161020,-25.442149257659914
5,58233,-30.483278289999998,10810,86.87,369,-0.23851775601506234,0.025612908508628608,0.03,14.05851120352745,1162640,-26.38215217590332
5,58311,-30.441642189999996,10821,86.84,370,-12.97075252532959,0.0034071821486577392,0.03,21.10876525938511,1164200,-25.735060691833496
5,58396,-30.512577680000003,10837,86.65,371,3.0550605773925783,0.03518551466986537,0.03,15.349461543560029,1165900,-25.97720060348511
5,58478,-30.442481150000003,10849,86.66,372,-3.4599688351154327,0.014578331029042602,0.03,20.54113864302635,1167540,-25.875087928771972
5,58562,-30.36349212,10867,86.69,373,0.04643555171787739,0.0335559107363224,0.03,13.760982739925385,1169220,-25.553436470031738
5,58664,-30.591472850000006,10882,86.62,374,1.026669779419899,0.006722813891246915,0.03,27.667673194408415,1171260,-26.326150703430176
5,58751,-30.705505070000005,10901,86.37,375,3.242436498403549,0.0007854089461034163,0.03,18.067451429367065,1173000,-25.97842721939087
5,58844,-30.929336440000007,10919,86.09,376,3.653345155715942,0.010533638019114732,0.03,6.51611020565033,1174860,-26.220751190185545
5,58958,-31.056894930000002,10940,86.44,377,1.9365990102291106,0.005949550750665366,0.03,7.414612796902657,1177140,-26.79775199890137
5,59055,-30.944986330000003,10959,86.53,378,3.154388874769211,0.002252925140783191,0.03,11.467162099480628,1179080,-26.954623317718507
5,59154,-30.89568564,10979,86.7,379,15.380371236801148,0.003371674008667469,0.03,5.543989497423172,1181060,-26.931377124786376
5,59260,-31.10630716,11003,86.29,380,13.930206680297852,0.0006098788202507421,0.03,4.906651884317398,1183180,-27.15349760055542
5,59353,-31.10421258,11017,86.39,381,-9.845987629890441,0.013676669634878635,0.03,6.840474292635918,1185040,-27.286178493499754
5,59485,-30.663529919999995,11044,86.85,382,-28.867511081695557,0.0029127514513675123,0.03,5.532011803984642,1187680,-27.603332710266113
5,59832,-26.201063349999995,11101,89.56,383,4.805045914649964,0.00477633704431355,0.03,4.208412742614746,1194620,-19.914318752288818
5,59980,-23.404768589999993,11128,90.28,384,6.50946741104126,0.0003921873983927071,0.03,2.634026747941971,1197580,-13.969682931900024
5,60203,-19.613795409999998,11181,91.75,385,-36.00927200317383,3.2721720732292736e-11,0.03,1.3076543807983398,1202040,-8.716272115707397
5,60499,-17.53609591,11249,93.9,386,-5.556008291244507,0.0006068913789931685,0.03,1.9901444613933563,1207960,-3.5724676489830016
5,60726,-16.216227890000003,11301,95.01,387,-15.862603378295898,0.01904929680749774,0.03,3.1133362889289855,1212500,2.2030484199523928
5,61007,-12.408593910000002,11343,97.09,388,26.886810493469238,0.00017256670398637652,0.03,2.849694216251373,1218120,7.385765814781189
5,61129,-10.166068550000002,11364,97.49,389,-9.950236010551453,0.0005012785521103069,0.03,3.0772565245628356,1220560,9.137689304351806
5,62129,-0.6210204400000009,11540,106.71,390,-8.51024661064148,0.0022590305947232992,0.03,3.699706220626831,1240560,14.247837543487549
5,62232,-0.7558688000000021,11561,106.88,391,2.1696050748229028,0.0011905128369107843,0.03,3.5157750844955444,1242620,14.254555940628052
5,62369,-0.12445999000000256,11579,107.32,392,-6.7590883925557135,0.017692155297845603,0.03,3.940237808227539,1245360,14.589802503585815
5,62676,6.0013207799999995,11638,109.61,393,-13.271601819992066,0.005124497623182833,0.03,5.668947148323059,1251500,15.52304573059082
5,62795,6.256379339999999,11655,110.08,394,-7.042493104934692,0.0013387557293754071,0.03,3.565980410575867,1253880,14.671655178070068
5,62887,7.254926940000001,11674,110.2,395,-13.368241691589356,0.0009569014277076348,0.03,4.22729400396347,1255720,14.890211629867554
5,62931,7.865299959999999,11685,109.56,396,-8.995972108840942,0.0011593430419452489,0.03,4.0331711888313295,1256600,14.850294256210328
5,62960,8.32672576,11692,109.05,397,-2.852089726924896,0.0036565945483744144,0.03,4.148892617225647,1257180,14.894615745544433
5,62973,8.698714629999998,11695,108.32,398,-1.780894872546196,0.00907151799183339,0.03,3.665515160560608,1257440,14.833339405059814
5,63062,9.719430099999999,11708,108.46,399,-5.72456693649292,0.0028341533965431155,0.03,3.9044192910194395,1259220,14.861203479766846
5,63074,10.03674212,11710,107.75,400,2.1576053708791734,0.0017319031059741974,0.03,3.7736600637435913,1259460,14.755492734909058
5,63093,10.420714899999998,11714,107.15,401,8.424037837982178,0.00170760658220388,0.03,3.8331661105155943,1259840,14.811904001235963
5,63105,10.699158619999997,11717,106.53,402,12.687161064147949,0.00043413798994151875,0.03,3.661428380012512,1260080,14.84106969833374
5,63118,10.963402159999996,11720,105.93,403,8.061569619178773,0.001350332226138562,0.03,3.5350865006446837,1260340,14.814099502563476
5,63173,11.614981829999998,11732,105.77,404,-10.339009475708007,0.0012844986573327332,0.03,3.9422449827194215,1261440,14.840085077285767
5,63185,11.892505100000001,11734,105.09,405,-6.982750177383423,0.001781393465353176,0.03,3.7641346216201783,1261680,14.825230360031128
5,63195,12.051249,11736,103.99,406,-2.4716450825333593,0.0026000808691605927,0.03,3.298229622840881,1261880,14.906054592132568
5,63205,12.325805370000001,11738,103.34,407,-1.474806695431471,0.003328995534684509,0.03,4.185713982582092,1262080,14.907927560806275
5,63219,12.606086659999999,11741,102.75,408,1.1176073953509331,0.001660395524231717,0.03,3.6586305022239687,1262360,14.8652428150177
5,63231,12.950843380000004,11744,102.03,409,-1.174497365951538,0.002954864478670061,0.03,3.226689887046814,1262600,14.891698503494263
5,63249,13.375955740000002,11748,101.39,410,-26.198991298675537,0.003158027527388185,0.03,3.6349287033081055,1262960,15.067259597778321
5,63276,13.810941340000001,11755,100.83,411,4.859867846965789,0.00025630331801949067,0.03,4.037717509269714,1263500,14.891381788253785
5,63291,14.151135450000002,11758,100.24,412,10.226082277297973,0.007587667996995151,0.03,3.9639546632766725,1263800,15.01922287940979
5,63309,14.527677429999999,11763,99.59,413,11.514867115020753,0.0009754864615388215,0.03,3.916474258899689,1264160,14.876279878616334
5,63338,15.05838262,11767,99.1,414,-2.0423920273780825,0.002186075260397047,0.03,3.8957523941993712,1264740,14.952141332626343
5,63499,16.296501210000002,11791,99.96,415,6.593811082839966,0.00014935971339582465,0.03,3.660172367095947,1267960,14.968651390075683
5,63557,17.000512930000003,11799,99.75,416,-0.5835204109549522,0.004012566537130624,0.03,3.9538997530937197,1269120,15.000085830688477
5,63615,17.645885609999997,11812,99.6,417,12.469480800628663,0.00014028796504135245,0.03,3.646268665790558,1270280,14.826585721969604
5,63751,18.612707460000003,11835,100.17,418,2.0252666264772414,0.0046244665747508405,0.03,3.5543171405792235,1273000,14.863256406784057
5,63797,19.24144707,11841,99.8,419,-5.776419889926911,0.00025660607279860416,0.03,3.6175875425338746,1273920,15.004151487350464
5,63807,19.556256970000003,11843,99.13,420,-2.8710922062397004,0.001887289626756683,0.03,4.42455073595047,1274120,14.87117142677307
5,63896,20.47204227,11855,99.16,421,5.359575700759888,0.002196960989385843,0.03,3.803710901737213,1275900,14.98142056465149
5,63924,20.90198488,11858,98.64,422,21.559825897216797,3.738479344974621e-05,0.03,3.5691333532333376,1276460,15.091072368621827
5,63977,21.687155650000005,11868,98.26,423,-8.230250144004822,0.0007175723963882774,0.03,3.87557475566864,1277520,15.08002495765686
5,64007,22.183601190000005,11875,97.54,424,6.911427164077759,0.0009600388439139351,0.03,3.8645753622055055,1278120,14.971467399597168
5,64086,23.231247310000004,11890,97.4,425,4.5070385336875916,0.0019797370070591567,0.03,3.6266303062438965,1279700,14.930956268310547
5,64255,24.13774658000001,11921,98.25,426,-7.523661375045776,0.0017970034736208619,0.03,3.585821282863617,1283080,14.760905742645264
5,64280,24.521393110000005,11924,97.53,427,-12.53682918548584,0.001586535741807893,0.03,3.787955415248871,1283580,14.801478290557862
5,64355,25.49663733000001,11934,97.36,428,9.65280215740204,0.003228479903191328,0.03,3.712038886547089,1285080,14.725127744674683
5,64468,25.83465555,11950,97.77,429,-2.137766095995903,0.0002850336386472918,0.03,3.5244073629379273,1287340,14.776058053970337
5,64615,26.766912370000004,11978,98.39,430,-6.048804605007172,0.0006795977911679074,0.03,3.991729426383972,1290280,14.69336256980896
5,64670,27.643054969999998,11990,98.01,431,-12.313445377349854,0.00387941412627697,0.03,3.7287787795066833,1291380,14.63364019393921
5,64709,28.224201439999998,11996,97.61,432,-8.416691851615905,0.00026846710534300655,0.03,3.741352891921997,1292160,14.705016660690308
5,64736,28.690163119999998,12000,97.03,433,1.387390711903572,0.0008804835350019857,0.03,3.4858432531356813,1292700,14.656807851791381
5,64827,29.88831842,12013,97.05,434,0.1053163006901741,0.00039442452252842487,0.03,3.752878737449646,1294520,14.750696420669556
5,64886,30.7544815,12024,96.76,435,14.99350380897522,0.0006762797711417079,0.03,3.6532352328300477,1295700,14.616381788253785
5,64914,31.353113930000003,12030,96.13,436,14.189136362075805,0.000524347172176931,0.03,4.319995641708374,1296260,14.599841594696045
5,64971,32.09778742,12040,95.79,437,-11.16803994178772,0.0010694654105463997,0.03,3.4883173942565917,1297400,14.612215185165406
5,65010,32.57810818,12049,95.15,438,-6.508560156822204,0.0022438444138970226,0.03,3.814786684513092,1298180,14.66262764930725
5,65225,36.60438216000001,12092,96.29,439,19.083308601379393,0.00024090690931188874,0.03,3.7884892582893372,1302480,14.96684422492981
5,65448,38.227241600000006,12126,97.67,440,-3.300837029516697,0.00010068630508612842,0.03,4.050866436958313,1306940,15.121207904815673
5,65559,38.92815986000001,12150,97.92,441,7.358863687515258,0.0012696958903688938,0.03,3.8643949031829834,1309160,15.136389446258544
5,65589,39.4614629,12157,97.43,442,17.170362758636475,0.007610689895227551,0.03,3.8709200501441954,1309760,15.238712644577026
5,65706,41.21173668,12185,97.79,443,12.644975948333741,0.000346205489768181,0.03,4.8086153864860535,1312100,15.100102996826172
5,65757,41.78963885,12194,97.38,444,-1.2846125423908235,0.00032090717286337167,0.03,3.6975713968276978,1313120,15.139169454574585
5,65777,42.25752502,12199,96.76,445,2.1704012975096703,0.001293860044097528,0.03,3.7522695422172547,1313520,15.179017353057862
5,65804,42.71002905,12205,96.29,446,1.7108551919460298,0.00018455926910974086,0.03,4.145356488227844,1314060,15.169932508468628
5,65902,44.106559350000005,12218,96.47,447,-0.6500906489789486,0.0004845940551604144,0.03,4.084799706935883,1316020,15.285581684112548
5,65989,44.22582134000001,12234,96.44,448,1.1511802598834038,4.245639411237789e-05,0.03,3.988240396976471,1317760,15.243643188476563
5,66083,45.0234751,12255,95.84,449,-13.429790496826172,0.0006902805776917376,0.03,4.44100513458252,1319640,15.325911808013917
5,66253,46.98631504,12285,96.65,450,-2.408624158799648,0.0008976796525530517,0.03,4.4873031854629515,1323040,15.17071852684021
5,66370,48.694367279999994,12303,96.96,451,-8.170453763008117,0.004943261737935245,0.03,3.7740630388259886,1325380,15.059073638916015
5,66438,49.50539963999999,12313,96.84,452,-11.049736261367798,0.0006710665024002082,0.03,4.059488046169281,1326740,15.127077674865722
5,66489,50.174625729999995,12325,96.47,453,16.620365381240845,0.002920487493975088,0.03,4.136722111701966,1327760,15.181765794754028
5,66565,51.43156582,12341,96.32,454,11.573863124847412,0.0008840117166982964,0.03,4.122254323959351,1329280,15.019207191467284
5,66656,52.616026790000014,12353,96.38,455,-2.702874206006527,0.0019666774198412893,0.03,3.6899150013923645,1331100,15.171906661987304
5,66678,53.06041490000001,12356,95.58,456,-3.424971252679825,0.0010224341065622866,0.03,4.276865363121033,1331540,14.992590284347534
5,66701,53.403043970000006,12359,95.06,457,7.661793732643128,0.0008891224773833528,0.03,4.137862956523895,1332000,15.030319261550904
5,66766,54.402350799999994,12367,94.81,458,12.606609535217284,1.3113734030412161e-05,0.03,3.9892706274986267,1333300,15.047497606277465
5,66826,55.22515079,12375,94.46,459,5.863081288337708,0.001061621418921277,0.03,4.256658887863159,1334500,15.031019115447998
5,66856,55.73331122,12380,93.88,460,12.359626150131225,0.0020907612750306727,0.03,4.5681341052055355,1335100,15.041502904891967
5,66938,57.0478933,12394,93.79,461,-0.4608794622123241,0.0009011998627102003,0.03,4.011893332004547,1336740,14.958587837219238
5,66989,57.86413962999999,12406,93.46,462,17.18149929046631,0.0006218310227268375,0.03,4.425406539440155,1337760,14.991076564788818
5,67094,59.18593073,12429,93.7,463,7.918483996391297,5.053630175098078e-05,0.03,4.1475138664245605,1339860,15.106643915176392
5,67105,59.426952220000004,12432,92.86,464,-11.218034839630127,0.006177363824099303,0.03,4.235549628734589,1340080,15.112499237060547
5,67125,59.89709971,12437,92.22,465,-10.551579928398132,0.0006565839037648402,0.03,4.061575376987458,1340480,15.106568765640258
5,67154,60.37567658000001,12443,91.71,466,-10.707518315315246,5.33290074145043e-06,0.03,4.191294646263122,1341060,15.119699811935424
5,67187,60.93757663,12451,91.23,467,-1.5001419588923455,1.95197249922785e-05,0.03,3.837810051441193,1341720,15.00406641960144
5,67245,61.77634779000001,12458,90.93,468,1.9761891290545464,0.00011188000680704136,0.03,4.203894090652466,1342880,15.065310525894166
5,67273,62.13531955000001,12463,90.4,469,-4.79910517334938,0.0008819245296763257,0.03,3.9789799213409425,1343440,15.040786170959473
5,67309,62.69789522000001,12472,89.98,470,-16.249570322036742,3.911124707656199e-07,0.03,4.160602593421936,1344160,15.016858768463134
5,67329,63.11120293000001,12477,89.33,471,22.643402576446533,0.0001263934016606072,0.03,4.505486297607422,1344560,15.01792869567871
5,67341,63.437621420000006,12479,88.63,472,-8.400193071365356,8.362470143765676e-05,0.03,4.149962466955185,1344800,15.04329581260681
5,67369,63.86288759,12485,88.07,473,7.901111745834351,0.0016607379948254675,0.03,4.240316951274872,1345360,14.889586257934571
5,67437,64.94646625,12500,87.73,474,-5.120197439193726,0.0016283818637020885,0.03,4.091306495666504,1346720,14.908647441864014
5,67466,65.50636879000001,12507,87.15,475,14.16707468032837,0.00016413060875493103,0.03,3.9672116160392763,1347300,15.044183015823364
5,67504,66.12340888,12516,86.6,476,16.39659571647644,0.0003414380000322126,0.03,3.5366920471191405,1348060,14.911625957489013
5,67586,67.21937393,12534,86.28,477,9.685208916664124,0.0006940113147720694,0.03,4.394814646244049,1349700,15.042718839645385
5,67656,68.16886513,12544,86.01,478,11.093948602676392,0.0011110424064099788,0.03,4.013994789123535,1351100,15.12616720199585
5,67731,68.97183030000001,12560,85.77,479,15.144256067276,0.0021322988730389627,0.03,4.30446937084198,1352600,15.173717498779297
5,67757,69.2434463,12566,84.97,480,-9.1018958568573,0.0009171529265586287,0.03,3.8044309973716737,1353120,15.279268646240235
5,67774,69.60196211,12569,84.21,481,14.077845764160156,0.0003424570124479942,0.03,4.221903812885285,1353460,15.34358744621277
5,67790,69.58246376,12573,83.05,482,10.777824068069458,0.00015067642161739058,0.03,4.558812427520752,1353780,15.295616245269775
5,67836,65.71044532,12579,80.04,483,0.7035184904932976,0.00032346619118470696,0.03,3.9397069573402406,1354700,15.375662469863892
5,67848,63.2273798,12581,78.68,484,-4.720697820186615,0.0014004836906678975,0.03,4.0258286714553835,1354940,15.402053165435792
5,68009,61.103519219999995,12607,78.06,485,-6.967184686660767,0.0014810757769737394,0.03,4.053086614608764,1358160,15.592739009857178
5,68065,59.73984310000001,12616,75.66,486,0.0024531468749046325,2.1204843778832583e-05,0.03,3.8504139304161074,1359280,15.628242206573486
5,68087,58.73677814,12621,73.61,487,4.144669093191624,0.0004121033649425954,0.03,3.722230839729309,1359720,15.538360548019408
5,68105,55.234377249999994,12626,70.98,488,-9.095688962936402,0.0013643639045767485,0.03,4.060755467414856,1360080,15.563207054138184
5,68204,54.026690239999986,12648,70.75,489,8.581899762153625,0.003060796856880188,0.03,4.4560062170028685,1362060,15.825559854507446
5,68225,44.89847406999999,12653,60.96,490,-2.3584958106279372,0.0024496478494256736,0.03,4.362116348743439,1362480,15.847616958618165
5,68270,45.59998718999999,12663,60.38,491,-11.087499856948853,0.0011645779479295016,0.03,4.30749614238739,1363380,15.834661483764648
5,68287,45.45367675000001,12667,59.18,492,5.158791780471802,0.002145445509813726,0.03,4.491640985012054,1363720,15.78379282951355
5,68315,39.730599670000004,12673,56.39,493,-11.19252347946167,0.0006125175539636984,0.03,4.245673334598541,1364280,15.78236689567566
5,68336,39.73874115,12677,55.41,494,16.12877984046936,2.8302834562055067e-05,0.03,4.234823977947235,1364700,15.786262321472169
5,68422,40.28020942,12691,55.35,495,2.2286539018154143,9.691642708276049e-06,0.03,4.367637741565704,1366420,15.756918954849244
5,68509,40.6714295,12711,55.78,496,-7.492048990726471,5.531681981665315e-05,0.03,4.637925207614899,1368160,15.798569011688233
5,68699,42.869282780000006,12753,57.39,497,-3.179161252081394,0.0001595929774339311,0.03,4.790104615688324,1371960,15.779673624038697
5,68790,43.83031006,12773,58.17,498,-3.4952170997858047,9.196715982398018e-05,0.03,4.167592060565949,1373780,15.867981481552125
5,68818,43.205409100000004,12779,57.56,499,10.861571407318115,1.929272428924378e-06,0.03,4.252197396755219,1374340,15.720735597610474
5,68940,44.27513016000001,12807,58.66,500,21.431569290161132,0.0005216196950641461,0.03,4.738252389431,1376780,15.645953607559203
5,69041,45.067030670000015,12829,59.48,501,15.34282693862915,1.920838468549846e-06,0.03,4.224176144599914,1378800,15.722520017623902
5,69129,45.79030444,12845,60.24,502,-9.361834645271301,0.00014763191684323828,0.03,3.9504022121429445,1380560,15.613408422470092
5,69381,48.82967616999999,12903,62.63,503,-10.48311219215393,0.00014274760651460382,0.03,4.409102129936218,1385600,15.59959282875061
5,69473,49.46198783999999,12924,63.0,504,-14.292246198654174,0.0033274123095907273,0.03,4.290035676956177,1387440,15.527900695800781
5,69529,49.90112229,12936,63.44,505,-2.792055380344391,0.002069797494914383,0.03,4.054282164573669,1388560,15.447203350067138
5,69591,50.35241109999999,12950,63.96,506,18.544590568542482,0.00024544981424696745,0.03,3.891533577442169,1389800,15.518633556365966
5,69664,50.92641283000001,12967,64.59,507,-2.81291201710701,0.0009559789265040308,0.03,4.039416766166687,1391260,15.431878232955933
5,69686,50.98585878,12972,64.67,508,-0.9910924807190895,0.00023636937839910388,0.03,3.7592646718025207,1391700,15.482839679718017
5,69792,51.26175065,12996,65.61,509,-44.7659610748291,2.1798173406750722e-06,0.03,4.184472155570984,1393820,15.705915641784667
