time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss
19,60.37076352631579,10,37.73684210526316,69,717,-1.8551616668701172,0.23407737910747528,-114.43146514892578,0.003,12320,1.559396207332611
20,61.61288925,10,38.6,76,772,-1.9428412914276123,0.2120230346918106,-118.76536560058594,0.003,13420,3.2435941636562347
21,70.07110261904762,9,42.714285714285715,90,897,-2.111292839050293,0.16627617180347443,-133.209228515625,0.003,15920,3.391565066576004
22,76.65749236363636,9,45.72727272727273,102,1006,0.16031010448932648,0.14899341762065887,-144.6699676513672,0.003,18100,1.6081146389245986
23,77.99107808695653,9,46.34782608695652,108,1066,0.46081680059432983,0.15231937170028687,-152.11233520507812,0.003,19300,5.756546419858933
24,77.42137066666668,9,46.125,113,1107,0.17256507277488708,0.15473537147045135,-157.6749267578125,0.003,20120,2.570245325565338
25,77.59807172000001,9,46.24,118,1156,-0.04853813350200653,0.1556353121995926,-164.4120635986328,0.003,21100,3.779518258571625
26,81.75948180769231,9,48.26923076923077,129,1255,-0.11944716423749924,0.14520351588726044,-173.8711700439453,0.003,23080,8.125922042131425
27,80.79710774074074,9,47.666666666666664,132,1287,-0.9682484269142151,0.14454621076583862,-176.11431884765625,0.003,23720,1.6558063685894013
28,86.56352982142857,9,49.857142857142854,144,1396,-1.1362814903259277,0.13513599336147308,-183.33384704589844,0.003,25900,4.23124323785305
29,88.39753848275862,9,50.62068965517241,152,1468,-0.8906049728393555,0.12577781081199646,-191.63754272460938,0.003,27340,4.291844493150711
30,90.47717736666667,9,51.6,160,1548,-0.757049024105072,0.11953609436750412,-194.1644287109375,0.003,28940,4.679307579994202
31,96.26058816129033,9,54.354838709677416,175,1685,0.14511939883232117,0.11640812456607819,-198.00613403320312,0.003,31680,1.6912695735692977
32,95.27223225,9,53.84375,179,1723,0.2551189959049225,0.11657644063234329,-198.52491760253906,0.003,32440,17.583264994621278
33,96.66125787878788,9,54.78787878787879,188,1808,0.448414146900177,0.12753096222877502,-204.09051513671875,0.003,34140,12.658612334728241
34,96.93217120588236,9,55.1764705882353,196,1876,0.415126234292984,0.13509124517440796,-205.52626037597656,0.003,35500,9.306188261508941
35,96.30068882857144,9,54.91428571428571,201,1922,-0.9953105449676514,0.13159345090389252,-207.57278442382812,0.003,36420,3.549078142642975
36,96.28281108333334,9,54.94444444444444,207,1978,0.23178650438785553,0.12258744984865189,-210.099853515625,0.003,37540,3.1351602911949157
37,101.16190405405408,9,56.729729729729726,220,2099,0.37685155868530273,0.12138640880584717,-214.07510375976562,0.003,39960,2.498974859714508
38,100.75542107894738,9,56.526315789473685,225,2148,-0.356614887714386,0.12839335203170776,-214.71832275390625,0.003,40940,4.553986692428589
39,102.73045187179488,9,57.38461538461539,235,2238,-0.3149643540382385,0.12012442946434021,-219.70562744140625,0.003,42740,5.37320499420166
40,104.48589132500001,9,58.125,244,2325,-0.9154008626937866,0.10872860252857208,-220.66439819335938,0.003,44480,19.239069676399232
41,106.78720458536586,9,58.951219512195124,254,2417,0.5204735398292542,0.10320169478654861,-225.66433715820312,0.003,46320,32.04318534135818
42,106.84327635714287,9,59.0,261,2478,-0.3831940293312073,0.10186482220888138,-222.6506805419922,0.003,47540,17.40777156352997
43,106.32571527906977,9,58.7906976744186,266,2528,-1.066540002822876,0.11548656225204468,-225.73153686523438,0.003,48540,40.094920587539676
44,106.32732518181818,9,58.84090909090909,273,2589,-0.9805805683135986,0.12749196588993073,-226.23416137695312,0.003,49760,19.24949754476547
45,107.00266557777778,9,59.17777777777778,281,2663,0.6222119331359863,0.12377529591321945,-228.66476440429688,0.003,51240,28.13391156196594
46,107.03750367391304,9,59.21739130434783,287,2724,0.586824357509613,0.12281358242034912,-227.149169921875,0.003,52460,12.758308923244476
47,109.21479119148935,9,59.93617021276596,297,2817,1.5958106517791748,0.13218608498573303,-231.4541015625,0.003,54320,32.219084119796754
48,108.14485952083334,9,59.416666666666664,301,2852,0.728689432144165,0.13801033794879913,-235.06204223632812,0.003,55020,19.881163346767426
49,107.14310889795918,9,58.93877551020408,304,2888,-0.22083298861980438,0.14009034633636475,-236.4982147216797,0.003,55740,15.012054944038391
50,106.24975876,9,58.52,309,2926,-0.11572641134262085,0.14807870984077454,-235.91409301757812,0.003,56500,36.25666379928589
51,105.33879601960786,9,58.09803921568628,313,2963,0.16068290174007416,0.15355564653873444,-236.5139617919922,0.003,57240,50.367869997024535
52,106.88716365384616,9,58.84615384615385,323,3060,0.900359034538269,0.1569082885980606,-237.3940887451172,0.003,59180,40.00027976036072
53,106.03962911320755,9,58.43396226415094,327,3097,1.9301836490631104,0.16762910783290863,-231.30386352539062,0.003,59920,10.704901623725892
54,105.19228050000001,9,58.074074074074076,332,3136,0.7541685104370117,0.17379827797412872,-234.66134643554688,0.003,60700,12.92409086227417
55,104.90814534545454,9,58.018181818181816,338,3191,0.022120401263237,0.175166517496109,-241.37286376953125,0.003,61800,23.395299124717713
56,105.03397017857142,9,58.25,345,3262,1.171181321144104,0.2299599051475525,-253.549560546875,0.003,63220,36.63021860122681
57,104.42176631578947,9,58.03508771929825,351,3308,0.2632792592048645,0.2736068367958069,-255.9457550048828,0.003,64140,31.961413383483887
58,103.99184155172415,9,57.98275862068966,356,3363,-0.005751363933086395,0.3081766664981842,-263.0574645996094,0.003,65240,19.785554552078246
59,106.70758583050848,9,59.30508474576271,371,3499,-0.21811926364898682,0.3132760226726532,-274.381591796875,0.003,67960,48.41222229003906
60,108.12901546666667,9,59.96666666666667,382,3598,-0.10205310583114624,0.2943381369113922,-272.3360595703125,0.003,69940,26.34954571723938
61,109.03640908196722,9,60.39344262295082,391,3684,-0.25316643714904785,0.30137065052986145,-268.1099853515625,0.003,71660,28.344947052001952
62,110.18143332258065,9,60.74193548387097,400,3766,-0.5897290706634521,0.2810887396335602,-262.72314453125,0.003,73300,18.884053468704224
63,111.30957850793651,9,61.07936507936508,409,3848,-0.23159733414649963,0.26322323083877563,-253.04368591308594,0.003,74940,30.603408455848694
64,111.6753109375,9,61.28125,417,3922,-0.07640097290277481,0.24205584824085236,-247.83377075195312,0.003,76420,25.457096552848817
65,111.440829,9,61.41538461538462,424,3992,1.0427989959716797,0.24436357617378235,-250.47369384765625,0.003,77820,27.11742172241211
66,111.29216299999999,9,61.43939393939394,431,4055,0.42870086431503296,0.278753399848938,-252.41416931152344,0.003,79080,58.383568096160886
67,111.7638333880597,9,61.865671641791046,441,4145,0.274114191532135,0.26717081665992737,-250.81866455078125,0.003,80880,46.926771020889284
68,114.88572938235292,9,63.838235294117645,462,4341,-0.08812215924263,0.31196847558021545,-241.62445068359375,0.003,84800,21.36799192428589
69,117.00085468115941,9,64.44927536231884,474,4447,0.8086427450180054,0.2842346131801605,-234.407470703125,0.003,86920,30.53379383087158
70,116.87424087142857,9,64.42857142857143,481,4510,0.30878564715385437,0.2976425886154175,-231.97439575195312,0.003,88180,21.8308762550354
71,117.7799189859155,9,65.1830985915493,494,4628,-0.09859463572502136,0.28307709097862244,-230.00201416015625,0.003,90540,16.755157899856567
72,116.83956113888888,9,64.69444444444444,498,4658,-0.5056107044219971,0.26806068420410156,-228.07321166992188,0.003,91140,23.1419958114624
73,117.1158110410959,9,64.8082191780822,506,4731,0.2835084795951843,0.2525537610054016,-227.05679321289062,0.003,92600,19.73004400730133
74,117.4692559864865,9,64.97297297297297,514,4808,0.2873983383178711,0.2785082161426544,-222.18502807617188,0.003,94140,17.52387590408325
75,117.99320957333335,9,65.14666666666666,523,4886,-0.9086732864379883,0.27192962169647217,-216.12600708007812,0.003,95700,12.463763284683228
76,119.42365298684213,9,65.69736842105263,535,4993,0.16336144506931305,0.2158927172422409,-208.27330017089844,0.003,97840,12.349222898483276
77,119.73169205194807,9,65.92207792207792,544,5076,-0.5954329967498779,0.18315593898296356,-200.96353149414062,0.003,99500,16.949864315986634
78,118.27112514102566,9,65.47435897435898,548,5107,0.1880144327878952,0.1783800721168518,-200.88369750976562,0.003,100120,20.179997670650483
79,116.89391960759497,9,65.12658227848101,552,5145,-0.14520838856697083,0.18026277422904968,-199.54180908203125,0.003,100880,18.27262237071991
80,117.47221073750002,9,66.125,568,5290,-1.1437711715698242,0.15020930767059326,-195.46600341796875,0.003,103780,7.142277216911316
81,117.65112719753087,9,66.27160493827161,577,5368,-0.03968646377325058,0.12683714926242828,-190.87503051757812,0.003,105340,26.25413830280304
82,119.10638284146341,9,67.0609756097561,591,5499,-0.14052513241767883,0.12926600873470306,-182.6753692626953,0.003,107960,15.568636393547058
83,122.09316704819277,9,68.07228915662651,608,5650,-0.7096279859542847,0.14498624205589294,-176.162841796875,0.003,110980,8.98740142583847
84,122.96713448809524,9,68.55952380952381,620,5759,0.8174768686294556,0.14589588344097137,-172.58377075195312,0.003,113160,7.778500032424927
85,124.99527112941175,9,69.29411764705883,634,5890,-0.04235902428627014,0.1560690850019455,-169.25143432617188,0.003,115780,9.325962495803832
86,127.17901293023255,9,69.94186046511628,648,6015,0.017108451575040817,0.1647590845823288,-165.08334350585938,0.003,118280,9.618641972541809
87,127.61867239080458,9,70.02298850574712,657,6092,0.029108114540576935,0.15275131165981293,-166.2268524169922,0.003,119820,5.8226847648620605
88,127.86853,9,70.04545454545455,664,6164,-0.2769487798213959,0.15011076629161835,-167.0447235107422,0.003,121260,9.806152737140655
89,128.5203369213483,9,70.2247191011236,674,6250,-0.6307107210159302,0.12610161304473877,-165.55458068847656,0.003,122980,12.460187327861785
90,129.06178485555557,9,70.35555555555555,682,6332,-0.021187297999858856,0.11324141174554825,-162.81427001953125,0.003,124620,5.584376573562622
91,129.66089997802197,9,70.53846153846153,692,6419,-0.5151407122612,0.11648886650800705,-162.456787109375,0.003,126360,8.066579413414
92,130.22709041304347,9,70.70652173913044,701,6505,0.39411526918411255,0.10484892874956131,-161.651123046875,0.003,128080,12.828577756881714
93,131.71475325806452,9,71.10752688172043,713,6613,0.1667318046092987,0.12052829563617706,-161.27516174316406,0.003,130240,4.418854123353958
94,133.9222700106383,9,71.68085106382979,726,6738,-0.2305024117231369,0.11502387374639511,-157.50531005859375,0.003,132740,9.901042461395264
95,135.53876256842102,9,72.12631578947368,739,6852,0.7503538131713867,0.12843170762062073,-158.58932495117188,0.003,135020,8.478307747840882
96,136.16935457291666,9,72.32291666666667,749,6943,0.44157567620277405,0.13121405243873596,-160.1932373046875,0.003,136840,14.403577613830567
97,136.92410369072167,9,72.61855670103093,761,7044,-0.019181042909622192,0.15020152926445007,-160.27590942382812,0.003,138860,7.16633151769638
98,137.5108066734694,9,72.86734693877551,771,7141,-0.0019002929329872131,0.13608421385288239,-159.92681884765625,0.003,140800,12.111683344841003
99,138.4907276060606,9,73.27272727272727,784,7254,-0.02037005126476288,0.12775443494319916,-157.84677124023438,0.003,143060,6.050967419147492
100,140.15104078000002,9,73.92,799,7392,0.35774388909339905,0.13052910566329956,-160.21229553222656,0.003,145820,5.666270673274994
101,141.16883501,9,74.38,806,7460,-0.8131574392318726,0.12612037360668182,-161.2402801513672,0.003,147180,5.307449305057526
102,143.35051897,9,75.3,821,7587,-0.5450800657272339,0.13431568443775177,-156.56253051757812,0.003,149720,19.35283327102661
103,145.83222497,9,76.22,832,7692,0.19555948674678802,0.12479271739721298,-161.3458251953125,0.003,151820,5.14913838505745
104,149.59710152,9,77.43,848,7837,0.6669771671295166,0.12531761825084686,-158.27247619628906,0.003,154720,5.612992787361145
105,153.05668386999997,9,78.87,865,7997,-0.6356894969940186,0.12313061207532883,-155.4264678955078,0.003,157920,7.7956301927566525
106,154.84193632,9,79.67,877,8105,-0.22621040046215057,0.13692966103553772,-155.8282470703125,0.003,160080,10.286725127696991
107,156.40244047000002,9,80.31,889,8211,-0.6665164232254028,0.1448976695537567,-154.84512329101562,0.003,162200,9.53391478061676
108,157.88243948000002,9,80.87,899,8312,0.8380699157714844,0.12167201191186905,-155.57408142089844,0.003,164220,6.775669777393341
109,160.76943742,9,81.81,914,8444,0.15938875079154968,0.13658370077610016,-154.49642944335938,0.003,166860,5.957397925853729
110,163.6022264,9,82.7,928,8576,-0.4181874990463257,0.1362311840057373,-155.89752197265625,0.003,169500,7.8909945607185366
111,165.09888695,9,83.1,941,8693,-0.8405025601387024,0.1253952980041504,-153.8446502685547,0.003,171840,19.364161610603333
112,167.38900431,9,83.84,954,8810,0.6273589134216309,0.13424304127693176,-153.51544189453125,0.003,174180,7.031530797481537
113,169.93398022000002,9,84.72,966,8925,-0.2855435311794281,0.15348707139492035,-154.55296325683594,0.003,176480,5.643213331699371
114,171.68668207000002,9,85.18,979,9047,-0.37927183508872986,0.15060192346572876,-154.11468505859375,0.003,178920,4.835723388195038
115,173.93524354000002,9,86.0,991,9155,-0.4296671748161316,0.14545460045337677,-154.719970703125,0.003,181080,6.531436443328857
116,175.16634002000004,9,86.32,1004,9272,0.42538368701934814,0.1472574770450592,-152.21383666992188,0.003,183420,7.105913829803467
117,176.72657265,9,86.93,1013,9360,-1.089856743812561,0.13688722252845764,-150.22027587890625,0.003,185180,6.704379904270172
118,179.04402636000003,9,87.75,1025,9467,-0.04031136631965637,0.13423699140548706,-146.2465362548828,0.003,187320,4.765767502784729
119,182.01667479,9,88.84,1040,9601,0.3977040946483612,0.13091813027858734,-146.1332244873047,0.003,190000,4.240808498859406
120,183.22984596999999,9,89.26,1050,9698,-0.11057239770889282,0.13297097384929657,-140.55618286132812,0.003,191940,5.626272881031037
121,182.71215698999995,9,88.87,1059,9784,-0.30855080485343933,0.14288683235645294,-142.18157958984375,0.003,193660,7.511231291294098
122,183.27121356999996,9,88.92,1072,9898,0.7501978874206543,0.13255318999290466,-132.57382202148438,0.003,195940,5.232192873954773
123,184.25871132,9,89.26,1082,9992,0.2526840269565582,0.13585661351680756,-131.21591186523438,0.003,197820,4.549615371227264
124,185.48782961,9,89.79,1092,10086,0.04438723623752594,0.1422233283519745,-130.8470458984375,0.003,199700,5.1322067975997925
125,186.56983015000003,9,90.23,1102,10179,-0.19425228238105774,0.12824371457099915,-127.7816390991211,0.003,201560,4.000532722473144
126,186.53126132999998,9,90.12,1112,10267,0.08261978626251221,0.12593084573745728,-124.46501159667969,0.003,203320,4.646092116832733
127,189.27242057,9,91.14,1127,10401,-0.1968042552471161,0.11827275156974792,-125.52412414550781,0.003,206000,4.63053206205368
128,192.13046221999997,9,92.16,1149,10612,-0.8592187166213989,0.12793634831905365,-119.43069458007812,0.003,210220,4.246455991268158
129,193.40834593000002,9,92.52,1161,10720,0.6606779098510742,0.11646728962659836,-125.97279357910156,0.003,212380,2.5394056022167204
130,195.49470765,9,93.04,1175,10852,-1.0256643295288086,0.11639281362295151,-122.78280639648438,0.003,215020,4.048284792900086
131,195.55270502,9,92.79,1187,10964,-0.5208688974380493,0.12625057995319366,-121.60237121582031,0.003,217260,5.150312113761902
132,197.26079195,9,93.48,1199,11071,0.05490380525588989,0.13944685459136963,-124.36968994140625,0.003,219400,4.0401666283607485
133,198.62434428,9,93.81,1212,11189,0.5186002850532532,0.14027804136276245,-123.68020629882812,0.003,221760,3.480412131547928
134,202.86079443999998,9,94.92,1231,11368,0.6708828210830688,0.1374700963497162,-127.73513793945312,0.003,225340,3.743558168411255
135,204.88370471000002,9,95.53,1243,11475,0.5684294700622559,0.13639354705810547,-126.4273681640625,0.003,227480,4.087460041046143
136,207.72061877000004,9,96.31,1257,11609,0.10277006030082703,0.1300361603498459,-127.62623596191406,0.003,230160,5.912066853046417
137,207.61081809000004,9,96.15,1269,11714,-0.05840426683425903,0.13800184428691864,-131.3913116455078,0.003,232260,3.2119274616241453
138,209.41655598999998,9,96.69,1280,11817,-0.21694248914718628,0.1439012885093689,-132.68881225585938,0.003,234320,2.611393094062805
139,210.48675435999996,9,96.9,1292,11928,1.0457192659378052,0.13338147103786469,-133.29360961914062,0.003,236540,3.8420689344406127
140,213.41077251000002,9,97.64,1310,12089,-0.32123130559921265,0.14990124106407166,-137.09494018554688,0.003,239760,5.464516580104828
141,216.89821725,9,98.53,1329,12270,0.15419793128967285,0.15629635751247406,-139.08639526367188,0.003,243380,4.475879871845246
142,219.77575816,9,99.34,1344,12412,-0.35221412777900696,0.1617201268672943,-140.27114868164062,0.003,246220,5.849166917800903
143,222.91254024000003,9,100.31,1360,12559,0.9821135401725769,0.15551136434078217,-139.99664306640625,0.003,249160,3.8872398734092712
144,225.73931913,9,101.09,1375,12698,-0.6168720722198486,0.1714429408311844,-145.41600036621094,0.003,251940,4.78606618642807
145,226.66571043,9,101.39,1386,12802,0.03810408338904381,0.16770002245903015,-140.18624877929688,0.003,254020,4.034188377857208
146,229.98342504000001,9,102.26,1402,12950,-0.3792024552822113,0.17453913390636444,-144.36117553710938,0.003,256980,4.626335179805755
147,233.88101988999998,9,103.58,1427,13175,0.6190387010574341,0.1761745810508728,-147.21319580078125,0.003,261480,4.509601080417633
148,237.26601010999994,9,104.64,1442,13316,0.26936471462249756,0.15874232351779938,-147.07879638671875,0.003,264300,4.83134218454361
149,243.65406159999995,9,106.61,1468,13549,0.2361472249031067,0.15442577004432678,-148.85435485839844,0.003,268960,4.504120683670044
150,245.85565152999996,9,107.33,1479,13659,0.9526010155677795,0.14534814655780792,-150.19468688964844,0.003,271160,3.945302224159241
151,250.06223655999995,9,108.65,1497,13828,-0.13120976090431213,0.1577298939228058,-149.67489624023438,0.003,274540,5.931362020969391
152,253.28301406999995,9,109.41,1517,14001,0.2984273433685303,0.14958028495311737,-152.58792114257812,0.003,278000,5.654882729053497
153,256.17176205,9,110.42,1532,14139,0.02612629532814026,0.14786872267723083,-156.40936279296875,0.003,280760,4.252012252807617
154,261.45821629,9,112.04,1554,14340,-0.16683873534202576,0.1562366932630539,-156.70474243164062,0.003,284780,4.531334793567657
155,263.59235735000004,9,112.64,1567,14455,0.2938130497932434,0.1551593542098999,-153.1975860595703,0.003,287080,5.085959732532501
156,267.75306864,9,113.63,1586,14625,0.5200801491737366,0.15378543734550476,-153.54855346679688,0.003,290480,3.64111328125
157,273.62771729,9,115.31,1609,14839,-0.5861068964004517,0.1649629920721054,-153.79588317871094,0.003,294760,4.712254905700684
158,276.44709729000004,9,116.07,1624,14970,0.037244170904159546,0.1613810807466507,-158.17567443847656,0.003,297380,3.847473073005676
159,277.53801417999995,9,116.18,1641,15117,0.331441193819046,0.16268309950828552,-157.3470916748047,0.003,300320,4.1595939755439755
160,279.15546512,9,116.48,1655,15246,-0.5525631308555603,0.15925024449825287,-156.6227264404297,0.003,302900,5.0100303292274475
161,282.01473552,9,117.18,1672,15402,0.06831269711256027,0.1604854017496109,-158.87908935546875,0.003,306020,3.825575792789459
162,284.08770857,9,117.77,1687,15543,-0.4996820092201233,0.1731775552034378,-155.77471923828125,0.003,308840,4.727508962154388
163,288.43787236000003,9,118.97,1709,15745,-0.3022066354751587,0.179851233959198,-159.2700653076172,0.003,312880,4.363403367996216
164,297.46040504000007,9,121.63,1746,16085,0.11458568274974823,0.18327052891254425,-159.6021728515625,0.003,319680,6.9391430735588076
165,299.6067431700001,9,122.28,1761,16220,-0.03100523352622986,0.18022477626800537,-153.99075317382812,0.003,322380,6.498707139492035
166,303.87661057,9,123.49,1781,16404,0.21978405117988586,0.1917751133441925,-157.18255615234375,0.003,326060,6.63978818655014
167,309.98026268,9,125.06,1808,16651,-0.1072051078081131,0.1749868392944336,-161.37591552734375,0.003,331000,6.827276241779328
168,312.27561171,9,124.92,1829,16833,-0.22473368048667908,0.16665393114089966,-159.76107788085938,0.003,334640,6.4396826982498165
169,313.86396272999997,9,125.4,1846,16987,0.40886497497558594,0.17436961829662323,-160.91513061523438,0.003,337720,6.213916647434234
170,317.0102768,9,126.31,1862,17141,0.020762033760547638,0.17056234180927277,-156.97781372070312,0.003,340800,4.652839636802673
171,321.28001245999997,9,127.15,1884,17343,0.28878065943717957,0.18186131119728088,-157.34478759765625,0.003,344840,6.4551464200019835
172,322.60079145,9,127.71,1894,17429,0.10343828797340393,0.17950621247291565,-159.78225708007812,0.003,346560,4.604223036766053
173,322.78228478000005,9,127.76,1902,17507,0.5506902933120728,0.16959607601165771,-160.92428588867188,0.003,348120,4.853357315063477
174,328.39393551000006,9,129.29,1927,17737,0.156887948513031,0.18936774134635925,-158.46743774414062,0.003,352720,5.626872503757477
175,332.25491286000005,9,130.39,1948,17925,0.3456350862979889,0.19317679107189178,-161.05416870117188,0.003,356480,4.35894501209259
176,335.2528771700001,9,131.11,1968,18104,0.2749348282814026,0.17658759653568268,-161.01565551757812,0.003,360060,4.5364135026931764
177,339.45800230000003,9,132.2,1988,18296,0.0906725525856018,0.1826479732990265,-161.4031219482422,0.003,363900,4.675242066383362
178,344.4623687500001,9,133.63,2008,18470,-0.1233033835887909,0.17094336450099945,-161.46127319335938,0.003,367380,4.617332899570465
179,350.9344988700001,9,135.41,2032,18686,0.43256425857543945,0.18633981049060822,-158.30870056152344,0.003,371700,3.9849127411842344
180,356.8555200900001,9,136.44,2059,18934,0.059254713356494904,0.1856018453836441,-158.93063354492188,0.003,376660,3.7133052229881285
181,356.67876796,9,136.29,2066,18997,-0.8980660438537598,0.19296379387378693,-159.63107299804688,0.003,377920,5.590134239196777
182,361.86256136,9,137.45,2092,19244,0.28153127431869507,0.17596781253814697,-157.59732055664062,0.003,382860,4.239150810241699
183,364.39890506999996,9,138.07,2116,19457,-0.16801832616329193,0.1761535406112671,-164.30203247070312,0.003,387120,4.189796233177185
184,364.92316253000007,9,138.07,2128,19566,-0.18385380506515503,0.1739196628332138,-158.12908935546875,0.003,389300,4.872872984409332
185,369.36720635999995,9,139.26,2156,19816,-0.4888041019439697,0.1807619035243988,-159.41757202148438,0.003,394300,4.83278135061264
186,374.29518836999995,9,140.92,2187,20107,-0.1221255362033844,0.1626037210226059,-163.82069396972656,0.003,400120,4.8294029355049135
187,378.17722506999996,9,142.22,2210,20314,0.06696060299873352,0.18456386029720306,-162.5228271484375,0.003,404260,6.6300172209739685
188,383.68552404999997,9,144.27,2240,20591,-0.4481657147407532,0.18678642809391022,-164.78546142578125,0.003,409800,4.31460155248642
189,392.96463210999997,9,147.3,2283,20980,-0.32671505212783813,0.17948774993419647,-164.1804962158203,0.003,417580,5.48448086977005
190,393.81940658,9,147.68,2296,21100,0.22288872301578522,0.17295390367507935,-160.0875701904297,0.003,419980,4.213379597663879
191,400.44096017000004,9,149.56,2326,21375,0.12184067815542221,0.17278452217578888,-162.47601318359375,0.003,425480,6.890970659255982
192,407.22536554000004,9,151.5,2356,21655,0.003777705132961273,0.16062042117118835,-162.1988525390625,0.003,431080,14.277433466911315
193,410.58645679,9,152.44,2378,21857,-0.4392809271812439,0.16279935836791992,-162.75889587402344,0.003,435120,4.100928735733032
194,410.75433345000005,9,152.62,2393,22000,-0.27946996688842773,0.17141151428222656,-164.26382446289062,0.003,437980,6.2135620474815365
195,414.00301049,9,153.5,2415,22202,0.13903456926345825,0.17098979651927948,-166.3363037109375,0.003,442020,4.978938615322113
196,417.26003487,9,154.36,2434,22379,-0.3597862422466278,0.15325285494327545,-163.47787475585938,0.003,445560,7.11143388748169
197,421.06128755000003,9,155.3,2455,22574,-0.1503305733203888,0.16708976030349731,-166.4088134765625,0.003,449460,5.342667329311371
198,424.43703071999994,9,156.13,2475,22754,0.2739527225494385,0.17454540729522705,-166.29299926757812,0.003,453060,8.388839101791381
199,429.48267275,9,157.37,2501,22991,0.026287689805030823,0.1670180857181549,-166.73593139648438,0.003,457800,4.932286787033081
200,432.18918740000004,9,157.83,2521,23175,0.3254646062850952,0.17151807248592377,-167.14100646972656,0.003,461480,4.183963215351104
201,436.93750442000004,9,159.14,2543,23374,0.29026928544044495,0.1758895367383957,-161.5490264892578,0.003,465460,4.521878921985627
202,446.07811632000005,9,161.57,2583,23744,0.39768630266189575,0.17198677361011505,-169.17059326171875,0.003,472860,3.8553152680397034
203,444.61241097,9,161.13,2590,23805,0.7147026062011719,0.18147017061710358,-169.30018615722656,0.003,474080,5.900980472564697
204,444.5330018799999,9,161.15,2606,23952,1.113436222076416,0.17556390166282654,-167.8184814453125,0.003,477020,4.878637206554413
205,445.72503785999993,9,161.18,2624,24115,-0.22626599669456482,0.18087925016880035,-165.57022094726562,0.003,480280,4.4842262148857115
206,449.69895804999993,9,162.16,2647,24321,-0.6208392381668091,0.17329345643520355,-164.36058044433594,0.003,484400,4.259394550323487
207,452.49014875999995,9,162.8,2665,24491,-0.008036240935325623,0.16666561365127563,-167.91375732421875,0.003,487800,5.36355026960373
208,454.21594006,9,163.24,2682,24636,0.22072845697402954,0.16352508962154388,-163.86158752441406,0.003,490700,5.902963185310364
209,456.22535689000006,9,163.72,2702,24816,-0.11823485791683197,0.16594478487968445,-165.00637817382812,0.003,494300,4.4632002234458925
210,455.70636656999994,9,163.65,2716,24941,-0.29882997274398804,0.1637953370809555,-162.9578399658203,0.003,496800,6.960502755641937
211,456.59882077000003,9,163.94,2732,25087,-0.03454326093196869,0.15933111310005188,-165.28628540039062,0.003,499720,4.0325620651245115
212,467.53604416999997,9,167.58,2786,25568,0.24715667963027954,0.17505477368831635,-167.08779907226562,0.003,509340,4.842352938652039
213,469.75925390999987,9,168.47,2808,25772,0.8593004941940308,0.16325460374355316,-161.22488403320312,0.003,513420,3.619281303882599
214,467.6166364399999,9,167.86,2814,25833,-0.05182145535945892,0.1716184765100479,-169.54335021972656,0.003,514640,3.9949486017227174
