time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss
215,469.42857474,9,168.38,2832,25993,-0.10303211212158203,0.15850839018821716,-168.16592407226562,0.003,517840,6.653460967540741
216,477.07074930999994,9,170.7,2868,26342,0.2100643813610077,0.1720132827758789,-167.69503784179688,0.003,524820,5.544425082206726
217,481.01328056,9,171.71,2887,26531,-0.1084689199924469,0.17586874961853027,-167.82589721679688,0.003,528600,6.58058375120163
218,483.31086020999993,9,172.35,2905,26702,0.2168697714805603,0.1748127043247223,-169.54092407226562,0.003,532020,4.910958683490753
219,486.75239152,9,173.27,2929,26928,-0.3473494052886963,0.1720428168773651,-165.86619567871094,0.003,536540,4.37279098033905
220,498.91175598,9,176.81,2978,27379,0.11783917993307114,0.19795674085617065,-175.312255859375,0.003,545560,4.062140619754791
221,505.48056505999995,9,178.65,3008,27649,-0.013447895646095276,0.20884230732917786,-162.257080078125,0.003,550960,5.219030392169953
222,515.94219688,9,181.84,3056,28082,0.4232932925224304,0.18653781712055206,-171.116943359375,0.003,559620,4.583256673812866
223,516.9676288400001,9,182.2,3070,28212,0.07733864337205887,0.18739309906959534,-172.07553100585938,0.003,562220,4.293765127658844
224,521.14559747,9,183.24,3091,28410,0.09678672254085541,0.1818963885307312,-170.46640014648438,0.003,566180,3.8962990760803224
225,527.07834308,9,184.76,3119,28655,0.00012001395225524902,0.1878753900527954,-170.49752807617188,0.003,571080,8.410094845294953
226,539.6105850099999,9,188.64,3170,29131,-0.42506635189056396,0.17938277125358582,-175.15628051757812,0.003,580600,5.788265907764435
227,539.5688329,9,188.72,3186,29273,0.26483476161956787,0.17964132130146027,-173.41116333007812,0.003,583440,4.9109437465667725
228,540.75894533,9,188.74,3210,29486,0.11536861956119537,0.17093482613563538,-170.47996520996094,0.003,587700,6.612440025806427
229,548.4884557700001,9,191.09,3248,29829,0.14228090643882751,0.16938146948814392,-176.21604919433594,0.003,594560,3.989156222343445
230,550.5239147,9,191.9,3271,30042,-0.1300744116306305,0.17335988581180573,-175.40036010742188,0.003,598820,3.8446677327156067
231,555.8576159500001,9,193.35,3299,30299,-0.011151261627674103,0.20067526400089264,-171.09371948242188,0.003,603960,4.5759363055229185
232,561.31313277,9,194.75,3326,30546,0.02631395310163498,0.18792372941970825,-174.7224578857422,0.003,608900,4.684435844421387
233,567.65674478,9,196.49,3358,30838,0.11738304793834686,0.18209195137023926,-171.42172241210938,0.003,614740,5.545738244056702
234,574.51419559,9,198.69,3401,31237,-0.04748274385929108,0.1854720562696457,-172.83970642089844,0.003,622720,4.230251562595368
235,577.89109351,9,199.72,3424,31447,-0.11419516801834106,0.17347843945026398,-168.83299255371094,0.003,626920,4.667742681503296
236,581.30092747,9,200.7,3449,31679,0.04580423980951309,0.1859888881444931,-171.61648559570312,0.003,631560,3.611202096939087
237,591.4393961600001,9,203.85,3495,32099,-0.42980989813804626,0.1884116381406784,-168.02752685546875,0.003,639960,6.044803392887116
238,598.98425817,9,206.17,3533,32434,-0.14570008218288422,0.18918673694133759,-170.86911010742188,0.003,646660,8.058363234996795
239,600.7979301400001,9,207.0,3555,32628,-0.23780980706214905,0.17167356610298157,-169.75039672851562,0.003,650540,5.397983062267303
240,602.0613580600001,9,207.32,3576,32821,0.006610609591007233,0.1898215264081955,-168.00970458984375,0.003,654400,5.128127908706665
241,614.66718026,9,211.14,3639,33384,-0.2729054391384125,0.17093531787395477,-172.4755859375,0.003,665660,3.923626732826233
242,615.8097680099999,9,211.87,3662,33599,-0.08487952500581741,0.17065449059009552,-170.39109802246094,0.003,669960,3.9669363737106322
243,621.9853983599999,9,213.76,3699,33935,0.16795070469379425,0.19204255938529968,-174.89505004882812,0.003,676680,5.656272840499878
244,626.3492670699999,9,215.06,3728,34204,-0.18164198100566864,0.18474359810352325,-179.67250061035156,0.003,682060,4.609965169429779
245,645.80496381,9,221.06,3805,34908,0.061574727296829224,0.18290553987026215,-173.59091186523438,0.003,696140,4.453286373615265
246,648.68324573,9,222.13,3833,35163,0.2602110207080841,0.18239155411720276,-177.80078125,0.003,701240,5.64866064786911
247,654.91501773,9,223.81,3877,35556,-0.16372248530387878,0.18892426788806915,-172.25634765625,0.003,709100,4.710949492454529
248,668.54487169,9,227.96,3938,36112,-0.12433485686779022,0.17886804044246674,-177.16758728027344,0.003,720220,4.211051344871521
249,678.37312779,9,231.37,4000,36686,-0.3968361020088196,0.1828024834394455,-181.9207763671875,0.003,731700,4.585485661029816
250,699.76933985,9,239.56,4102,37615,0.17706210911273956,0.1836639642715454,-186.361572265625,0.003,750280,4.060993206501007
251,720.6229719200003,9,247.87,4210,38615,-0.25995802879333496,0.20275110006332397,-186.2440948486328,0.003,770280,3.7668145298957825
252,725.1242079500001,9,249.1,4243,38911,0.09919971227645874,0.172726571559906,-184.9281005859375,0.003,776200,3.994007432460785
253,730.1104521100001,9,250.36,4272,39175,0.18389201164245605,0.17718680202960968,-189.73550415039062,0.003,781480,4.794841456413269
254,734.29183152,9,251.66,4308,39506,0.27695050835609436,0.18361948430538177,-185.9658203125,0.003,788100,5.675740456581115
255,745.00008525,9,254.89,4355,39944,0.12345214933156967,0.18166254460811615,-179.4703369140625,0.003,796860,3.9562376618385313
256,740.62977736,9,253.73,4361,39998,-0.45382702350616455,0.18221290409564972,-187.60638427734375,0.003,797940,3.5520951390266418
257,744.0758867099998,9,254.62,4393,40301,0.1692935824394226,0.17961758375167847,-185.56167602539062,0.003,804000,6.376302480697632
258,750.1663941800001,9,256.33,4426,40603,-0.5246143341064453,0.18765810132026672,-178.74932861328125,0.003,810040,7.018129467964172
259,761.33149053,9,259.53,4477,41070,0.12938205897808075,0.18336638808250427,-183.84840393066406,0.003,819380,5.175214111804962
260,764.5134846,9,260.35,4500,41281,-0.38518476486206055,0.17119626700878143,-181.2908935546875,0.003,823600,4.6833527207374575
261,767.75341291,9,261.13,4525,41515,0.09903362393379211,0.1830207258462906,-182.56011962890625,0.003,828280,4.5053395390510556
262,774.99032473,9,263.1,4561,41853,0.31433770060539246,0.1706164926290512,-181.89410400390625,0.003,835040,5.434737241268158
263,782.5861022400001,9,265.69,4612,42314,-0.27925175428390503,0.18069954216480255,-180.18832397460938,0.003,844260,4.39720801115036
264,789.61369345,9,268.21,4677,42906,-0.06173993647098541,0.18809010088443756,-185.81527709960938,0.003,856100,4.6023890376091
265,797.3104033700001,9,270.27,4714,43247,0.030959591269493103,0.17859117686748505,-184.1953887939453,0.003,862920,5.474364447593689
266,801.5363208000001,9,271.32,4745,43536,0.3181270360946655,0.1662183701992035,-186.64520263671875,0.003,868700,6.538527727127075
267,794.88608008,9,269.38,4750,43589,-0.2764177620410919,0.1714259535074234,-183.9854278564453,0.003,869760,3.7196817636489867
268,800.46029523,9,271.03,4788,43936,0.01942785084247589,0.16319097578525543,-187.43582153320312,0.003,876700,4.676083660125732
269,812.3762029600001,9,274.51,4843,44438,0.23322464525699615,0.16875319182872772,-181.94387817382812,0.003,886740,3.717015266418457
270,835.9660304100001,9,281.57,4937,45298,0.024360790848731995,0.1681034415960312,-184.35733032226562,0.003,903940,3.5698399901390077
271,838.56663046,9,282.33,4967,45576,0.17690414190292358,0.16618287563323975,-192.53443908691406,0.003,909500,4.579020524024964
272,844.5374730899999,9,283.83,4993,45812,0.2978820204734802,0.18141905963420868,-187.0615234375,0.003,914220,5.789197266101837
273,856.4022502500001,9,287.06,5038,46213,-0.008827291429042816,0.18140050768852234,-181.41705322265625,0.003,922240,4.90260112285614
274,850.43445688,9,285.36,5044,46273,0.18040339648723602,0.18759526312351227,-185.8234405517578,0.003,923440,3.859294521808624
275,856.71913579,9,287.43,5087,46668,-0.3876146078109741,0.1789046674966812,-188.50830078125,0.003,931340,6.711488199234009
276,860.0238407799999,9,288.64,5120,46968,0.06476894021034241,0.17031165957450867,-187.0332794189453,0.003,937340,3.6128986954689024
277,863.51921298,9,289.61,5151,47257,-0.20531539618968964,0.18764911592006683,-187.44265747070312,0.003,943120,5.677719223499298
278,870.19472469,9,291.65,5193,47635,0.03477880358695984,0.17919740080833435,-184.5650177001953,0.003,950680,4.263448452949524
279,875.13713757,9,293.07,5232,47993,0.5636996626853943,0.18362902104854584,-182.97767639160156,0.003,957840,5.327564859390259
280,875.8387589499999,9,293.05,5259,48239,-0.4244978427886963,0.183275043964386,-181.6961669921875,0.003,962760,5.238481724262238
281,875.55048129,9,292.93,5264,48290,-0.22458115220069885,0.18259480595588684,-187.97079467773438,0.003,963780,4.8223402261734005
282,876.48070188,9,293.09,5293,48553,-0.1656256765127182,0.18031510710716248,-186.0247344970703,0.003,969040,5.35662602186203
283,878.5820947,9,293.61,5322,48818,0.32730337977409363,0.1898452490568161,-191.40354919433594,0.003,974340,7.6335678696632385
284,886.6443024,9,295.72,5357,49138,0.7440111637115479,0.19599385559558868,-184.57347106933594,0.003,980740,4.634126365184784
285,888.1260339100002,9,295.91,5386,49407,-0.06436298787593842,0.1824544221162796,-186.0621795654297,0.003,986120,4.060720801353455
286,888.2743102000001,9,295.53,5413,49660,-0.0005020648241043091,0.17778758704662323,-186.2615966796875,0.003,991180,4.684462010860443
287,891.5362822700001,9,296.24,5444,49938,0.2987349033355713,0.18224814534187317,-188.00799560546875,0.003,996740,6.834828078746796
288,891.3976199800001,9,295.62,5468,50153,-0.04332917928695679,0.19038452208042145,-187.21688842773438,0.003,1001040,9.044409704208373
289,888.6330393799998,9,294.3,5496,50410,0.007623299956321716,0.1822655349969864,-193.36993408203125,0.003,1006180,6.709258103370667
290,896.9135900599998,9,296.5,5532,50750,0.22900767624378204,0.19399356842041016,-190.14447021484375,0.003,1012980,7.169770026206971
291,889.3386452199999,9,294.27,5538,50802,-0.5757594108581543,0.1925978809595108,-190.58145141601562,0.003,1014020,8.029061424732209
292,890.8531249999999,9,294.52,5571,51107,-0.08587177097797394,0.18092815577983856,-193.28350830078125,0.003,1020120,9.960888981819153
293,892.3481370599999,9,294.87,5597,51344,0.22144070267677307,0.19025413691997528,-183.88003540039062,0.003,1024860,11.669698524475098
294,897.8287666699999,9,296.22,5628,51622,-0.46705934405326843,0.19040179252624512,-192.29714965820312,0.003,1030420,9.554355335235595
295,900.7024763699998,9,296.99,5659,51901,-0.11629755795001984,0.19206127524375916,-192.521484375,0.003,1036000,4.825653767585754
296,903.2063193199999,9,297.59,5685,52138,0.610903263092041,0.18354880809783936,-193.09716796875,0.003,1040740,5.223682248592377
297,906.7495671099999,9,298.54,5716,52428,-0.6081085205078125,0.19087912142276764,-191.5439453125,0.003,1046540,5.511657130718231
298,910.6688878999998,9,299.56,5746,52710,-0.29861748218536377,0.19755621254444122,-193.55917358398438,0.003,1052180,4.035598874092102
299,906.4754720899999,9,298.51,5760,52842,0.2564355731010437,0.18624967336654663,-188.48680114746094,0.003,1054820,4.373480725288391
300,907.7412060299997,9,298.88,5785,53063,-0.08482091128826141,0.1885736882686615,-190.8241729736328,0.003,1059240,4.339864587783813
301,910.18552547,9,299.44,5813,53318,-0.06258445978164673,0.18430377542972565,-193.1429901123047,0.003,1064340,5.272983074188232
302,912.0375142599999,9,299.91,5859,53735,-0.23087680339813232,0.1736125648021698,-193.4200897216797,0.003,1072680,6.011572313308716
303,911.7815395999999,9,299.81,5865,53786,-0.39771661162376404,0.17111419141292572,-192.52755737304688,0.003,1073700,5.704638719558716
304,908.7692091799998,9,298.86,5871,53838,-0.3715866804122925,0.17209377884864807,-197.5137939453125,0.003,1074740,13.491408658027648
305,912.63779011,9,299.88,5900,54103,-0.5633537769317627,0.187137633562088,-186.4825439453125,0.003,1080040,5.782161664962769
306,914.32497165,9,300.26,5928,54347,0.2296036183834076,0.17444093525409698,-188.8238525390625,0.003,1084920,6.432125627994537
307,917.2664166299999,9,301.06,5956,54597,0.27528858184814453,0.20070205628871918,-188.55288696289062,0.003,1089920,4.173905682563782
308,921.6976901699999,9,302.34,5986,54870,0.6914780735969543,0.17089150846004486,-187.15826416015625,0.003,1095380,10.564125168323518
309,928.8841045099999,9,304.42,6028,55258,0.05614009499549866,0.18096688389778137,-191.1402587890625,0.003,1103140,5.5957480549812315
310,935.7402266400001,9,306.09,6060,55550,0.1265815794467926,0.17842844128608704,-190.9444122314453,0.003,1108980,4.752745282649994
311,938.2928037199999,9,306.73,6084,55760,0.46485668420791626,0.18528148531913757,-191.41702270507812,0.003,1113180,9.843879520893097
312,932.87101836,9,304.5,6112,56018,0.2536318600177765,0.17519938945770264,-194.44412231445312,0.003,1118340,5.247397029399872
313,933.7216998600001,9,304.41,6134,56213,0.4274791479110718,0.18640010058879852,-188.05813598632812,0.003,1122240,4.29431654214859
314,940.80909008,9,306.28,6161,56461,0.2304595410823822,0.18854296207427979,-192.7271270751953,0.003,1127200,5.515220415592194
315,947.20010685,9,308.14,6199,56807,0.007739473134279251,0.18731224536895752,-196.28680419921875,0.003,1134120,4.8955489039421085
316,944.14543427,9,307.01,6225,57043,-0.14358174800872803,0.19030164182186127,-189.97100830078125,0.003,1138840,4.692006456851959
317,945.4594745699999,9,307.32,6249,57263,0.29857081174850464,0.18072110414505005,-194.9237823486328,0.003,1143240,7.522424018383026
318,947.89896427,9,307.9,6274,57492,0.1280602216720581,0.18478809297084808,-192.9875030517578,0.003,1147820,6.117043817043305
319,947.4018306099999,9,307.71,6296,57699,-0.02561703324317932,0.17123185098171234,-191.41452026367188,0.003,1151960,4.812315344810486
320,942.9835238,9,306.17,6328,57996,-0.13197657465934753,0.1858764886856079,-191.26730346679688,0.003,1157900,4.719160377979279
321,942.18316222,9,305.83,6354,58232,-0.07211930304765701,0.1810518205165863,-195.0304412841797,0.003,1162620,4.983599054813385
322,936.9598028599999,9,303.88,6379,58470,0.2456648200750351,0.1848272681236267,-194.31846618652344,0.003,1167380,4.997809183597565
323,942.46562453,9,305.17,6408,58729,-0.2840483784675598,0.1834843009710312,-196.24569702148438,0.003,1172560,4.129578816890716
324,944.0296648700001,9,305.46,6432,58956,-0.14912578463554382,0.18433323502540588,-197.51113891601562,0.003,1177100,4.3624441742897035
325,946.7175897699999,9,306.17,6466,59272,0.0406048446893692,0.17697909474372864,-194.15838623046875,0.003,1183420,7.300343239307404
326,940.18393041,9,303.76,6492,59507,-0.23050425946712494,0.17218922078609467,-187.71734619140625,0.003,1188120,4.871726036071777
327,945.00177946,9,304.77,6519,59750,-0.3260148763656616,0.1921081244945526,-195.82376098632812,0.003,1192980,5.291435015201569
328,946.5884251699999,9,305.04,6545,59990,-0.13045404851436615,0.1742459237575531,-194.6444549560547,0.003,1197780,5.7424587368965145
329,945.23494173,9,304.38,6575,60267,0.2017371505498886,0.17508530616760254,-193.89743041992188,0.003,1203320,4.994588243961334
330,952.3377064199999,9,306.12,6617,60654,0.04249964654445648,0.1650834083557129,-198.14395141601562,0.003,1211060,4.060951721668244
331,953.21278501,9,306.26,6646,60925,-0.560706377029419,0.16935227811336517,-202.2269287109375,0.003,1216480,3.999371898174286
332,953.57873597,9,306.25,6673,61171,0.170802041888237,0.1720903515815735,-196.08413696289062,0.003,1221400,5.369116854667664
333,952.15298017,9,305.71,6699,61409,0.29241743683815,0.16408750414848328,-193.90872192382812,0.003,1226160,8.40019919872284
334,948.55503792,9,304.27,6728,61664,0.24258337914943695,0.16632016003131866,-194.02435302734375,0.003,1231260,9.238082146644592
335,954.19356096,9,305.81,6768,62028,0.04439510405063629,0.17976027727127075,-202.74795532226562,0.003,1238540,5.06441011428833
336,954.0996343699999,9,305.68,6792,62247,-0.5293997526168823,0.17984117567539215,-199.822265625,0.003,1242920,6.132067465782166
337,948.9344386700001,9,303.75,6817,62474,-0.33095014095306396,0.16955246031284332,-197.69039916992188,0.003,1247460,3.779204487800598
338,947.26472856,9,302.93,6845,62727,-0.3598303198814392,0.16321513056755066,-199.55638122558594,0.003,1252520,3.680045509338379
339,957.0303866099999,9,305.46,6893,63174,0.043756239116191864,0.17540813982486725,-200.42327880859375,0.003,1261460,8.438059544563293
340,960.3447794,9,306.31,6924,63452,-0.1475946605205536,0.18269647657871246,-202.31776428222656,0.003,1267020,4.599265706539154
341,953.02513433,9,303.86,6958,63770,0.05606492608785629,0.16797737777233124,-204.7333984375,0.003,1273380,4.087807559967041
342,956.0582789999999,9,304.15,6985,64014,-0.007417634129524231,0.1693260371685028,-201.54324340820312,0.003,1278260,4.790621447563171
343,954.3690968999998,9,303.37,7013,64272,-0.20245185494422913,0.18709777295589447,-202.07183837890625,0.003,1283420,4.18848170042038
344,954.58364923,9,303.19,7040,64523,0.3149384558200836,0.17095184326171875,-197.81951904296875,0.003,1288440,4.4308647274971005
345,941.6407436200002,9,298.91,7070,64799,-0.05253987014293671,0.17611221969127655,-200.12420654296875,0.003,1293960,4.153368508815765
346,940.9194298900002,9,298.43,7092,65006,-0.18779580295085907,0.18463891744613647,-202.88287353515625,0.003,1298100,5.299474728107453
347,938.2185215600002,9,297.44,7125,65300,0.1883412003517151,0.1613808125257492,-202.4668731689453,0.003,1303980,5.5776573657989506
348,928.6302320600001,9,294.28,7150,65540,0.07327421754598618,0.17093952000141144,-194.0752716064453,0.003,1308780,5.14522899389267
349,918.9154802600001,9,290.71,7174,65757,-0.10100045800209045,0.18439288437366486,-194.14137268066406,0.003,1313120,4.352575504779816
350,903.6566213200001,9,284.25,7206,66040,-0.3419540822505951,0.17760176956653595,-200.44448852539062,0.003,1318780,6.764591407775879
351,888.3643925200001,9,277.4,7241,66355,0.866243839263916,0.17075751721858978,-196.0625,0.003,1325080,4.870535957813263
352,890.2521836299999,9,277.92,7279,66703,-0.37603893876075745,0.16518354415893555,-204.13046264648438,0.003,1332040,5.576898610591888
353,893.2109962999999,9,278.83,7318,67058,-0.3226888179779053,0.18602250516414642,-196.5633087158203,0.003,1339140,4.186112332344055
354,894.4758517200003,9,278.89,7355,67395,0.09694289416074753,0.17125219106674194,-201.65570068359375,0.003,1345880,4.03775144815445
355,890.1359395300001,9,277.37,7388,67681,0.38860511779785156,0.17601987719535828,-197.2144775390625,0.003,1351600,4.40997406244278
356,897.65841743,9,279.34,7416,67932,-0.3408432602882385,0.17806407809257507,-204.11595153808594,0.003,1356620,3.620698368549347
357,892.9733226199999,9,278.14,7435,68115,0.03179307281970978,0.167664036154747,-204.48028564453125,0.003,1360280,4.3076274514198305
358,896.95512529,9,279.27,7480,68530,0.0873834639787674,0.17623163759708405,-210.73648071289062,0.003,1368580,4.352728521823883
359,894.72293521,9,278.46,7521,68916,-0.24822935461997986,0.18121811747550964,-199.58572387695312,0.003,1376300,4.911205661296845
360,901.29305832,9,280.3,7564,69311,-0.4022780954837799,0.18269513547420502,-200.2552490234375,0.003,1384200,3.9451233744621277
361,905.08236227,9,281.38,7601,69653,-0.5646414756774902,0.1860113888978958,-201.29087829589844,0.003,1391040,4.21173769235611
362,914.8297569700001,9,284.51,7671,70304,3.7103891372680664e-06,0.17904764413833618,-202.33297729492188,0.003,1404060,5.708487796783447
363,912.4767680499999,9,283.35,7710,70649,-0.26771408319473267,0.17874670028686523,-201.364013671875,0.003,1410960,3.50998774766922
364,907.5904875199999,9,281.21,7750,71027,-0.09201660752296448,0.16838906705379486,-199.80178833007812,0.003,1418520,4.223168838024139
365,908.43325375,9,281.32,7789,71379,-0.012712709605693817,0.17335616052150726,-203.24807739257812,0.003,1425560,4.173222661018372
366,910.5838949099999,9,282.05,7829,71741,-0.6017740368843079,0.17190149426460266,-206.19387817382812,0.003,1432800,4.345101773738861
367,921.30848338,9,285.06,7868,72095,-0.3360869884490967,0.16841590404510498,-209.019775390625,0.003,1439880,5.496551096439362
368,922.11047152,9,285.21,7907,72457,0.2443612515926361,0.17959536612033844,-200.2655029296875,0.003,1447120,4.6806278944015505
369,918.0591705999999,9,283.93,7947,72831,-0.054188307374715805,0.1846679300069809,-205.89639282226562,0.003,1454600,10.058323013782502
370,901.6773360599999,9,278.75,7984,73173,0.035681091248989105,0.164229154586792,-200.34786987304688,0.003,1461440,4.1541685342788695
371,902.45341433,9,278.9,8015,73466,0.21808737516403198,0.17384272813796997,-202.52613830566406,0.003,1467300,5.766722559928894
372,909.26292767,9,280.97,8064,73909,-0.057921379804611206,0.1908567249774933,-201.5970458984375,0.003,1476160,6.052643692493438
373,906.1818044699999,9,280.33,8100,74246,-0.2457568198442459,0.1790718287229538,-205.30316162109375,0.003,1482900,4.408134639263153
374,936.49126297,9,289.73,8209,75246,-0.3325214684009552,0.18443742394447327,-201.28057861328125,0.003,1502900,6.182516121864319
375,957.50259139,9,295.78,8319,76246,-0.2296789437532425,0.17718525230884552,-201.2989959716797,0.003,1522900,7.535683262348175
376,973.3356003199999,9,300.21,8402,76989,0.11365625262260437,0.18450121581554413,-208.23089599609375,0.003,1537760,4.3070825934410095
377,978.77927901,9,301.77,8450,77434,-0.09284235537052155,0.18970903754234314,-205.65179443359375,0.003,1546660,4.8668967366218565
378,992.3469793700002,9,305.73,8534,78208,0.21970102190971375,0.19789522886276245,-206.29180908203125,0.003,1562140,4.694177269935608
379,995.0092165100001,9,306.5,8582,78643,-0.5547717809677124,0.19210071861743927,-210.68153381347656,0.003,1570840,4.06253057718277
380,1000.9551442800001,9,308.35,8629,79074,-0.14109480381011963,0.189244344830513,-206.82650756835938,0.003,1579460,4.563116323947907
381,1014.7008028200001,9,312.38,8678,79528,-0.019428301602602005,0.18819132447242737,-210.0835723876953,0.003,1588540,4.402898323535919
382,1037.80856597,9,319.75,8788,80528,-0.019493721425533295,0.18384288251399994,-206.0463409423828,0.003,1608540,5.027638506889343
383,1049.5787744799998,9,323.18,8856,81136,0.00489354133605957,0.18382011353969574,-212.245849609375,0.003,1620700,9.033764016628265
384,1066.62717086,9,328.25,8947,81963,0.25913205742836,0.18102936446666718,-212.1885986328125,0.003,1637240,6.345426213741303
385,1065.66112665,9,328.05,8975,82212,0.13677898049354553,0.19322563707828522,-210.25222778320312,0.003,1642220,5.263209402561188
386,1068.16371458,9,328.78,9011,82538,0.1626819372177124,0.18875020742416382,-211.30328369140625,0.003,1648740,4.458948957920074
387,1076.44424396,9,331.16,9068,83054,-0.2215965986251831,0.17845146358013153,-214.82876586914062,0.003,1659060,4.281899499893188
388,1086.5861579000002,9,334.14,9124,83567,0.18254028260707855,0.18247994780540466,-212.09396362304688,0.003,1669320,3.926621651649475
389,1088.2744088900001,9,334.59,9157,83869,-0.20401020348072052,0.17925482988357544,-212.27023315429688,0.003,1675360,4.532771503925323
390,1092.87398118,9,335.98,9210,84348,-0.35204243659973145,0.1855584979057312,-206.2671356201172,0.003,1684940,4.428174030780792
391,1124.55250118,9,345.46,9320,85348,0.20823602378368378,0.18327713012695312,-215.8383331298828,0.003,1704940,3.854941201210022
392,1122.6117078200002,9,345.06,9349,85613,0.2666047215461731,0.18423134088516235,-214.2901153564453,0.003,1710240,4.010818028450013
393,1124.5042194,9,345.56,9381,85900,0.24980977177619934,0.1754508763551712,-213.98228454589844,0.003,1715980,4.761967790126801
394,1135.92390907,9,349.0,9449,86522,0.21256226301193237,0.18146345019340515,-212.111572265625,0.003,1728420,4.320041787624359
395,1158.49510506,9,355.61,9552,87462,0.041717253625392914,0.18882016837596893,-217.14263916015625,0.003,1747220,6.7173503875732425
396,1166.34649596,9,357.87,9603,87925,-0.6200183629989624,0.17957499623298645,-211.17933654785156,0.003,1756480,4.4094154834747314
397,1178.41157613,9,361.34,9673,88562,0.29418790340423584,0.18709218502044678,-216.1239013671875,0.003,1769220,4.598079943656922
398,1190.76794161,9,365.04,9744,89214,0.33361271023750305,0.19129116833209991,-212.52247619628906,0.003,1782260,11.434844362735749
399,1220.22383726,9,373.72,9852,90214,-0.1306990385055542,0.18706846237182617,-225.18809509277344,0.003,1802260,4.629195415973664
400,1225.08889684,9,375.09,9891,90572,0.5239150524139404,0.19509056210517883,-215.13131713867188,0.003,1809420,4.906765294075012
401,1231.3851522500001,9,376.98,9940,91016,0.24399270117282867,0.1834099292755127,-220.5369415283203,0.003,1818300,6.699701631069184
402,1231.1605170500002,9,376.75,9983,91410,-0.4427065849304199,0.18512284755706787,-221.42730712890625,0.003,1826180,4.696795332431793
403,1252.0630344,9,382.8,10056,92066,0.1824672967195511,0.19240041077136993,-216.87850952148438,0.003,1839300,5.536128437519073
404,1283.59866743,9,392.28,10165,93066,-0.12950995564460754,0.20123054087162018,-219.70806884765625,0.003,1859300,12.042761945724488
405,1307.4797580099998,9,399.63,10273,94066,-0.0996818095445633,0.19541001319885254,-221.16864013671875,0.003,1879300,4.101438093185425
406,1331.18910582,9,406.51,10374,94998,-0.01932626962661743,0.1870976835489273,-223.61434936523438,0.003,1897940,4.245439231395721
407,1353.8235747699998,9,413.12,10473,95909,0.19416895508766174,0.20060649514198303,-222.83474731445312,0.003,1916160,4.643352353572846
408,1375.46585328,9,419.29,10570,96799,-0.2826972007751465,0.20521114766597748,-219.5838623046875,0.003,1933960,5.659461712837219
409,1395.4061536199997,9,425.41,10679,97799,-0.14544329047203064,0.20669181644916534,-227.92172241210938,0.003,1953960,5.383498418331146
410,1418.18114718,9,432.49,10788,98799,-0.14976495504379272,0.18463653326034546,-224.9454803466797,0.003,1973960,5.6310020923614506
411,1433.43266606,9,437.15,10861,99475,0.42227399349212646,0.1915869116783142,-226.1881561279297,0.003,1987480,8.47740125656128
412,1457.6658475800002,9,444.57,10971,100475,0.07626041769981384,0.18696144223213196,-228.78250122070312,0.003,2007480,4.570715272426606
413,1484.3060417400002,9,452.62,11079,101475,-0.016146395355463028,0.19839024543762207,-229.78433227539062,0.003,2027480,4.872164034843445
414,1508.9881445199999,9,460.14,11187,102475,-0.12723207473754883,0.19831804931163788,-229.054931640625,0.003,2047480,4.448874390125274
415,1498.7048851899997,9,457.05,11191,102512,0.36934900283813477,0.19607320427894592,-227.41482543945312,0.003,2048220,4.6472907900810245
416,1523.77136052,9,464.69,11301,103512,-0.2167016565799713,0.17627085745334625,-236.14512634277344,0.003,2068220,5.9779538869857785
417,1549.5137557,9,472.49,11408,104512,0.2523977756500244,0.18229174613952637,-238.58462524414062,0.003,2088220,10.360387301445007
418,1574.8133802399998,9,480.2,11517,105512,-0.12677061557769775,0.19090430438518524,-230.7095184326172,0.003,2108220,10.438559663295745
419,1601.26836239,9,488.13,11628,106512,-0.006536297500133514,0.17631341516971588,-238.86776733398438,0.003,2128220,4.74674813747406
420,1624.43545101,9,495.16,11737,107512,0.11959625035524368,0.179780513048172,-238.49749755859375,0.003,2148220,4.236995232105255
421,1649.71436657,9,502.8,11849,108512,0.37895137071609497,0.17587459087371826,-239.4210205078125,0.003,2168220,4.906961989402771
422,1674.8275277199998,9,510.42,11959,109512,0.2344682663679123,0.1819348782300949,-235.2200469970703,0.003,2188220,8.111995041370392
423,1699.4679257399998,9,517.83,12067,110512,-0.1936846673488617,0.16909900307655334,-232.74896240234375,0.003,2208220,4.127787351608276
424,1717.48336303,9,523.31,12152,111287,-0.41989266872406006,0.1836289018392563,-238.9947509765625,0.003,2223720,4.127248585224152
425,1739.9918163099999,9,530.15,12260,112287,-0.732384204864502,0.18588294088840485,-245.84095764160156,0.003,2243720,5.516989457607269
426,1765.33902684,9,537.8,12369,113287,-0.5226162672042847,0.17728927731513977,-242.90219116210938,0.003,2263720,5.04644159078598
427,1790.22342746,9,545.37,12478,114287,0.2006044089794159,0.18065820634365082,-246.47479248046875,0.003,2283720,4.033248019218445
428,1815.2018837300002,9,552.97,12587,115287,-0.17508232593536377,0.18255683779716492,-249.04107666015625,0.003,2303720,4.739328753948212
429,1839.16256351,9,560.2,12700,116287,0.21071729063987732,0.16555377840995789,-242.14138793945312,0.003,2323720,5.86414680480957
