time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,train/critic_loss
4499,974,148.62857864583336,93.72916666666667,4,48,-10053.09130859375,-0.31930982396006585,0.003,87960,83.24630584716797,89799.56484375
4651,1008,151.72949193877554,94.91836734693878,4,49,-9720.601123046876,-0.08265315741300583,0.003,91000,79.6966781616211,80105.88984375
4780,1035,154.07036164000002,95.6,4,50,-9096.716162109375,0.39170033782720565,0.003,93580,73.77619895935058,91586.62578125
5717,1236,170.02430433333336,112.09803921568627,4,51,-6561.90546875,0.033987538889050484,0.003,112320,46.82606430053711,31478.68046875
5857,1269,171.7116427115385,112.63461538461539,4,52,-6043.032299804688,-0.2478671118617058,0.003,115120,45.20961456298828,28563.10576171875
6371,1381,178.64899579245287,120.20754716981132,4,53,-5177.048413085938,-0.3700093114748597,0.003,125400,35.32179183959961,35157.40927734375
6391,1385,175.7654548518519,118.35185185185185,4,54,-5263.962255859375,-0.2014415293931961,0.003,125800,38.624464225769046,56291.5119140625
6580,1426,179.0651393636364,119.63636363636364,4,55,-8113.177197265625,-0.20814616978168488,0.003,129580,67.5737247467041,66136.8099609375
6712,1456,180.61796825000002,119.85714285714286,4,56,-9892.415673828125,-0.13708705455064774,0.003,132220,64.63964614868163,78785.8556640625
6827,1483,181.822817122807,119.7719298245614,4,57,-10189.691552734375,-0.3731804735958576,0.003,134520,56.520208740234374,68572.8193359375
6944,1508,183.14948481034483,119.72413793103448,4,58,-10152.2822265625,-0.406357380002737,0.003,136860,57.86836128234863,64020.3732421875
7062,1535,184.05243138983053,119.69491525423729,4,59,-10459.070361328126,0.24759968593716622,0.003,139220,63.1425422668457,67351.2736328125
7158,1553,184.11667386666667,119.3,4,60,-10716.907373046875,-0.5225136913359165,0.003,141140,59.75352668762207,68751.5767578125
7264,1577,184.4267040327869,119.08196721311475,4,61,-10849.638427734375,0.18627641834318637,0.003,143260,60.755462074279784,74698.9966796875
7350,1597,184.1875026935484,118.54838709677419,4,62,-10858.960498046876,0.5004835441708565,0.003,144980,61.97019729614258,66936.3634765625
