time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/ent_coef
5,127.25352112676056,123.76332371830986,1709,9035,71,73803973.6,178680,0.003,-227403.54765625,-0.16192273944616317,712.3532012939453
5,127.34722222222223,122.23712913888887,1728,9169,72,81535712.0,181360,0.003,-229208.87265625,-0.7526559233665466,711.819140625
5,127.43835616438356,120.15839447945204,1752,9303,73,74691278.0,184040,0.003,-230227.7875,0.7779140412807465,701.8085571289063
5,128.1891891891892,119.51038517567567,1784,9486,74,93359263.6,187700,0.003,-240520.81796875,-0.7586143717169762,695.5220947265625
5,132.58666666666667,119.91144006666667,1863,9944,75,92933950.8,196860,0.003,-249189.59453125,-0.2522779643535614,739.9776000976562
5,132.76315789473685,121.13890227631579,1891,10090,76,99384320.8,199780,0.003,-247761.07890625,-0.938079446554184,793.6801666259765
5,132.1818181818182,120.2142954025974,1908,10178,77,94430375.6,201540,0.003,-248667.10703125,0.009485596418380737,828.0121429443359
5,131.8846153846154,119.6917376025641,1932,10287,78,94875416.0,203720,0.003,-242696.89296875,1.270706908404827,809.8420166015625
5,131.53164556962025,120.14630993670886,1948,10391,79,100862626.0,205800,0.003,-234386.0421875,-1.4410706043243409,781.6931396484375
5,132.0125,119.311302,1977,10561,80,95217189.6,209200,0.003,-228902.3125,0.9766913905739785,780.0218627929687
5,133.2716049382716,119.15307087654323,2022,10795,81,95231659.6,213880,0.003,-215827.16171875,0.916247047483921,775.2631378173828
5,135.65853658536585,123.69461578048781,2081,11124,82,155112213.2,220460,0.003,-217942.60625,-0.7652767568826675,764.7588714599609
5,136.19277108433735,123.85785427710843,2110,11304,83,163432925.2,224060,0.003,-236214.96171875,0.26004851162433623,817.6889923095703
5,135.60714285714286,122.77774655952382,2123,11391,84,174022952.4,225800,0.003,-246420.85546875,0.392255562543869,804.4585510253906
5,136.03529411764706,123.6546801529412,2149,11563,85,170943132.8,229240,0.003,-263485.7265625,-0.5042212337255478,848.9869934082031
5,135.87209302325581,121.90766537209305,2173,11685,86,194649224.0,231680,0.003,-275615.91484375,0.267098543047905,874.2330291748046
5,136.1494252873563,120.32759228735632,2204,11845,87,246056864.8,234880,0.003,-292527.240625,0.5444534748792649,1000.4906402587891
5,140.23863636363637,123.177074125,2294,12341,88,279210403.2,244800,0.003,-340886.190625,-0.370906400680542,1102.3371826171874
5,140.57303370786516,124.18267703370788,2333,12511,89,301070338.4,248200,0.003,-353216.434375,0.8204950228333473,1143.4441711425782
5,140.01111111111112,122.9116602,2351,12601,90,295712208.0,250000,0.003,-355115.6890625,-1.6453917354345322,1077.5990051269532
5,138.98901098901098,121.73768747252748,2361,12648,91,292289079.2,250940,0.003,-356702.61875,-0.10065167844295501,1097.3692626953125
5,138.8804347826087,122.49268933695653,2383,12777,92,311729715.2,253520,0.003,-351457.6046875,-1.0357483983039857,1129.2482482910157
5,139.91397849462365,124.88278984946238,2423,13012,93,335289331.2,258220,0.003,-363312.590625,0.8746875241398812,1176.2984313964844
5,138.90425531914894,123.65101125531916,2432,13057,94,340316989.6,259120,0.003,-363380.28125,-0.42481988966464995,1145.0609985351562
5,138.46315789473684,122.53714501052633,2452,13154,95,327306828.0,261060,0.003,-360078.1640625,-0.6235787332057953,1146.4190856933594
5,138.64583333333334,121.88129472916667,2487,13310,96,347780697.6,264180,0.003,-362372.81875,-1.625369618833065,1097.602716064453
5,137.75257731958763,120.64018449484537,2494,13362,97,349658390.4,265220,0.003,-362991.625,0.7173429295420647,1112.312921142578
5,140.4591836734694,123.12148662244898,2566,13765,98,421636622.4,273280,0.003,-414538.7984375,0.31332038193941114,1301.9770080566407
5,139.21212121212122,121.80149973737375,2568,13782,99,467361401.6,273620,0.003,-414663.6078125,-0.7057883307337761,1275.8585815429688
5,138.02,120.61164315,2571,13802,100,471697195.2,274020,0.003,-416187.28125,-1.010875552892685,1302.7308227539063
5,138.12,120.61658671999997,2575,13825,101,456974116.8,274480,0.003,-419418.9484375,-1.3294911086559296,1281.7394470214845
5,139.03,121.23530156999998,2597,13933,102,433785480.0,276640,0.003,-418969.340625,-0.8667653292417526,1213.4106140136719
5,140.32,122.002772,2628,14078,103,389033596.8,279540,0.003,-423956.434375,-0.5591714367270469,1204.4880432128907
5,141.93,124.57456166,2671,14262,104,446793961.6,283220,0.003,-425825.4796875,-0.7241161048412323,1184.5718322753905
5,144.47,125.26312032,2723,14533,105,441292993.6,288640,0.003,-438799.003125,-1.3733271300792693,1221.5805786132812
5,145.73,126.08761346,2762,14678,106,437420819.2,291540,0.003,-432288.65,1.018401712179184,1253.5263671875
5,146.09,126.31779068,2775,14731,107,545695305.6,292600,0.003,-438669.215625,-1.34965673238039,1238.0692626953125
5,146.0,126.31120283,2782,14762,108,595011361.6,293220,0.003,-444561.915625,0.5734869003295898,1294.5632873535155
5,144.83,126.21151423999999,2793,14802,109,772837291.2,294020,0.003,-456693.603125,0.28723473846912384,1395.417791748047
5,143.61,125.42465263,2804,14860,110,741561731.2,295180,0.003,-484066.334375,0.9177248239517212,1589.1027282714845
5,144.08,125.45311964000001,2817,14925,111,757210518.4,296480,0.003,-508563.109375,0.43321900367736815,1540.5704162597656
5,144.1,123.34995354,2840,15059,112,586459035.2,299160,0.003,-508932.9125,0.28984763026237487,1464.7616638183595
5,146.11,127.28598402,2883,15278,113,539884552.0,303540,0.003,-487085.403125,-0.6301015853881836,1333.9497497558593
5,147.17,126.96683381000001,2903,15398,114,505491721.6,305940,0.003,-477263.884375,-0.3714509606361389,1358.4431030273438
5,146.42,126.02103196,2948,15607,115,546619672.0,310120,0.003,-472045.609375,0.7674274414777755,1384.4220703125
5,148.24,123.33729733,3016,15998,116,646891574.4,317940,0.003,-525614.3234375,0.13006570488214492,1642.4054870605469
5,150.66,123.10790346,3071,16270,117,719571408.0,323380,0.003,-556641.465625,0.0010233864188194275,1620.6087585449218
5,153.66,128.9405499,3135,16629,118,715488652.8,330560,0.003,-528732.3890625,0.8073440149426461,1545.2483459472655
5,156.16,131.42101718,3199,17016,119,880254796.8,338300,0.003,-572886.275,-0.5653989374637604,1672.1619201660155
5,157.83,133.33503874,3255,17352,120,824683756.8,345020,0.003,-571976.734375,-0.3322035729885101,1660.4968322753907
5,160.41,133.10541039,3318,17711,121,754229520.0,352200,0.003,-541351.040625,-0.0006200671195983887,1495.789453125
5,160.83,133.71896704,3335,17815,122,765933017.6,354280,0.003,-536941.9453125,0.18724330216646196,1476.6713928222657
5,160.58,131.49742426,3382,18061,123,871487529.6,359200,0.003,-563202.396875,-0.16314144134521485,1563.638604736328
5,163.83,131.02662876999997,3446,18416,124,1135114950.4,366300,0.003,-607497.96875,-0.6834037512540817,1640.548876953125
5,164.79,131.15457773999998,3468,18536,125,1227962896.0,368700,0.003,-628071.740625,-0.4837034121155739,1727.7448974609374
5,168.28,133.22759129999997,3549,18988,126,1388843904.0,377740,0.003,-768745.721875,-0.5801902115345001,2031.603985595703
5,168.39,131.38570452,3574,19126,127,1525637171.2,380500,0.003,-804621.5125,1.06467661857605,2076.921520996094
5,167.54,128.29068541,3597,19236,128,1605153497.6,382700,0.003,-808582.34375,-1.013486996293068,1956.15380859375
5,169.21,128.71280259000002,3648,19512,129,1863854163.2,388220,0.003,-833775.93125,-0.029986855387687684,1927.88232421875
5,168.42,128.43319544999997,3653,19550,130,2029879424.0,388980,0.003,-839439.83125,-0.49668715596199037,1892.111260986328
5,167.74,126.64046812999999,3676,19683,131,1945738150.4,391640,0.003,-880216.05,0.5924987375736237,2326.665734863281
5,167.33,124.02115088999999,3696,19793,132,1819869894.4,393840,0.003,-893596.078125,0.755445021390915,2262.465051269531
5,168.11,122.63275223,3722,19934,133,1720791366.4,396660,0.003,-887834.578125,0.4513470485806465,2098.2984375
5,169.71,121.08761765999999,3780,20239,134,2274971577.6,402760,0.003,-990993.58125,-0.8989069879055023,2371.2827270507814
5,170.86,121.10930712000001,3810,20413,135,2729965030.4,406240,0.003,-1075303.4,0.8418288782238961,2535.741650390625
5,170.3,120.61053632000001,3814,20448,136,2858199731.2,406940,0.003,-1083547.08125,-0.5373691648244858,2681.202001953125
5,169.85,119.77096536,3831,20553,137,3790169254.4,409040,0.003,-1169642.26875,0.7077103883028031,2871.732470703125
5,169.64,118.56308245,3843,20634,138,3554120345.6,410660,0.003,-1224628.05625,0.7602690190076828,3031.7335693359373
5,168.47,115.45115528000001,3856,20706,139,3931128345.6,412100,0.003,-1283704.4625,-1.2482268005609511,3086.6803344726563
5,172.26,116.77357646,3965,21275,140,5619152076.8,423480,0.003,-1733782.0375,0.9456609904766082,3775.870812988281
5,170.07,110.47905941,3993,21416,141,5790323148.8,426300,0.003,-1773263.25625,-0.8515427783131599,3647.69814453125
5,172.35,113.09419057,4058,21845,142,6338299622.4,434880,0.003,-1876827.9625,-1.052561193704605,3734.8369873046877
5,172.44,113.80838854999998,4084,21987,143,7181948800.0,437720,0.003,-1873231.3875,-0.8514313250780106,3836.9778442382812
5,172.13,112.69482368999998,4105,22091,144,6393205376.0,439800,0.003,-1878208.63125,0.04063437134027481,3837.7515380859377
5,172.15,115.12611678999998,4128,22246,145,6054413900.8,442900,0.003,-1890544.10625,-0.09312379211187363,4036.3451171875
