rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef
146.83939270786516,2461,5,159.35955056179776,14183,89,162834750259.2,0.003,281640,-8417139.15,0.4562102496623993,22279.52998046875
145.3661593888889,2489,5,158.9777777777778,14308,90,162543934259.2,0.003,284140,-8257313.175,0.048073863983154295,22506.4236328125
144.07693715384616,2498,5,157.95604395604394,14374,91,167342987264.0,0.003,285460,-8198145.025,-0.8129536479711532,21718.85068359375
146.18568410869565,2547,5,159.07608695652175,14635,92,168402759680.0,0.003,290680,-8044761.55,0.22201653122901915,23341.77998046875
148.20150449462366,2579,5,159.56989247311827,14840,93,164553984409.6,0.003,294780,-7845732.525,-0.0001785755157470703,22017.07509765625
147.96795985106385,2623,5,160.53191489361703,15090,94,168533164851.2,0.003,299780,-7708101.325,0.9543285667896271,22115.29091796875
147.35526055789475,2641,5,160.2421052631579,15223,95,181143062937.6,0.003,302440,-7731476.875,0.22589619755744933,22912.12900390625
147.33530411458332,2663,5,159.76041666666666,15337,96,188498957926.4,0.003,304720,-7964576.175,0.8652238637208939,22453.944921875
148.21986536082474,2686,5,159.46391752577318,15468,97,184731906867.2,0.003,307340,-7873642.875,1.0043958500027657,22260.07802734375
147.63775647959181,2706,5,158.94897959183675,15577,98,181302944563.2,0.003,309520,-7989882.25,-0.26023139208555224,22936.59130859375
149.2006471111111,2738,5,159.13131313131314,15754,99,200823871078.4,0.003,313060,-7800050.975,-1.7167431592941285,21434.346875
149.46377243999999,2768,5,159.23,15923,100,206214679756.8,0.003,316440,-8103559.625,0.6079971492290497,24612.91865234375
154.39023199999997,2827,5,162.74,16285,101,221551075328.0,0.003,323680,-8369167.9,0.9931338742375374,24253.49951171875
157.94854970999998,2866,5,164.88,16523,102,209833518694.4,0.003,328440,-8480128.375,2.481947070360184,23655.31240234375
159.09814713999998,2888,5,165.67,16619,103,207032673075.2,0.003,330360,-8567039.65,0.5962854832410812,24385.39287109375
159.53844564,2900,5,166.15,16681,104,208476309913.6,0.003,331600,-8610088.675,0.7656832486391068,25165.800390625
161.28436903,2925,5,167.18,16820,105,203880304640.0,0.003,334380,-8792774.55,1.7009611889719962,25761.89482421875
163.05741973999997,2957,5,168.46,16959,106,206171883929.6,0.003,337160,-8761618.75,0.33290389478206633,24684.2203125
165.37191423000002,2990,5,168.45,17126,107,210450032230.4,0.003,340500,-8738063.375,0.28754318952560426,24373.34892578125
