time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,train/n_updates,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/critic_loss,train/actor_loss
1512,95.75017931818184,126.66666666666667,8360,5,66,165180,2.7271402403712273,0.03,0.07403852883726358,6.561955058574677,-11.859231281280518
1546,99.20102941791046,127.82089552238806,8564,5,67,169260,4.075982367992401,0.03,0.05743517577648163,6.868756198883057,-15.61118974685669
1713,112.35686233823532,140.64705882352942,9564,5,68,189260,-0.3883858110755682,0.03,0.058089143596589565,6.364480495452881,-19.95711154937744
1748,111.60002246376814,141.07246376811594,9734,5,69,192660,1.6572323471307755,0.03,0.10177250429987908,7.494047212600708,-19.416886138916016
1798,113.3951766857143,144.05714285714285,10084,5,70,199660,6.281931732594967,0.03,0.030046220682561398,4.831549620628357,-21.701834869384765
1852,117.3089483943662,145.77464788732394,10350,5,71,204980,3.696867723762989,0.03,0.031777186412364246,4.228014194965363,-23.457036876678465
1891,121.01065005555557,147.36111111111111,10610,5,72,210180,-2.0641047835350035,0.03,0.07410330884158611,4.086075079441071,-25.55782279968262
1937,124.47078919178084,148.76712328767124,10860,5,73,215180,3.2310472309589384,0.03,0.08709604907780885,4.688067710399627,-26.22857599258423
1988,127.8928801756757,150.17567567567568,11113,5,74,220240,-1.049583350867033,0.03,0.041412255726754665,6.9262824058532715,-26.969193363189696
2031,131.25860085333335,151.6,11370,5,75,225380,0.9179040305316448,0.03,0.0388847928494215,4.393147552013398,-26.75385160446167
2067,130.80418943421054,152.3684210526316,11580,5,76,229580,4.838989931344986,0.03,0.04580808449536562,5.098554170131683,-25.517671871185303
2102,133.2759736623377,152.94805194805195,11777,5,77,233520,0.9632922738790513,0.03,0.06029773186892271,6.637833774089813,-27.075576877593996
2150,135.88552023076923,153.71794871794873,11990,5,78,237780,1.1016830999404192,0.03,0.05967338271439075,6.493586611747742,-27.129309844970702
2185,135.58432784810128,154.63291139240508,12216,5,79,242300,1.5617199584841728,0.03,0.03480992279946804,6.467770957946778,-27.984212970733644
2217,135.177086,155.3875,12431,5,80,246600,3.66225506067276,0.03,0.03395872563123703,5.132086968421936,-30.085551261901855
2248,137.2718360740741,155.7283950617284,12614,5,81,250260,-2.3108425945043565,0.03,0.08361634202301502,5.813920509815216,-29.28230094909668
2275,139.47183753658538,156.20731707317074,12809,5,82,254160,-0.7401933178305626,0.03,0.03884662538766861,5.702259111404419,-31.02466583251953
2314,142.3690483855422,157.40963855421685,13065,5,83,259280,-1.6994147971272469,0.03,0.06439661625772715,5.298790621757507,-31.772164058685302
2354,141.65845933333335,157.85714285714286,13260,5,84,263180,-2.441530278325081,0.03,0.06000056862831116,5.460300946235657,-30.716971492767335
2399,141.09878169411763,158.4470588235294,13468,5,85,267340,-1.6386334493756294,0.03,0.09585781022906303,5.576994061470032,-29.708835315704345
2442,140.67589731395347,159.12790697674419,13685,5,86,271680,-2.8296024084091185,0.03,0.08729491382837296,6.798864936828613,-27.385279369354247
2478,140.11385873563216,159.64367816091954,13889,5,87,275760,1.3005779013037682,0.03,0.05550900679081679,7.0564316511154175,-25.554159927368165
2537,141.44051789772726,162.0340909090909,14259,5,88,283160,0.8357566714286804,0.03,0.06382897086441516,11.115606951713563,-23.43977451324463
2593,141.4437155730337,163.06741573033707,14513,5,89,288240,1.7599701296538115,0.03,0.05799564030021429,8.136807346343994,-22.62459602355957
2633,143.6126124333333,163.61111111111111,14725,5,90,292480,-4.011967211961746,0.03,0.12518733143806457,10.113339900970459,-24.74680576324463
2673,145.63505157142856,164.04395604395606,14928,5,91,296540,-0.02143903076648712,0.03,0.05715844444930553,7.947227358818054,-24.687297534942626
2720,148.13019432608692,164.97826086956522,15178,5,92,301540,-0.05935243479907513,0.03,0.054718879610300065,6.058074688911438,-26.63594856262207
2759,150.2664072473118,165.6021505376344,15401,5,93,306000,0.3270970921963453,0.03,0.0731024831533432,5.602291393280029,-25.823202991485594
2816,152.67674247872338,166.54255319148936,15655,5,94,311080,-2.6046404987573624,0.03,0.07583655267953873,8.03851044178009,-26.860802841186523
2865,155.01339307368417,167.41052631578947,15904,5,95,316060,0.5305405408143997,0.03,0.04856297969818115,6.454297518730163,-27.96134223937988
2898,154.13268326041666,167.5625,16086,5,96,319700,1.7755012691020966,0.03,0.05916650239378214,7.770841360092163,-26.566660118103027
2958,157.36658457731957,169.38144329896906,16430,5,97,326580,5.538353914022446,0.03,0.027185482997447254,6.016615629196167,-32.328806495666505
3005,157.0402869897959,170.09183673469389,16669,5,98,331360,3.4818436205387115,0.03,0.028343945555388928,6.470951437950134,-31.322035026550292
3049,156.45432158585857,170.5151515151515,16881,5,99,335600,-0.8915450341999531,0.03,0.05258010234683752,7.060901260375976,-30.525868511199953
3100,158.9325113,171.62,17162,5,100,341220,6.735531878471375,0.03,0.03462713100016117,5.53146071434021,-33.10941696166992
3129,161.83100265,173.04,17336,5,101,344700,0.16743244789540768,0.03,0.05262811630964279,7.2629923820495605,-32.301915645599365
3161,162.70256153,174.59,17528,5,102,348540,3.511236183717847,0.03,0.03313231337815523,9.95120997428894,-32.24324369430542
3216,166.5017856,177.0,17791,5,103,353800,0.40606084614992144,0.03,0.06163228824734688,6.5690592408180235,-33.54576416015625
3258,170.01745515,179.14,18014,5,104,358260,-4.173006419092417,0.03,0.06020537167787552,9.51799304485321,-33.98170166015625
3304,173.71267462,180.17,18254,5,105,363060,-4.561740279197693,0.03,0.06431568432599306,5.0442480683326725,-36.445180130004886
3327,176.85506266000002,181.41,18437,5,106,366720,1.3188649445772171,0.03,0.0380226070061326,5.7516784310340885,-36.94300212860107
3373,177.78709421000002,183.22,18636,5,107,370700,-1.6861751317977904,0.03,0.07082169726490975,5.953668749332428,-36.847436618804934
3399,180.79842263000003,184.47,18824,5,108,374460,0.24378466978669167,0.03,0.04778229799121618,7.499110245704651,-36.19090576171875
3454,182.21939999000003,186.55,19071,5,109,379400,-4.01294367313385,0.03,0.08948582895100117,7.19194403886795,-34.62349977493286
3506,185.51557367,188.51,19289,5,110,383760,4.399489188194275,0.03,0.040284373611211774,8.319130158424377,-35.40948677062988
3549,186.66570326999997,190.7,19515,5,111,388280,1.1038866683840751,0.03,0.04770389497280121,6.307871651649475,-32.09320020675659
3580,187.35902797000003,192.42,19700,5,112,391980,2.4881902635097504,0.03,0.06621912866830826,8.62403736114502,-33.28679504394531
3614,188.19778333000002,193.65,19893,5,113,395840,-1.1838690511882306,0.03,0.07335182782262564,6.212179005146027,-31.588792419433595
3652,188.84032479000004,194.95,20111,5,114,400200,-0.1861475758254528,0.03,0.08070755451917648,6.628752255439759,-28.85157117843628
3693,189.95795674000001,196.78,20323,5,115,404440,-3.1145712047815324,0.03,0.06580478716641665,8.807060718536377,-27.88685483932495
3738,193.57988656,198.9,20556,5,116,409100,0.1358313661068678,0.03,0.04879729934036732,10.680197095870971,-30.168073749542238
3772,192.13651627000002,199.37,20751,5,117,413000,-0.28300137966871264,0.03,0.06419102251529693,6.6996967673301695,-30.81976728439331
3806,190.29281919000005,199.69,20968,5,118,417340,3.8268250852823256,0.03,0.0361806059256196,6.179277288913727,-31.514556217193604
3859,190.93757250000002,199.83,21205,5,119,422080,1.0750775132328272,0.03,0.05992632247507572,4.774767863750458,-30.17950258255005
3913,192.25446115000003,200.93,21466,5,120,427300,1.7911818772554398,0.03,0.03900928571820259,5.723523330688477,-31.72559013366699
3970,193.29120638,202.86,21709,5,121,432160,-1.1531131215393544,0.03,0.06858476847410203,6.204191207885742,-31.44367742538452
4010,193.07921914,202.76,21889,5,122,435760,1.5533107962459325,0.03,0.06976395566016436,5.9659594058990475,-32.178004837036134
4050,193.17870091,202.84,22093,5,123,439840,2.9632095359265804,0.03,0.09103223104029894,10.076290059089661,-30.122920513153076
4083,193.28350241999996,202.95,22298,5,124,443940,-3.744428741931915,0.03,0.10767992585897446,5.7097599625587465,-31.148046588897706
4145,194.49613244999998,204.25,22598,5,125,449940,-2.0624921038746833,0.03,0.12777100503444672,7.382773268222809,-29.651987552642822
4208,197.87494758999998,205.26,22877,5,126,455520,-0.688346552848816,0.03,0.08467076607048511,30.786761784553526,-29.0651894569397
4254,197.6690543,205.04,23087,5,127,459720,-1.6325575888156891,0.03,0.056922162882983685,14.143498158454895,-28.31145324707031
4286,197.69410264999996,205.58,23304,5,128,464060,0.14950153604149818,0.03,0.07392419055104256,12.742905211448669,-27.03819360733032
4339,200.6160959,207.41,23558,5,129,469140,-4.670902196317911,0.03,0.09072382487356663,9.458798348903656,-27.477193546295165
4383,199.35257246,208.31,23775,5,130,473480,-2.294177973270416,0.03,0.06490644719451666,7.472199726104736,-27.871495723724365
4433,201.76685635,210.66,24151,5,131,481000,2.18536456823349,0.03,0.08399173095822335,24.13634741306305,-28.279484272003174
4472,199.80970884,210.55,24404,5,132,486060,3.2880802035331724,0.03,0.059708277322351934,6.361378300189972,-27.918008041381835
4513,203.18660991999997,212.55,24621,5,133,490400,1.5527517050504684,0.03,0.06521746851503848,10.106338107585907,-26.959562015533447
4561,204.93753852,215.3,24906,5,134,496100,-0.8480140328407287,0.03,0.07220886759459973,41.4629168510437,-23.028348541259767
4609,206.14943369000005,217.48,25133,5,135,500640,-1.719421535730362,0.03,0.058791070431470874,307.9606574058533,-21.111325168609618
4662,207.71430194,220.05,25398,5,136,505940,-3.395504081249237,0.03,0.13687571845948696,26.283838176727294,-17.85102858543396
4726,212.74167571,223.72,25772,5,137,513420,-0.9294839449226856,0.03,0.24567317143082618,39.42077016830444,-14.48341989517212
4780,217.07753384,226.69,26076,5,138,519500,0.6561574742197991,0.03,0.12274827919900418,1466.8937772274016,-8.494095635414123
4824,217.99822955,228.57,26272,5,139,523420,-0.42021351754665376,0.03,0.10602434352040291,118.43082480430603,-6.798864507675171
4853,218.77710036,230.31,26453,5,140,527040,-2.7794537872076033,0.03,0.2607539065182209,562.8392818450927,-6.6331732213497165
4897,222.08896266,232.2,26651,5,141,531000,-0.8408664219081402,0.03,0.1562814988195896,249.33092784881592,-7.167212551832199
4935,225.30330612,234.0,26840,5,142,534780,-0.8004471331834793,0.03,0.472555011510849,1316.9023288726808,8.63436108827591
4967,226.43146485999998,236.05,27057,5,143,539120,3.3714874148368836,0.03,0.09682839326560497,1192.0791648864747,21.405213403701783
5000,227.50585457,237.53,27266,5,144,543300,-0.8694171097129584,0.03,0.25899224206805227,3986.6470985412598,35.04082841873169
5046,230.34269455,237.99,27523,5,145,548440,-1.5841114312410354,0.03,0.38081634044647217,186.9983236312866,38.36332998275757
5075,230.51822846,238.18,27707,5,146,552120,-0.16967675201594828,0.03,0.15571689009666442,178.54565753936768,31.369864749908448
5106,230.38390526999999,238.03,27893,5,147,555840,1.615188691020012,0.03,0.14291815161705018,144.34664649963378,28.170105266571046
5132,230.29206484000002,237.89,28059,5,148,559160,-0.015391075983643532,0.03,0.1953063912689686,130.7899278640747,27.33711862564087
5162,230.16604641,237.75,28261,5,149,563200,-1.455292673408985,0.03,0.7197299659252167,227.8746223449707,34.97689361572266
5217,233.71509772,238.96,28556,5,150,569100,-0.3332930477336049,0.03,0.5210209563374519,121.29196662902832,38.04204063415527
5260,233.98151251,239.25,28785,5,151,573680,0.9891362562775612,0.03,0.27250443026423454,82.65665969848632,33.628980445861814
5297,232.60467902000005,237.86,28971,5,152,577400,-0.7875657990574837,0.03,0.22360276207327842,80.90027198791503,28.24052686691284
5340,233.30436101000004,238.57,29252,5,153,583020,0.5331939162686468,0.03,0.3627927452325821,78.72530727386474,26.677268552780152
5371,233.13574220000007,238.4,29446,5,154,586900,0.22622736394405366,0.03,0.24836460128426552,919.7850816726684,25.680075454711915
5410,230.40378992,238.03,29646,5,155,590900,1.8299272187054156,0.03,0.18708472326397896,7482.722264480591,29.035011959075927
5441,230.08024489000002,237.69,29837,5,156,594720,-0.39207246601581575,0.03,0.2457625612616539,306.02825317382815,41.27048606872559
5488,227.63163535,237.61,30069,5,157,599360,1.7605633199214936,0.03,0.267905879765749,153.26127548217772,52.91731758117676
5515,227.20197647,237.19,30276,5,158,603500,-0.9815741717815399,0.03,0.22217976823449134,108.91924829483033,58.26339607238769
5551,226.78310909,236.76,30477,5,159,607520,-0.6526107119396329,0.03,0.27445685788989066,706.4926681518555,64.0807508468628
5586,226.34138583,236.31,30683,5,160,611640,-1.55939724445343,0.03,0.2824047714471817,130.59994239807128,60.9684720993042
5628,226.01804082,235.99,30896,5,161,615900,-1.466231855005026,0.03,0.21264619752764702,87.5611307144165,58.06517848968506
5665,223.27421273000004,235.62,31087,5,162,619720,0.4816476248204708,0.03,0.16686926335096358,69.16756210327148,51.13025951385498
5706,223.33643553000005,235.69,31310,5,163,624180,2.631517547369003,0.03,0.15830262936651707,58.0220025062561,44.08267993927002
5773,224.83620541,237.2,31691,5,164,631800,-0.8577954676002264,0.03,0.29180862233042715,80.9759614944458,42.08026390075683
5811,222.52836636,237.28,31910,5,165,636180,-0.5159811392426491,0.03,0.21591994911432266,57.88344020843506,39.05671939849854
5865,223.22358615000002,238.03,32163,5,166,641240,-1.5051405288279056,0.03,0.23996573612093924,62.111123371124265,32.76794176101684
5927,224.71251054999996,239.52,32516,5,167,648300,0.9974771570414305,0.03,0.11105257384479046,56.79381456375122,22.3449684381485
5969,215.61297434999997,231.48,32712,5,168,652220,-1.9911766145378351,0.03,0.22820640951395035,50.47538232803345,19.55378360748291
6001,215.63422000999998,231.51,32885,5,169,655680,1.653443156927824,0.03,0.11245669648051262,48.3329252243042,13.212762880325318
6045,214.24343946000005,230.13,33097,5,170,659920,-1.0772555112838744,0.03,0.15544952526688577,56.33556728363037,12.205641573667526
6088,214.32012118,230.22,33372,5,171,665420,0.5953645661473275,0.03,0.1401727508753538,258.3191600799561,8.742965549230576
6134,211.34634703000003,229.6,33570,5,172,669380,-1.426228809170425,0.03,0.2702659897506237,45.27022743225098,10.2873605966568
6188,209.40025896,230.02,33862,5,173,675220,2.4063450515270235,0.03,0.15701210275292396,52.35205345153808,18.48027812242508
6227,206.41189118,229.39,34052,5,174,679020,1.3893846482038499,0.03,0.13595881834626197,61.39886770248413,19.837689137458803
6266,203.53339623,228.87,34257,5,175,683120,3.073482882976532,0.03,0.08066426925361156,54.235438632965085,20.006305074691774
6310,203.97666339000003,229.31,34511,5,176,688200,-2.2096471071243284,0.03,0.11564575210213661,49.75925178527832,15.750814509391784
6348,201.51685502000004,229.21,34698,5,177,691940,0.007573641277849675,0.03,0.20640811696648598,44.50934104919433,13.619309091567994
6398,201.85922689000003,229.56,34946,5,178,696900,-0.7307228628546,0.03,0.19300564453005792,57.20402183532715,15.092029142379761
6430,201.80422843000005,229.49,35165,5,179,701280,-0.18994120173156262,0.03,0.13164763152599335,69.51271686553955,13.84693660736084
6469,201.58743604000006,229.28,35359,5,180,705160,3.922752767801285,0.03,0.11541202999651431,54.93722343444824,18.77468385696411
6510,199.49745513000002,229.55,35569,5,181,709360,0.7510834941640496,0.03,0.16963927447795868,52.518523597717284,19.741987800598146
6547,197.1446819,229.56,35765,5,182,713280,-0.8117434591054916,0.03,0.14012662805616855,94.16293563842774,24.228220748901368
6599,194.99858798999998,229.79,36044,5,183,718860,0.8140887778252364,0.03,0.12268983125686646,8797.11330795288,33.40362424850464
6637,194.92284970999998,229.72,36232,5,184,722620,1.2809165228158235,0.03,0.2434669777750969,7793.190813827515,37.80886850357056
6700,198.86616594999998,231.28,36596,5,185,729900,2.190369352698326,0.03,0.1361459419131279,81.12400569915772,37.648972797393796
6732,198.75046534999998,231.17,36802,5,186,734020,0.1617226790636778,0.03,0.19199566394090653,112.70459032058716,41.65145473480224
6767,198.82812502000002,231.26,37015,5,187,738280,0.38698565140366553,0.03,0.2272714763879776,67.54663410186768,37.05362577438355
6818,197.52237210000004,229.96,37255,5,188,743080,0.9403691992163659,0.03,0.24195173904299735,105.60620613098145,39.369201850891116
6878,200.22765388,230.32,37545,5,189,748880,-0.3692992143332958,0.03,0.4043267622590065,123.6744924545288,43.13513412475586
6919,197.85774948999997,230.32,37757,5,190,753120,0.6401947151869536,0.03,0.2344578444957733,80.33356246948242,40.20047836303711
6968,196.13698291,230.99,38027,5,191,758520,-0.3134807389229536,0.03,0.2215764783322811,91.07780599594116,41.66538581848145
7012,196.32588248999997,231.21,38299,5,192,763960,1.3319149807095527,0.03,0.22084896340966226,86.74830856323243,44.90088157653808
7038,193.48925610999996,230.73,38474,5,193,767460,0.10866049192845821,0.03,0.1904510848224163,90.45470123291015,42.99793939590454
7072,190.66527278999993,230.27,38682,5,194,771620,1.5196307208389044,0.03,0.16443425193428993,69.47437391281127,42.497124099731444
7120,187.89035359999997,229.88,38892,5,195,775820,0.885346132516861,0.03,0.1859036773443222,88.05198936462402,46.22675342559815
7158,187.87519167,229.88,39074,5,196,779460,1.1600842215120792,0.03,0.20612016543745995,91.6415904045105,47.399308586120604
7208,184.72094732000002,229.11,39341,5,197,784800,1.3588537953794002,0.03,0.1575789727270603,124.35512790679931,43.38130531311035
7242,184.22715685,228.61,39530,5,198,788580,-0.9111268524080515,0.03,0.21447724103927612,87.75347099304199,46.25932273864746
7283,183.96945792999998,228.35,39716,5,199,792300,0.15390735790133475,0.03,0.2343173310160637,91.27121181488037,43.108887100219725
7321,180.65783136000002,227.39,39901,5,200,796000,-1.6160637438297272,0.03,0.23490009680390359,71.13371877670288,41.063427734375
7358,178.31167281,227.39,40075,5,201,799480,-0.39850627556443213,0.03,0.1959209457039833,69.00218830108642,39.68572788238525
7381,178.09821896999998,227.15,40243,5,202,802840,0.29237383753061297,0.03,0.16474655866622925,39.65180807113647,33.391077518463135
7419,175.39647842,226.82,40473,5,203,807440,0.20030098035931587,0.03,0.1247627180069685,55.56404104232788,26.10155267715454
7453,172.84543354,226.66,40680,5,204,811580,1.4444579128175974,0.03,0.18533679470419884,55.941663646698,25.35726327896118
7489,169.9243828,226.1,40864,5,205,815260,0.30309007614850997,0.03,0.16909956485033034,58.18890743255615,23.863328671455385
7528,167.67866721,226.21,41058,5,206,819140,0.8928106876090169,0.03,0.17927331775426864,52.88098936080932,21.476222562789918
7559,167.58054706999997,226.12,41248,5,207,822940,0.7312253691256047,0.03,0.1507114976644516,44.30624175071716,21.040965604782105
7598,165.62795477999995,226.55,41479,5,208,827560,0.9331810526549816,0.03,0.10198016688227654,46.02096366882324,18.923175811767578
7635,165.10033138999998,226.01,41672,5,209,831420,-1.3898322209715843,0.03,0.10502114705741405,47.66565308570862,15.767530751228332
7673,162.63043635999998,225.9,41879,5,210,835560,2.687264692783356,0.03,0.10557514950633048,52.79987545013428,13.660738348960876
7704,162.09778066999996,225.35,42050,5,211,838980,-3.646500039100647,0.03,0.11797943226993084,34.819680738449094,12.264162707328797
7736,162.14965123999997,225.4,42240,5,212,842780,-2.38683739900589,0.03,0.227827550470829,63.544235706329346,10.083524990081788
7777,162.38029064999998,225.63,42456,5,213,847100,-3.04781511425972,0.03,0.10958864092826844,67.83256244659424,10.50894742012024
7821,165.50963579999998,226.4,42751,5,214,853000,-3.9724433183670045,0.03,0.17483923770487309,57.549116897583005,6.457926887273788
7856,168.35346294,226.9,43013,5,215,858240,0.008154090121388435,0.03,0.1998053714632988,76.03919496536255,6.83065619468689
