time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss
50,4180,144.02667878,2,83.6,1607,-106.13311767578125,-0.30157577991485596,0.003,0.18598639965057373,81580,25.385277032852173
51,4255,144.13570303921568,2,83.43137254901961,1638,-107.41435241699219,1.2380011081695557,0.003,0.20181705057621002,83080,27.314948987960815
52,4323,143.43941603846153,2,83.13461538461539,1664,-110.22708129882812,-0.2484389990568161,0.003,0.24288204312324524,84440,22.02246561050415
53,4399,143.29145384905658,2,83.0,1694,-106.90436553955078,-0.3360976576805115,0.003,0.20338045060634613,85960,25.016893100738525
54,4457,142.29902687037034,2,82.53703703703704,1718,-103.29515075683594,-0.08717864751815796,0.003,0.18781492114067078,87120,26.196262645721436
55,4522,141.57979145454544,2,82.21818181818182,1743,-104.36972045898438,0.46004536747932434,0.003,0.18454129993915558,88420,22.544431066513063
56,4642,144.4564048392857,2,82.89285714285714,1790,-96.56620025634766,-0.3725150227546692,0.003,0.1976262927055359,90820,28.551277446746827
57,4731,144.12415305263158,2,83.0,1825,-94.94434356689453,0.6307517290115356,0.003,0.21437561511993408,92600,25.180742502212524
58,4900,145.03490767241382,2,84.48275862068965,1891,-90.2757568359375,0.24557669460773468,0.003,0.25107884407043457,95980,16.59175124168396
59,4960,144.2171889322034,2,84.0677966101695,1915,-89.67155456542969,-0.3463127315044403,0.003,0.23125457763671875,97180,21.21366682052612
60,5104,145.97492856666668,2,85.06666666666666,1972,-89.68299865722656,0.019214048981666565,0.003,0.2273261398077011,100060,18.45580086708069
61,5204,147.51797655737704,2,85.31147540983606,2011,-92.55935668945312,0.6321378946304321,0.003,0.2725122570991516,102060,20.31343283653259
62,5309,149.2749822580645,2,85.62903225806451,2051,-97.52314758300781,0.2905004620552063,0.003,0.32603687047958374,104160,16.961052227020264
63,5405,150.52681906349207,2,85.7936507936508,2089,-97.29139709472656,0.02145540714263916,0.003,0.3475658595561981,106080,27.778086471557618
64,5492,151.23409478125,2,85.8125,2124,-96.0152816772461,-0.29109781980514526,0.003,0.3368891775608063,107820,32.27477684020996
65,5583,152.11634078461537,2,85.8923076923077,2159,-94.99363708496094,0.3324419856071472,0.003,0.31952643394470215,109640,19.8280601978302
66,5680,153.30917251515152,2,86.06060606060606,2197,-89.76787567138672,0.028546549379825592,0.003,0.3152608573436737,111580,20.60263509750366
67,5725,152.18617123880597,2,85.44776119402985,2215,-91.57079315185547,0.20720839500427246,0.003,0.31091758608818054,112480,22.326769208908082
68,5840,154.36308929411763,2,85.88235294117646,2261,-89.42694091796875,0.12527424097061157,0.003,0.29161497950553894,114780,19.394581365585328
69,5874,152.94255526086954,2,85.1304347826087,2274,-84.77338409423828,-0.0006422698497772217,0.003,0.2847706079483032,115460,18.861434268951417
70,5904,151.4673786,2,84.34285714285714,2286,-81.46493530273438,-0.32812759280204773,0.003,0.2812434434890747,116060,17.468991231918334
71,6029,153.84306350704225,2,84.91549295774648,2336,-73.93672180175781,-0.11179151386022568,0.003,0.23227046430110931,118560,16.53069348335266
72,6061,152.44139756944443,2,84.18055555555556,2348,-72.30290222167969,0.04539136588573456,0.003,0.23032009601593018,119200,22.112535333633424
73,6419,155.60823457534246,2,87.93150684931507,2488,-74.91458129882812,0.3959025740623474,0.003,0.205939382314682,126360,11.153011322021484
74,6523,155.4368757837838,2,88.14864864864865,2530,-75.5284423828125,0.2223195731639862,0.003,0.21433287858963013,128440,11.563700795173645
75,6549,153.96297550666668,2,87.32,2540,-74.09606170654297,0.39109885692596436,0.003,0.21987098455429077,128960,14.125887060165406
76,6668,156.00130586842104,2,87.73684210526316,2588,-73.0435791015625,0.39715808629989624,0.003,0.2604232132434845,131340,11.575372695922852
77,6786,157.9638045974026,2,88.12987012987013,2634,-75.90104675292969,-0.11366922408342361,0.003,0.24132828414440155,133700,11.191251707077026
78,6909,160.0800421025641,2,88.57692307692308,2683,-72.8812026977539,-0.24884265661239624,0.003,0.22639642655849457,136160,11.366706085205077
79,6940,158.7218735949367,2,87.84810126582279,2695,-73.19554138183594,0.07951560616493225,0.003,0.23038901388645172,136780,12.90261013507843
80,7055,160.56406656250002,2,88.1875,2742,-75.00936889648438,0.04961729049682617,0.003,0.24141408503055573,139080,14.190645265579224
81,7181,162.92744816049384,2,88.65432098765432,2791,-79.0080795288086,0.5112417936325073,0.003,0.23213213682174683,141600,11.744185614585877
82,7311,165.44654574390245,2,89.15853658536585,2843,-81.1981430053711,-0.12688788771629333,0.003,0.23622256517410278,144200,10.881798720359802
83,7438,167.65191993975904,2,89.6144578313253,2893,-87.62213134765625,-0.231533020734787,0.003,0.2517933249473572,146740,10.544245266914368
84,7562,169.8405918809524,2,90.02380952380952,2942,-90.45772552490234,0.0886390209197998,0.003,0.24937604367733002,149220,12.55094153881073
85,7684,171.74640243529413,2,90.4,2989,-90.39932250976562,0.10859712958335876,0.003,0.24825327098369598,151660,13.21043758392334
86,7806,173.5944614767442,2,90.76744186046511,3036,-90.98576354980469,0.04630417376756668,0.003,0.23447400331497192,154100,10.821158981323242
87,7926,175.14036624137933,2,91.10344827586206,3083,-90.40486145019531,-0.24558928608894348,0.003,0.21757081151008606,156500,8.056000876426697
88,8047,176.89707327272728,2,91.44318181818181,3130,-91.29444885253906,-0.34792274236679077,0.003,0.20924335718154907,158920,9.163223338127136
89,8168,178.4373826516854,2,91.7752808988764,3177,-90.29679870605469,-0.1361652910709381,0.003,0.20495350658893585,161340,14.603759837150573
90,8296,180.25897726666668,2,92.17777777777778,3226,-92.633056640625,0.2715790271759033,0.003,0.20403914153575897,163900,12.887019228935241
91,8413,181.47011646153848,2,92.45054945054945,3272,-94.06271362304688,-0.15882933139801025,0.003,0.216000497341156,166240,12.125598406791687
92,8540,183.29466578260872,2,92.82608695652173,3320,-94.36121368408203,0.14908547699451447,0.003,0.22618800401687622,168780,10.451831483840943
93,8667,185.1298863978495,2,93.19354838709677,3369,-95.70101928710938,0.13428886234760284,0.003,0.22967679798603058,171320,9.20211637020111
94,8787,186.57742931914896,2,93.47872340425532,3415,-95.17638397216797,0.08544608950614929,0.003,0.2454836368560791,173720,9.698775434494019
95,8900,187.4031838526316,2,93.6842105263158,3459,-96.31912231445312,0.14262112975120544,0.003,0.2603361904621124,175980,10.956698131561279
96,9040,189.60044251041668,2,94.16666666666667,3513,-94.94148254394531,-0.17101171612739563,0.003,0.2558077573776245,178780,11.93520483970642
97,9178,191.6131528762887,2,94.61855670103093,3567,-94.44279479980469,0.35552090406417847,0.003,0.24745918810367584,181540,9.817307043075562
98,9321,193.69403657142863,2,95.11224489795919,3622,-94.20704650878906,-0.03541814535856247,0.003,0.2569832503795624,184400,9.189952301979066
99,9464,195.75612442424247,2,95.5959595959596,3677,-96.9893569946289,0.04333548992872238,0.003,0.25786519050598145,187260,10.009518718719482
100,9603,197.74776051000003,2,96.03,3732,-94.6380386352539,0.060760967433452606,0.003,0.2647593021392822,190040,12.030756759643555
101,9747,201.78337191000003,2,97.36,3788,-96.04167175292969,-0.21378295123577118,0.003,0.27033722400665283,192920,12.369558262825013
102,9887,205.35437275,2,98.45,3842,-99.34281921386719,0.5228866934776306,0.003,0.256916880607605,195720,11.160602807998657
103,10027,209.07780658999997,2,99.54,3896,-102.95491027832031,0.021645352244377136,0.003,0.27311939001083374,198520,10.901579308509827
104,10151,212.16083722000002,2,100.63,3944,-99.13545227050781,0.040501177310943604,0.003,0.2685895264148712,201000,10.60018081665039
105,10293,215.73111396000002,2,101.51,3999,-101.73983764648438,0.010777097195386887,0.003,0.2721419930458069,203840,9.984334945678711
106,10432,219.19543669000007,2,102.34,4052,-100.99507904052734,-0.2352161705493927,0.003,0.2683129608631134,206620,9.095241022109985
107,10566,222.154694,2,103.24,4104,-100.48638916015625,-0.10335569828748703,0.003,0.25996994972229004,209300,11.179634189605713
108,10701,225.45192419000003,2,104.29,4157,-105.98440551757812,-0.2178826481103897,0.003,0.26360946893692017,212000,9.794253587722778
109,10840,228.68839588000003,2,105.32,4211,-102.95167541503906,0.07579582929611206,0.003,0.26559218764305115,214780,8.701867914199829
110,10978,231.65974769999997,2,106.17,4265,-103.75157165527344,0.16043421626091003,0.003,0.25186485052108765,217540,9.997599649429322
111,11119,233.46490901,2,106.56,4319,-103.806884765625,-0.025674179196357727,0.003,0.24876686930656433,220360,9.341497755050659
112,11260,235.51838496000005,2,106.92,4374,-105.609375,-0.09322501718997955,0.003,0.24183323979377747,223180,12.197584915161134
113,11397,238.73895947,2,107.91,4427,-105.83966827392578,-0.3403782844543457,0.003,0.24457205832004547,225920,10.72810673713684
114,11536,241.19244583,2,108.53,4480,-109.81895446777344,-0.13822531700134277,0.003,0.24236273765563965,228700,10.474384784698486
115,11679,243.94386148,2,109.29,4535,-109.15696716308594,0.1647556722164154,0.003,0.2518174946308136,231560,9.79565691947937
116,11817,246.03809571000002,2,109.78,4588,-105.87736511230469,-0.22288943827152252,0.003,0.24423781037330627,234320,11.79349057674408
117,11958,246.91829553,2,109.87,4643,-112.22083282470703,-0.2120019793510437,0.003,0.2507951259613037,237140,9.888258028030396
118,12099,250.42442265000003,2,111.0,4697,-113.21571350097656,-0.21950775384902954,0.003,0.24984894692897797,239960,10.920898938179016
119,12239,253.81802889000002,2,112.09,4752,-114.27702331542969,-0.2219633162021637,0.003,0.24880161881446838,242760,10.585990023612975
120,12383,256.07807674000003,2,112.69,4808,-114.59197998046875,0.025341123342514038,0.003,0.24160008132457733,245640,10.455177354812623
121,12522,259.07011394,2,113.61,4862,-111.89881134033203,0.03740425407886505,0.003,0.24166782200336456,248420,12.610134983062744
122,12661,262.28875789,2,114.6,4916,-111.61660766601562,0.19433847069740295,0.003,0.24320733547210693,251200,9.45755593776703
123,12803,265.25391635000005,2,115.41,4971,-117.43417358398438,-0.12587110698223114,0.003,0.24624285101890564,254040,12.3652348279953
124,12942,268.39730726,2,116.38,5025,-115.16474914550781,-0.109080970287323,0.003,0.24994896352291107,256820,12.260200119018554
125,13083,271.39710795999997,2,117.24,5079,-110.54002380371094,0.28942903876304626,0.003,0.25500208139419556,259640,10.278883051872253
126,13222,274.77482176999996,2,118.34,5134,-108.5955810546875,0.5014592409133911,0.003,0.24797075986862183,262420,9.16933889389038
127,13362,277.39073178,2,119.02,5189,-113.58956146240234,-0.304568886756897,0.003,0.25622379779815674,265220,9.402115154266358
128,13502,280.8505739,2,120.13,5243,-113.0106201171875,-0.03204084932804108,0.003,0.2492416501045227,268020,9.783076667785645
129,13639,284.17735293,2,121.2,5296,-115.8763198852539,0.1570841670036316,0.003,0.23916450142860413,270760,10.188805055618285
130,13780,286.00965749,2,121.55,5351,-119.5899429321289,0.05186450481414795,0.003,0.23680737614631653,273580,8.835198712348937
131,13922,286.37409051,2,119.63,5406,-112.87382507324219,-0.12465082854032516,0.003,0.24081866443157196,276420,9.028772830963135
132,14062,285.99958772,2,116.98,5460,-115.25956726074219,0.5228956937789917,0.003,0.23596028983592987,279220,10.124786925315856
133,14204,288.74056109,2,117.51,5515,-118.53935241699219,-0.17511379718780518,0.003,0.2423361837863922,282060,14.075677037239075
134,14344,291.74576351,2,117.7,5570,-118.93840789794922,-0.12320319563150406,0.003,0.22860580682754517,284860,8.176615285873414
135,14484,295.45674402,2,118.58,5624,-122.5530014038086,-0.1359788179397583,0.003,0.2303057163953781,287660,7.196202731132507
136,14627,299.12301987,2,119.36,5679,-121.13136291503906,0.008319586515426636,0.003,0.23060329258441925,290520,8.099769043922425
137,14767,302.54378087999993,2,119.93,5733,-121.03904724121094,-0.04202430322766304,0.003,0.22670026123523712,293320,7.004861116409302
138,14905,304.66246273,2,120.33,5786,-118.66731262207031,-0.32308343052864075,0.003,0.2243104875087738,296080,7.626297426223755
139,15049,306.05371722999996,2,120.55,5841,-121.86534118652344,-0.3091515600681305,0.003,0.2153613418340683,298960,11.017315530776978
140,15190,307.15899504000004,2,120.72,5896,-123.16191101074219,-0.21158063411712646,0.003,0.2182837873697281,301780,8.957193541526795
141,15328,309.29023191000005,2,121.26,5950,-122.91695404052734,0.11347179114818573,0.003,0.21950821578502655,304540,7.280176067352295
142,15469,311.17968351,2,121.52,6005,-119.0748062133789,-0.2857520580291748,0.003,0.22084765136241913,307360,8.333194661140443
143,15611,312.14443992,2,121.7,6060,-121.35527801513672,-0.23830854892730713,0.003,0.22304081916809082,310200,7.716836285591126
144,15750,313.28889334,2,121.87,6115,-120.57396697998047,-0.4537326693534851,0.003,0.22199253737926483,312980,9.663518738746642
145,15890,313.99653271000005,2,122.04,6168,-116.89167785644531,-0.07110883295536041,0.003,0.21283456683158875,315780,7.922184109687805
146,16030,314.73242417,2,122.21,6221,-118.10662841796875,-0.01871144026517868,0.003,0.2149588018655777,318580,7.04334774017334
147,16171,315.80815632,2,122.48,6275,-124.32417297363281,-0.13458678126335144,0.003,0.20725001394748688,321400,7.292543339729309
148,16312,317.94496916,2,123.03,6329,-121.31298828125,-0.03168731927871704,0.003,0.21154215931892395,324220,6.550752139091491
149,16455,320.2125232,2,123.62,6384,-125.94659423828125,-0.2353060245513916,0.003,0.21171773970127106,327080,7.386741828918457
150,16596,322.31973922000003,2,124.16,6439,-117.54203796386719,0.18052291870117188,0.003,0.2113053798675537,329900,7.2758934020996096
151,16737,324.87667894000003,2,124.82,6493,-122.52717590332031,0.1145697832107544,0.003,0.21359406411647797,332720,6.504478788375854
152,16879,327.83131216000004,2,125.56,6547,-125.11503601074219,0.06590839475393295,0.003,0.20884586870670319,335560,6.542973780632019
153,17022,330.52712204000005,2,126.23,6601,-123.01708984375,0.004416443407535553,0.003,0.20220966637134552,338420,6.768971514701843
154,17161,333.61775164000005,2,127.04,6655,-122.82408142089844,-0.3938702642917633,0.003,0.19843164086341858,341200,7.286083149909973
155,17303,336.58330593000005,2,127.81,6710,-127.32347106933594,0.12067810446023941,0.003,0.19581592082977295,344040,6.07523922920227
156,17441,337.4258506500001,2,127.99,6763,-127.35858917236328,-0.24451908469200134,0.003,0.18872281908988953,346800,9.834298634529114
157,17581,340.15787771000004,2,128.5,6816,-129.3914031982422,-0.12311349809169769,0.003,0.19229911267757416,349600,6.953832840919494
158,17722,342.21414087000005,2,128.22,6871,-125.95584106445312,0.18825119733810425,0.003,0.1911919265985489,352420,6.5461266994476315
159,17863,345.25298791000006,2,129.03,6925,-125.81948852539062,-0.24607549607753754,0.003,0.18361765146255493,355240,8.622625303268432
160,18004,346.7556616500001,2,129.0,6980,-126.58316802978516,-0.23340296745300293,0.003,0.18629030883312225,358060,7.62644100189209
161,18142,348.27613297000005,2,129.38,7034,-126.37101745605469,0.10053636133670807,0.003,0.19064296782016754,360820,6.543069064617157
162,18274,349.37517423,2,129.65,7086,-125.5450439453125,-0.4373548924922943,0.003,0.18644104897975922,363460,6.81718156337738
163,18416,351.14348297000004,2,130.11,7141,-128.914794921875,-0.16682440042495728,0.003,0.18498899042606354,366300,6.5191656112670895
164,18556,353.22192529000006,2,130.64,7195,-124.91847229003906,-0.1724320352077484,0.003,0.1877189725637436,369100,6.271209073066712
165,18697,355.19109240000006,2,131.14,7249,-130.90487670898438,0.03214220702648163,0.003,0.18093852698802948,371920,6.459306931495666
166,18837,356.86703207,2,131.57,7303,-132.60142517089844,0.30777236819267273,0.003,0.1842239946126938,374720,6.398455250263214
167,18978,360.05699953,2,132.53,7356,-130.970458984375,0.07430800050497055,0.003,0.1891515851020813,377540,6.811259317398071
168,19120,361.1442597499999,2,132.8,7411,-124.63243865966797,-0.40442121028900146,0.003,0.18271973729133606,380380,6.880381321907043
169,19261,364.5896797099999,2,133.87,7467,-129.93003845214844,-0.195943683385849,0.003,0.17744743824005127,383200,6.451808226108551
170,19404,368.20512946,2,135.0,7522,-129.03311157226562,-0.3492109775543213,0.003,0.168331116437912,386060,5.227268171310425
171,19544,369.0264483900001,2,135.15,7576,-127.19215393066406,0.5479482412338257,0.003,0.1791691929101944,388860,6.263559699058533
172,19686,372.55911878000006,2,136.25,7632,-128.29025268554688,-0.0693531408905983,0.003,0.17576584219932556,391700,8.238570308685302
173,19829,372.83838269,2,134.1,7687,-127.29710388183594,-0.27612045407295227,0.003,0.17639915645122528,394560,6.226983141899109
174,19971,375.48526034,2,134.48,7742,-129.2165069580078,0.0911874920129776,0.003,0.17697961628437042,397400,7.173999309539795
175,20112,379.06682287999996,2,135.63,7796,-131.62413024902344,-0.10930736362934113,0.003,0.17151787877082825,400220,6.656788694858551
176,20254,380.0542542,2,135.86,7852,-131.48773193359375,0.19189046323299408,0.003,0.1640421599149704,403060,7.663834702968598
177,20398,381.11561855,2,136.12,7907,-132.31094360351562,0.08687911182641983,0.003,0.17407318949699402,405940,5.681159114837646
178,20540,381.98697765,2,136.31,7962,-126.21853637695312,0.46969684958457947,0.003,0.1647772341966629,408780,5.713600504398346
179,20681,385.44649792999996,2,137.41,8017,-128.02474975585938,0.4347248375415802,0.003,0.16485737264156342,411600,8.241939401626587
180,20824,386.4939315199999,2,137.69,8073,-134.4964599609375,-0.08132623136043549,0.003,0.1662033349275589,414460,5.747238409519196
181,20965,386.9989612199999,2,137.84,8127,-131.26666259765625,0.33027926087379456,0.003,0.16522932052612305,417280,5.879394710063934
182,21107,387.39645414,2,137.96,8182,-135.35699462890625,0.009694881737232208,0.003,0.1630997508764267,420120,4.607440173625946
183,21248,387.93221318999997,2,138.1,8237,-131.41439819335938,-0.39691391587257385,0.003,0.15595144033432007,422940,5.756240355968475
184,21389,388.47073538999996,2,138.27,8292,-129.22760009765625,-0.5362007021903992,0.003,0.16750192642211914,425760,6.45759117603302
185,21531,389.21819009,2,138.47,8346,-126.900146484375,0.08475784957408905,0.003,0.16425561904907227,428600,7.048310923576355
186,21678,390.10687734,2,138.72,8402,-124.31491088867188,0.3698458969593048,0.003,0.16213274002075195,431540,5.379766535758972
187,21821,391.16355777999996,2,138.95,8457,-129.5924530029297,0.146159365773201,0.003,0.1578105092048645,434400,5.574338853359222
188,21961,391.91884724000005,2,139.14,8511,-129.52330017089844,0.6351222991943359,0.003,0.15110276639461517,437200,5.68321133852005
189,22103,392.84117659000003,2,139.35,8566,-133.21697998046875,-0.43657758831977844,0.003,0.15589670836925507,440040,5.462314891815185
190,22242,393.4029166100001,2,139.46,8619,-129.1444091796875,0.004321541637182236,0.003,0.1605975478887558,442820,4.949354565143585
191,22385,394.60651494999996,2,139.72,8675,-130.09255981445312,0.30928295850753784,0.003,0.1552208960056305,445680,5.129090678691864
192,22524,395.12614691999994,2,139.84,8729,-136.12901306152344,-0.008770972490310669,0.003,0.15783503651618958,448460,4.763861799240113
193,22666,395.70254415999995,2,139.99,8784,-129.87428283691406,-0.17061437666416168,0.003,0.15015868842601776,451300,5.049953687191009
194,22806,396.54528294999994,2,140.19,8840,-132.01303100585938,0.09827902913093567,0.003,0.1563742756843567,454100,5.643195497989654
195,22947,397.9580027100001,2,140.47,8895,-131.30609130859375,-0.27565544843673706,0.003,0.15423667430877686,456920,5.661232435703278
196,23090,398.04507207999995,2,140.5,8949,-130.27972412109375,-0.3974416255950928,0.003,0.1565794050693512,459780,5.189445221424103
197,23231,398.21289520000005,2,140.53,9003,-133.1531219482422,0.3225383758544922,0.003,0.15151618421077728,462600,4.930524182319641
198,23373,398.39451048,2,140.52,9058,-135.95175170898438,-0.5562841296195984,0.003,0.14466212689876556,465440,5.306829214096069
199,23513,398.42577292000004,2,140.49,9113,-126.82980346679688,0.43456733226776123,0.003,0.14863321185112,468240,4.608241033554077
200,23653,398.52225440000007,2,140.5,9167,-135.3485107421875,0.09439517557621002,0.003,0.14854946732521057,471040,5.544855809211731
201,23797,398.54587056,2,140.5,9222,-135.9232177734375,-0.368630588054657,0.003,0.145706444978714,473920,4.258690118789673
202,23936,398.65183987000006,2,140.49,9276,-129.65858459472656,0.2545779347419739,0.003,0.14956991374492645,476700,6.031880390644074
203,24077,398.81153385000005,2,140.5,9330,-135.83914184570312,0.0678761899471283,0.003,0.147586852312088,479520,7.833636069297791
204,24217,399.65780137,2,140.66,9384,-134.24298095703125,0.570177435874939,0.003,0.15058010816574097,482320,5.109760248661042
205,24358,399.79779355,2,140.65,9439,-129.87115478515625,-0.20071274042129517,0.003,0.15075728297233582,485140,7.462302720546722
206,24502,400.09856443000007,2,140.7,9495,-131.87249755859375,0.20436762273311615,0.003,0.13835228979587555,488020,4.243544614315033
207,24642,400.43499828,2,140.76,9549,-133.4207000732422,-0.2388472706079483,0.003,0.14640472829341888,490820,5.173942649364472
208,24785,400.75378162,2,140.84,9603,-137.8629150390625,-0.4543290436267853,0.003,0.1425839364528656,493680,4.548234248161316
209,24927,400.95627136,2,140.87,9658,-130.1427001953125,0.2411976456642151,0.003,0.14096374809741974,496520,5.722441363334656
210,25068,401.21010063,2,140.9,9712,-131.87542724609375,-0.036749467253685,0.003,0.14532357454299927,499340,5.754391252994537
211,25209,401.28151687999997,2,140.9,9766,-133.47303771972656,-0.7859764099121094,0.003,0.1407071202993393,502160,5.7495614886283875
212,25350,401.44351157999995,2,140.9,9821,-136.81068420410156,0.04728437960147858,0.003,0.14017963409423828,504980,7.017910432815552
