time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/actor_loss,train/critic_loss
1884,15.32,3,6.708107869999999,5707,203,0.03,2.1147279739379883,0.0364716537296772,112120,-29.62576675415039,17.909712171554567
1887,15.25,3,6.6512841599999994,5714,204,0.03,1.029412865638733,0.037415605038404465,112260,-31.380203247070312,18.806541013717652
1889,15.2,3,6.61928135,5722,205,0.03,-0.995602011680603,0.042057305574417114,112420,-31.189668655395508,23.300444221496583
1892,15.15,3,6.576459160000001,5729,206,0.03,0.8153042793273926,0.04257925599813461,112560,-27.563945770263672,17.81732020378113
1895,15.09,3,6.52782298,5738,207,0.03,0.9187427759170532,0.040881868451833725,112740,-29.41233253479004,21.16859197616577
1898,15.06,3,6.50233196,5746,208,0.03,0.4113079309463501,0.04216690734028816,112900,-36.55195617675781,20.213896417617796
1900,15.01,3,6.46930234,5754,209,0.03,1.4720336198806763,0.04854366183280945,113060,-31.820825576782227,22.128367757797243
1903,14.97,3,6.442516419999999,5762,210,0.03,-0.14476066827774048,0.05402417108416557,113220,-29.974681854248047,20.585740995407104
1905,14.92,3,6.40021714,5770,211,0.03,0.40055447816848755,0.052741508930921555,113380,-33.393836975097656,19.664807653427125
1908,14.86,3,6.35933371,5777,212,0.03,-1.217170000076294,0.04999449476599693,113520,-26.58367919921875,21.625758934020997
1910,14.83,3,6.33370505,5785,213,0.03,-0.9065607190132141,0.04772675037384033,113680,-29.130046844482422,21.567058324813843
1913,14.78,3,6.28778632,5794,214,0.03,2.8323333263397217,0.048742637038230896,113860,-27.886138916015625,22.532133865356446
1915,14.7,3,6.234693809999999,5801,215,0.03,-0.8011437654495239,0.05207410454750061,114000,-30.857269287109375,26.262583780288697
1918,14.63,3,6.176194079999999,5808,216,0.03,2.4515554904937744,0.05187257379293442,114140,-27.46556282043457,36.114661645889285
1921,14.59,3,6.13758776,5817,217,0.03,-1.616516351699829,0.054303232580423355,114320,-28.853384017944336,24.949123668670655
1924,14.53,3,6.09185893,5825,218,0.03,2.6864635944366455,0.052433475852012634,114480,-28.126190185546875,25.13920660018921
1927,14.5,3,6.06295346,5835,219,0.03,-0.9972294569015503,0.058164749294519424,114680,-27.67749786376953,25.823174238204956
1930,14.44,3,6.00256962,5843,220,0.03,-1.704742670059204,0.05407300591468811,114840,-31.087024688720703,25.340254926681517
1932,14.37,3,5.947102139999999,5850,221,0.03,-0.1785331666469574,0.05056923255324364,114980,-28.261558532714844,23.13590211868286
1935,14.33,3,5.936296869999999,5860,222,0.03,0.677715539932251,0.04709929972887039,115180,-34.319732666015625,20.31437520980835
1937,14.26,3,5.87745227,5867,223,0.03,2.1722233295440674,0.04362725466489792,115320,-25.743722915649414,22.625811910629274
1940,14.23,3,5.853437629999999,5876,224,0.03,1.6015253067016602,0.04296920448541641,115500,-30.78122329711914,18.734316492080687
1944,14.16,3,5.79084744,5885,225,0.03,1.5223199129104614,0.0440998449921608,115680,-26.465106964111328,26.087029886245727
1947,14.09,3,5.74318307,5894,226,0.03,-1.5980899333953857,0.04215467721223831,115860,-28.68621826171875,22.117090797424318
1949,14.02,3,5.691406999999999,5902,227,0.03,-0.6576869487762451,0.0392000675201416,116020,-30.584012985229492,23.53246922492981
