rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef,train/actor_loss,train/ent_coef_loss
188.62,4,7411,34068,222,286.56679083,679340,0.003,81079.8162109375,19.761888027191162,-7581.036157226563,-0.24081694334745407
188.08,4,7432,34163,223,284.78512795999995,681240,0.003,98089.5205078125,23.99834680557251,-8244.015869140625,0.27241223230957984
186.22,4,7450,34244,224,281.3862177,682860,0.003,96324.01015625,33.34613208770752,-9184.0341796875,-0.3424211241304874
184.88,4,7459,34283,225,278.53158672999996,683640,0.003,104228.443359375,35.91205463409424,-9791.806396484375,0.15064899623394012
184.85,4,7492,34439,226,278.13624639999995,686760,0.003,99339.294140625,23.504265785217285,-10275.371142578126,-0.37430533953011036
190.82,4,7636,35091,227,288.4267615499999,699800,0.003,75069.4091796875,17.360598754882812,-8728.729345703125,0.5248066745698452
192.19,4,7717,35458,228,289.94269097999995,707140,0.003,62653.6212890625,17.755362892150877,-8623.088134765625,-0.38841900527477263
200.11,4,7918,36388,229,307.02049967999994,725740,0.003,39864.56025390625,16.870653915405274,-7121.112622070313,0.3403267450630665
202.46,4,7993,36729,230,310.65267492,732560,0.003,42640.164453125,12.692766046524047,-6773.866357421875,0.34626820161938665
197.36,4,8015,36833,231,305.9121644499999,734640,0.003,39498.17099609375,11.584105205535888,-6584.011743164063,-0.45878801941871644
195.93,4,8021,36862,232,303.01502087999995,735220,0.003,41154.35419921875,11.74204649925232,-6473.573266601563,-0.04433151073753834
193.56,4,8029,36899,233,299.32491146,735960,0.003,36237.330859375,11.783709478378295,-6398.5251953125,-0.05114227719604969
194.37,4,8076,37110,234,301.99000143,740180,0.003,34880.25732421875,13.052980947494508,-5882.740063476563,-0.21110888347029685
191.76,4,8085,37152,235,298.16876878000005,741020,0.003,42823.44208984375,12.199945545196533,-5745.020043945313,-0.11860886886715889
193.74,4,8156,37487,236,300.96309653000003,747720,0.003,29040.984619140625,11.2492205619812,-5088.69580078125,0.518280852213502
199.51,4,8311,38202,237,305.74850424,762020,0.003,14417.847265625,9.135036134719849,-3958.7659423828127,0.08981559053063393
205.56,4,8458,38868,238,316.73348544,775340,0.003,12434.727099609376,5.071114420890808,-3184.1543823242187,-0.04690296985208988
207.06,4,8532,39204,239,317.20663571,782060,0.003,16374.05078125,7.155286455154419,-3138.57119140625,-0.06484035402536392
207.72,4,8563,39350,240,318.6272605,784980,0.003,16933.212451171876,7.904010534286499,-3200.7653930664064,-0.19236659593880176
207.95,4,8660,39807,241,322.93710243000004,794120,0.003,13074.068017578125,8.053687620162965,-3212.23173828125,-0.035899043828248975
206.66,4,8678,39889,242,320.57738069,795760,0.003,14426.6232421875,7.87264609336853,-3198.72802734375,0.1532441832125187
210.97,4,8805,40492,243,323.6027002,807820,0.003,13546.517919921875,7.159803247451782,-2968.6291259765626,-0.031033390387892722
211.26,4,8842,40662,244,322.46960935999994,811220,0.003,19988.95771484375,12.463898038864135,-3541.7679809570313,0.0814179576933384
219.75,4,9061,41662,245,331.75275717999995,831220,0.003,13363.303125,8.63239803314209,-4075.6777221679686,-0.1883379515260458
222.54,4,9156,42097,246,337.13145283,839920,0.003,11782.443408203126,5.399512553215027,-3705.4771484375,-0.11627586409449578
226.58,4,9269,42607,247,341.81974099,850120,0.003,9278.7626953125,5.821490168571472,-3184.2255004882813,0.21668337062001228
227.63,4,9315,42834,248,342.94400951999995,854660,0.003,6938.740209960937,5.107646536827088,-2716.9815185546877,0.371080119907856
228.5,4,9388,43168,249,342.94297129,861340,0.003,6971.448706054687,5.914242601394653,-2549.672570800781,0.23144765254110097
227.99,4,9511,43743,250,343.14723942999996,872840,0.003,3989.8132202148436,3.2547919392585754,-2015.350079345703,0.0901236042380333
236.29,4,9731,44743,251,351.46626496,892840,0.003,2272.2595947265627,2.624636745452881,-1284.4756591796875,0.05008261054754257
237.0,4,9795,45040,252,352.59049519,898780,0.003,2542.532391357422,2.9990822315216064,-1299.1610046386718,0.11449201907962561
244.61,4,10014,46040,253,361.19390564,918780,0.003,1346.1276580810547,2.242762792110443,-1123.8329345703125,-0.0627484168857336
244.02,4,10030,46115,254,360.52901477000006,920280,0.003,1326.647268676758,3.019814109802246,-1152.1948669433593,0.047771663032472135
243.74,4,10046,46187,255,360.86865836,921720,0.003,1523.5196716308594,2.5853503346443176,-1141.4553588867188,0.188640689663589
243.86,4,10083,46350,256,362.83736874000004,924980,0.003,1276.5881469726562,2.0063916742801666,-1051.6002014160156,-0.13641192391514778
251.18,4,10306,47350,257,369.3635184,944980,0.003,633.1522171020508,1.286190676689148,-750.0726043701172,-0.026655138470232487
245.33,4,10340,47502,258,362.38453612000006,948020,0.003,777.9235687255859,1.1025837659835815,-727.0511810302735,0.012445368501357735
246.25,4,10374,47652,259,364.3947666100001,951020,0.003,588.8646301269531,0.8952897846698761,-679.9102264404297,0.013279680418781937
246.12,4,10419,47861,260,365.76400245,955200,0.003,583.4553955078125,0.7727518439292907,-604.5121917724609,0.034736228780820964
246.97,4,10458,48043,261,367.11221322000006,958840,0.003,557.9711608886719,1.0088867872953415,-550.3221466064454,0.00027447130960354114
247.69,4,10500,48232,262,365.84839459,962620,0.003,469.6477020263672,0.8744643241167068,-539.06533203125,0.006477648741565645
249.81,4,10572,48565,263,367.77906751,969280,0.003,416.7800765991211,1.1230124413967133,-528.6135360717774,-0.024194982659537345
258.9,4,10793,49565,264,376.62929721,989280,0.003,400.501155090332,0.8932525813579559,-439.3021575927734,0.011101527535356582
264.98,4,10960,50344,265,390.43724392,1004860,0.003,142.63878593444824,0.4852933883666992,-385.6409255981445,0.03657475747168064
270.19,4,11123,51089,266,394.62761147000003,1019760,0.003,83.71093215942383,0.35668336004018786,-273.5221878051758,0.09378308895975351
272.03,4,11184,51363,267,397.3906655800001,1025240,0.003,76.63057746887208,0.5148282468318939,-279.36017456054685,-0.030905760638415814
275.05,4,11273,51754,268,405.9631191600001,1033060,0.003,73.49887828826904,0.38945440798997877,-305.4984527587891,-0.05622495752759278
272.28,4,11293,51839,269,403.34911769000007,1034760,0.003,71.09209175109864,0.3721721574664116,-302.95321197509764,-0.06177031751722097
281.01,4,11512,52839,270,414.77565983,1054760,0.003,112.90631790161133,0.8586437404155731,-301.6220306396484,-0.007399900793097913
283.91,4,11605,53260,271,418.01558078,1063180,0.003,78.35354042053223,0.38740726858377456,-335.96468048095704,-0.09673149837180972
287.3,4,11692,53653,272,421.5027138700001,1071040,0.003,82.17512912750244,0.6814128011465073,-329.54556732177736,0.006793565303087235
287.92,4,11735,53857,273,423.44419669,1075120,0.003,69.15455112457275,0.5074109464883805,-347.2900054931641,0.06509165419265628
294.22,4,11957,54857,274,428.55323952,1095120,0.003,136.22984886169434,1.2286768078804016,-438.6302215576172,-0.009970909054391085
300.7,4,12175,55857,275,434.71641249999993,1115120,0.003,100.9924394607544,0.4648147612810135,-359.28467254638673,0.09433915615081787
303.76,4,12275,56304,276,437.1214415,1124060,0.003,200.27033653259278,0.7854466736316681,-386.9762161254883,0.0029406734742224217
304.01,4,12303,56435,277,438.1068017300001,1126680,0.003,173.0957908630371,0.7849756151437759,-441.3802154541016,0.005540172313340008
305.12,4,12396,56856,278,444.25429163000007,1135100,0.003,204.97278366088867,0.6983366221189499,-509.189892578125,0.039553789608180526
309.08,4,12500,57318,279,451.7172032200001,1144340,0.003,146.5642276763916,0.5577205330133438,-496.01685943603513,-0.08264283780008555
307.24,4,12505,57339,280,447.81348985000005,1144760,0.003,140.05618705749512,0.5310317754745484,-493.16182098388674,-0.0029711578506976368
304.88,4,12514,57376,281,444.0826976800001,1145500,0.003,134.82524299621582,0.47857618927955625,-486.46236114501954,-0.04711879552341998
306.89,4,12582,57680,282,448.4878351,1151580,0.003,102.18954658508301,0.33358892649412153,-414.6941970825195,-0.13787086457014083
307.28,4,12621,57869,283,449.06892222000005,1155360,0.003,349.8272308349609,0.9939719349145889,-411.2275848388672,-0.0008432398390141316
315.77,4,12839,58869,284,457.40550920000004,1175360,0.003,70.57026863098145,0.4997309669852257,-386.75511627197267,0.04602368455380201
324.2,4,13062,59869,285,467.82906769,1195360,0.003,55.07122650146484,0.3898874416947365,-298.9120864868164,-0.022647222178056835
329.18,4,13176,60394,286,477.73735982,1205860,0.003,51.41166191101074,0.43841662257909775,-340.7335479736328,-1.2622075155377388e-05
338.03,4,13391,61394,287,486.46684849999997,1225860,0.003,70.50148715972901,0.42073320746421816,-304.18795623779295,0.035231432877480984
339.58,4,13500,61876,288,487.26066545000003,1235500,0.003,90.84242954254151,0.5434729725122451,-342.47202453613284,-0.05272481134161353
340.9,4,13589,62290,289,490.82128439,1243780,0.003,60.479116439819336,0.4311987593770027,-338.60848236083984,0.03844287320971489
342.75,4,13635,62513,290,494.63442918,1248240,0.003,65.40589122772217,0.3211626723408699,-327.32758178710935,-0.05379277542233467
343.8,4,13692,62782,291,497.45174352999993,1253620,0.003,29.562267971038818,0.1957750678062439,-295.55639801025393,-0.29830428306013346
342.54,4,13738,62982,292,496.45073342999996,1257620,0.003,30.688209438323973,0.18521293848752976,-269.22139129638674,0.011692104302346707
350.79,4,13949,63982,293,514.81525545,1277620,0.003,11.52187647819519,0.12004905454814434,-204.1988426208496,0.14465541280806066
359.31,4,14169,64982,294,538.8635694,1297620,0.003,10.479752326011658,0.12317926809191704,-188.74116897583008,0.012048861011862755
367.23,4,14386,65982,295,561.42720646,1317620,0.003,8.771505904197692,0.1084623534232378,-192.8407760620117,-0.3326675251126289
372.01,4,14505,66522,296,574.72942119,1328420,0.003,10.852525115013123,0.13126164823770523,-193.25242767333984,-0.054627003893256185
373.21,4,14593,66905,297,579.06122052,1336080,0.003,29.45427885055542,0.3126025661826134,-209.0719009399414,-0.1207139752805233
381.53,4,14787,67787,298,591.0773535599999,1353720,0.003,19.970621252059935,0.14961231127381325,-234.2117492675781,0.095001832395792
389.82,4,15006,68787,299,608.16017748,1373720,0.003,14.115033054351807,0.14531540796160697,-206.40246200561523,0.11597460359334946
395.92,4,15161,69494,300,626.5226577299999,1387860,0.003,11.777911496162414,0.14684454277157782,-199.43328247070312,0.5343142330646515
399.13,4,15246,69882,301,635.8314909200001,1395620,0.003,7.391237330436707,0.11059620715677738,-199.58677291870117,-0.28054838329553605
403.24,4,15464,70882,302,657.06570967,1415620,0.003,6.904345321655273,0.1289071783423424,-200.57769165039062,-0.10554023887962102
409.95,4,15615,71578,303,677.7067971000001,1429540,0.003,10.878131866455078,0.13390014991164206,-207.05610733032228,0.003843704983592033
412.95,4,15726,72063,304,688.5780208399999,1439240,0.003,9.672998285293579,0.12420747205615043,-212.58698654174805,-0.11150425150990487
414.58,4,15789,72364,305,695.1925300899999,1445260,0.003,6.969752931594849,0.12032490707933903,-211.56418075561524,-0.7564801059663295
423.28,4,16007,73364,306,720.4624258599998,1465260,0.003,34.34721479415894,0.2562951400876045,-219.55083618164062,-0.2414930250495672
423.0,4,16034,73492,307,720.93106272,1467820,0.003,39.87750253677368,0.4174080953001976,-228.4519821166992,0.03414458073675632
423.03,4,16063,73632,308,721.61700415,1470620,0.003,34.234482765197754,0.4038858339190483,-254.56157302856445,-0.11370183546096087
422.59,4,16123,73910,309,722.42063779,1476180,0.003,36.382469177246094,0.33639092594385145,-238.20855865478515,-0.03049761997535825
424.83,4,16182,74179,310,726.7555998300002,1481560,0.003,40.41429967880249,0.5021962404251099,-271.7951232910156,-0.043061220273375514
433.14,4,16406,75179,311,734.1614448800001,1501560,0.003,16.68520188331604,0.21827490404248237,-250.6737548828125,-0.1630377247929573
435.28,4,16473,75487,312,738.37257273,1507720,0.003,13.434139442443847,0.13903080448508262,-231.04236907958983,-0.18447624184191228
436.44,4,16526,75733,313,741.72781812,1512640,0.003,9.34286026954651,0.12372826859354973,-212.76870574951172,0.2491325091570616
444.43,4,16725,76637,314,766.48112119,1530720,0.003,9.222815334796906,0.1393522821366787,-206.1418716430664,0.2956821408122778
453.44,4,16944,77637,315,793.98531091,1550720,0.003,8.344627451896667,0.13663405403494835,-210.24307861328126,0.0530281763523817
453.86,4,16972,77770,316,795.26919971,1553380,0.003,7.597017157077789,0.14736061915755272,-210.19793319702148,-0.002942429855465889
456.26,4,17068,78197,317,805.35848702,1561920,0.003,10.997742533683777,0.1349836640059948,-211.19930725097657,0.10920779593288898
459.72,4,17154,78610,318,816.7679359399999,1570180,0.003,11.133136129379272,0.11852678805589675,-211.2005958557129,-0.08581079542636871
468.55,4,17372,79610,319,843.3417071499998,1590180,0.003,9.620903253555298,0.13551221862435342,-211.3752182006836,0.30138870775699617
462.59,4,17457,80014,320,844.0324474399999,1598260,0.003,10.255633020401001,0.12659777626395224,-213.40778121948242,-0.01742215044796467
471.88,4,17666,81014,321,875.5220529399999,1618260,0.003,8.756236159801484,0.1133510123938322,-217.99676361083985,0.10316749811172485
479.46,4,17885,82014,322,902.01020635,1638260,0.003,6.57217755317688,0.12874583452939986,-220.80535507202148,-0.06138166189193726
481.17,4,17943,82280,323,908.8769412099999,1643580,0.003,8.615174913406372,0.12467382811009883,-222.0613540649414,-0.28331640362739563
483.48,4,18010,82592,324,917.44466802,1649820,0.003,8.27319667339325,0.11772906817495823,-220.0766830444336,0.22674463503062725
493.09,4,18228,83592,325,948.15891946,1669820,0.003,11.322562456130981,0.1356362856924534,-223.11998901367187,0.4719687484204769
497.49,4,18354,84188,326,963.5478160800001,1681740,0.003,7.245816373825074,0.12336941845715046,-226.76225357055665,0.30331650860607623
500.97,4,18568,85188,327,984.5672321200001,1701740,0.003,8.129791975021362,0.12225679904222489,-230.68465270996094,0.040832430869340894
501.83,4,18669,85641,328,993.7718932500002,1710800,0.003,7.278911375999451,0.14254034012556077,-231.1570686340332,0.29545445628464223
502.53,4,18886,86641,329,1005.4834227700001,1730800,0.003,12.866336345672607,0.1540105238556862,-235.00214233398438,-0.42857161834836005
503.69,4,18987,87098,330,1013.59708612,1739940,0.003,16.070922803878783,0.18688347116112708,-237.170401763916,-0.16685306392610072
504.05,4,19020,87238,331,1014.61804347,1742740,0.003,11.935930204391479,0.1672654591500759,-233.06615676879883,-0.34594583678990604
505.21,4,19051,87383,332,1016.33455122,1745640,0.003,11.223961472511292,0.14483878165483474,-230.1364501953125,-0.4057665948756039
511.25,4,19192,88024,333,1036.2753142000001,1758460,0.003,11.724912762641907,0.1558150313794613,-226.3131896972656,-0.2883643236011267
519.14,4,19407,89024,334,1062.9181296600002,1778460,0.003,10.409855270385743,0.13196454271674157,-228.14706573486328,-0.2078906364738941
528.72,4,19625,90024,335,1093.9279214000003,1798460,0.003,11.585794019699097,0.13887025862932206,-232.15424575805665,-0.10098369978368282
535.37,4,19844,91024,336,1120.8580861100002,1818460,0.003,10.35747504234314,0.12585888095200062,-235.40055084228516,-0.46420445553958417
538.22,4,20062,92024,337,1145.0500151200001,1838460,0.003,9.975123643875122,0.18138513565063477,-238.6650245666504,0.1347994100302458
539.05,4,20225,92773,338,1156.4759329099998,1853440,0.003,8.418369007110595,0.1289936698973179,-238.34673995971679,-0.010524768754839898
537.58,4,20266,92962,339,1157.63702493,1857220,0.003,7.294749307632446,0.12480131350457668,-235.65250396728516,-0.08065551519393921
546.12,4,20482,93962,340,1187.9778799,1877220,0.003,8.713562369346619,0.15429543554782868,-238.0825622558594,-0.15998872481286525
544.55,4,20544,94262,341,1187.6693628,1883220,0.003,19.54832410812378,0.13986981883645058,-237.81958770751953,0.21914450600743293
553.73,4,20760,95262,342,1219.35248404,1903220,0.003,16.551225709915162,0.1298476055264473,-243.5510398864746,0.4410161130130291
550.2,4,20815,95512,343,1221.18479333,1908220,0.003,9.23332667350769,0.12979058399796486,-243.7105743408203,0.3491914551705122
556.49,4,20989,96311,344,1245.59006282,1924200,0.003,10.757146406173707,0.1849294438958168,-244.2060806274414,-0.03421737570315599
556.49,4,21206,97311,345,1267.6564797499998,1944200,0.003,9.055338478088379,0.13291028663516044,-243.1049789428711,0.13688832223415376
562.14,4,21419,98311,346,1293.0304581799999,1964200,0.003,8.855540442466737,0.14371722117066382,-247.5818359375,-0.04670293480157852
564.95,4,21593,99102,347,1312.9117792,1980020,0.003,16.35133719444275,0.19218165874481202,-255.4290283203125,-0.09500362165272236
565.85,4,21664,99419,348,1319.2505369899998,1986360,0.003,14.012010765075683,0.15644720643758775,-251.76100463867186,0.22963449554517865
565.94,4,21738,99762,349,1327.0463414399999,1993220,0.003,15.67808780670166,0.1862968035042286,-253.20350799560546,-0.09411330819129944
561.51,4,21766,99894,350,1321.9158669799997,1995860,0.003,18.347359800338744,0.28789162784814837,-254.54853057861328,-0.07118630660697818
552.83,4,21798,100026,351,1313.03136439,1998500,0.003,19.099009132385255,0.23611095324158668,-260.76075210571287,-0.1478088427335024
551.53,4,21835,100193,352,1310.2267755199998,2001840,0.003,15.938540983200074,0.1820523351430893,-259.6609817504883,0.012509730830788612
547.34,4,21965,100774,353,1308.8266610099997,2013460,0.003,10.060042214393615,0.11852854117751122,-245.85648727416992,-0.37168987169861795
550.18,4,22042,101133,354,1318.38826097,2020640,0.003,11.157564008235932,0.12948368787765502,-240.90715866088868,0.2489736160263419
559.46,4,22265,102133,355,1349.95822098,2040640,0.003,7.813704085350037,0.1277211457490921,-243.59856414794922,-0.1472175620496273
567.83,4,22481,103133,356,1379.1037653999997,2060640,0.003,10.712803423404694,0.13636064603924752,-247.61716842651367,0.32983229868113995
564.13,4,22618,103763,357,1389.77880289,2073240,0.003,10.168287992477417,0.11354744508862495,-249.80632553100585,0.043475935235619545
572.61,4,22828,104763,358,1420.2798709100002,2093240,0.003,10.827525019645691,0.13367001116275787,-251.66508026123046,0.2360719608142972
581.11,4,23038,105763,359,1450.38025291,2113240,0.003,9.297296643257141,0.11798440292477608,-250.13667068481445,-0.056263528391718866
589.02,4,23263,106763,360,1480.3216473400003,2133240,0.003,9.98037416934967,0.1317623019218445,-253.85255813598633,0.14148442149162294
597.2,4,23485,107763,361,1510.9173136900001,2153240,0.003,7.563458049297333,0.12324725203216076,-255.13458786010742,0.038515346497297286
604.63,4,23685,108695,362,1540.6930266699999,2171880,0.003,10.46451394557953,0.11618306078016757,-254.37646484375,0.18537921998649837
606.14,4,23793,109179,363,1552.1113977799998,2181560,0.003,7.7140850067138675,0.1259721226990223,-255.27863845825195,-0.07881884016096592
606.14,4,24017,110179,364,1574.3907861999999,2201560,0.003,7.95818647146225,0.12559543922543526,-252.303564453125,0.17977842874825
602.03,4,24100,110547,365,1570.13699468,2208920,0.003,8.923983716964722,0.11379986256361008,-255.37513580322266,0.030178567767143248
604.58,4,24322,111547,366,1595.08359282,2228920,0.003,7.4075225472450255,0.12181896977126598,-257.5307456970215,-0.1987272035330534
611.84,4,24547,112547,367,1623.95661432,2248920,0.003,8.588622725009918,0.11105415970087051,-258.0440361022949,0.24170158319175244
617.93,4,24759,113547,368,1647.5647094400001,2268920,0.003,6.906305623054505,0.11421705558896064,-258.79684524536134,0.42521646097302435
627.08,4,24973,114547,369,1678.9991016899999,2288920,0.003,8.62367296218872,0.11961303688585759,-259.7326416015625,-0.3750228151679039
627.08,4,25185,115547,370,1698.8153886500002,2308920,0.003,7.893817186355591,0.12985442206263542,-261.8076972961426,0.7231616981327533
632.87,4,25400,116547,371,1726.55495054,2328920,0.003,17.937293541431426,0.1269629679620266,-259.29942321777344,0.28137977942824366
638.94,4,25616,117547,372,1755.4567092300003,2348920,0.003,7.615016055107117,0.124321199208498,-261.1140899658203,-0.5640808230265975
646.9,4,25838,118547,373,1784.6089186200002,2368920,0.003,12.997855949401856,0.11854296810925007,-262.2667007446289,-0.37831646129488944
