rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef,train/actor_loss,train/ent_coef_loss
187.28,4,6124,28200,189,295.8686320599999,561980,0.003,77399.66796875,22.90507764816284,-12255.333837890625,-0.13125393241643907
185.75,4,6132,28238,190,293.26861687999997,562740,0.003,84117.565625,27.458655452728273,-12258.4146484375,-0.3140667639672756
185.82,4,6168,28402,191,292.48058220999997,566020,0.003,64856.801953125,21.864246559143066,-11866.457421875,-0.2562612883746624
187.65,4,6239,28728,192,294.03107846,572540,0.003,63933.796484375,18.891021728515625,-10169.1001953125,-0.0024057094007730482
188.16,4,6277,28903,193,295.27581179000003,576040,0.003,88866.461328125,21.892045879364012,-10119.12568359375,0.12787288352847098
187.72,4,6309,29051,194,294.10626321,579000,0.003,53606.3658203125,22.337052249908446,-10190.90712890625,-0.2355128675699234
189.34,4,6354,29259,195,297.76729428999994,583160,0.003,54638.0966796875,16.891308879852296,-9732.818505859375,-0.21994929611682892
181.86,4,6368,29321,196,288.62616476999995,584400,0.003,50671.24296875,17.118076515197753,-9634.760302734376,-0.05226389206945896
183.94,4,6427,29584,197,292.15417320999995,589660,0.003,64562.5548828125,19.00003089904785,-9144.296484375,0.30544225834310057
183.6,4,6438,29634,198,291.11862862,590660,0.003,71113.7373046875,26.674435138702393,-9386.267822265625,-0.18164195381104947
183.05,4,6476,29805,199,289.34289211000004,594080,0.003,80813.4369140625,25.212653636932373,-10016.06748046875,0.02135043069720268
183.91,4,6499,29902,200,290.33806277,596020,0.003,80085.407421875,26.58044853210449,-10353.629736328125,-0.34281906932592393
183.99,4,6514,29969,201,290.00790767000007,597360,0.003,85309.393359375,27.513974285125734,-10651.189404296874,-0.06326688230037689
188.68,4,6641,30558,202,294.35560424000005,609140,0.003,49523.2939453125,16.451408290863036,-9373.147216796875,-0.21302516609430314
187.1,4,6645,30583,203,291.32136116,609640,0.003,58321.1162109375,17.10790548324585,-9328.520849609375,0.20852169170975685
187.21,4,6684,30768,204,290.61128241999995,613340,0.003,50504.7544921875,17.186990356445314,-9164.347021484375,0.6147707805037499
184.54,4,6715,30906,205,287.71340746999994,616100,0.003,54930.0046875,18.696944999694825,-9178.405712890624,0.5298561438918113
182.74,4,6744,31036,206,285.12640658,618700,0.003,62225.8412109375,17.603489780426024,-9247.813671875,-0.20925940200686455
183.54,4,6779,31192,207,286.24383974999995,621820,0.003,49374.12421875,19.90084924697876,-9232.897900390624,0.026225367933511733
184.54,4,6809,31329,208,288.15509448999995,624560,0.003,56876.30546875,17.434167861938477,-8974.305908203125,0.21011269204318522
187.32,4,6879,31651,209,293.11192675999996,631000,0.003,50205.3064453125,15.780561065673828,-8293.395971679687,-0.009725197032094002
187.26,4,6889,31696,210,293.03236072,631900,0.003,54269.78359375,16.857517337799074,-8274.137646484374,0.2409520886838436
187.13,4,6924,31865,211,292.00685079999994,635280,0.003,42067.89482421875,15.159597778320313,-7738.2572021484375,0.1786485929042101
184.05,4,6945,31959,212,287.47017166,637160,0.003,42795.2974609375,17.33163537979126,-7786.869213867188,-0.5078723482787609
182.76,4,6975,32089,213,284.82933817,639760,0.003,48524.36875,14.287731170654297,-7580.332690429687,-0.5475836075842381
182.21,4,6997,32194,214,283.09434647,641860,0.003,48532.1736328125,15.897189378738403,-7456.805859375,0.11471399739384651
180.57,4,7019,32293,215,280.64855631,643840,0.003,41147.200390625,16.751589012145995,-7557.841333007813,-0.26016637720167635
179.96,4,7041,32384,216,279.09482126,645660,0.003,40194.8810546875,15.604097938537597,-7472.913500976562,-0.03766749203205109
180.51,4,7082,32571,217,279.53950626,649400,0.003,37118.641015625,12.719674491882325,-7112.310498046875,-0.08876894377171993
179.9,4,7096,32638,218,277.91858497,650740,0.003,35625.08173828125,11.140598583221436,-6780.061694335937,-0.06786532551050187
179.87,4,7122,32755,219,277.98835812,653080,0.003,37176.96943359375,9.034957599639892,-6375.8055419921875,-0.21359039321541787
188.77,4,7342,33755,220,287.09788706,673080,0.003,53418.17109375,18.30177230834961,-7200.849877929688,0.6692101776599884
187.74,4,7359,33826,221,285.38181703,674500,0.003,60935.332421875,15.191765737533569,-7080.589379882813,-0.4273189060389996
