time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate
3,485.6963642600001,7557,26912,125,245.51,3.210845708847046,536220,0.09006398916244507,12.134346771240235,-157.72061157226562,0.03
3,493.2473102000001,7666,27294,126,247.52,-1.083537220954895,543860,0.09242291003465652,12.477468681335449,-154.42433166503906,0.03
3,499.9411355800001,7784,27709,127,248.74,0.6388490796089172,552160,0.11143715679645538,13.865266752243041,-160.4776611328125,0.03
3,508.29521096000013,7896,28105,128,251.28,-0.24211063981056213,560080,0.108531653881073,13.998954582214356,-155.94915771484375,0.03
3,511.6052916800001,7969,28362,129,252.64,-2.3302810192108154,565220,0.11209060996770859,14.250936317443848,-168.9588165283203,0.03
3,518.26740125,8076,28747,130,255.04,1.50031316280365,572920,0.09030047059059143,13.202463912963868,-173.4229278564453,0.03
3,538.6964922000001,8354,29747,131,263.47,-0.7512167096138,592920,0.10294634103775024,12.635831785202026,-178.77809143066406,0.03
3,557.88619117,8635,30747,132,271.65,1.281074047088623,612920,0.10896608233451843,13.523347330093383,-180.3652801513672,0.03
3,570.5739122699999,8824,31423,133,276.41,-1.377889633178711,626440,0.12733674049377441,13.401644277572633,-181.31765747070312,0.03
3,589.63145375,9104,32423,134,283.71,0.8734671473503113,646440,0.09756748378276825,12.726608657836914,-186.30911254882812,0.03
3,603.54611054,9278,33048,135,288.2,-1.7298285961151123,658940,0.12307334691286087,14.115706777572631,-189.73611450195312,0.03
3,617.2005739,9467,33715,136,293.47,1.0695364475250244,672280,0.09551125019788742,12.85945234298706,-179.30975341796875,0.03
3,633.3983344999999,9660,34390,137,298.46,-2.9048690795898438,685780,0.11382695287466049,14.650168323516846,-188.4093475341797,0.03
3,636.70799014,9752,34708,138,299.72,2.2580764293670654,692140,0.08679578453302383,15.349054193496704,-184.17776489257812,0.03
3,653.5751027499998,9957,35445,139,305.25,1.0647354125976562,706880,0.11870025098323822,17.024867296218872,-184.93109130859375,0.03
3,662.94497254,10116,36007,140,309.16,0.8026303052902222,718120,0.15955683588981628,90.79299926757812,-201.06539916992188,0.03
3,660.38970523,10132,36067,141,308.43,-0.8883411884307861,719320,0.2080022543668747,126.90958671569824,-205.77862548828125,0.03
3,657.19049879,10154,36146,142,307.57,1.3613810539245605,720900,0.17396339774131775,115.1605110168457,-210.9642791748047,0.03
3,655.0732403400001,10186,36252,143,307.72,0.14641666412353516,723020,0.18456844985485077,84.07046413421631,-205.35733032226562,0.03
3,650.70992985,10245,36455,144,306.8,-0.29669538140296936,727080,0.1456156075000763,55.69822254180908,-219.4883270263672,0.03
3,655.1004099300001,10441,37160,145,311.79,0.5934594869613647,741180,0.19653934240341187,45.35716228485107,-220.274169921875,0.03
3,650.1102492399999,10484,37313,146,310.95,0.8224915266036987,744240,0.18141105771064758,40.2340802192688,-222.024169921875,0.03
