time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates
46,1475,18.909540608695654,3,470,32.06521739130435,0.11721225827932358,0.03,13.919693422317504,0.2977272570133209,-27.94216537475586,27480
47,1620,24.09584840425532,3,520,34.46808510638298,0.11138533800840378,0.03,17.40121626853943,1.0001120567321777,-25.210586547851562,30380
48,1768,28.9698121875,3,570,36.833333333333336,0.09664620459079742,0.03,20.918185234069824,0.3583683967590332,-26.655811309814453,33340
49,1921,33.922947959183674,3,621,39.204081632653065,0.09584717452526093,0.03,37.034715270996095,0.7035638689994812,-23.64488983154297,36400
50,2103,39.492295780000006,3,683,42.06,0.11203623563051224,0.03,106.82285423278809,-0.32297784090042114,-16.213272094726562,40040
51,2196,42.477965686274516,3,714,43.05882352941177,0.10729740560054779,0.03,38.72998914718628,-1.8902270793914795,-13.64005184173584,41900
52,2207,41.658441480769234,3,718,42.44230769230769,0.1035013273358345,0.03,47.068915367126465,-1.6831687688827515,-13.874859809875488,42120
53,2221,40.93199667924529,3,723,41.905660377358494,0.09496475011110306,0.03,48.49842872619629,1.3107573986053467,-18.598854064941406,42400
54,2232,40.21692718518519,3,726,41.333333333333336,0.09486565738916397,0.03,34.8467414855957,0.3067796230316162,-10.569461822509766,42620
55,2241,39.46064227272727,3,729,40.74545454545454,0.09559556841850281,0.03,34.214137935638426,-0.2811964750289917,-11.502650260925293,42800
56,2255,38.81468105357143,3,734,40.267857142857146,0.09599768370389938,0.03,38.58425493240357,-0.5366090536117554,-10.817089080810547,43080
57,2263,38.100541578947364,3,737,39.70175438596491,0.09242494404315948,0.03,36.4863522529602,0.9985663890838623,-11.046266555786133,43240
58,2487,41.89028149999999,3,813,42.87931034482759,0.08502267301082611,0.03,15.170663213729858,-0.7695968151092529,-3.0390586853027344,47720
59,2501,41.25375232203389,3,817,42.389830508474574,0.08057273179292679,0.03,14.627577543258667,-0.4778265953063965,-6.59260368347168,48000
60,2652,45.22943109999999,3,869,44.2,0.05717896670103073,0.03,11.700022768974303,-0.03997783362865448,-7.241343021392822,51020
61,2882,47.29095714754098,3,948,47.24590163934426,0.052231524139642715,0.03,10.318139290809631,-0.19059181213378906,-5.934161186218262,55620
62,2991,49.66127920967741,3,985,48.24193548387097,0.0492127351462841,0.03,15.343669319152832,1.1355183124542236,-5.158715724945068,57800
63,3094,50.168436285714286,3,1021,49.111111111111114,0.0534779354929924,0.03,11.852042269706725,-0.26145681738853455,-11.733034133911133,59860
64,3259,51.777048609375,3,1076,50.921875,0.06905630975961685,0.03,13.05949764251709,-1.390397071838379,-5.455597877502441,63160
65,3436,55.60303536923077,3,1135,52.86153846153846,0.0643593817949295,0.03,15.679468774795533,-1.2939419746398926,-11.417304992675781,66700
66,3630,59.53622392424242,3,1200,55.0,0.06371594220399857,0.03,15.534027004241944,1.2784614562988281,-13.196544647216797,70580
67,3870,64.03100944776119,3,1280,57.76119402985075,0.08698280900716782,0.03,16.16514663696289,0.21139219403266907,-9.978826522827148,75380
68,4003,66.74951625,3,1324,58.86764705882353,0.08632572740316391,0.03,17.93382844924927,0.4508746266365051,-13.220335006713867,78040
69,4181,70.14791008695653,3,1384,60.594202898550726,0.08285892009735107,0.03,13.532931995391845,0.5597615838050842,-12.488483428955078,81600
70,4325,72.96690958571428,3,1432,61.785714285714285,0.09312686324119568,0.03,15.270338439941407,-0.15846459567546844,-12.89560317993164,84480
71,4473,75.73516069014084,3,1483,63.0,0.09112593531608582,0.03,15.525003433227539,0.7061792612075806,-14.298100471496582,87440
72,4634,78.6836129722222,3,1537,64.36111111111111,0.07458444684743881,0.03,13.300536060333252,0.226968914270401,-16.49034309387207,90660
73,4782,81.4133959589041,3,1588,65.5068493150685,0.08286852389574051,0.03,13.921418523788452,-0.6627374291419983,-22.45485496520996,93620
74,4944,84.29598958108107,3,1643,66.8108108108108,0.09131214767694473,0.03,14.173936557769775,-0.19479522109031677,-23.30588150024414,96860
75,5095,86.94527874666666,3,1694,67.93333333333334,0.106064572930336,0.03,15.653829622268677,-0.3563644289970398,-27.872459411621094,99880
76,5244,89.49613030263158,3,1744,69.0,0.10868492722511292,0.03,19.492035627365112,-1.4058403968811035,-27.58965492248535,102860
77,5397,92.12398332467532,3,1795,70.0909090909091,0.09440400451421738,0.03,15.948845815658569,1.2836849689483643,-26.830909729003906,105920
78,5545,94.62775208974358,3,1846,71.08974358974359,0.10274633020162582,0.03,16.329390144348146,-0.38525205850601196,-29.38339614868164,108880
79,5702,97.24486081012658,3,1898,72.17721518987342,0.10544275492429733,0.03,17.6306010723114,0.38003310561180115,-30.02634048461914,112020
80,5860,99.84273236250002,2,1953,73.25,0.1011495590209961,0.03,15.161128282546997,0.8427409529685974,-30.700950622558594,115180
81,6018,102.4955540617284,2,2007,74.29629629629629,0.10453175753355026,0.03,15.574394750595093,1.1491881608963013,-30.233661651611328,118340
82,6178,105.2248732195122,2,2061,75.34146341463415,0.09596287459135056,0.03,17.45939679145813,1.0516090393066406,-31.524429321289062,121540
83,6340,107.84030989156628,2,2115,76.3855421686747,0.10525475442409515,0.03,19.643081951141358,-0.5649746656417847,-35.80903244018555,124780
84,6518,110.79508627380953,2,2175,77.5952380952381,0.11274302750825882,0.03,19.09664225578308,0.968212366104126,-34.87091827392578,128340
85,6702,113.77799243529411,2,2237,78.84705882352941,0.10087664425373077,0.03,18.04666657447815,0.19896745681762695,-34.17263412475586,132020
86,6860,116.04346513953489,2,2290,79.76744186046511,0.08764728158712387,0.03,21.55162320137024,-1.198570966720581,-36.817840576171875,135180
87,7019,118.30107324137931,2,2344,80.67816091954023,0.09305481612682343,0.03,19.587907552719116,-1.5278409719467163,-39.14374923706055,138360
88,7184,120.79669037500001,2,2399,81.63636363636364,0.11132737994194031,0.03,22.31236252784729,-1.9118943214416504,-43.07204818725586,141660
89,7356,123.28956349438204,2,2458,82.65168539325843,0.1158989667892456,0.03,18.221903085708618,1.731095552444458,-40.562461853027344,145100
90,7540,126.24682711111113,2,2519,83.77777777777777,0.1104363426566124,0.03,21.11828303337097,0.4089415371417999,-41.52012252807617,148780
91,7719,128.89541940659342,2,2579,84.82417582417582,0.11290359497070312,0.03,22.873683595657347,-0.8372371196746826,-41.08544921875,152360
92,7884,131.04716176086959,2,2635,85.69565217391305,0.10990222543478012,0.03,21.82318506240845,0.23633724451065063,-38.849517822265625,155660
93,8051,133.27444872043012,2,2690,86.56989247311827,0.0846029669046402,0.03,19.382416820526124,1.2296648025512695,-51.09868621826172,159000
94,8218,135.34461128723404,2,2747,87.42553191489361,0.10312743484973907,0.03,33.80778322219849,-0.3978785276412964,-46.25918197631836,162340
95,8379,137.33664947368422,2,2801,88.2,0.12562496960163116,0.03,20.5646502494812,-0.7016758322715759,-48.147216796875,165560
96,8544,139.37393798958337,2,2857,89.0,0.11127900332212448,0.03,17.362148094177247,-0.0018652454018592834,-49.527687072753906,168860
97,8704,141.09827647422685,2,2911,89.73195876288659,0.09869379550218582,0.03,26.418386220932007,-1.0595674514770508,-49.37565612792969,172060
98,8859,142.72610991836737,2,2964,90.39795918367346,0.10553513467311859,0.03,22.289021253585815,1.005170464515686,-54.58888244628906,175160
99,9024,144.4965818585859,2,3021,91.15151515151516,0.10530407726764679,0.03,17.774084091186523,-0.6949135065078735,-52.59319305419922,178460
100,9188,146.35657601000003,2,3077,91.88,0.10175342857837677,0.03,15.540497398376464,1.0053967237472534,-50.33386993408203,181740
101,9354,149.74200559000002,2,3133,93.41,0.1005624309182167,0.03,20.953211879730226,1.1918795108795166,-56.59904861450195,185060
102,9517,152.99328958000004,2,3188,94.86,0.10520404577255249,0.03,15.461483192443847,1.2150826454162598,-52.625762939453125,188320
103,9682,156.31859962000001,2,3244,96.35,0.11213735491037369,0.03,19.414990854263305,-1.3988925218582153,-59.436614990234375,191620
104,9851,159.64981898000005,2,3300,97.9,0.1210818812251091,0.03,26.104166412353514,-1.0260255336761475,-59.78675842285156,195000
105,10015,162.93693601000004,2,3357,99.43,0.09932991862297058,0.03,24.861578750610352,-0.16994893550872803,-57.7607307434082,198280
106,10185,166.41894417000003,2,3415,100.9,0.13227415084838867,0.03,24.247491884231568,-0.5218820571899414,-57.37332534790039,201680
107,10348,169.7681824,2,3469,102.33,0.12891222536563873,0.03,33.47926006317139,-0.8726957440376282,-55.771244049072266,204940
108,10516,173.28852061999999,2,3526,103.9,0.11350901424884796,0.03,38.44736862182617,0.4688393473625183,-52.270652770996094,208300
109,10689,176.74817862999996,2,3584,105.5,0.10434269160032272,0.03,39.132334518432614,1.379467248916626,-58.67157745361328,211760
110,10863,180.35017812999996,2,3642,106.93,0.13418754935264587,0.03,25.55667371749878,0.6546897292137146,-54.04499816894531,215240
111,11030,183.69764665999995,2,3698,108.49,0.10685175657272339,0.03,16.77954077720642,-0.21928390860557556,-49.982666015625,218580
112,11194,186.98760781999997,2,3752,110.06,0.08414283394813538,0.03,13.851970720291138,0.5931353569030762,-56.141204833984375,221860
113,11378,190.89319331,2,3813,111.82,0.10696668177843094,0.03,21.6778254032135,-1.8979839086532593,-58.70469665527344,225540
114,11540,194.17733460000002,2,3867,113.36,0.09804597496986389,0.03,13.98704652786255,0.32132190465927124,-62.81535339355469,228780
115,11713,197.86796447,2,3925,114.99,0.09540801495313644,0.03,14.346277475357056,-0.00746937096118927,-58.46112823486328,232240
116,11880,201.19571797,2,3980,116.58,0.09649945050477982,0.03,15.53726372718811,-0.1574280858039856,-65.03230285644531,235580
117,12049,204.53259059,2,4036,118.17,0.103961281478405,0.03,15.543406057357789,-0.855193555355072,-72.23089599609375,238960
118,12220,208.12122573,2,4094,119.74,0.0903405100107193,0.03,16.521985864639284,-0.7161039113998413,-68.49972534179688,242380
119,12406,212.04416319,2,4156,121.4,0.09495130181312561,0.03,18.417608118057252,2.6172702312469482,-70.71644592285156,246100
120,12591,215.90042722,2,4219,123.04,0.10221873223781586,0.03,24.405782604217528,-0.7408959865570068,-72.07418823242188,249800
121,12773,219.55465423,2,4279,124.35,0.10109677910804749,0.03,20.186055755615236,0.40398335456848145,-71.93583679199219,253440
122,12960,223.50480216000003,2,4341,125.54,0.10468130558729172,0.03,19.73726315498352,0.46068865060806274,-72.23371887207031,257180
123,13145,227.82909163,2,4403,126.58,0.11652286350727081,0.03,22.731814479827882,0.045074284076690674,-69.93380737304688,260880
124,13332,231.75101928,2,4466,127.86,0.11219803988933563,0.03,25.443169164657593,-0.2742713391780853,-61.837486267089844,264620
125,13517,235.68154622999998,2,4528,129.46,0.1066742092370987,0.03,35.336010456085205,-1.5372352600097656,-74.09442138671875,268320
126,13703,239.47639019,2,4591,131.2,0.1181708350777626,0.03,25.607135581970216,-0.39021599292755127,-65.02241516113281,272040
127,13891,243.47579771999995,2,4654,133.0,0.11539744585752487,0.03,45.6565881729126,-1.1894927024841309,-69.14707946777344,275800
128,14082,247.40900269000002,2,4719,134.84,0.10360091924667358,0.03,21.54826455116272,-0.315344899892807,-72.20651245117188,279620
129,14264,251.33447232999998,2,4780,136.58,0.11493560671806335,0.03,20.96159381866455,0.12316706776618958,-68.76412963867188,283260
130,14451,255.3258204,2,4844,138.39,0.11492417752742767,0.03,36.153628540039065,0.29706519842147827,-63.987701416015625,287000
131,14635,259.21887575,2,4907,140.16,0.1161920502781868,0.03,54.880775928497314,-0.3554046154022217,-65.67143249511719,290680
132,14821,263.21050377,2,4971,141.95,0.11052044481039047,0.03,30.099787425994872,0.2619571387767792,-71.77774810791016,294400
133,15010,267.16788826000004,2,5034,143.76,0.09588797390460968,0.03,27.611635541915895,1.0813897848129272,-66.22151947021484,298180
134,15198,271.13625018000005,2,5097,145.54,0.11856355518102646,0.03,40.54635443687439,-0.6620677709579468,-67.0747299194336,301940
135,15384,275.07099392000003,2,5161,147.3,0.12028300017118454,0.03,27.775904178619385,-0.9105772376060486,-64.70049285888672,305660
136,15569,278.96392686,2,5223,149.04,0.10548342019319534,0.03,20.871454811096193,0.4668182134628296,-69.60176086425781,309360
137,15753,282.85464286,2,5285,150.77,0.12371528148651123,0.03,26.15937352180481,0.5906177163124084,-71.40603637695312,313040
138,15936,286.65874658999996,2,5348,152.49,0.10973893851041794,0.03,38.20664691925049,-0.26060420274734497,-72.79486083984375,316700
139,16123,290.56325094,2,5411,154.25,0.11015956103801727,0.03,29.354823684692384,-0.8972426652908325,-74.71574401855469,320440
140,16304,294.39511639,2,5472,155.96,0.12531952559947968,0.03,27.725774192810057,-0.33398497104644775,-75.1397476196289,324060
141,16488,298.22029986999996,2,5535,157.66,0.11927008628845215,0.03,33.13646841049194,-0.6069835424423218,-74.70367431640625,327740
142,16666,301.96135004,2,5596,158.89,0.11783488839864731,0.03,24.101359605789185,1.9307072162628174,-74.56745910644531,331300
143,16851,303.03880261,2,5658,158.97,0.10918103903532028,0.03,35.27374153137207,-0.8966327905654907,-74.64830780029297,335000
144,17035,305.53007769,2,5720,158.61,0.10524354130029678,0.03,24.20068688392639,0.28796499967575073,-72.93251037597656,338680
145,17226,306.66624881,2,5783,158.97,0.11843961477279663,0.03,34.48657145500183,-0.4710579514503479,-78.31199645996094,342500
146,17419,307.92404552,2,5849,159.44,0.10484370589256287,0.03,27.84462442398071,-0.1204601526260376,-77.81716918945312,346360
147,17601,309.17862469,2,5910,159.81,0.09714919328689575,0.03,40.643860530853274,-0.06770449876785278,-75.11302947998047,350000
148,17786,310.44648626,2,5972,160.18,0.09765294939279556,0.03,31.81232867240906,1.0752737522125244,-78.42384338378906,353700
149,17968,311.59166292,2,6035,160.47,0.13343870639801025,0.03,52.34227209091186,-1.345426082611084,-76.129638671875,357340
150,18150,312.28345427,2,6097,160.47,0.1265333741903305,0.03,167.529976272583,-0.20211255550384521,-78.73907470703125,360980
151,18341,314.32710509000003,2,6162,161.45,0.1290433704853058,0.03,59.43141174316406,-1.0612475872039795,-70.28617095947266,364800
152,18497,317.37301048,2,6215,162.9,0.09614092856645584,0.03,52.055993747711184,0.07488590478897095,-75.18980407714844,367920
153,18679,321.18852751,2,6275,164.58,0.09771666675806046,0.03,48.464161014556886,-0.9509739875793457,-71.09801483154297,371560
154,18864,325.05308691999994,2,6338,166.32,0.10533656924962997,0.03,37.77440128326416,-0.5512567758560181,-73.77651977539062,375260
155,19057,329.06732397,2,6402,168.16,0.11752881109714508,0.03,24.0306827545166,-0.18843933939933777,-79.72183990478516,379120
156,19212,332.03797113,2,6454,169.57,0.07664531469345093,0.03,29.76565890312195,0.48779475688934326,-79.55741882324219,382220
157,19395,335.91311423,2,6515,171.32,0.114173524081707,0.03,28.84394202232361,-1.3065087795257568,-76.04718780517578,385880
158,19581,337.27435329,2,6578,170.94,0.11385222524404526,0.03,30.78847737312317,-0.27694979310035706,-80.78123474121094,389600
159,19771,341.22412227,2,6642,172.7,0.11251255869865417,0.03,38.50271129608154,-0.1642930805683136,-80.06575012207031,393400
160,19931,341.50515344,2,6696,172.79,0.10123874992132187,0.03,32.06468157768249,-1.1315009593963623,-75.36848449707031,396600
161,20112,343.70513773,2,6758,172.3,0.10481313616037369,0.03,33.07174730300903,-0.29821816086769104,-75.1793441772461,400220
162,20292,345.61682173,2,6819,173.01,0.11531727015972137,0.03,37.45929365158081,-0.21693538129329681,-82.62208557128906,403820
163,20474,348.65731831000005,2,6881,173.8,0.11025390028953552,0.03,41.63068494796753,0.6480463743209839,-77.96388244628906,407460
164,20655,351.02940170999995,2,6944,173.96,0.10071065276861191,0.03,51.51494941711426,-0.5134391784667969,-74.07638549804688,411080
165,20838,351.93704541,2,7006,174.02,0.15841469168663025,0.03,58.029017162323,-1.1689519882202148,-76.37357330322266,414740
166,21016,352.66219019,2,7066,173.86,0.11223951727151871,0.03,62.543737697601316,0.5914316177368164,-76.141845703125,418300
167,21199,352.98843050999994,2,7129,173.29,0.10614152997732162,0.03,31.645991230010985,-0.4038459062576294,-70.17741394042969,421960
168,21381,354.30739109,2,7189,173.78,0.1294104903936386,0.03,28.859571838378905,0.6280517578125,-70.76768493652344,425600
169,21563,355.17992594,2,7251,173.82,0.08613185584545135,0.03,37.39792823791504,-0.08203954994678497,-73.62727355957031,429240
170,21748,356.47158134,2,7313,174.23,0.1054803729057312,0.03,28.539949798583983,-0.5201187133789062,-70.8028564453125,432940
171,21934,357.74317577,2,7374,174.61,0.11095365136861801,0.03,47.272484397888185,-0.4683976173400879,-71.49266052246094,436660
172,22122,358.75148471,2,7437,174.88,0.0913875475525856,0.03,21.936011028289794,1.072918176651001,-71.17112731933594,440420
173,22311,359.95081214,2,7500,175.29,0.10458282381296158,0.03,25.807148694992065,-0.591661274433136,-72.14529418945312,444200
174,22496,360.92867428,2,7561,175.52,0.0797927975654602,0.03,21.602038049697875,0.9889591932296753,-75.01664733886719,447900
175,22683,362.06162237999996,2,7623,175.88,0.10152895748615265,0.03,23.095413303375246,0.6195827126502991,-79.44928741455078,451640
176,22872,363.21637484999997,2,7686,176.28,0.08201050758361816,0.03,20.471919441223143,-0.4240975081920624,-74.49000549316406,455420
177,23056,364.20746791,2,7748,176.59,0.08518442511558533,0.03,26.873992443084717,0.43876713514328003,-80.26300048828125,459100
178,23239,365.2802024200001,2,7809,176.94,0.10577181726694107,0.03,18.681165266036988,0.2621930241584778,-75.60234069824219,462760
179,23421,366.18588616,2,7870,177.19,0.08453415334224701,0.03,27.5007981300354,0.2050144076347351,-80.72903442382812,466400
180,23604,367.0243668700001,2,7932,177.44,0.07582537084817886,0.03,19.098310804367067,-0.5463547706604004,-84.23250579833984,470060
181,23793,367.83820283000006,2,7995,177.75,0.06464389711618423,0.03,17.844502925872803,0.9554205536842346,-82.64213562011719,473840
182,23982,368.57588065000004,2,8059,178.04,0.07234633713960648,0.03,18.471219539642334,2.824979782104492,-87.54055786132812,477620
183,24172,369.45335473000006,2,8125,178.32,0.0814528688788414,0.03,21.220922660827636,0.133470356464386,-84.99849700927734,481420
184,24359,369.91278871000003,2,8189,178.41,0.08442044258117676,0.03,26.393860149383546,1.574235200881958,-83.46585083007812,485160
185,24548,370.28113316,2,8254,178.46,0.09545886516571045,0.03,32.57131700515747,-1.1164718866348267,-86.81648254394531,488940
186,24733,371.17276128,2,8317,178.73,0.08740189671516418,0.03,18.13369278907776,-0.08030173182487488,-83.44096374511719,492640
187,24923,372.0586602199999,2,8382,179.04,0.08641935884952545,0.03,35.63437404632568,0.8943551778793335,-87.42218017578125,496440
188,25110,372.71822270000007,2,8446,179.26,0.09580466151237488,0.03,40.129449462890626,-0.8908659815788269,-87.47781372070312,500180
189,25295,373.25521899000006,2,8508,179.39,0.11352717131376266,0.03,88.3955587387085,-0.7702683806419373,-84.27175903320312,503880
190,25482,373.37839635000006,2,8571,179.42,0.14173611998558044,0.03,92.5101800918579,-0.6577955484390259,-72.24331665039062,507620
191,25668,373.65756722,2,8634,179.49,0.09990938752889633,0.03,51.68590288162231,0.6599029302597046,-81.60238647460938,511340
192,25846,374.17125451,2,8694,179.62,0.09672720730304718,0.03,50.559939765930174,-0.22280392050743103,-74.33779907226562,514900
193,26031,374.75250934999997,2,8756,179.8,0.10268370807170868,0.03,29.16225552558899,1.0763671398162842,-73.0648422241211,518600
194,26218,375.41573116,2,8819,180.0,0.07574906945228577,0.03,19.61479353904724,-0.4484097957611084,-82.02755737304688,522340
195,26377,375.26435483,2,8872,179.98,0.08641640841960907,0.03,22.52898507118225,1.5984584093093872,-80.13329315185547,525520
196,26558,375.89694063,2,8933,180.14,0.09240119159221649,0.03,49.588074398040774,-1.415237545967102,-78.81411743164062,529140
197,26747,376.84032313999995,2,8996,180.43,0.1081162691116333,0.03,47.809788370132445,0.2950124144554138,-79.38121032714844,532920
198,26939,377.93302000000006,2,9060,180.8,0.098021499812603,0.03,29.820500469207765,1.193385124206543,-81.87661743164062,536760
199,27118,378.57030640000005,2,9120,180.94,0.08985371142625809,0.03,21.924812936782835,0.20018669962882996,-79.75489044189453,540340
200,27305,379.23082825999995,2,9182,181.17,0.08600392937660217,0.03,28.668050861358644,-0.8354778289794922,-87.20965576171875,544080
201,27493,379.83348001999997,2,9245,181.39,0.06517968326807022,0.03,19.297844552993773,1.1201387643814087,-83.8846206665039,547840
202,27687,380.5791169099999,2,9310,181.7,0.07538732141256332,0.03,20.525193452835083,0.5406800508499146,-84.68487548828125,551720
203,27876,381.28141338999995,2,9373,181.94,0.08315129578113556,0.03,27.793069314956664,0.13448438048362732,-91.62098693847656,555500
204,28055,381.82379468999994,2,9434,182.04,0.07483772188425064,0.03,25.94531183242798,0.7380595803260803,-85.36630249023438,559080
205,28250,382.56538258999996,2,9500,182.35,0.09647838026285172,0.03,19.447711372375487,-0.4850509762763977,-89.25656127929688,562980
206,28437,383.07044134999995,2,9564,182.52,0.06647853553295135,0.03,20.93786768913269,0.46899503469467163,-91.2916488647461,566720
207,28620,383.72037723,2,9627,182.72,0.07393167167901993,0.03,23.996469068527222,-1.077747106552124,-88.08883666992188,570380
208,28805,384.27575721,2,9690,182.89,0.07914501428604126,0.03,30.680766153335572,0.7472171783447266,-87.2877426147461,574080
209,28986,384.65622247000005,2,9751,182.97,0.07377522438764572,0.03,21.56925148963928,0.5045326948165894,-87.59329223632812,577700
210,29176,385.10254139000006,2,9815,183.13,0.06629274785518646,0.03,17.766244173049927,3.5995233058929443,-89.58821868896484,581500
211,29368,385.85987694000005,2,9880,183.38,0.09520918130874634,0.03,27.421866273880006,-1.851482629776001,-87.17269134521484,585340
212,29546,386.50184838,2,9940,183.52,0.05679792910814285,0.03,27.44259147644043,2.113673210144043,-90.79666137695312,588900
213,29732,386.60072937000007,2,10003,183.54,0.08439487963914871,0.03,41.16124224662781,1.401960849761963,-83.57296752929688,592620
214,29917,387.24831096,2,10065,183.77,0.08022981882095337,0.03,71.88147058486939,0.9059667587280273,-85.23184204101562,596320
215,30106,387.59033036,2,10129,183.93,0.08629989624023438,0.03,61.08931379318237,-1.2560529708862305,-84.69660949707031,600100
216,30285,388.17680449000005,2,10189,184.05,0.11840756237506866,0.03,89.37874851226806,0.799115002155304,-84.79663848876953,603680
