time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/actor_loss,train/n_updates
217,30475,388.91180227000007,2,10252,184.26,0.06820840388536453,0.03,24.419240880012513,1.0018017292022705,-84.90017700195312,607480
218,30673,389.48468053000005,2,10318,184.53,0.0728544369339943,0.03,21.759792804718018,-1.332594871520996,-82.4822998046875,611440
219,30854,389.56122496000006,2,10378,184.48,0.07246275246143341,0.03,19.32266116142273,-0.7442289590835571,-81.45390319824219,615060
220,31051,389.72661461,2,10444,184.6,0.08031831681728363,0.03,16.958546495437623,0.32697272300720215,-87.86307525634766,619000
221,31234,389.88010814,2,10505,184.61,0.0811070129275322,0.03,24.230293130874635,-1.7109429836273193,-93.14144897460938,622660
222,31420,389.90430072000004,2,10567,184.6,0.062048979103565216,0.03,20.946220302581786,0.577601432800293,-94.61099243164062,626380
223,31604,389.95690795,2,10629,184.59,0.05359639972448349,0.03,14.387788486480712,3.6835880279541016,-95.70075988769531,630060
224,31791,390.15593556000005,2,10692,184.59,0.07833939045667648,0.03,20.026634645462035,1.0625636577606201,-91.19796752929688,633800
225,31982,390.29007471000006,2,10757,184.65,0.08347351849079132,0.03,26.07109580039978,1.2194123268127441,-93.82777404785156,637620
226,32164,390.42090928000005,2,10818,184.61,0.08015034347772598,0.03,18.905446004867553,0.059323228895664215,-91.195068359375,641260
227,32349,390.34129426,2,10881,184.58,0.08275894075632095,0.03,29.270050287246704,0.8581420183181763,-89.00949096679688,644960
228,32533,390.43626719,2,10943,184.51,0.08557820320129395,0.03,37.754875135421756,-1.682267665863037,-95.38299560546875,648640
229,32721,390.55747011000005,2,11006,184.57,0.06545381993055344,0.03,22.412297010421753,-0.2359480857849121,-93.00186157226562,652400
230,32912,390.65438485000004,2,11070,184.61,0.06003555655479431,0.03,14.167871618270874,1.6757302284240723,-88.84195709228516,656220
231,33100,390.83217448999994,2,11134,184.65,0.07679988443851471,0.03,28.799615097045898,-0.2961454391479492,-90.01798248291016,659980
232,33289,390.90437295000004,2,11197,184.68,0.07145251333713531,0.03,17.231494092941283,2.312110424041748,-91.55254364013672,663760
233,33476,390.9397964800001,2,11261,184.66,0.0695686861872673,0.03,18.776149177551268,0.562805712223053,-94.20246124267578,667500
234,33665,391.02549553000006,2,11325,184.67,0.07358325272798538,0.03,20.473750400543214,-2.100520133972168,-92.32266235351562,671280
235,33853,391.1240267700001,2,11388,184.69,0.07669857889413834,0.03,18.71674680709839,-1.6901962757110596,-94.76602935791016,675040
236,34039,391.21306960000004,2,11452,184.7,0.06539768725633621,0.03,20.330345392227173,2.299358367919922,-96.18557739257812,678760
237,34224,391.31082116000005,2,11516,184.71,0.08122994005680084,0.03,19.331358861923217,-2.8108601570129395,-87.45789337158203,682460
238,34410,391.54385379,2,11578,184.74,0.05688660591840744,0.03,15.914809036254884,1.9656637907028198,-92.70491790771484,686180
239,34592,391.56010213999997,2,11639,184.69,0.07037904858589172,0.03,24.694524788856505,0.18763773143291473,-95.79440307617188,689820
240,34786,391.82020952999994,2,11706,184.82,0.059857841581106186,0.03,15.898637652397156,-1.3001147508621216,-94.50018310546875,693700
241,34973,391.94180617999996,2,11770,184.85,0.09045898169279099,0.03,40.56317296028137,0.1788962185382843,-93.7396011352539,697440
242,35156,392.03484343,2,11832,184.9,0.06901559233665466,0.03,23.11780138015747,0.4887203574180603,-92.62141418457031,701100
243,35335,391.99490855000005,2,11892,184.84,0.09177688509225845,0.03,41.24073600769043,0.37884193658828735,-96.42166137695312,704680
244,35525,392.1423709000001,2,11956,184.9,0.06431479007005692,0.03,23.22633562088013,0.4632042646408081,-96.78958892822266,708480
245,35712,392.24207055000005,2,12020,184.86,0.07683200389146805,0.03,12.643991565704345,-0.34509411454200745,-88.9466552734375,712220
246,35893,392.19075990000005,2,12082,184.74,0.07231020927429199,0.03,25.05934944152832,-2.3762214183807373,-95.26593017578125,715840
247,36078,392.26846091,2,12144,184.77,0.06294557452201843,0.03,23.64738712310791,0.2268681526184082,-96.39144134521484,719540
248,36262,392.33224868,2,12207,184.76,0.05984244868159294,0.03,14.944720530509949,1.8352341651916504,-93.28985595703125,723220
249,36448,392.46630300000004,2,12271,184.8,0.06229724362492561,0.03,13.833892750740052,0.3779519200325012,-94.009521484375,726940
250,36638,392.65181340000004,2,12335,184.88,0.07110679894685745,0.03,29.88448338508606,-0.3841479420661926,-95.01024627685547,730740
251,36826,392.67847613000004,2,12398,184.85,0.06876340508460999,0.03,23.524210977554322,-0.27132683992385864,-96.29910278320312,734500
252,37010,393.57700307000005,2,12460,185.13,0.05833618715405464,0.03,17.602875876426697,0.6341798305511475,-95.25833129882812,738180
253,37196,393.69101169000004,2,12525,185.17,0.0560767687857151,0.03,14.55770709514618,0.7141377925872803,-103.06546783447266,741900
254,37354,392.8587170799999,2,12579,184.9,0.0600467212498188,0.03,26.322881126403807,-1.054999828338623,-98.5528564453125,745060
255,37533,392.71696834999995,2,12642,184.76,0.0838928371667862,0.03,35.841991901397705,0.033867835998535156,-94.2432861328125,748640
256,37724,393.79919771999994,2,12707,185.12,0.0960296168923378,0.03,26.716241788864135,-1.1172394752502441,-91.90603637695312,752460
257,37915,393.93317805999993,2,12773,185.2,0.08187015354633331,0.03,30.068075370788574,0.3100549578666687,-94.01226043701172,756280
258,38099,393.89786191,2,12835,185.18,0.05571110174059868,0.03,17.48398275375366,5.3128862380981445,-93.87987518310547,759960
259,38281,393.78256352000005,2,12897,185.1,0.04890317842364311,0.03,16.273771977424623,1.214184045791626,-94.98178100585938,763600
260,38472,394.70343184000006,2,12961,185.41,0.05312974750995636,0.03,16.376857233047485,0.38143402338027954,-94.2284164428711,767420
261,38656,394.74640384000014,2,13024,185.44,0.0635935589671135,0.03,15.022983717918397,-1.1517208814620972,-91.12673950195312,771100
262,38840,394.7980672300001,2,13087,185.48,0.06698611378669739,0.03,22.166241025924684,-0.47586673498153687,-97.72470092773438,774780
263,38991,393.82767506000005,2,13138,185.17,0.05800504982471466,0.03,19.04231467247009,0.01240992546081543,-96.1536865234375,777800
264,39194,394.10978124,2,13207,185.39,0.07348214834928513,0.03,18.098279619216918,0.9333486557006836,-92.19583129882812,781860
265,39381,394.14096530999996,2,13270,185.43,0.056139376014471054,0.03,14.729029130935668,0.7095677852630615,-94.6394271850586,785600
266,39573,394.25329290999997,2,13335,185.57,0.06474234908819199,0.03,30.899755334854127,1.096007227897644,-96.23190307617188,789440
267,39759,394.35409186,2,13398,185.6,0.10633194446563721,0.03,69.77674360275269,1.7527257204055786,-88.16285705566406,793160
268,39945,394.46604419999994,2,13461,185.64,0.08958156406879425,0.03,54.02359490394592,-1.6809136867523193,-90.85912322998047,796880
269,40133,394.59253041000005,2,13525,185.7,0.06764965504407883,0.03,18.878218793869017,0.3635789453983307,-92.59346008300781,800640
270,40317,394.55832436000003,2,13586,185.69,0.062226880341768265,0.03,14.397741270065307,3.6194798946380615,-86.10897827148438,804320
271,40517,394.7278023799999,2,13654,185.83,0.07972166687250137,0.03,17.82857141494751,-0.0508134663105011,-85.21723937988281,808320
272,40711,394.90991629999996,2,13719,185.89,0.13686566054821014,0.03,22.701858472824096,-1.4158387184143066,-93.1851806640625,812200
273,40899,394.93476174999995,2,13782,185.88,0.06438817828893661,0.03,21.643372344970704,-0.34194961190223694,-89.96340942382812,815960
274,41084,394.95254036,2,13844,185.88,0.07248148322105408,0.03,23.643427443504333,-1.1099227666854858,-92.21134185791016,819660
275,41267,394.89025209000005,2,13907,185.84,0.06582864373922348,0.03,24.963806867599487,-0.10518626868724823,-87.68321990966797,823320
276,41455,394.84580829999993,2,13971,185.83,0.06871775537729263,0.03,18.878313636779787,2.5390796661376953,-93.20899200439453,827080
277,41642,394.82379266000004,2,14035,185.86,0.07367423921823502,0.03,36.41496105194092,1.3006571531295776,-98.83220672607422,830820
278,41829,394.8631956599999,2,14099,185.9,0.06638320535421371,0.03,28.288328981399538,2.8651676177978516,-96.17289733886719,834560
279,42012,394.90269879,2,14161,185.91,0.0548112615942955,0.03,39.81603181362152,2.9589686393737793,-94.02098846435547,838220
280,42205,395.0682307899999,2,14226,186.01,0.08015477657318115,0.03,28.284881019592284,-1.633385181427002,-91.48409271240234,842080
281,42387,395.04031953,2,14288,185.94,0.06365758925676346,0.03,59.37742156982422,2.2075374126434326,-92.55378723144531,845720
282,42572,395.0258320799999,2,14351,185.9,0.07939078658819199,0.03,34.08460340499878,1.6883249282836914,-87.74575805664062,849420
283,42760,394.86471422999995,2,14415,185.88,0.09267906099557877,0.03,40.03697319030762,0.008947253227233887,-88.68513488769531,853180
284,42953,394.89219799,2,14480,185.94,0.07535993307828903,0.03,33.8434072971344,-0.8655351400375366,-88.57926940917969,857040
285,43139,394.87012089,2,14542,185.91,0.0572785958647728,0.03,36.31112241744995,-0.19270449876785278,-91.9314193725586,860760
286,43325,394.77069131000013,2,14604,185.92,0.06390716880559921,0.03,113.56145505905151,-1.4215338230133057,-92.79307556152344,864480
287,43510,394.73602746000006,2,14666,185.87,0.08359259366989136,0.03,45.48637661933899,-2.2399063110351562,-88.73783874511719,868180
288,43697,394.6228222700001,2,14729,185.87,0.09090782701969147,0.03,41.47187533378601,-0.8820208311080933,-92.00112915039062,871920
289,43886,394.63442133000007,2,14793,185.91,0.059337321668863297,0.03,17.531366062164306,0.4979381263256073,-95.0508804321289,875700
290,44073,394.60045606000006,2,14855,185.91,0.07640169560909271,0.03,15.411599349975585,-0.6481292843818665,-90.48233032226562,879440
291,44265,394.67083729000007,2,14920,185.97,0.07821343839168549,0.03,25.99005045890808,-1.6537017822265625,-93.20809173583984,883280
292,44456,394.8326634900001,2,14984,186.1,0.05865044146776199,0.03,31.159547090530396,0.7349746227264404,-95.69293975830078,887100
293,44652,394.92443941000005,2,15050,186.21,0.09302978962659836,0.03,49.84037446975708,-1.9203402996063232,-86.34437561035156,891020
294,44847,395.00156441000007,2,15116,186.29,0.08673790097236633,0.03,42.280135583877566,0.5604020953178406,-87.63491821289062,894920
295,45037,395.8813740500001,2,15180,186.6,0.06553948670625687,0.03,22.28173017501831,-0.44995078444480896,-90.11201477050781,898720
296,45223,395.86488430000014,2,15243,186.65,0.05828316509723663,0.03,17.73803789615631,1.2984943389892578,-94.51475524902344,902440
297,45416,395.84416375000006,2,15309,186.69,0.06873983889818192,0.03,32.45353050231934,-0.13033762574195862,-92.36531066894531,906300
298,45594,395.59013451000004,2,15369,186.55,0.06686119735240936,0.03,20.768418979644775,-1.0813498497009277,-93.38941955566406,909860
299,45776,395.66272066000005,2,15431,186.58,0.05593489855527878,0.03,14.398787331581115,0.9957818984985352,-95.31671142578125,913500
300,45960,395.63037600999996,2,15494,186.55,0.07143869996070862,0.03,26.144713592529296,-1.006838321685791,-93.48027038574219,917180
301,46142,395.5348101,2,15555,186.49,0.05014009028673172,0.03,18.512089347839357,1.7274322509765625,-100.9373779296875,920820
302,46328,395.43976494,2,15616,186.41,0.1003861203789711,0.03,19.823416352272034,-2.179677724838257,-93.97283935546875,924540
303,46513,395.37732731999995,2,15678,186.37,0.06327864527702332,0.03,18.902116107940675,0.9029011130332947,-99.42796325683594,928240
304,46699,395.49157807000006,2,15741,186.44,0.08150853961706161,0.03,107.3310525894165,0.358728289604187,-93.72956848144531,931960
305,46891,395.4857725,2,15804,186.41,0.06364618241786957,0.03,18.192595911026,-1.6339199542999268,-93.88438415527344,935800
306,47079,395.51774747,2,15867,186.42,0.07276534289121628,0.03,21.276560497283935,-2.639951467514038,-96.9163818359375,939560
