time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/actor_loss,train/n_updates
1757,60.58620689655172,187,108.26874137931034,9,29,0.003,0.7213316559791565,1.8205335795879365,0.11467185616493225,-187.07342529296875,33120
1905,63.5,205,113.63556623333332,9,30,0.003,-0.22400574386119843,23.782277369499205,0.13452155888080597,-201.4629669189453,36080
2036,65.6774193548387,220,117.19979425806451,9,31,0.003,-0.271894633769989,4.4918465435504915,0.13576656579971313,-208.64739990234375,38700
2142,66.9375,233,120.34338071875,9,32,0.003,-0.5077301859855652,6.655639344453812,0.13241039216518402,-216.36068725585938,40820
2250,68.18181818181819,245,123.13914342424242,9,33,0.003,0.05927500128746033,3.4717718422412873,0.13827767968177795,-220.72573852539062,42980
2283,67.1470588235294,248,121.12771947058822,9,34,0.003,0.5689963698387146,11.428166890144348,0.14016848802566528,-220.94003295898438,43640
2311,66.02857142857142,252,118.94884974285713,9,35,0.003,-0.12888064980506897,7.563097178936005,0.14528976380825043,-223.0164794921875,44200
2342,65.05555555555556,255,117.06139819444444,9,36,0.003,1.0246663093566895,7.141018521785736,0.14997419714927673,-226.3170166015625,44820
2447,66.13513513513513,267,118.95807186486486,9,37,0.003,-0.7129850387573242,8.216252875328063,0.14831885695457458,-229.17465209960938,46920
2603,68.5,285,124.13555686842105,9,38,0.003,0.8392418622970581,5.575761890411377,0.15911945700645447,-231.43695068359375,50040
2632,67.48717948717949,288,122.26225833333334,9,39,0.003,0.063833087682724,10.674342143535615,0.1573874056339264,-232.82687377929688,50620
2796,69.9,307,127.42587664999999,9,40,0.003,0.21084173023700714,10.166972661018372,0.16561061143875122,-232.18577575683594,53900
2820,68.78048780487805,310,125.32506104878047,9,41,0.003,0.5368112325668335,8.192054796218873,0.17207789421081543,-232.9532470703125,54380
2961,70.5,325,129.75555233333333,9,42,0.003,0.8568174839019775,5.065790319442749,0.15363971889019012,-237.04415893554688,57200
3098,72.04651162790698,341,133.28194488372094,9,43,0.003,0.11073043942451477,14.83601634502411,0.13634394109249115,-236.06243896484375,59940
3124,71.0,344,131.25074779545454,9,44,0.003,-1.0016698837280273,8.098433661460877,0.13667242228984833,-240.91604614257812,60460
3268,72.62222222222222,360,134.63472824444443,9,45,0.003,-0.9657506942749023,10.828818559646606,0.13454416394233704,-237.05490112304688,63340
3435,74.67391304347827,378,139.4298135,9,46,0.003,-0.2835448980331421,17.70753195285797,0.1508634388446808,-241.04531860351562,66680
3554,75.61702127659575,391,141.6532683404255,9,47,0.003,0.34459033608436584,6.011886525154114,0.1516362428665161,-239.65576171875,69060
3686,76.79166666666667,406,144.47948791666667,9,48,0.003,-0.6848585605621338,6.412016868591309,0.15378311276435852,-242.01605224609375,71700
3817,77.89795918367346,421,146.98819381632651,9,49,0.003,-0.10873012244701385,5.330464017391205,0.15797002613544464,-240.18380737304688,74320
3950,79.0,435,149.90161401999998,9,50,0.003,1.0519756078720093,7.3189992070198056,0.14415259659290314,-242.30752563476562,76980
4044,79.29411764705883,445,150.03958799999998,9,51,0.003,-0.7557281255722046,9.775359499454499,0.15047325193881989,-237.8695526123047,78860
4171,80.21153846153847,459,152.4160493653846,9,52,0.003,0.7893027067184448,9.537861752510072,0.15871590375900269,-241.11276245117188,81400
4318,81.47169811320755,475,155.4507430943396,9,53,0.003,0.030886083841323853,6.620213782787323,0.15627560019493103,-235.25015258789062,84340
4460,82.5925925925926,492,157.83488698148145,9,54,0.003,-0.13241693377494812,5.794521021842956,0.16563460230827332,-236.8209686279297,87180
4593,83.50909090909092,507,160.56448138181818,9,55,0.003,0.23876723647117615,6.4464751243591305,0.1730193942785263,-229.5921173095703,89840
4738,84.60714285714286,524,163.03858653571427,9,56,0.003,-0.1673782467842102,6.272893047332763,0.1829526722431183,-225.2454833984375,92740
4884,85.6842105263158,540,165.56136478947366,9,57,0.003,-0.35106292366981506,8.597007489204406,0.15572886168956757,-224.54458618164062,95660
5025,86.63793103448276,556,166.97467479310342,9,58,0.003,0.4074729084968567,6.78864049911499,0.14301487803459167,-223.4634246826172,98480
5166,87.55932203389831,572,169.304030338983,9,59,0.003,0.36322230100631714,6.743959105014801,0.1567390263080597,-224.68203735351562,101300
5277,87.95,584,170.12341873333332,9,60,0.003,-0.5865819454193115,7.515766072273254,0.16227613389492035,-219.83795166015625,103520
5369,88.01639344262296,594,170.3746348852459,9,61,0.003,0.3701273500919342,5.384391891956329,0.16312293708324432,-220.9799346923828,105360
5494,88.61290322580645,609,171.78374651612904,9,62,0.003,0.051896318793296814,7.0987467765808105,0.17323338985443115,-226.65335083007812,107860
5630,89.36507936507937,624,174.0731562063492,9,63,0.003,0.5889788866043091,5.474250602722168,0.200502410531044,-217.00250244140625,110580
5791,90.484375,642,176.47447834374998,9,64,0.003,-0.03851015865802765,8.869934153556823,0.22993117570877075,-223.1124725341797,113800
5951,91.55384615384615,659,178.80496055384614,9,65,0.003,-0.4757597744464874,11.242754173278808,0.21189820766448975,-227.84498596191406,117000
6065,91.89393939393939,672,179.35967866666664,9,66,0.003,0.7128909230232239,7.276248478889466,0.1770527958869934,-228.71759033203125,119280
6183,92.28358208955224,686,179.91125853731342,9,67,0.003,0.9591679573059082,5.847690486907959,0.1701403111219406,-234.32733154296875,121640
6277,92.30882352941177,696,180.0360993088235,9,68,0.003,0.30919522047042847,8.780307865142822,0.18330946564674377,-229.31336975097656,123520
6365,92.2463768115942,706,179.6855268695652,9,69,0.003,0.42016834020614624,6.7836758852005,0.1765788197517395,-226.85769653320312,125280
6505,92.92857142857143,721,181.09816171428568,9,70,0.003,0.11699910461902618,16.171440267562865,0.18092148005962372,-235.69635009765625,128080
6613,93.14084507042253,733,181.29848615492955,9,71,0.003,0.006744399666786194,5.608034408092498,0.18368588387966156,-234.17874145507812,130240
6801,94.45833333333333,755,183.13156440277777,9,72,0.003,-1.094397783279419,7.588776087760925,0.15628504753112793,-241.17926025390625,134000
6881,94.26027397260275,764,182.4191329178082,9,73,0.003,0.12299346923828125,7.625020146369934,0.15271726250648499,-241.64834594726562,135600
7030,95.0,781,184.33966577027027,8,74,0.003,-0.004743203520774841,10.880147778987885,0.17736850678920746,-237.8610076904297,138580
7102,94.69333333333333,789,183.5614568533333,9,75,0.003,0.1691126525402069,10.81519274711609,0.16949462890625,-237.4141082763672,140020
7213,94.90789473684211,800,184.15755823684208,9,76,0.003,0.25188595056533813,6.503551578521728,0.1841980516910553,-245.48910522460938,142240
7359,95.57142857142857,817,185.89763923376623,9,77,0.003,-0.3876287341117859,12.438080096244812,0.2034565806388855,-244.53424072265625,145160
7539,96.65384615384616,837,188.3612462307692,9,78,0.003,-0.05609115958213806,9.910101175308228,0.17474950850009918,-244.94586181640625,148760
7682,97.24050632911393,853,189.8111235189873,9,79,0.003,0.5599732398986816,7.018012547492981,0.16810385882854462,-248.71109008789062,151620
7811,97.6375,868,190.717954225,8,80,0.003,-0.5062645673751831,6.88844678401947,0.1637067347764969,-253.19467163085938,154200
7950,98.14814814814815,884,192.09741282716047,8,81,0.003,0.19220703840255737,9.672667598724365,0.17244914174079895,-251.78689575195312,156980
8098,98.7560975609756,900,193.60795254878047,8,82,0.003,0.27432841062545776,6.082566320896149,0.16298502683639526,-249.73394775390625,159940
8228,99.13253012048193,915,194.62320132530118,8,83,0.003,1.1041393280029297,11.973276281356812,0.1436476707458496,-244.8812713623047,162540
8371,99.6547619047619,930,195.45613921428568,8,84,0.003,0.039052724838256836,9.710355591773986,0.13972215354442596,-244.06333923339844,165400
8524,100.28235294117647,947,196.98906712941175,8,85,0.003,-0.008547663688659668,7.598264050483704,0.138449028134346,-244.12281799316406,168460
8666,100.76744186046511,963,198.3128045,8,86,0.003,0.8446660041809082,9.516687607765197,0.1458040177822113,-235.90188598632812,171300
8795,101.0919540229885,978,198.92300368965516,8,87,0.003,0.7299036383628845,12.935297727584839,0.1613742858171463,-235.2918243408203,173880
8910,101.25,991,199.06604304545453,8,88,0.003,-0.28917330503463745,12.064355111122131,0.18834909796714783,-235.79409790039062,176180
9005,101.17977528089888,1002,198.7596454044944,8,89,0.003,0.29920488595962524,9.248809123039246,0.17220060527324677,-238.38330078125,178080
9140,101.55555555555556,1018,199.4479221777778,8,90,0.003,0.0397489070892334,12.867223381996155,0.15869183838367462,-233.6865692138672,180780
9272,101.89010989010988,1033,200.1598268241758,8,91,0.003,-0.08946987241506577,7.737350964546204,0.18063466250896454,-233.81015014648438,183420
9399,102.16304347826087,1047,200.83756046739128,8,92,0.003,-0.3605153262615204,14.02319962978363,0.17105785012245178,-230.43185424804688,185960
9563,102.82795698924731,1065,202.3740004408602,8,93,0.003,0.11348281055688858,10.131956744194031,0.16549482941627502,-232.82174682617188,189240
9714,103.34042553191489,1082,203.4983504574468,8,94,0.003,-0.39113885164260864,10.377204895019531,0.1523546725511551,-235.512451171875,192260
9837,103.54736842105264,1095,204.3973526,8,95,0.003,-0.3285714387893677,8.320240259170532,0.14978861808776855,-237.18142700195312,194720
9988,104.04166666666667,1112,205.3841730729167,8,96,0.003,-0.22615556418895721,8.895287108421325,0.1606825292110443,-232.4518585205078,197740
10115,104.27835051546391,1126,206.42617155670106,8,97,0.003,-0.11723917722702026,7.71755051612854,0.1549568474292755,-227.65948486328125,200280
10252,104.61224489795919,1142,207.42532647959186,8,98,0.003,0.9547027945518494,7.20453245639801,0.17340758442878723,-228.00697326660156,203020
10407,105.12121212121212,1159,208.6565785555556,8,99,0.003,-0.8576501607894897,9.766441345214844,0.19130931794643402,-218.25753784179688,206120
10555,105.55,1175,209.67271664000003,8,100,0.003,0.2960025668144226,10.904976153373719,0.2319703996181488,-220.0123291015625,209080
10669,106.18,1188,211.16476062000004,8,101,0.003,0.80907142162323,11.871022510528565,0.2834787964820862,-211.19476318359375,211360
10832,107.53,1206,214.11252749000002,8,102,0.003,-0.1297626495361328,14.970763349533081,0.3037600517272949,-204.66220092773438,214620
10990,108.81,1224,217.29618406000006,8,103,0.003,0.17449915409088135,12.971630954742432,0.28971022367477417,-193.75115966796875,217780
11151,110.17,1241,220.36152461000006,8,104,0.003,-0.07562790811061859,10.844176602363586,0.3244855999946594,-192.52163696289062,221000
11292,111.16,1257,223.17502224,8,105,0.003,-0.2199714630842209,8.912091279029847,0.34692487120628357,-175.92236328125,223820
11407,111.85,1269,224.73731672000002,8,106,0.003,-0.10418285429477692,8.9163649559021,0.3097790479660034,-179.6409912109375,226120
11593,113.22,1290,228.45595051,8,107,0.003,0.04610481113195419,7.330374360084534,0.26132163405418396,-166.73875427246094,229840
11648,113.48,1296,229.0082219,8,108,0.003,-0.032129548490047455,5.837323594093323,0.2623023986816406,-163.1591796875,230940
11731,114.05,1305,229.11838491999998,8,109,0.003,0.5774415731430054,6.519059801101685,0.2736630141735077,-168.46502685546875,232600
12009,116.44,1334,230.98604327,8,110,0.003,-0.6167660355567932,7.015809774398804,0.22956426441669464,-162.08489990234375,238160
12072,116.69,1341,230.69984217,8,111,0.003,-0.0944291204214096,10.663725018501282,0.21747063100337982,-170.85711669921875,239420
12111,116.67,1345,230.06674159000002,8,112,0.003,0.4602759778499603,9.635628461837769,0.22055914998054504,-168.6004638671875,240200
12351,118.5,1372,231.70244375,8,113,0.003,-0.1396634727716446,5.053856861591339,0.2035105973482132,-164.67776489257812,245000
12462,119.04,1384,231.76434481,9,114,0.003,0.6083858609199524,10.743441295623779,0.18869085609912872,-163.28477478027344,247220
12565,119.62,1395,231.94550931999999,9,115,0.003,0.0514463372528553,11.988314199447633,0.19779649376869202,-165.9207305908203,249280
12885,122.36,1430,235.71926072000002,9,116,0.003,-0.23829352855682373,5.242773711681366,0.19228364527225494,-171.8358612060547,255680
13054,123.4,1448,238.19133383,9,117,0.003,-0.30194783210754395,5.639181935787201,0.14528995752334595,-170.7669677734375,259060
13214,123.52,1466,238.9173506,9,118,0.003,0.3312928080558777,4.573120701313019,0.14090664684772491,-175.03221130371094,262260
13358,124.59,1481,241.48386159,9,119,0.003,-0.49838095903396606,5.289077341556549,0.13942953944206238,-177.83604431152344,265140
13509,124.92,1498,242.57824584999997,9,120,0.003,-0.13159802556037903,4.140335536003112,0.14927779138088226,-179.90814208984375,268160
13649,125.78,1513,244.77950124,9,121,0.003,-0.08262340724468231,6.124517571926117,0.14963647723197937,-180.54518127441406,270960
13791,126.73,1529,246.93111123,9,122,0.003,0.041283443570137024,4.346697759628296,0.160011887550354,-183.47349548339844,273800
13935,127.71,1544,249.17299016,9,123,0.003,0.18013101816177368,5.041734659671784,0.15573300421237946,-179.2366180419922,276680
14094,129.05,1562,251.97823727,9,124,0.003,-0.12704266607761383,5.906836724281311,0.17355331778526306,-179.1731414794922,279860
14238,129.94,1578,254.03598669000002,9,125,0.003,0.7621974349021912,5.389353954792023,0.16281035542488098,-172.8250274658203,282740
14396,130.48,1594,255.06471228,9,126,0.003,-0.07319702953100204,5.223304498195648,0.1644333451986313,-173.61904907226562,285900
14528,130.47,1608,254.97270526000003,9,127,0.003,0.1867203414440155,5.049709808826447,0.1922781765460968,-171.5942840576172,288540
14681,130.55,1625,255.40292311000002,9,128,0.003,0.4978688955307007,5.41025322675705,0.17843501269817352,-169.32073974609375,291600
14908,131.51,1649,257.81067536,9,129,0.003,0.8670657873153687,3.923821675777435,0.1701415479183197,-165.90899658203125,296140
15183,132.78,1679,261.82398149,9,130,0.003,-0.599854588508606,6.377896797657013,0.16352751851081848,-165.1441650390625,301640
15369,133.33,1699,264.05824530999996,9,131,0.003,-0.0361732542514801,3.841076874732971,0.1539638638496399,-165.90174865722656,305360
15488,133.46,1712,264.33147613,9,132,0.003,-0.509815514087677,6.027143263816834,0.15661288797855377,-167.64144897460938,307740
15664,134.14,1731,266.18574244999996,9,133,0.003,0.6138015389442444,5.905170869827271,0.15802347660064697,-162.44918823242188,311260
15815,135.32,1748,269.38859941999993,9,134,0.003,0.440723180770874,4.607055914402008,0.18242157995700836,-164.38473510742188,314280
15996,136.85,1768,273.71713038999997,9,135,0.003,0.18427562713623047,4.038715970516205,0.16341961920261383,-162.6103515625,317900
16192,138.5,1789,278.48005546999997,9,136,0.003,-0.16707193851470947,4.522678244113922,0.1418340653181076,-161.58975219726562,321820
16356,139.09,1807,280.65286689,9,137,0.003,-0.1418909728527069,4.219584131240845,0.16313502192497253,-160.9317626953125,325100
16555,139.52,1829,282.24190612,9,138,0.003,0.10883526504039764,4.362149810791015,0.17144396901130676,-165.1946258544922,329080
16737,141.05,1849,286.03083596000005,9,139,0.003,-0.5795366764068604,3.9347334265708924,0.13503380119800568,-169.62225341796875,332720
16928,141.32,1871,287.61137875000003,9,140,0.003,0.09200248122215271,4.0606871247291565,0.14092831313610077,-165.54954528808594,336540
17161,143.41,1896,293.60818731,9,141,0.003,-0.4267033636569977,5.584368169307709,0.1526777744293213,-173.97337341308594,341200
17416,144.55,1923,297.7380966,9,142,0.003,0.6862823367118835,3.662836802005768,0.15142664313316345,-175.28372192382812,346300
17644,145.46,1948,301.3438188,9,143,0.003,-0.31999582052230835,4.348159956932068,0.163770854473114,-177.17648315429688,350860
17836,147.12,1969,306.17076452999993,9,144,0.003,-0.1487518846988678,7.553764641284943,0.16560523211956024,-183.26016235351562,354700
18015,147.47,1988,308.1898577,9,145,0.003,0.3866928815841675,4.908033442497254,0.16312381625175476,-184.72305297851562,358280
18245,148.1,2013,311.18088452999996,9,146,0.003,0.19956611096858978,4.67879102230072,0.147319033741951,-185.2530059814453,362880
18510,149.56,2043,316.39624454999995,9,147,0.003,0.5807952880859375,3.7580158352851867,0.15029394626617432,-183.35888671875,368180
18617,149.31,2055,315.80937654999997,9,148,0.003,0.3423459827899933,5.0070266962051395,0.15094901621341705,-181.939453125,370320
18834,150.17,2079,319.71405534,9,149,0.003,-0.015743941068649292,4.738246870040894,0.1733500361442566,-186.5662841796875,374660
19036,150.86,2102,322.88353159,9,150,0.003,-0.49126914143562317,6.612013971805572,0.1851082593202591,-183.63031005859375,378700
19317,152.73,2132,329.32115968,9,151,0.003,-0.028461158275604248,4.990387260913849,0.16995219886302948,-179.74551391601562,384320
19637,154.66,2167,336.5178041,9,152,0.003,0.27775338292121887,4.483592331409454,0.19020527601242065,-183.55380249023438,390720
19738,154.2,2179,335.17898105,9,153,0.003,-0.07837405055761337,4.8280983686447145,0.19202718138694763,-183.1624755859375,392740
20224,157.64,2232,347.53542038000006,9,154,0.003,0.2591732442378998,5.45818909406662,0.19059401750564575,-185.73324584960938,402460
20592,159.99,2273,355.94472096,9,155,0.003,-0.02547537535429001,5.2790252566337585,0.20575688779354095,-194.39492797851562,409820
20836,160.98,2299,360.33235268000004,9,156,0.003,-0.9820073843002319,5.638795638084412,0.1997043490409851,-196.34515380859375,414700
21200,163.16,2340,368.3384444,9,157,0.003,0.23079556226730347,6.940732932090759,0.17898209393024445,-199.80648803710938,421980
21510,164.85,2375,373.67521878,9,158,0.003,-0.032818883657455444,6.347392833232879,0.17494674026966095,-204.09889221191406,428180
21795,166.29,2407,379.31352931000004,9,159,0.003,-0.07539702951908112,6.2077768564224245,0.19363217055797577,-201.61697387695312,433880
21922,166.45,2421,380.02864705,9,160,0.003,-0.3394143581390381,6.7372718334198,0.2122723013162613,-207.43563842773438,436420
22272,169.03,2460,388.8715778,9,161,0.003,-0.11766277253627777,5.509245157241821,0.18346282839775085,-212.95407104492188,443420
22409,169.15,2475,389.46579491000006,9,162,0.003,-0.5280002355575562,4.999302053451538,0.19838352501392365,-205.82156372070312,446160
22545,169.15,2490,389.12728692,9,163,0.003,-0.12482807040214539,13.838272452354431,0.19514231383800507,-207.24647521972656,448880
22738,169.47,2511,390.33813009000005,9,164,0.003,-0.3874362111091614,6.742741668224335,0.20987699925899506,-206.246337890625,452740
22926,169.75,2532,391.76239818,9,165,0.003,0.32597777247428894,6.613532209396363,0.2079317718744278,-210.56883239746094,456500
23071,170.06,2548,392.6826737,9,166,0.003,-0.12391436100006104,15.735101914405822,0.21017657220363617,-208.60061645507812,459400
23377,171.94,2582,400.17643819,9,167,0.003,0.026205379515886307,6.338449311256409,0.2096896916627884,-203.99282836914062,465520
23696,174.19,2616,407.90803958000004,9,168,0.003,-0.4789867401123047,5.601103067398071,0.20100657641887665,-204.35867309570312,471900
23955,175.9,2645,414.55123311000006,9,169,0.003,0.20199927687644958,5.646475148200989,0.20060163736343384,-206.4451446533203,477080
24119,176.14,2662,416.5900084500001,9,170,0.003,-0.6007540225982666,5.57916293144226,0.19306977093219757,-208.043212890625,480360
24283,176.7,2680,419.5767653,9,171,0.003,-0.34545671939849854,5.724673724174499,0.2081519365310669,-212.81649780273438,483640
24466,176.65,2700,421.76990120000005,9,172,0.003,-0.21061111986637115,9.659376418590545,0.20052343606948853,-209.55743408203125,487300
24658,177.77,2721,426.34514828000005,9,173,0.003,0.24828319251537323,9.275482416152954,0.17869578301906586,-205.73341369628906,491140
24921,178.91,2750,431.50886213000007,9,174,0.003,-0.8502684831619263,6.074025046825409,0.17894791066646576,-213.34622192382812,496400
25008,179.06,2760,432.20278307000007,9,175,0.003,0.05739228427410126,5.863900542259216,0.17819441854953766,-210.29425048828125,498140
25193,179.8,2780,435.81159427000006,9,176,0.003,-0.24787233769893646,7.543719816207886,0.18750862777233124,-211.06549072265625,501840
25387,180.28,2802,438.8787902700001,9,177,0.003,-0.36347126960754395,5.879299306869507,0.19692803919315338,-210.18133544921875,505720
25669,181.3,2832,443.95969,9,178,0.003,-0.09005516767501831,8.431717920303345,0.1873473972082138,-216.70083618164062,511360
25801,181.19,2847,444.09809873,9,179,0.003,-0.3251159191131592,5.461043882369995,0.17640642821788788,-209.13113403320312,514000
25967,181.56,2865,446.71635889,9,180,0.003,-0.4292699992656708,9.452367162704467,0.1774955540895462,-205.88169860839844,517320
26116,181.66,2881,447.84582148000004,9,181,0.003,0.12567585706710815,5.979152262210846,0.16317200660705566,-210.13021850585938,520300
26272,181.74,2898,449.42479567000004,9,182,0.003,0.01391255110502243,10.386496782302856,0.17145046591758728,-214.3195343017578,523420
26436,182.08,2916,451.84051199000004,9,183,0.003,-0.4195520579814911,8.647411215305329,0.18025845289230347,-206.50498962402344,526700
26697,183.26,2945,457.64299644000005,9,184,0.003,-0.6353286504745483,7.161422801017761,0.18617048859596252,-207.0180206298828,531920
26861,183.37,2963,459.71366625,9,185,0.003,-0.28087955713272095,7.790292859077454,0.18604935705661774,-213.17471313476562,535200
27026,183.6,2981,461.80450586000006,9,186,0.003,0.31121373176574707,10.306827831268311,0.1796797811985016,-209.37066650390625,538500
27254,184.59,3005,466.79181509,9,187,0.003,-0.13784334063529968,5.7242282152175905,0.19325213134288788,-209.64402770996094,543060
27426,185.16,3024,470.28584807,9,188,0.003,0.108221136033535,4.747585606575012,0.1919214278459549,-208.31741333007812,546500
27593,185.88,3043,473.84614015,9,189,0.003,0.04148493707180023,5.223449289798737,0.1886526495218277,-202.77940368652344,549840
27770,186.3,3063,476.91096729000003,9,190,0.003,-0.13873237371444702,5.958631563186645,0.19001427292823792,-198.77359008789062,553380
27956,186.84,3083,480.13940288999993,9,191,0.003,-0.14726987481117249,5.668696236610413,0.1985979974269867,-198.4901885986328,557100
28197,187.98,3110,485.4594139,9,192,0.003,0.6012446880340576,5.555152416229248,0.186943918466568,-200.4830322265625,561920
28387,188.24,3131,488.12017677000006,9,193,0.003,-0.16101250052452087,5.416240167617798,0.1811433732509613,-204.59060668945312,565720
28612,188.98,3156,492.40546338,9,194,0.003,0.45593124628067017,5.2604339718818665,0.1968606412410736,-197.4426727294922,570220
28653,188.16,3160,490.20826005000004,9,195,0.003,0.5518004298210144,5.610913681983948,0.20169179141521454,-199.29258728027344,571040
28916,189.28,3189,495.67023936000004,9,196,0.003,0.30202558636665344,4.4275671482086185,0.18776462972164154,-198.1681671142578,576300
29058,189.43,3205,496.75677892,9,197,0.003,0.6625525951385498,4.86459436416626,0.1938251554965973,-197.82801818847656,579140
29251,189.99,3226,499.72693567000005,9,198,0.003,0.32838642597198486,5.095601689815521,0.1940080225467682,-206.26254272460938,583000
29303,188.96,3232,497.30620263,9,199,0.003,-0.3909330368041992,5.649172627925873,0.1998213827610016,-202.02890014648438,584040
29481,189.26,3252,499.98930726,9,200,0.003,0.13040149211883545,6.637021243572235,0.18791761994361877,-205.60287475585938,587600
29716,190.47,3278,505.44587918999997,9,201,0.003,-0.2466421276330948,4.778963613510132,0.1798640787601471,-202.3701171875,592300
29854,190.22,3293,506.15082206,9,202,0.003,-0.24602195620536804,7.201043152809143,0.1840735524892807,-202.24249267578125,595060
30337,193.47,3347,518.11415894,9,203,0.003,0.15726447105407715,4.873371636867523,0.17959393560886383,-199.92971801757812,604720
30529,193.78,3368,520.7762267800001,9,204,0.003,-0.10723372548818588,6.01967716217041,0.20047979056835175,-203.8623504638672,608560
30717,194.25,3389,523.5682631000001,9,205,0.003,0.22296001017093658,4.233731591701508,0.18327467143535614,-199.7847137451172,612320
30939,195.32,3413,528.4851748,9,206,0.003,0.3905474543571472,5.4641661763191225,0.1812458336353302,-210.0418701171875,616760
31121,195.28,3433,529.70514292,9,207,0.003,0.2748093008995056,6.359500896930695,0.1912318468093872,-202.34605407714844,620400
31320,196.72,3455,535.00276686,9,208,0.003,-0.6302874684333801,4.272846150398254,0.19513286650180817,-210.976318359375,624380
31535,198.04,3479,541.28379598,9,209,0.003,0.2240276336669922,4.29746664762497,0.1785726547241211,-199.52513122558594,628680
31726,197.17,3499,544.7586034,9,210,0.003,0.066647969186306,4.639743280410767,0.185630202293396,-203.13088989257812,632500
31795,197.23,3507,545.7689990200001,9,211,0.003,0.16598676145076752,5.6765283107757565,0.18882706761360168,-197.8736114501953,633880
31873,197.62,3515,547.3038082200001,9,212,0.003,-0.05287472903728485,4.991749668121338,0.19042323529720306,-202.44418334960938,635440
32148,197.97,3545,553.52616,9,213,0.003,0.8847252130508423,5.316863405704498,0.18758873641490936,-198.1920166015625,640940
32388,199.26,3572,560.30194432,9,214,0.003,0.13564269244670868,6.471695494651795,0.19084247946739197,-200.40855407714844,645740
