time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/ent_coef_loss,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef
292,1407,26,83.03601019230769,4,54.11538461538461,-0.020789167657494546,0.003,26120,-279.49034423828124,144.11505851745605,2.795075869560242
311,1489,27,82.07245333333333,4,55.148148148148145,0.013188518583774567,0.003,27760,-300.0403625488281,71.95580520629883,2.8812182426452635
327,1557,28,80.65552667857142,4,55.607142857142854,0.00917658768594265,0.003,29120,-322.4782028198242,74.36299800872803,3.2078571796417235
385,1816,29,91.85490413793103,4,62.62068965517241,-0.006644879467785358,0.003,34300,-426.7958694458008,125.57296981811524,4.086101627349853
405,1919,30,95.60325253333332,4,63.96666666666667,0.09102315828204155,0.003,36360,-465.6782989501953,158.78464736938477,3.8573861002922056
424,2008,31,98.73585503225804,4,64.7741935483871,0.01921705212444067,0.003,38140,-463.0946105957031,163.23760108947755,4.295885109901429
438,2073,32,99.364835,4,64.78125,-0.1323764817789197,0.003,39440,-465.87525482177733,168.5251266479492,4.319568729400634
454,2149,33,99.86499872727272,4,65.12121212121212,0.2842949692159891,0.003,40960,-464.21778259277346,191.06605682373046,4.515816235542298
482,2277,34,103.15784779411764,4,66.97058823529412,0.14561429228633643,0.003,43520,-500.41541748046876,204.7023078918457,4.6866786003112795
497,2349,35,101.66399325714285,4,67.11428571428571,-0.21760592572391033,0.003,44960,-515.3086502075196,219.785986328125,4.595748472213745
