rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate
114.20614890816324,8974,91.57142857142857,4,98,1951,53957.488671875,-6571.903125,-0.2321473203599453,177460,46.59249420166016,0.003
114.18823519191918,9126,92.18181818181819,4,99,1987,66761.850390625,-7076.447265625,-0.14855955243110658,180500,44.95752925872803,0.003
114.36668044999999,9222,92.22,4,100,2008,62851.7458984375,-7586.991528320313,-0.12619594503194093,182420,51.984801864624025,0.003
115.04580706,9273,92.56,4,101,2019,56076.7880859375,-7854.181884765625,0.24619456976652146,183440,53.04169692993164,0.003
115.83544454000001,9326,92.98,4,102,2027,59842.1623046875,-8015.746044921875,-0.3377212110906839,184500,50.33812980651855,0.003
116.44869537000002,9383,93.14,4,103,2037,59210.26796875,-8056.699169921875,0.03500033915042877,185640,48.21793079376221,0.003
117.87333526,9487,94.03,4,104,2060,60633.9796875,-7896.8206787109375,0.25878313928842545,187720,46.75969982147217,0.003
124.25444483999999,10005,99.09,4,105,2196,116855.824609375,-10504.330712890625,0.2521632373332977,198080,72.57331466674805,0.003
125.22785739999999,10065,99.56,4,106,2211,164991.69140625,-11409.805908203125,0.05470206849277019,199280,82.51220779418945,0.003
129.61822087000002,10283,101.21,4,107,2263,160560.591796875,-14131.69345703125,-0.2798955824226141,203640,92.34127388000488,0.003
130.76733725000003,10405,101.99,4,108,2297,170741.3078125,-15044.751123046875,-0.14802274703979493,206080,91.22389602661133,0.003
132.04382628000002,10505,102.68,4,109,2318,230295.880078125,-15141.234130859375,0.164336596429348,208080,82.88883972167969,0.003
135.71657402,10876,106.03,4,110,2393,237311.85703125,-15993.505126953125,-0.039658503234386445,215500,98.18473892211914,0.003
139.48077426,11169,108.38,4,111,2460,246216.06640625,-17236.95888671875,0.10424993559718132,221360,88.63396606445312,0.003
141.63441268999998,11382,110.07,4,112,2492,320637.90390625,-17942.0271484375,0.03514574021100998,225620,96.41339874267578,0.003
144.45609565,11618,112.02,4,113,2529,468771.74140625,-19160.2423828125,0.05178755857050419,230340,92.56244239807128,0.003
147.07184401999996,11784,113.24,4,114,2558,489475.2109375,-20044.7189453125,0.3851714290678501,233660,106.41857604980468,0.003
151.17489099,12108,116.02,4,115,2608,676310.509375,-23347.49541015625,0.2815650276839733,240140,140.49253616333007,0.003
152.97772917000003,12324,117.74,4,116,2639,936152.5828125,-27040.5265625,-0.38365769423544405,244460,155.5890769958496,0.003
152.9753096,12390,117.96,4,117,2649,639856.59375,-27802.628125,-0.44261938966810704,245780,154.0293167114258,0.003
154.31465758000004,12515,118.8,4,118,2668,911976.725,-28811.10361328125,0.11304513663053513,248280,154.79088287353517,0.003
154.91014581000002,12648,119.73,4,119,2691,1397599.928125,-31270.77724609375,0.10931438244879246,250940,187.84684219360352,0.003
154.27325150000001,12709,119.83,4,120,2700,1204270.6,-32432.856640625,-0.2955215223133564,252160,200.03198165893554,0.003
153.57275373000002,12795,120.01,4,121,2712,1428147.8875,-34204.485546875,-0.4327555365860462,253880,232.6222351074219,0.003
153.39638371000004,12867,120.34,4,122,2724,1719090.68125,-36401.1298828125,0.018840285390615462,255320,261.4263198852539,0.003
153.52009411,12931,120.71,4,123,2740,1750384.38125,-39309.8671875,-0.04293909221887589,256600,259.15150299072263,0.003
153.36421608999999,12980,120.62,4,124,2754,1874525.64375,-41315.8931640625,-0.3993984829634428,257580,270.1522903442383,0.003
153.20835375,13024,120.42,4,125,2767,2005451.68125,-42653.8322265625,-0.1955320954322815,258460,264.2563766479492,0.003
151.5518616,13068,118.82,4,126,2779,1928261.45625,-44059.1775390625,-0.09688631743192673,259340,247.408943939209,0.003
150.08832076,13129,117.56,4,127,2796,1806196.49375,-45048.6720703125,0.6218262698501349,260560,218.60988006591796,0.003
150.42304061,13203,117.85,4,128,2816,1936433.95,-45589.6458984375,0.37079620361328125,262040,204.0929801940918,0.003
151.68988452999997,13372,119.15,4,129,2860,1736805.6625,-47843.234375,0.4898662954568863,265420,229.50745849609376,0.003
151.15611303,13411,118.43,4,130,2871,2111858.11875,-48250.8794921875,-0.12308831699192524,266200,238.50018920898438,0.003
152.30829056000002,13533,118.91,4,131,2906,1851234.60625,-49857.8560546875,0.4033210210502148,268640,240.8566467285156,0.003
155.48669293999998,13699,120.06,4,132,2946,1692262.3375,-49779.8767578125,0.36407049670815467,271960,231.90000076293944,0.003
157.04495260000002,13856,120.78,4,133,2989,2035828.54375,-48591.3474609375,-0.32409660071134566,275100,221.38499755859374,0.003
165.4849029,14606,127.91,4,134,3186,2111769.15625,-56253.7689453125,-0.09274345859885216,290100,252.35810623168945,0.003
160.30055052000003,14625,124.12,4,135,3191,2311613.0,-55931.05234375,-0.30847746431827544,290480,250.31981964111327,0.003
159.49595077,14649,123.63,4,136,3196,1827859.7,-55997.459375,1.2012005947530269,290960,276.3832778930664,0.003
165.46504958000003,15105,127.59,4,137,3317,1843265.025,-52291.657421875,0.09340868145227432,300080,238.5878479003906,0.003
165.14532337000003,15234,125.76,4,138,3349,1854904.35625,-50518.9365234375,0.03162568062543869,302660,213.90422973632812,0.003
164.82033492000002,15582,126.63,4,139,3447,1740040.76875,-48385.366796875,-0.2694783143699169,309620,210.65846099853516,0.003
168.52904492000002,15888,129.38,4,140,3531,1579700.75,-45585.0697265625,0.6420529395341873,315740,218.212744140625,0.003
174.18877006,16566,135.44,4,141,3714,2049915.4375,-47381.3119140625,-0.5689696103334427,329300,216.86639709472655,0.003
174.08534101,16818,136.54,4,142,3782,2555874.76875,-47809.573046875,0.8941791754215955,334340,232.62910003662108,0.003
172.40626001999996,16896,135.77,4,143,3802,2483011.45,-46620.2228515625,0.23953286558389664,335900,204.95511474609376,0.003
180.48825782999995,17896,144.88,4,144,4077,1265427.775,-34164.8962890625,-0.2434968203306198,355900,157.7187873840332,0.003
188.46793244999998,18627,151.53,4,145,4276,1081587.79375,-38090.1970703125,0.10112823396921158,370520,161.1651924133301,0.003
189.06282437,18837,152.56,4,146,4331,1099927.69375,-34995.4453125,1.1776677265763282,374720,139.2469024658203,0.003
190.21738893999995,19033,153.46,4,147,4382,901566.5375,-34494.9021484375,0.07403233051300048,378640,145.95663146972657,0.003
188.05361749999997,19057,152.46,4,148,4389,1021283.178125,-33755.97080078125,-0.001786608248949051,379120,145.96347579956054,0.003
185.58083683,19085,151.38,4,149,4396,965292.425,-34076.7314453125,0.467544387280941,379680,154.47077255249025,0.003
185.21861769999998,19270,151.3,4,150,4447,1071535.60625,-34415.3625,0.45803886353969575,383380,145.0666717529297,0.003
189.36483083000002,19586,154.27,4,151,4532,1056282.940625,-33625.22255859375,-0.03725477457046509,389700,133.64539947509766,0.003
192.05028467,19836,156.01,4,152,4601,1147629.846875,-34565.8349609375,-0.5682335212826729,394700,141.80582962036132,0.003
192.3009281,19885,155.8,4,153,4614,1111917.65625,-34586.1150390625,0.3581923805177212,395680,147.22229919433593,0.003
193.56773316999997,19994,156.53,4,154,4644,1205289.7875,-34397.092578125,0.2144040733575821,397860,131.87133178710937,0.003
197.00533484,20232,158.61,4,155,4714,1181231.15625,-34139.5228515625,0.2875423826277256,402620,130.0348648071289,0.003
199.54908491000003,20379,159.88,4,156,4756,1329896.471875,-35472.8498046875,-0.29140259698033333,405560,146.49005050659179,0.003
202.62522482999998,20583,161.65,4,157,4818,1258270.746875,-37312.8529296875,0.4450947158038616,409640,170.3382667541504,0.003
203.16942499,20641,161.67,4,158,4835,1236507.303125,-38291.9880859375,0.40667946711182595,410800,166.7840461730957,0.003
210.78322087,21641,169.31,4,159,5102,1200004.6875,-39429.694921875,-0.38469820469617844,430800,142.82018585205077,0.003
