time/episodes,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates
182,11171,33388,2,440.44724974999997,198.73,-117.14248657226562,1.3157329559326172,8.39364652633667,0.03,0.045719631016254425,665740
183,11234,33574,2,440.23997384999996,198.5,-115.13198852539062,1.530909776687622,8.735239553451539,0.03,0.052723050117492676,669460
184,11301,33771,2,440.13235781000003,198.41,-117.86131286621094,1.3360521793365479,6.6092394351959225,0.03,0.043839871883392334,673400
185,11367,33963,2,440.08906709,198.33,-118.27536010742188,-0.8589087724685669,8.496902918815612,0.03,0.05554388463497162,677240
186,11432,34160,2,440.21736572000003,198.29,-121.49604797363281,-1.082153081893921,10.899435997009277,0.03,0.05141983553767204,681180
187,11497,34353,2,440.21619016,198.2,-121.37034606933594,1.9480774402618408,8.000113201141357,0.03,0.04203788936138153,685040
188,11560,34541,2,440.03969749,198.02,-123.89982604980469,-0.23280608654022217,7.277210283279419,0.03,0.04266180843114853,688800
189,11629,34744,2,440.1187908399999,198.04,-116.17803955078125,-0.34268760681152344,8.57118513584137,0.03,0.044034168124198914,692860
190,11692,34933,2,440.0454704,197.86,-113.92570495605469,-0.29546573758125305,9.61387996673584,0.03,0.05379212647676468,696640
191,11753,35115,2,439.84362477,197.65,-117.1651611328125,0.01568707823753357,6.773333930969239,0.03,0.044027723371982574,700280
192,11815,35299,2,439.71875192,197.43,-119.39276885986328,-0.2783244848251343,7.696305465698242,0.03,0.0550108440220356,703960
193,11877,35486,2,439.46844857,197.25,-117.74676513671875,0.06825141608715057,7.491933310031891,0.03,0.05048238858580589,707700
194,11940,35677,2,439.54078078,197.18,-120.8753662109375,1.110903024673462,8.30094554424286,0.03,0.040186647325754166,711520
195,12001,35861,2,439.19197618,196.86,-115.32986450195312,-0.44161996245384216,6.306217336654663,0.03,0.04229861870408058,715200
196,12062,36048,2,439.02753791000004,196.72,-122.42625427246094,0.5040665864944458,6.142919182777405,0.03,0.04602789878845215,718940
197,12124,36234,2,438.84247596999995,196.54,-121.54817962646484,-1.7734111547470093,11.097728610038757,0.03,0.0517427958548069,722660
198,12186,36421,2,438.7063145599999,196.4,-116.92015075683594,0.9836316704750061,8.64120044708252,0.03,0.051474958658218384,726400
199,12251,36613,2,438.5455673999999,196.25,-115.56901550292969,-0.7270687222480774,19.217530536651612,0.03,0.059573397040367126,730240
200,12315,36801,2,438.31087806999994,196.05,-120.53681945800781,1.9795633554458618,25.43104419708252,0.03,0.06315582245588303,734000
201,12383,37003,2,438.09843827,195.95,-108.89657592773438,-0.5891475677490234,16.262311816215515,0.03,0.056173525750637054,738040
202,12445,37188,2,437.80535382,195.76,-114.52694702148438,-1.1748368740081787,12.219256806373597,0.03,0.06419431418180466,741740
203,12510,37385,2,437.66896209,195.64,-115.16596984863281,0.3686434030532837,11.667992234230042,0.03,0.053481318056583405,745680
204,12574,37577,2,437.50428782999995,195.54,-115.87059020996094,1.4100089073181152,16.86559317111969,0.03,0.054031603038311005,749520
205,12637,37765,2,437.22011714,195.29,-112.36447143554688,0.35696548223495483,16.390408182144164,0.03,0.0531906858086586,753280
206,12702,37957,2,437.04124874,195.19,-113.445068359375,-1.1533920764923096,25.76434118747711,0.03,0.06419280916452408,757120
207,12764,38143,2,436.9127845399999,195.02,-109.878662109375,-1.560793161392212,17.913606643676758,0.03,0.07107510417699814,760840
208,12829,38337,2,436.66145154,194.85,-110.68547058105469,-0.528489887714386,15.995537066459656,0.03,0.06423050165176392,764720
209,12893,38527,2,436.6464034199999,194.76,-113.27934265136719,0.38974785804748535,8.020756506919861,0.03,0.048383329063653946,768520
210,12959,38725,2,436.70402898,194.79,-120.04399108886719,-1.150917410850525,13.10213828086853,0.03,0.05882043391466141,772480
211,13021,38915,2,436.54470448999996,194.66,-116.63713073730469,0.168321430683136,14.03213984966278,0.03,0.053285449743270874,776280
212,13083,39102,2,436.41160010999994,194.54,-118.18619537353516,-0.6219573020935059,8.067915773391723,0.03,0.05188877880573273,780020
213,13154,39316,2,436.43439537,194.58,-117.91818237304688,1.033139944076538,11.555261158943177,0.03,0.051939353346824646,784300
214,13215,39498,2,436.15771612,194.31,-119.69119262695312,0.14860039949417114,8.110439920425415,0.03,0.050573427230119705,787940
215,13278,39686,2,435.9823355199999,194.13,-120.5924072265625,0.38862764835357666,7.7091388463973995,0.03,0.04721936956048012,791700
