rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
173.76470588235293,51,1013,8862,272.6165306078431,8,0.6547380685806274,0.0659203827381134,4.987570726871491,175220,-116.21585083007812,0.03
173.55769230769232,52,1032,9025,274.8694469615384,8,-0.8254372477531433,0.08521977812051773,4.818569922447205,178480,-114.37071228027344,0.03
174.0566037735849,53,1055,9225,277.1127851886792,8,0.730521559715271,0.06620565801858902,5.426294648647309,182480,-113.72480773925781,0.03
174.11111111111111,54,1076,9402,278.49558348148145,8,-2.0082290172576904,0.10273829102516174,4.9529297113418576,186020,-118.39215087890625,0.03
175.21818181818182,55,1103,9637,282.4258224545454,8,-0.8650909066200256,0.07081262767314911,4.900871360301972,190720,-121.59989929199219,0.03
175.85714285714286,56,1127,9848,286.0956711964286,8,2.9972927570343018,0.050751421600580215,4.798079550266266,194940,-122.75424194335938,0.03
176.10526315789474,57,1148,10038,288.12257101754386,8,-0.9946188926696777,0.10529473423957825,4.354862439632416,198740,-122.38887023925781,0.03
176.13793103448276,58,1168,10216,289.65456656896555,8,1.4178953170776367,0.06345534324645996,5.680115151405334,202300,-124.80331420898438,0.03
175.76271186440678,59,1186,10370,290.6329272542373,8,-0.8470078706741333,0.08537314832210541,4.861731386184692,205380,-125.60601806640625,0.03
175.78333333333333,60,1205,10547,292.7858138666667,8,0.6986430883407593,0.06854837387800217,5.19961724281311,208920,-122.6520004272461,0.03
175.81967213114754,61,1226,10725,294.22246536065575,8,-2.3394596576690674,0.0891832783818245,5.366563367843628,212480,-127.73326110839844,0.03
175.69354838709677,62,1245,10893,295.43688696774194,8,0.5182049870491028,0.07432233542203903,4.262437570095062,215840,-124.56744384765625,0.03
175.82539682539684,63,1267,11077,298.0509615079365,8,0.46771469712257385,0.14434044063091278,6.399889087677002,219520,-121.34091186523438,0.03
179.015625,64,1311,11457,302.905424234375,8,-0.6598963737487793,0.07486172765493393,4.69570130109787,227120,-118.68412017822266,0.03
180.13846153846154,65,1340,11709,305.40740023076927,8,0.07025665044784546,0.09284929186105728,4.537273621559143,232160,-117.36203002929688,0.03
179.6818181818182,66,1357,11859,305.9520231060606,8,-0.6910933256149292,0.09210358560085297,4.8501944065094,235160,-117.19261932373047,0.03
180.01492537313433,67,1381,12061,307.626407358209,8,-1.3327600955963135,0.07426221668720245,5.1908934116363525,239200,-123.23222351074219,0.03
179.91176470588235,68,1401,12234,308.9110239264706,8,1.9120981693267822,0.06317723542451859,4.094826436042785,242660,-121.00747680664062,0.03
179.71014492753622,69,1420,12400,309.4062015072464,8,-1.3296749591827393,0.06462859362363815,3.987478291988373,245980,-122.08689880371094,0.03
179.9142857142857,70,1442,12594,310.6690210285715,8,-2.2718472480773926,0.0567074790596962,4.17156720161438,249860,-122.01806640625,0.03
180.18309859154928,71,1465,12793,311.86280754929584,8,1.169164776802063,0.05770670250058174,3.9066715478897094,253840,-122.23931121826172,0.03
180.26388888888889,72,1486,12979,313.0694219166666,8,-2.9302568435668945,0.07987920194864273,4.244015038013458,257560,-118.16844940185547,0.03
180.56164383561645,73,1509,13181,314.4206872328767,8,0.7750471234321594,0.0761389508843422,4.2141082167625425,261600,-122.65380859375,0.03
181.7972972972973,74,1541,13453,317.3525680810811,8,-2.322582721710205,0.06359033286571503,4.6287277936935425,267040,-119.60498809814453,0.03
182.04,75,1563,13653,318.11324171999996,8,1.3908612728118896,0.07080254703760147,5.563032054901123,271040,-119.5702896118164,0.03
182.18421052631578,76,1585,13846,319.0986554473684,8,0.6706770062446594,0.052664365619421005,4.750914740562439,274900,-121.82494354248047,0.03
181.92207792207793,77,1602,14008,319.24837529870126,8,-1.067211627960205,0.07129400223493576,5.095208311080933,278140,-118.31078338623047,0.03
182.2948717948718,78,1626,14219,320.68590365384614,8,-0.7851142883300781,0.056803200393915176,5.033558356761932,282360,-114.236572265625,0.03
182.29113924050634,79,1648,14401,321.75400673417715,8,-2.160292148590088,0.0657394751906395,4.260764539241791,286000,-118.85816955566406,0.03
182.475,80,1670,14598,323.274766075,8,1.7276952266693115,0.06515662372112274,4.022859537601471,289940,-113.00704956054688,0.03
183.09876543209876,81,1696,14831,325.31071398765437,8,0.4759507477283478,0.077521912753582,6.296472382545471,294600,-113.12635040283203,0.03
183.4268292682927,82,1720,15041,326.04307150000005,8,-0.19690227508544922,0.09065476804971695,5.437205970287323,298800,-112.14053344726562,0.03
183.34939759036143,83,1740,15218,326.5442544216868,8,-2.9246721267700195,0.07263372838497162,4.868379938602447,302340,-115.40655517578125,0.03
183.41666666666666,84,1761,15407,327.1680605357143,8,-0.5955737233161926,0.06707856804132462,4.400591135025024,306120,-111.89081573486328,0.03
183.45882352941177,85,1781,15594,327.75439864705885,8,0.008564740419387817,0.06592575460672379,4.52090847492218,309860,-108.49496459960938,0.03
183.77906976744185,86,1805,15805,328.7800796395349,8,-1.9534831047058105,0.1094416081905365,4.1847650647163395,314080,-111.65180969238281,0.03
184.27586206896552,87,1831,16032,330.03071164367816,8,-0.047807008028030396,0.05257337540388107,6.449371862411499,318620,-112.1258544921875,0.03
182.9659090909091,88,1839,16101,326.452629875,8,0.3406146466732025,0.048708539456129074,5.033415758609772,320000,-112.68215942382812,0.03
183.67415730337078,89,1867,16347,324.570842247191,8,0.8660306930541992,0.052483320236206055,6.0179609775543215,324920,-111.44701385498047,0.03
183.6,90,1888,16524,325.31539488888893,8,1.2549033164978027,0.05974539369344711,5.538369631767273,328460,-115.12188720703125,0.03
183.84615384615384,91,1912,16730,326.48371813186816,8,-0.37123292684555054,0.06389149278402328,5.697743582725525,332580,-117.55217742919922,0.03
184.04347826086956,92,1935,16932,327.49977795652177,8,3.2578916549682617,0.06041714921593666,5.451298224925995,336620,-118.64163208007812,0.03
184.27956989247312,93,1959,17138,328.86752301075273,8,-1.554216980934143,0.0773853287100792,6.020672631263733,340740,-115.5076904296875,0.03
185.03191489361703,94,1988,17393,330.52046219148934,8,-0.18123780190944672,0.060206104069948196,5.256581473350525,345840,-124.54653930664062,0.03
185.30526315789473,95,2012,17604,331.6115220105263,8,-0.7765278816223145,0.058576375246047974,5.023222923278809,350060,-116.55734252929688,0.03
185.76041666666666,96,2038,17833,333.2810276145833,8,0.08057326078414917,0.05036673694849014,4.565772223472595,354640,-113.9360580444336,0.03
185.83505154639175,97,2060,18026,334.1085571546392,8,-0.3622647523880005,0.0512436181306839,4.33686671257019,358500,-112.53602600097656,0.03
185.8469387755102,98,2081,18213,335.10895378571433,8,0.7961107492446899,0.05989944562315941,4.022454500198364,362240,-109.91665649414062,0.03
186.08080808080808,99,2105,18422,336.5496477272727,8,1.5501629114151,0.04978001490235329,3.7194196343421937,366420,-113.81938171386719,0.03
186.34,100,2129,18634,337.82579757999997,8,-0.561366081237793,0.042090993374586105,3.929212141036987,370660,-114.27297973632812,0.03
188.46,101,2156,18868,342.75832474999993,8,-0.5375059247016907,0.058968447148799896,4.643533754348755,375340,-119.96760559082031,0.03
190.51,102,2181,19087,347.2600145199999,8,-2.466214656829834,0.05488722771406174,5.2482270240783695,379720,-119.61526489257812,0.03
192.31,103,2203,19291,351.5077133199999,8,0.5696048736572266,0.047616999596357346,3.8760393977165224,383800,-119.13851928710938,0.03
194.09,104,2224,19482,355.5062766399999,8,0.5389693975448608,0.05659981071949005,5.45205705165863,387620,-120.52809143066406,0.03
195.88,105,2245,19673,359.59199287999996,8,-3.0243430137634277,0.05569792911410332,4.409172689914703,391440,-123.43936157226562,0.03
197.9,106,2269,19884,364.86732577999993,8,-3.2103376388549805,0.057283759117126465,5.66637966632843,395660,-120.04134368896484,0.03
200.13,107,2296,20130,369.38746002,8,-0.05578112602233887,0.06586174666881561,4.922305417060852,400580,-124.68746948242188,0.03
201.98,108,2319,20326,373.44476306,8,0.5897263288497925,0.04062868282198906,4.9173320770263675,404500,-120.68104553222656,0.03
203.91,109,2342,20528,377.4816923300001,8,-0.3182350993156433,0.058457229286432266,5.086827433109283,408540,-123.60774230957031,0.03
205.19,110,2364,20718,381.48824527000005,8,1.989955186843872,0.05894466117024422,4.294680058956146,412340,-121.90780639648438,0.03
205.79,111,2389,20937,383.4187886,8,-0.5659210681915283,0.06072905659675598,4.21502445936203,416720,-122.90629577636719,0.03
206.1,112,2411,21129,387.15623077000004,8,0.06558087468147278,0.05268910527229309,4.830698823928833,420560,-116.71638488769531,0.03
206.45,113,2433,21322,388.83443498,8,-3.2756881713867188,0.04767884314060211,4.9787221312522885,424420,-119.8551025390625,0.03
205.26,114,2454,21507,388.36438919,8,0.03365755081176758,0.04236186668276787,4.8442741394042965,428120,-121.53742980957031,0.03
205.8,115,2476,21690,390.06687213999993,8,2.2561745643615723,0.04696686938405037,3.564521908760071,431780,-119.98287963867188,0.03
206.07,116,2499,21889,390.95157508999995,8,4.19707727432251,0.04110552743077278,3.744152009487152,435760,-119.37350463867188,0.03
206.04,117,2521,22082,393.85386429,8,-2.6069893836975098,0.06398211419582367,4.1262402653694155,439620,-122.83250427246094,0.03
206.25,118,2543,22269,394.69335982999996,8,1.9015843868255615,0.06455741822719574,3.7098644971847534,443360,-123.42130279541016,0.03
206.42,119,2565,22461,395.73996682000006,8,-3.8745040893554688,0.06957151740789413,4.600335907936096,447200,-117.02425384521484,0.03
207.09,120,2587,22647,397.44544005000006,8,-1.6181961297988892,0.05343935638666153,4.096715271472931,450920,-117.86196899414062,0.03
207.28,121,2610,22843,397.89843741000004,8,1.3634247779846191,0.053991373628377914,3.639453041553497,454840,-119.89349365234375,0.03
207.33,122,2631,23031,398.87184213,8,0.6017158031463623,0.04928844794631004,3.8793835163116457,458600,-113.74497985839844,0.03
207.48,123,2655,23234,399.95285766,8,-1.272324562072754,0.052051741629838943,3.844759154319763,462660,-113.12434387207031,0.03
207.62,124,2677,23425,403.08716896000004,8,-0.619985818862915,0.045199017971754074,4.038708615303039,466480,-114.79998779296875,0.03
207.15,125,2701,23640,404.09830353999996,8,-2.266059160232544,0.05562857165932655,5.642144513130188,470780,-117.60787963867188,0.03
207.72,126,2725,23852,405.7050839499999,8,-0.5813162326812744,0.06340363621711731,7.3212655782699585,475020,-118.1563491821289,0.03
207.26,127,2748,24051,408.52906671,8,-2.733654499053955,0.037367045879364014,5.3358349442482,479000,-116.80421447753906,0.03
207.12,128,2771,24244,408.38421418999997,8,1.8406049013137817,0.04366602003574371,3.721113085746765,482860,-120.76873779296875,0.03
207.37,129,2794,24446,409.24437128,8,1.8126921653747559,0.0647636353969574,7.480662870407104,486900,-121.80915832519531,0.03
207.68,130,2817,24649,409.82932977999997,8,1.3147716522216797,0.06932105869054794,5.270003688335419,490960,-122.25789642333984,0.03
207.74,131,2840,24849,410.57129347999995,8,-1.3659998178482056,0.050821445882320404,4.543579566478729,494960,-120.75398254394531,0.03
207.66,132,2862,25036,410.4663889199999,8,-0.42995795607566833,0.059927355498075485,4.186126947402954,498700,-124.53875732421875,0.03
207.48,133,2887,25250,409.73316400999994,8,-1.9329010248184204,0.058718565851449966,3.644619047641754,502980,-117.73251342773438,0.03
207.98,134,2912,25465,410.74802665999994,8,0.581519603729248,0.05723438411951065,3.640110445022583,507280,-115.68209838867188,0.03
208.64,135,2938,25694,412.59195278,8,2.9768645763397217,0.04193657264113426,3.924557590484619,511860,-114.4718017578125,0.03
209.03,136,2966,25934,413.34665739,8,-1.320526361465454,0.04932693764567375,4.088807487487793,516660,-117.56103515625,0.03
209.08,137,2990,26135,413.67596318000005,8,3.151179552078247,0.04284736141562462,3.8655438899993895,520680,-117.1304931640625,0.03
209.62,138,3015,26349,415.26638575,8,-1.1119279861450195,0.04546622931957245,3.917938005924225,524960,-121.09294128417969,0.03
209.29,139,3038,26549,415.42452082999995,8,-1.8065409660339355,0.04698488488793373,3.8638378977775574,528960,-126.64730834960938,0.03
208.06,140,3062,26755,415.4146161,8,-1.4149043560028076,0.056836798787117004,4.017827260494232,533080,-120.2731704711914,0.03
205.62,141,3087,26972,413.27538906,8,1.557409405708313,0.05678180605173111,6.220752274990081,537420,-114.78718566894531,0.03
204.8,142,3109,27165,415.43650144,8,-0.3451962471008301,0.05034958943724632,5.664557135105133,541280,-124.71578216552734,0.03
200.82,143,3132,27364,412.28837373999994,8,-1.1102957725524902,0.05803526192903519,5.332927298545838,545260,-126.81000518798828,0.03
199.86,144,3154,27560,411.83239837,8,-0.46614864468574524,0.05368117615580559,5.36175684928894,549180,-126.97296142578125,0.03
199.89,145,3177,27761,412.92885361000003,8,-1.7869776487350464,0.06102297827601433,4.625800478458404,553200,-133.36917114257812,0.03
199.6,146,3198,27938,412.36668810000003,8,-1.4541763067245483,0.05833427980542183,5.750715804100037,556740,-130.47071838378906,0.03
199.92,147,3222,28146,413.23726259,8,0.9232399463653564,0.05223182588815689,5.722586441040039,560900,-128.13363647460938,0.03
199.98,148,3244,28335,413.83807368000004,8,-1.7232310771942139,0.05521370843052864,5.224779331684113,564680,-128.98226928710938,0.03
200.45,149,3269,28550,415.30802476,8,1.6073390245437622,0.04693616181612015,4.088835048675537,568980,-123.76483154296875,0.03
200.63,150,3292,28747,416.0875175100001,8,-1.9714380502700806,0.05157119408249855,4.554794824123382,572920,-124.65350341796875,0.03
201.17,151,3319,28979,417.09608588000003,8,-2.6332650184631348,0.04724300652742386,3.8705080270767214,577560,-125.77792358398438,0.03
201.54,152,3341,29179,417.27389305000014,8,1.6160216331481934,0.05591409653425217,4.227046298980713,581560,-126.91921997070312,0.03
201.96,153,3368,29421,418.9653347,8,-0.2429046332836151,0.05165904760360718,3.863268053531647,586400,-126.39666748046875,0.03
202.41,154,3393,29643,420.75970157000006,8,-1.0091091394424438,0.04841176047921181,4.195692455768585,590840,-128.98635864257812,0.03
202.15,155,3417,29852,420.77384108,8,2.977762222290039,0.039192479103803635,3.5243152022361754,595020,-132.73243713378906,0.03
202.07,156,3440,30055,420.68358415999995,8,0.5874338746070862,0.038930486887693405,4.233271217346191,599080,-128.89266967773438,0.03
202.49,157,3467,30287,422.58644359,8,-2.6079564094543457,0.047974735498428345,4.899299919605255,603720,-132.9224090576172,0.03
202.79,158,3491,30495,423.5229619899999,8,0.7859579920768738,0.042695388197898865,4.938823294639588,607880,-129.1995391845703,0.03
203.52,159,3517,30722,425.20380099999994,8,-1.1435394287109375,0.05219347029924393,4.804546344280243,612420,-127.88676452636719,0.03
203.93,160,3542,30940,426.41018252999993,8,2.1196796894073486,0.040944118052721024,4.343730926513672,616780,-129.33111572265625,0.03
204.18,161,3566,31143,427.27299441,8,-1.1697776317596436,0.04973362386226654,3.9885035395622253,620840,-135.63613891601562,0.03
204.77,162,3592,31370,428.88202580000006,8,0.01937192678451538,0.049338698387145996,3.7917267322540282,625380,-136.25270080566406,0.03
204.93,163,3615,31570,428.73643345999994,8,-2.584550619125366,0.04575738310813904,4.188679790496826,629380,-135.2359619140625,0.03
203.26,164,3640,31783,427.4322840699999,8,-1.4184304475784302,0.06906966865062714,4.226874601840973,633640,-134.115478515625,0.03
203.04,165,3666,32013,428.18889432,8,1.8403851985931396,0.04104998707771301,4.214851295948028,638240,-134.674560546875,0.03
203.6,166,3690,32219,429.35958727999997,8,-1.393380045890808,0.036820314824581146,4.1853467464447025,642360,-136.27989196777344,0.03
203.63,167,3713,32424,429.78379688,8,1.6794729232788086,0.04986089840531349,4.686313199996948,646460,-133.04678344726562,0.03
203.77,168,3735,32611,429.8605425399999,8,1.4784867763519287,0.042520370334386826,4.271487152576446,650200,-135.26956176757812,0.03
204.23,169,3759,32823,431.3251805600001,8,0.9998626708984375,0.03311734274029732,3.5202165246009827,654440,-138.41311645507812,0.03
204.49,170,3785,33043,432.02984127,8,1.2626655101776123,0.04767459258437157,4.079291212558746,658840,-135.51556396484375,0.03
204.37,171,3806,33230,432.38398945,8,1.6322871446609497,0.04065528139472008,3.8107104539871215,662580,-133.661376953125,0.03
204.52,172,3829,33431,432.82449463000006,8,-0.9257751703262329,0.040342964231967926,3.7184396982192993,666600,-132.58201599121094,0.03
204.49,173,3852,33630,433.18472072,8,-2.6628777980804443,0.07170124351978302,3.256327784061432,670580,-131.79847717285156,0.03
203.83,174,3876,33836,432.45897899999994,8,2.8414506912231445,0.05021119490265846,4.086512553691864,674700,-131.95335388183594,0.03
204.02,175,3901,34055,433.90116307999995,8,2.446758270263672,0.046320680528879166,3.5766416072845457,679080,-135.9154815673828,0.03
204.27,176,3926,34273,435.28975111000005,8,0.3694559335708618,0.05363272875547409,3.5715624928474425,683440,-127.36760711669922,0.03
204.8,177,3951,34488,436.99582864999996,8,-0.7653208374977112,0.05574391782283783,3.9963785648345946,687740,-129.12313842773438,0.03
205.02,178,3978,34721,438.56818745000004,8,-1.8264508247375488,0.047003261744976044,4.015219724178314,692400,-129.8531494140625,0.03
205.56,179,4005,34957,439.8522300699999,8,-0.8811782598495483,0.03792746737599373,4.35850819349289,697120,-128.68692016601562,0.03
205.82,180,4030,35180,440.7980843699999,8,0.44729965925216675,0.04458177089691162,3.690761387348175,701580,-136.45840454101562,0.03
205.46,181,4052,35377,440.44187031999996,8,2.5307230949401855,0.036464620381593704,4.417428135871887,705520,-133.45956420898438,0.03
205.34,182,4075,35575,441.15245387999994,8,0.8077720403671265,0.04216230288147926,4.611979115009308,709480,-129.69204711914062,0.03
205.68,183,4099,35786,443.0455154399999,8,-1.6019490957260132,0.05348940193653107,4.727769112586975,713700,-131.8984375,0.03
206.08,184,4125,36015,444.61951828,8,-1.7474825382232666,0.05282134935259819,4.644021379947662,718280,-137.16790771484375,0.03
206.1,185,4147,36204,445.3249549800001,8,3.0702528953552246,0.05072249844670296,4.380986332893372,722060,-133.147216796875,0.03
205.73,186,4166,36378,445.5927501900002,8,4.800994873046875,0.0358014740049839,4.933333826065064,725540,-136.42474365234375,0.03
205.65,187,4191,36597,446.6636005200001,8,-1.0574344396591187,0.03817269578576088,4.999514365196228,729920,-135.78021240234375,0.03
207.25,188,4217,36826,452.44667509000016,8,0.11523157358169556,0.03991835191845894,4.405941569805146,734500,-135.3577880859375,0.03
206.66,189,4238,37013,455.2034703200001,8,-3.535658359527588,0.04282627999782562,5.307620048522949,738240,-133.3961944580078,0.03
207.1,190,4264,37234,456.9067659100001,8,2.902662992477417,0.03027230314910412,4.85504732131958,742660,-136.46490478515625,0.03
207.31,191,4290,37461,458.44562340000004,8,-0.9410986304283142,0.038878872990608215,5.391280090808868,747200,-135.47274780273438,0.03
207.47,192,4315,37679,459.90369851,8,-1.9100805521011353,0.04544161632657051,5.010646009445191,751560,-133.13446044921875,0.03
207.58,193,4340,37896,460.85143507,8,-2.4275765419006348,0.05155491828918457,4.413747775554657,755900,-133.03717041015625,0.03
207.22,194,4366,38115,461.49051959999997,8,2.402235746383667,0.042532362043857574,4.555479741096496,760280,-138.62677001953125,0.03
207.09,195,4389,38313,462.00449619000005,8,-0.6221829056739807,0.053136371076107025,4.962119626998901,764240,-135.5984649658203,0.03
207.23,196,4416,38556,463.2605574300001,8,-1.6406633853912354,0.03649717569351196,4.253919780254364,769100,-127.83027648925781,0.03
207.64,197,4443,38790,465.1399964300001,8,-1.1466563940048218,0.05209072306752205,5.304530215263367,773780,-133.01943969726562,0.03
207.91,198,4468,39004,465.85974447,8,-0.15962812304496765,0.04080546274781227,4.441024684906006,778060,-133.81134033203125,0.03
207.83,199,4491,39205,466.19803468000003,8,-2.428532123565674,0.04736144468188286,4.156183576583862,782080,-137.6221466064453,0.03
207.71,200,4514,39405,466.51007719000006,8,0.08656877279281616,0.05501182749867439,4.629371619224548,786080,-137.61209106445312,0.03
207.49,201,4539,39617,466.53402847000007,8,-2.101229667663574,0.06095981225371361,4.540496397018432,790320,-136.28659057617188,0.03
207.25,202,4561,39812,466.2700017700001,8,-3.20723819732666,0.05952467396855354,4.394193005561829,794220,-138.72459411621094,0.03
207.27,203,4585,40018,466.79485597000007,8,1.4160237312316895,0.04135791212320328,4.984333515167236,798340,-142.19009399414062,0.03
207.67,204,4612,40249,469.0154230800001,8,2.5952272415161133,0.03743046894669533,3.9849605202674865,802960,-144.1436767578125,0.03
208.03,205,4638,40476,470.6609202300001,8,1.475813388824463,0.04267483949661255,3.8573617219924925,807500,-144.30648803710938,0.03
207.96,206,4662,40680,470.5700117700001,8,-0.0513891726732254,0.04531837999820709,4.169397008419037,811580,-140.0140380859375,0.03
207.66,207,4687,40896,471.5287399400001,8,0.5703514814376831,0.04541254788637161,3.688893437385559,815900,-140.40548706054688,0.03
207.73,208,4711,41099,472.81528124000005,8,0.7247074842453003,0.04178180173039436,3.7174139738082888,819960,-138.22116088867188,0.03
207.88,209,4736,41316,474.3040206600001,8,-0.5884218811988831,0.0515613853931427,4.211162340641022,824300,-145.81118774414062,0.03
208.14,210,4761,41532,475.7219483,8,2.923821210861206,0.036679353564977646,3.6731749296188356,828620,-144.593994140625,0.03
208.01,211,4785,41738,476.44420800000006,8,3.6235220432281494,0.036791346967220306,4.167529964447022,832740,-136.61996459960938,0.03
208.35,212,4810,41964,478.23315683,8,-3.4058852195739746,0.04814203456044197,4.4371570467948915,837260,-138.19696044921875,0.03
208.69,213,4836,42191,479.56217039999996,8,-0.616143524646759,0.0522485114634037,4.220222151279449,841800,-139.51910400390625,0.03
