rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
320.18593330999994,3036,173.49,25227,8,152,0.003,502520,0.06824339926242828,-214.2830047607422,8.443855285644531,-0.9781516790390015
320.39634454,3053,173.7,25381,8,153,0.003,505600,0.06740620732307434,-212.46047973632812,4.959023761749267,-0.28216323256492615
321.19518218999997,3075,174.14,25580,8,154,0.003,509580,0.06793968379497528,-214.38729858398438,3.218250000476837,1.0606396198272705
319.83253435,3091,172.57,25717,8,155,0.003,512320,0.06652632355690002,-214.85137939453125,5.756693696975708,0.3450206220149994
318.77719748000004,3107,170.97,25863,8,156,0.003,515240,0.06674642115831375,-213.97836303710938,5.882394599914551,0.027162134647369385
319.23062497,3127,170.96,26029,8,157,0.003,518560,0.06550073623657227,-213.86920166015625,3.9836803317070006,1.4281067848205566
321.95278013000006,3145,171.17,26186,8,158,0.003,521700,0.06385861337184906,-214.56283569335938,7.863533020019531,0.420574426651001
319.83641890000007,3161,169.22,26330,8,159,0.003,524580,0.06755517423152924,-214.5579833984375,5.34326468706131,-0.574772834777832
320.51711129000006,3179,169.37,26487,8,160,0.003,527720,0.06776648759841919,-217.03732299804688,5.063873362541199,1.8839685916900635
319.05581148000005,3196,168.36,26631,8,161,0.003,530600,0.07070716470479965,-213.99853515625,4.314321982860565,-1.2176300287246704
318.74580577000006,3217,167.84,26816,8,162,0.003,534300,0.07087977975606918,-215.87847900390625,4.859854292869568,-0.6575196981430054
317.91126625,3236,167.27,26980,8,163,0.003,537580,0.06969485431909561,-216.532470703125,6.547722625732422,-0.6723613739013672
317.76213649000005,3251,167.07,27108,8,164,0.003,540140,0.0654965341091156,-213.59097290039062,7.572508013248443,-0.44425463676452637
316.19001131,3264,165.62,27225,8,165,0.003,542480,0.06760837882757187,-210.31784057617188,5.4252069115638735,-0.43834319710731506
314.08755502,3278,164.34,27344,8,166,0.003,544860,0.06586016714572906,-209.15354919433594,3.771343004703522,0.017805516719818115
315.41306772,3302,165.07,27552,8,167,0.003,549020,0.06326895207166672,-203.75421142578125,4.034503316879272,1.0566799640655518
316.18876929000004,3324,165.04,27744,8,168,0.003,552860,0.07148125767707825,-206.0340576171875,4.991838920116424,-0.2307763695716858
317.05134828000007,3345,165.53,27928,8,169,0.003,556540,0.07255201786756516,-208.965087890625,4.304742646217346,-0.020550452172756195
319.5097182800001,3362,165.65,28070,8,170,0.003,559380,0.07437267899513245,-203.160888671875,5.8730923414230345,-0.1848757266998291
319.78904295,3379,165.75,28214,8,171,0.003,562260,0.0748644694685936,-206.095458984375,6.433850431442261,-0.22818629443645477
319.46990568000007,3392,165.64,28333,8,172,0.003,564640,0.07643008232116699,-207.41763305664062,5.854488635063172,-0.5631619691848755
319.77937763,3410,165.34,28490,8,173,0.003,567780,0.06816510856151581,-210.06277465820312,8.608641183376312,0.7306210994720459
320.15829253,3429,164.92,28652,8,174,0.003,571020,0.06525120139122009,-206.5529327392578,5.377749454975128,-1.496016263961792
321.70698469000007,3446,165.34,28800,8,175,0.003,573980,0.05930018424987793,-207.25314331054688,5.136976420879364,0.24865086376667023
320.77834794000006,3461,164.93,28931,8,176,0.003,576600,0.05879628658294678,-205.23739624023438,4.348538362979889,0.4706667363643646
321.05124781,3482,165.2,29110,8,177,0.003,580180,0.05796924605965614,-204.63385009765625,4.251571893692017,0.2852223515510559
322.47435637,3508,165.55,29337,8,178,0.003,584720,0.0662325769662857,-203.50064086914062,4.82294716835022,-1.2926872968673706
322.21273732000003,3526,165.58,29490,8,179,0.003,587780,0.07859081774950027,-208.50750732421875,5.127882075309754,-0.21333953738212585
326.12826986,3545,166.54,29657,8,180,0.003,591120,0.07250285893678665,-207.53883361816406,6.968353033065796,-0.9244403839111328
326.43897266999994,3565,166.71,29843,8,181,0.003,594840,0.07275985926389694,-210.0623779296875,6.387879478931427,0.14822661876678467
326.66354901,3588,166.95,30055,8,182,0.003,599080,0.06672261655330658,-209.58013916015625,5.854157888889313,-0.4093197286128998
326.19172979999996,3605,166.29,30210,8,183,0.003,602180,0.0681850016117096,-208.8666534423828,4.394373714923859,-0.4680534601211548
330.11679942,3636,168.0,30486,8,184,0.003,607700,0.05889199674129486,-207.09869384765625,6.607927668094635,-1.0153729915618896
331.6037511,3655,168.4,30663,8,185,0.003,611240,0.04880232736468315,-205.58724975585938,3.858009946346283,0.15161459147930145
332.59735581999996,3674,168.55,30828,8,186,0.003,614540,0.05612463876605034,-209.8253173828125,6.085195481777191,-0.6430352330207825
334.68804212000003,3696,169.43,31020,8,187,0.003,618380,0.06582926958799362,-210.53634643554688,6.222979736328125,0.27903109788894653
334.08915604000003,3710,169.18,31135,8,188,0.003,620680,0.07182931154966354,-209.77288818359375,7.725153410434723,0.7883189916610718
332.19766424,3721,168.33,31234,8,189,0.003,622660,0.07242749631404877,-210.9666290283203,6.805087172985077,-0.9594824314117432
331.10485452,3738,167.96,31380,8,190,0.003,625580,0.07109615206718445,-213.45281982421875,5.1115478515625,-1.2611442804336548
329.4453536099999,3751,167.33,31504,8,191,0.003,628060,0.06606234610080719,-212.50338745117188,4.908444702625275,0.19009727239608765
