time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/n_updates,train/learning_rate
529,4711,147.96518079487183,8,120.7948717948718,39,-173.53076171875,0.0828184187412262,2.282200813293457,11.761513328552246,92200,0.03
553,4928,153.33237865,8,123.2,40,-162.49386596679688,0.09611640870571136,0.3963000476360321,10.185492420196534,96540,0.03
575,5128,158.52250651219512,8,125.07317073170732,41,-161.9662322998047,0.12134885042905807,1.4740571975708008,10.104609942436218,100540,0.03
599,5350,164.5869909047619,8,127.38095238095238,42,-169.22218322753906,0.14453089237213135,-0.056358903646469116,8.855737233161927,104980,0.03
626,5600,169.86711539534883,8,130.2325581395349,43,-165.29421997070312,0.14859536290168762,-0.21929451823234558,15.521758556365967,109980,0.03
665,5955,178.20098697727272,8,135.3409090909091,44,-159.66246032714844,0.10692989081144333,-2.230560541152954,6.8060143232345585,117080,0.03
696,6225,184.15712946666665,8,138.33333333333334,45,-162.56524658203125,0.09721436351537704,-0.629830539226532,6.622309374809265,122480,0.03
719,6429,187.1492178695652,8,139.7608695652174,46,-157.54678344726562,0.08655277639627457,-1.6264591217041016,9.816833448410033,126560,0.03
761,6807,194.8719724680851,8,144.82978723404256,47,-151.61898803710938,0.06719419360160828,-1.7373218536376953,6.017033672332763,134120,0.03
776,6936,196.16948381250003,8,144.5,48,-151.3538818359375,0.06341102719306946,-2.033517837524414,5.476283800601959,136700,0.03
796,7109,198.51343740816327,8,145.08163265306123,49,-150.70565795898438,0.13323548436164856,-2.2208447456359863,7.9858581066131595,140160,0.03
820,7325,202.91463320000003,8,146.5,50,-158.338134765625,0.12932920455932617,1.7929272651672363,5.634324789047241,144480,0.03
855,7634,205.8069785686275,8,149.68627450980392,51,-149.23416137695312,0.09625604003667831,0.6492065191268921,7.776075530052185,150660,0.03
877,7838,209.23140926923082,8,150.73076923076923,52,-151.5178985595703,0.10056662559509277,0.9827360510826111,8.409132266044617,154740,0.03
902,8065,212.1636015849057,8,152.16981132075472,53,-146.217529296875,0.10069077461957932,-0.2051783800125122,9.42941107749939,159280,0.03
936,8373,218.27003579629636,8,155.05555555555554,54,-142.472412109375,0.1087455004453659,-1.0548031330108643,6.560470104217529,165440,0.03
972,8694,223.02926870909099,8,158.07272727272726,55,-143.53475952148438,0.09942058473825455,1.6022413969039917,6.620741462707519,171860,0.03
1061,9493,236.71732719642856,8,169.51785714285714,56,-142.89620971679688,0.04932764545083046,4.794252395629883,6.009912896156311,187840,0.03
1080,9667,238.92492014035085,8,169.59649122807016,57,-140.9931640625,0.0717671737074852,0.6814576387405396,6.968961632251739,191320,0.03
1102,9861,240.78689718965512,8,170.01724137931035,58,-146.15676879882812,0.08363022655248642,0.28985223174095154,5.929280722141266,195200,0.03
