time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/n_updates,train/learning_rate
6147,55601,798.43264299,9,351.13,211,-213.71109008789062,0.0899466946721077,-1.1616488695144653,20.37416491508484,1110000,0.03
6242,56468,815.91440357,9,357.73,212,-222.2685546875,0.10146839171648026,-0.14825451374053955,24.31705265045166,1127340,0.03
6316,57139,828.4724163899998,9,362.76,213,-209.71493530273438,0.11476435512304306,-0.09341660141944885,29.74472885131836,1140760,0.03
6427,58139,848.97724003,9,370.76,214,-221.52178955078125,0.1076040267944336,0.4632713794708252,34.55227108001709,1160760,0.03
6538,59139,868.25184515,9,378.48,215,-230.27891540527344,0.10856620222330093,-1.2689319849014282,31.450778007507324,1180760,0.03
6650,60139,889.5834290499998,9,386.45,216,-230.60757446289062,0.10605137050151825,0.5423334836959839,30.85427932739258,1200760,0.03
6759,61139,909.9238628099998,9,394.43,217,-255.83612060546875,0.10558672994375229,1.1904098987579346,28.720816612243652,1220760,0.03
6869,62139,930.2372817,9,402.33,218,-252.56288146972656,0.10185840725898743,0.28419098258018494,28.535162830352782,1240760,0.03
6978,63139,950.11817644,9,410.27,219,-251.04718017578125,0.08283630758523941,0.870004415512085,25.134618759155273,1260760,0.03
7089,64139,968.04244532,9,417.91,220,-259.7374267578125,0.10175425559282303,-1.130531907081604,27.381582736968994,1280760,0.03
7200,65139,987.94155487,9,425.76,221,-263.02362060546875,0.08759497851133347,0.6020735502243042,24.870016002655028,1300760,0.03
7310,66139,1007.72185287,9,433.68,222,-268.31134033203125,0.10132770985364914,0.27667099237442017,27.40525140762329,1320760,0.03
7421,67139,1029.0886659300002,9,441.73,223,-269.6737976074219,0.0851154625415802,3.0875892639160156,35.1382417678833,1340760,0.03
7530,68139,1049.3991122799998,9,449.63,224,-268.8406066894531,0.09916938096284866,-1.4879029989242554,29.944227695465088,1360760,0.03
7643,69139,1069.8214921200001,9,457.55,225,-265.2973937988281,0.10342609137296677,-0.003017723560333252,26.514622116088866,1380760,0.03
7754,70139,1089.8209432,9,465.67,226,-289.2193603515625,0.10039792209863663,1.14754056930542,24.044995975494384,1400760,0.03
7864,71139,1109.89271833,9,473.78,227,-282.4203796386719,0.09135408699512482,-0.14733710885047913,26.750211429595947,1420760,0.03
7976,72139,1129.59240917,9,481.89,228,-289.45263671875,0.11852158606052399,-2.5510988235473633,25.11018352508545,1440760,0.03
8085,73139,1149.30950055,9,489.83,229,-279.5987243652344,0.11019305884838104,-1.4828630685806274,30.180576133728028,1460760,0.03
8197,74139,1168.50045389,9,497.72,230,-275.9404296875,0.09563015401363373,0.604169487953186,30.37590980529785,1480760,0.03
8307,75139,1187.6199631099998,9,505.63,231,-286.78131103515625,0.1057550460100174,0.26527976989746094,25.123689556121825,1500760,0.03
8420,76139,1207.33188087,9,513.62,232,-279.3078918457031,0.10839351266622543,-1.4149081707000732,23.07313823699951,1520760,0.03
8427,76205,1203.43429961,9,512.19,233,-274.7023620605469,0.10319002717733383,-1.3302674293518066,21.861454200744628,1522080,0.03
8436,76285,1199.8522417,9,510.56,234,-276.1789855957031,0.084110327064991,2.1000969409942627,23.601938343048097,1523680,0.03
8447,76382,1197.5912003499998,9,509.54,235,-272.29376220703125,0.09321233630180359,0.0067473649978637695,25.42497386932373,1525620,0.03
8558,77382,1216.6534691299998,9,517.65,236,-264.4266357421875,0.09586063772439957,1.354687213897705,36.066271686553954,1545620,0.03
8669,78382,1236.6335042599997,9,525.66,237,-281.86279296875,0.0848347619175911,1.509044885635376,27.62736120223999,1565620,0.03
8780,79382,1257.48645743,9,533.5,238,-278.5533142089844,0.08298800140619278,0.105634905397892,26.245779705047607,1585620,0.03
8889,80382,1278.6049251800002,9,541.25,239,-282.6010437011719,0.08868245035409927,0.7540803551673889,23.63357267379761,1605620,0.03
9000,81382,1299.00201794,9,549.35,240,-290.9850769042969,0.07368233799934387,0.8778413534164429,21.17705798149109,1625620,0.03
9110,82382,1319.4537016,9,557.53,241,-281.4315185546875,0.07890290766954422,1.8841686248779297,22.324287033081056,1645620,0.03
9220,83382,1340.3738809600002,9,565.41,242,-293.5798034667969,0.07913824170827866,0.3748359978199005,22.76089119911194,1665620,0.03
9332,84382,1361.67577736,9,573.34,243,-282.5858154296875,0.0792730376124382,-0.8356656432151794,21.513471555709838,1685620,0.03
9378,84800,1367.6702434000003,9,575.38,244,-282.70330810546875,0.10225026309490204,0.6073209643363953,26.215570545196535,1693980,0.03
9489,85800,1389.0988987000005,9,583.36,245,-269.71038818359375,0.08386274427175522,-1.7006665468215942,23.260418272018434,1713980,0.03
9598,86800,1411.31087796,9,591.35,246,-272.8863525390625,0.11490831524133682,-4.681431770324707,28.07964696884155,1733980,0.03
9709,87800,1433.0583641400005,9,598.97,247,-279.4986572265625,0.08193641901016235,2.2083866596221924,22.016877126693725,1753980,0.03
9817,88800,1454.6580594700001,9,606.59,248,-275.93743896484375,0.06920470297336578,3.5592598915100098,23.231639099121093,1773980,0.03
9927,89800,1475.3580313300001,9,614.21,249,-272.5065002441406,0.07163532078266144,1.6023445129394531,22.214019298553467,1793980,0.03
10039,90800,1496.2181833200002,9,622.28,250,-277.6384582519531,0.0819508507847786,-0.3322807550430298,23.85715456008911,1813980,0.03
10149,91800,1516.56052378,9,630.07,251,-274.95123291015625,0.08104456216096878,-0.7573955059051514,23.932576131820678,1833980,0.03
10257,92800,1537.0834770500003,9,637.88,252,-277.8719482421875,0.08126967400312424,-0.6821500658988953,21.917163610458374,1853980,0.03
10364,93800,1557.3429239100003,9,645.52,253,-277.5878601074219,0.0889832004904747,-1.3326915502548218,21.42346258163452,1873980,0.03
10473,94800,1577.8990505,9,653.28,254,-271.627197265625,0.0697772353887558,1.0960757732391357,23.567866802215576,1893980,0.03
10584,95800,1597.6807636,9,660.71,255,-275.2928466796875,0.09709299355745316,-0.35226869583129883,18.901613807678224,1913980,0.03
10694,96800,1619.2050087000002,9,668.69,256,-280.53973388671875,0.07289723306894302,1.8523825407028198,20.496569871902466,1933980,0.03
10805,97800,1639.6843713700002,9,676.27,257,-278.57366943359375,0.07757637649774551,-0.3909789025783539,21.010163640975954,1953980,0.03
10916,98800,1659.4141589700002,9,683.65,258,-279.36260986328125,0.0778227224946022,-0.0005717277526855469,20.056309127807616,1973980,0.03
11026,99800,1680.1481808400004,9,691.25,259,-279.4167785644531,0.0963996946811676,-0.5706968903541565,17.649848556518556,1993980,0.03
11137,100800,1699.6323768800003,9,698.36,260,-278.61566162109375,0.07916413247585297,1.3410882949829102,19.266790294647215,2013980,0.03
11248,101800,1719.0018769300002,9,705.74,261,-284.306640625,0.07003466784954071,1.9324915409088135,19.544431304931642,2033980,0.03
11356,102800,1738.7147921500002,9,713.19,262,-275.49127197265625,0.0824793353676796,-1.3425034284591675,20.68232626914978,2053980,0.03
11468,103800,1758.2866937600002,9,720.71,263,-264.9375305175781,0.09362689405679703,-1.179457664489746,24.09753704071045,2073980,0.03
11579,104800,1778.96647972,9,728.46,264,-278.0572509765625,0.09523631632328033,-1.7735340595245361,23.382865715026856,2093980,0.03
11686,105800,1798.7500678,9,735.98,265,-273.29766845703125,0.08793123066425323,1.548668622970581,21.346148920059203,2113980,0.03
11796,106800,1820.8918298700003,9,744.07,266,-275.3980712890625,0.10456005483865738,-1.8811182975769043,25.79383044242859,2133980,0.03
11906,107800,1840.59663978,9,751.32,267,-269.3712158203125,0.08550792187452316,-0.4947994351387024,19.942183113098146,2153980,0.03
12017,108800,1861.00263745,9,758.45,268,-276.8196716308594,0.07560740411281586,2.1481168270111084,19.945508813858034,2173980,0.03
12126,109800,1880.851604,9,765.06,269,-269.7536926269531,0.07984376698732376,0.03344719111919403,19.334906005859374,2193980,0.03
12235,110800,1902.34945514,9,773.0,270,-278.61669921875,0.08178658038377762,-1.1525357961654663,18.624164962768553,2213980,0.03
12347,111800,1922.32855462,9,780.48,271,-282.62542724609375,0.06759395450353622,2.3115592002868652,17.146591997146608,2233980,0.03
12457,112800,1941.9247955199999,9,787.93,272,-272.6300354003906,0.06362419575452805,-0.4509931802749634,17.457574319839477,2253980,0.03
12568,113800,1962.32630495,9,795.62,273,-267.1413269042969,0.08199027180671692,-1.408257007598877,17.806952381134032,2273980,0.03
12681,114800,1982.2249481400002,9,802.98,274,-284.4245910644531,0.07195331901311874,1.0166674852371216,19.328745365142822,2293980,0.03
12792,115800,2003.18804282,9,810.73,275,-277.5765380859375,0.06831013411283493,1.1775314807891846,18.44439787864685,2313980,0.03
12903,116800,2023.3998505000002,9,818.22,276,-275.42266845703125,0.07374929636716843,1.5092628002166748,24.84701237678528,2333980,0.03
13011,117800,2043.9738491500002,9,825.76,277,-269.6690368652344,0.07266003638505936,-1.69450044631958,19.214202976226808,2353980,0.03
13121,118800,2063.07023754,9,832.94,278,-262.2834777832031,0.06976818293333054,-0.95441073179245,14.367968320846558,2373980,0.03
13146,119030,2063.5536499199998,9,832.85,279,-276.01959228515625,0.07984315603971481,-1.8146708011627197,15.900577449798584,2378580,0.03
13256,120030,2084.73529276,9,840.45,280,-267.9500427246094,0.14386902749538422,3.925711154937744,216.00580253601075,2398580,0.03
13276,120207,2080.38793933,9,839.95,281,-303.8482971191406,0.24443358182907104,-0.3704899549484253,312.375910949707,2402120,0.03
13292,120357,2075.42093816,9,839.03,282,-341.74627685546875,0.27966228127479553,0.3323127329349518,237.4610065460205,2405120,0.03
13309,120509,2070.8721077100004,9,838.32,283,-326.8965148925781,0.2302740067243576,1.0195376873016357,266.33425827026366,2408160,0.03
13330,120692,2065.63208958,9,837.63,284,-330.3290100097656,0.17949846386909485,-0.06262311339378357,149.43470268249513,2411820,0.03
13355,120920,2060.9407424000005,9,837.59,285,-286.26104736328125,0.16056478023529053,1.065034031867981,103.31831016540528,2416380,0.03
13394,121269,2057.29665577,9,838.66,286,-256.9346618652344,0.11074668169021606,-0.0869428887963295,68.50366725921631,2423360,0.03
13427,121561,2052.09128852,9,838.52,287,-249.0793914794922,0.11101839691400528,0.026973724365234375,44.85355491638184,2429200,0.03
13535,122561,2065.0609667400004,9,846.2,288,-238.91033935546875,0.06405668705701828,1.2747243642807007,26.95619878768921,2449200,0.03
13646,123561,2082.5928412000003,9,852.96,289,-252.7689208984375,0.05996719002723694,1.8312835693359375,28.325965452194215,2469200,0.03
13757,124561,2095.7284823200002,9,858.39,290,-253.28323364257812,0.06444638222455978,1.0876766443252563,24.632794857025146,2489200,0.03
13869,125561,2109.7798614000003,9,864.04,291,-266.62957763671875,0.06405765563249588,-0.7818529605865479,20.707087182998656,2509200,0.03
13980,126561,2117.2673939000006,9,866.94,292,-261.6246337890625,0.05997810140252113,-0.8950871825218201,20.432618427276612,2529200,0.03
14088,127561,2120.460224520001,9,866.94,293,-267.4766845703125,0.06289294362068176,1.2053781747817993,23.36523265838623,2549200,0.03
14198,128561,2125.81137174,9,866.94,294,-273.24835205078125,0.0700875073671341,-1.4813659191131592,19.01600036621094,2569200,0.03
